=== employment-table03.xlsx ===
Cell A1 | value='Age, sex, and race' | fill=FFFFFF00 | rows=[0, 1, 2, 3] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell C223 | value='2749' | fill=00000000 | rows=[222] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D223 | value='81.8' | fill=00000000 | rows=[222] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E223 | value='2656' | fill=00000000 | rows=[222] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F223 | value='79' | fill=00000000 | rows=[222] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G223 | value='93' | fill=00000000 | rows=[222] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H223 | value='3.4' | fill=00000000 | rows=[222] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I223 | value='611' | fill=00000000 | rows=[222] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A224 | value='25 to 29 years' | fill=00000000 | rows=[223] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B224 | value='1574' | fill=00000000 | rows=[223] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C224 | value='1265' | fill=00000000 | rows=[223] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D224 | value='80.4' | fill=00000000 | rows=[223] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E224 | value='1213' | fill=00000000 | rows=[223] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F224 | value='77.1' | fill=00000000 | rows=[223] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G224 | value='52' | fill=00000000 | rows=[223] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H224 | value='4.1' | fill=00000000 | rows=[223] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I224 | value='309' | fill=00000000 | rows=[223] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A225 | value='30 to 34 years' | fill=00000000 | rows=[224] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B225 | value='1786' | fill=00000000 | rows=[224] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C225 | value='1483' | fill=00000000 | rows=[224] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D225 | value='83.1' | fill=00000000 | rows=[224] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E225 | value='1442' | fill=00000000 | rows=[224] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F225 | value='80.8' | fill=00000000 | rows=[224] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G225 | value='41' | fill=00000000 | rows=[224] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H225 | value='2.8' | fill=00000000 | rows=[224] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I225 | value='302' | fill=00000000 | rows=[224] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A226 | value='35 to 44 years' | fill=00000000 | rows=[225] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B226 | value='3494' | fill=00000000 | rows=[225] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C226 | value='2923' | fill=00000000 | rows=[225] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D226 | value='83.7' | fill=00000000 | rows=[225] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E226 | value='2852' | fill=00000000 | rows=[225] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F226 | value='81.6' | fill=00000000 | rows=[225] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G226 | value='70' | fill=00000000 | rows=[225] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H226 | value='2.4' | fill=00000000 | rows=[225] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I226 | value='571' | fill=00000000 | rows=[225] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A227 | value='35 to 39 years' | fill=00000000 | rows=[226] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B227 | value='1807' | fill=00000000 | rows=[226] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C227 | value='1528' | fill=00000000 | rows=[226] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D227 | value='84.5' | fill=00000000 | rows=[226] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E227 | value='1496' | fill=00000000 | rows=[226] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F227 | value='82.8' | fill=00000000 | rows=[226] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G227 | value='32' | fill=00000000 | rows=[226] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H227 | value='2.1' | fill=00000000 | rows=[226] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I227 | value='279' | fill=00000000 | rows=[226] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A228 | value='40 to 44 years' | fill=00000000 | rows=[227] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B228 | value='1687' | fill=00000000 | rows=[227] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C228 | value='1395' | fill=00000000 | rows=[227] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D228 | value='82.7' | fill=00000000 | rows=[227] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E228 | value='1357' | fill=00000000 | rows=[227] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F228 | value='80.4' | fill=00000000 | rows=[227] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G228 | value='39' | fill=00000000 | rows=[227] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H228 | value='2.8' | fill=00000000 | rows=[227] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I228 | value='292' | fill=00000000 | rows=[227] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A229 | value='45 to 54 years' | fill=00000000 | rows=[228] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B229 | value='3002' | fill=00000000 | rows=[228] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C229 | value='2477' | fill=00000000 | rows=[228] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D229 | value='82.5' | fill=00000000 | rows=[228] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E229 | value='2417' | fill=00000000 | rows=[228] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F229 | value='80.5' | fill=00000000 | rows=[228] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G229 | value='61' | fill=00000000 | rows=[228] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H229 | value='2.4' | fill=00000000 | rows=[228] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I229 | value='524' | fill=00000000 | rows=[228] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A230 | value='45 to 49 years' | fill=00000000 | rows=[229] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B230 | value='1545' | fill=00000000 | rows=[229] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C230 | value='1274' | fill=00000000 | rows=[229] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D230 | value='82.4' | fill=00000000 | rows=[229] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E230 | value='1240' | fill=00000000 | rows=[229] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F230 | value='80.2' | fill=00000000 | rows=[229] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G230 | value='34' | fill=00000000 | rows=[229] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H230 | value='2.7' | fill=00000000 | rows=[229] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I230 | value='272' | fill=00000000 | rows=[229] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A231 | value='50 to 54 years' | fill=00000000 | rows=[230] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B231 | value='1456' | fill=00000000 | rows=[230] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C231 | value='1204' | fill=00000000 | rows=[230] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D231 | value='82.7' | fill=00000000 | rows=[230] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E231 | value='1177' | fill=00000000 | rows=[230] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F231 | value='80.9' | fill=00000000 | rows=[230] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G231 | value='26' | fill=00000000 | rows=[230] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H231 | value='2.2' | fill=00000000 | rows=[230] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I231 | value='252' | fill=00000000 | rows=[230] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A232 | value='55 to 64 years' | fill=00000000 | rows=[231] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B232 | value='2353' | fill=00000000 | rows=[231] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C232 | value='1660' | fill=00000000 | rows=[231] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D232 | value='70.6' | fill=00000000 | rows=[231] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E232 | value='1620' | fill=00000000 | rows=[231] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F232 | value='68.9' | fill=00000000 | rows=[231] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G232 | value='40' | fill=00000000 | rows=[231] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H232 | value='2.4' | fill=00000000 | rows=[231] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I232 | value='692' | fill=00000000 | rows=[231] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A233 | value='55 to 59 years' | fill=00000000 | rows=[232] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B233 | value='1238' | fill=00000000 | rows=[232] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C233 | value='949' | fill=00000000 | rows=[232] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D233 | value='76.7' | fill=00000000 | rows=[232] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E233 | value='924' | fill=00000000 | rows=[232] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F233 | value='74.7' | fill=00000000 | rows=[232] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G233 | value='25' | fill=00000000 | rows=[232] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H233 | value='2.6' | fill=00000000 | rows=[232] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I233 | value='289' | fill=00000000 | rows=[232] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A234 | value='60 to 64 years' | fill=00000000 | rows=[233] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B234 | value='1115' | fill=00000000 | rows=[233] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C234 | value='711' | fill=00000000 | rows=[233] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D234 | value='63.8' | fill=00000000 | rows=[233] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E234 | value='696' | fill=00000000 | rows=[233] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F234 | value='62.4' | fill=00000000 | rows=[233] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G234 | value='15' | fill=00000000 | rows=[233] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H234 | value='2.1' | fill=00000000 | rows=[233] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I234 | value='404' | fill=00000000 | rows=[233] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A235 | value='65 years and over' | fill=00000000 | rows=[234] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B235 | value='2993' | fill=00000000 | rows=[234] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C235 | value='584' | fill=00000000 | rows=[234] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D235 | value='19.5' | fill=00000000 | rows=[234] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E235 | value='570' | fill=00000000 | rows=[234] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F235 | value='19.1' | fill=00000000 | rows=[234] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G235 | value='14' | fill=00000000 | rows=[234] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H235 | value='2.4' | fill=00000000 | rows=[234] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I235 | value='2409' | fill=00000000 | rows=[234] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A236 | value='65 to 69 years' | fill=00000000 | rows=[235] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B236 | value='968' | fill=00000000 | rows=[235] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C236 | value='328' | fill=00000000 | rows=[235] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D236 | value='33.9' | fill=00000000 | rows=[235] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E236 | value='320' | fill=00000000 | rows=[235] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F236 | value='33.1' | fill=00000000 | rows=[235] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G236 | value='8' | fill=00000000 | rows=[235] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H236 | value='2.4' | fill=00000000 | rows=[235] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I236 | value='640' | fill=00000000 | rows=[235] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A237 | value='70 to 74 years' | fill=00000000 | rows=[236] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B237 | value='839' | fill=00000000 | rows=[236] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C237 | value='167' | fill=00000000 | rows=[236] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D237 | value='19.9' | fill=00000000 | rows=[236] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E237 | value='165' | fill=00000000 | rows=[236] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F237 | value='19.6' | fill=00000000 | rows=[236] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G237 | value='3' | fill=00000000 | rows=[236] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H237 | value='1.5' | fill=00000000 | rows=[236] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I237 | value='672' | fill=00000000 | rows=[236] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A238 | value='75 years and over' | fill=00000000 | rows=[237] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B238 | value='1186' | fill=00000000 | rows=[237] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C238 | value='89' | fill=00000000 | rows=[237] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D238 | value='7.5' | fill=00000000 | rows=[237] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E238 | value='85' | fill=00000000 | rows=[237] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F238 | value='7.2' | fill=00000000 | rows=[237] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G238 | value='4' | fill=00000000 | rows=[237] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H238 | value='4' | fill=00000000 | rows=[237] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I238 | value='1097' | fill=00000000 | rows=[237] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A239 | value='Men' | fill=00000000 | rows=[238] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A240 | value='16 years and over' | fill=00000000 | rows=[239] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B240 | value='8325' | fill=00000000 | rows=[239] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C240 | value='6057' | fill=00000000 | rows=[239] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D240 | value='72.8' | fill=00000000 | rows=[239] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E240 | value='5852' | fill=00000000 | rows=[239] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F240 | value='70.3' | fill=00000000 | rows=[239] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G240 | value='204' | fill=00000000 | rows=[239] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H240 | value='3.4' | fill=00000000 | rows=[239] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I240 | value='2268' | fill=00000000 | rows=[239] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A241 | value='16 to 19 years' | fill=00000000 | rows=[240] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B241 | value='467' | fill=00000000 | rows=[240] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C241 | value='101' | fill=00000000 | rows=[240] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D241 | value='21.7' | fill=00000000 | rows=[240] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E241 | value='89' | fill=00000000 | rows=[240] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F241 | value='19' | fill=00000000 | rows=[240] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G241 | value='13' | fill=00000000 | rows=[240] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H241 | value='12.6' | fill=00000000 | rows=[240] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I241 | value='366' | fill=00000000 | rows=[240] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A242 | value='16 to 17 years' | fill=00000000 | rows=[241] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B242 | value='233' | fill=00000000 | rows=[241] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C242 | value='26' | fill=00000000 | rows=[241] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D242 | value='11.3' | fill=00000000 | rows=[241] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E242 | value='23' | fill=00000000 | rows=[241] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F242 | value='9.8' | fill=00000000 | rows=[241] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G242 | value='4' | fill=00000000 | rows=[241] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H242 | value='–' | fill=00000000 | rows=[241] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I242 | value='207' | fill=00000000 | rows=[241] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A243 | value='18 to 19 years' | fill=00000000 | rows=[242] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B243 | value='234' | fill=00000000 | rows=[242] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C243 | value='75' | fill=00000000 | rows=[242] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D243 | value='32' | fill=00000000 | rows=[242] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E243 | value='66' | fill=00000000 | rows=[242] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F243 | value='28.1' | fill=00000000 | rows=[242] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G243 | value='9' | fill=00000000 | rows=[242] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H243 | value='12.3' | fill=00000000 | rows=[242] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I243 | value='159' | fill=00000000 | rows=[242] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A244 | value='20 to 24 years' | fill=00000000 | rows=[243] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B244 | value='717' | fill=00000000 | rows=[243] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C244 | value='428' | fill=00000000 | rows=[243] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D244 | value='59.7' | fill=00000000 | rows=[243] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E244 | value='401' | fill=00000000 | rows=[243] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F244 | value='56' | fill=00000000 | rows=[243] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G244 | value='26' | fill=00000000 | rows=[243] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H244 | value='6.2' | fill=00000000 | rows=[243] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I244 | value='289' | fill=00000000 | rows=[243] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A245 | value='25 to 54 years' | fill=00000000 | rows=[244] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B245 | value='4764' | fill=00000000 | rows=[244] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C245 | value='4351' | fill=00000000 | rows=[244] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D245 | value='91.3' | fill=00000000 | rows=[244] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E245 | value='4221' | fill=00000000 | rows=[244] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F245 | value='88.6' | fill=00000000 | rows=[244] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G245 | value='130' | fill=00000000 | rows=[244] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H245 | value='3' | fill=00000000 | rows=[244] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I245 | value='413' | fill=00000000 | rows=[244] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A246 | value='25 to 34 years' | fill=00000000 | rows=[245] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B246 | value='1641' | fill=00000000 | rows=[245] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C246 | value='1470' | fill=00000000 | rows=[245] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D246 | value='89.6' | fill=00000000 | rows=[245] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E246 | value='1417' | fill=00000000 | rows=[245] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F246 | value='86.3' | fill=00000000 | rows=[245] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G246 | value='53' | fill=00000000 | rows=[245] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H246 | value='3.6' | fill=00000000 | rows=[245] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I246 | value='171' | fill=00000000 | rows=[245] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A247 | value='25 to 29 years' | fill=00000000 | rows=[246] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B247 | value='770' | fill=00000000 | rows=[246] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C247 | value='664' | fill=00000000 | rows=[246] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D247 | value='86.2' | fill=00000000 | rows=[246] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E247 | value='635' | fill=00000000 | rows=[246] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F247 | value='82.5' | fill=00000000 | rows=[246] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G247 | value='28' | fill=00000000 | rows=[246] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H247 | value='4.3' | fill=00000000 | rows=[246] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I247 | value='106' | fill=00000000 | rows=[246] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A248 | value='30 to 34 years' | fill=00000000 | rows=[247] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B248 | value='871' | fill=00000000 | rows=[247] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C248 | value='807' | fill=00000000 | rows=[247] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D248 | value='92.6' | fill=00000000 | rows=[247] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E248 | value='782' | fill=00000000 | rows=[247] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F248 | value='89.7' | fill=00000000 | rows=[247] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G248 | value='25' | fill=00000000 | rows=[247] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H248 | value='3.1' | fill=00000000 | rows=[247] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I248 | value='65' | fill=00000000 | rows=[247] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A249 | value='35 to 44 years' | fill=00000000 | rows=[248] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B249 | value='1676' | fill=00000000 | rows=[248] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C249 | value='1562' | fill=00000000 | rows=[248] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D249 | value='93.2' | fill=00000000 | rows=[248] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E249 | value='1522' | fill=00000000 | rows=[248] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F249 | value='90.8' | fill=00000000 | rows=[248] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G249 | value='40' | fill=00000000 | rows=[248] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H249 | value='2.6' | fill=00000000 | rows=[248] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I249 | value='114' | fill=00000000 | rows=[248] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A250 | value='35 to 39 years' | fill=00000000 | rows=[249] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B250 | value='873' | fill=00000000 | rows=[249] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C250 | value='816' | fill=00000000 | rows=[249] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D250 | value='93.4' | fill=00000000 | rows=[249] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E250 | value='798' | fill=00000000 | rows=[249] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F250 | value='91.4' | fill=00000000 | rows=[249] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G250 | value='17' | fill=00000000 | rows=[249] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H250 | value='2.1' | fill=00000000 | rows=[249] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I250 | value='58' | fill=00000000 | rows=[249] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A251 | value='40 to 44 years' | fill=00000000 | rows=[250] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B251 | value='803' | fill=00000000 | rows=[250] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C251 | value='747' | fill=00000000 | rows=[250] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D251 | value='93' | fill=00000000 | rows=[250] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E251 | value='723' | fill=00000000 | rows=[250] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F251 | value='90.1' | fill=00000000 | rows=[250] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G251 | value='23' | fill=00000000 | rows=[250] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H251 | value='3.1' | fill=00000000 | rows=[250] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I251 | value='56' | fill=00000000 | rows=[250] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A252 | value='45 to 54 years' | fill=00000000 | rows=[251] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B252 | value='1446' | fill=00000000 | rows=[251] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C252 | value='1319' | fill=00000000 | rows=[251] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D252 | value='91.2' | fill=00000000 | rows=[251] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E252 | value='1282' | fill=00000000 | rows=[251] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F252 | value='88.6' | fill=00000000 | rows=[251] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G252 | value='37' | fill=00000000 | rows=[251] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H252 | value='2.8' | fill=00000000 | rows=[251] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I252 | value='128' | fill=00000000 | rows=[251] | cols=[8] | col_header=False | row_header=False | metadata=False
