=== economy-table90.xlsx ===
Cell A1 | value='Direct Loan Portfolio by Repayment Plan' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21] | col_header=True | row_header=True | metadata=True
Cell K43 | value='38' | fill=7 | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L43 | value='0.79' | fill=7 | rows=[42] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M43 | value='170' | fill=None | rows=[42] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N43 | value='2.72' | fill=None | rows=[42] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O43 | value='112.9' | fill=7 | rows=[42] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P43 | value='1.52' | fill=7 | rows=[42] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q43 | value='201.4' | fill=None | rows=[42] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R43 | value='3.36' | fill=None | rows=[42] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S43 | value='46.4' | fill=7 | rows=[42] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T43 | value='1.34' | fill=7 | rows=[42] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U43 | value='183.8' | fill=7 | rows=[42] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V43 | value='NA***' | fill=7 | rows=[42] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B44 | value='Q3' | fill=00000000 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='209.2' | fill=7 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='10.69' | fill=7 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='75.6' | fill=None | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='1.78' | fill=None | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='87.5' | fill=7 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='3.01' | fill=7 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='16.5' | fill=None | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J44 | value='0.34' | fill=None | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K44 | value='38.6' | fill=7 | rows=[43] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L44 | value='0.8' | fill=7 | rows=[43] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M44 | value='169.6' | fill=None | rows=[43] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N44 | value='2.71' | fill=None | rows=[43] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O44 | value='113.3' | fill=7 | rows=[43] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P44 | value='1.53' | fill=7 | rows=[43] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q44 | value='202.4' | fill=None | rows=[43] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R44 | value='3.37' | fill=None | rows=[43] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S44 | value='46.1' | fill=7 | rows=[43] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T44 | value='1.33' | fill=7 | rows=[43] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U44 | value='198.2' | fill=7 | rows=[43] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V44 | value='NA***' | fill=7 | rows=[43] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B45 | value='Q4' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='208' | fill=7 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='10.65' | fill=7 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='75' | fill=None | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='1.77' | fill=None | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='86.7' | fill=7 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='2.99' | fill=7 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='16.3' | fill=None | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J45 | value='0.33' | fill=None | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K45 | value='38.7' | fill=7 | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L45 | value='0.8' | fill=7 | rows=[44] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M45 | value='167.7' | fill=None | rows=[44] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N45 | value='2.68' | fill=None | rows=[44] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O45 | value='113.2' | fill=7 | rows=[44] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P45 | value='1.52' | fill=7 | rows=[44] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q45 | value='201.3' | fill=None | rows=[44] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R45 | value='3.36' | fill=None | rows=[44] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S45 | value='45.8' | fill=7 | rows=[44] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T45 | value='1.32' | fill=7 | rows=[44] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U45 | value='208.2' | fill=7 | rows=[44] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V45 | value='NA***' | fill=7 | rows=[44] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell A46 | value='2023' | fill=00000000 | rows=[45, 46, 47, 48] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B46 | value='Q1' | fill=00000000 | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='209.6' | fill=7 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='10.7' | fill=7 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='76.5' | fill=None | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F46 | value='1.8' | fill=None | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='85.7' | fill=7 | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='2.97' | fill=7 | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I46 | value='16' | fill=None | rows=[45] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J46 | value='0.33' | fill=None | rows=[45] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K46 | value='39.4' | fill=7 | rows=[45] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L46 | value='0.82' | fill=7 | rows=[45] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M46 | value='165.6' | fill=None | rows=[45] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N46 | value='2.65' | fill=None | rows=[45] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O46 | value='113.1' | fill=7 | rows=[45] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P46 | value='1.52' | fill=7 | rows=[45] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q46 | value='200' | fill=None | rows=[45] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R46 | value='3.34' | fill=None | rows=[45] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S46 | value='45' | fill=7 | rows=[45] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T46 | value='1.31' | fill=7 | rows=[45] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U46 | value='242.8' | fill=7 | rows=[45] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V46 | value='NA***' | fill=7 | rows=[45] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B47 | value='Q2' | fill=00000000 | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='211.2' | fill=7 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='10.72' | fill=7 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='77.3' | fill=None | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='1.81' | fill=None | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G47 | value='84.8' | fill=7 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='2.94' | fill=7 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I47 | value='15.7' | fill=None | rows=[46] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J47 | value='0.33' | fill=None | rows=[46] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K47 | value='39' | fill=7 | rows=[46] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L47 | value='0.82' | fill=7 | rows=[46] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M47 | value='162.9' | fill=None | rows=[46] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N47 | value='2.63' | fill=None | rows=[46] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O47 | value='113.5' | fill=7 | rows=[46] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P47 | value='1.52' | fill=7 | rows=[46] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q47 | value='197.1' | fill=None | rows=[46] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R47 | value='3.31' | fill=None | rows=[46] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S47 | value='44.2' | fill=7 | rows=[46] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T47 | value='1.29' | fill=7 | rows=[46] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U47 | value='260.5' | fill=7 | rows=[46] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V47 | value='NA***' | fill=7 | rows=[46] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B48 | value='Q3' | fill=00000000 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='217.8' | fill=7 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='10.98' | fill=7 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='75.7' | fill=None | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='1.78' | fill=None | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='83.9' | fill=7 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='2.92' | fill=7 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='15.4' | fill=None | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='0.32' | fill=None | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='38.9' | fill=7 | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L48 | value='0.82' | fill=7 | rows=[47] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M48 | value='161' | fill=None | rows=[47] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N48 | value='2.61' | fill=None | rows=[47] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O48 | value='114.2' | fill=7 | rows=[47] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P48 | value='1.52' | fill=7 | rows=[47] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q48 | value='195.7' | fill=None | rows=[47] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R48 | value='3.29' | fill=None | rows=[47] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S48 | value='43.8' | fill=7 | rows=[47] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T48 | value='1.28' | fill=7 | rows=[47] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U48 | value='265.1' | fill=7 | rows=[47] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V48 | value='NA***' | fill=7 | rows=[47] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B49 | value='Q4' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='330.5' | fill=7 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='14.64' | fill=7 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='83.5' | fill=None | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='1.89' | fill=None | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='72.8' | fill=7 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='2.66' | fill=7 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I49 | value='31.4' | fill=None | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='0.61' | fill=None | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='42.3' | fill=7 | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L49 | value='1' | fill=7 | rows=[48] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M49 | value='148.3' | fill=None | rows=[48] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N49 | value='2.46' | fill=None | rows=[48] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O49 | value='122' | fill=7 | rows=[48] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P49 | value='1.61' | fill=7 | rows=[48] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q49 | value='271' | fill=None | rows=[48] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R49 | value='4.9' | fill=None | rows=[48] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S49 | value='36' | fill=7 | rows=[48] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T49 | value='1.07' | fill=7 | rows=[48] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U49 | value='28.3' | fill=7 | rows=[48] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V49 | value='NA***' | fill=7 | rows=[48] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell A50 | value='2024' | fill=00000000 | rows=[49, 50, 51] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B50 | value='Q1' | fill=00000000 | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='295.3' | fill=7 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='13.83' | fill=7 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='82.6' | fill=None | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='1.82' | fill=None | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='67.1' | fill=7 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='2.48' | fill=7 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I50 | value='31.8' | fill=None | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J50 | value='0.61' | fill=None | rows=[49] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K50 | value='46.1' | fill=7 | rows=[49] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L50 | value='1.14' | fill=7 | rows=[49] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M50 | value='132.8' | fill=None | rows=[49] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N50 | value='2.24' | fill=None | rows=[49] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O50 | value='110.3' | fill=7 | rows=[49] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P50 | value='1.47' | fill=7 | rows=[49] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q50 | value='369.4' | fill=None | rows=[49] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R50 | value='6.82' | fill=None | rows=[49] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S50 | value='30.1' | fill=7 | rows=[49] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T50 | value='0.93' | fill=7 | rows=[49] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U50 | value='22.4' | fill=7 | rows=[49] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V50 | value='NA***' | fill=7 | rows=[49] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B51 | value='Q2' | fill=00000000 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='285.4' | fill=7 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='13.45' | fill=7 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='76' | fill=None | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F51 | value='1.69' | fill=None | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G51 | value='63.5' | fill=7 | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H51 | value='2.36' | fill=7 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I51 | value='33.6' | fill=None | rows=[50] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J51 | value='0.63' | fill=None | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K51 | value='49.6' | fill=7 | rows=[50] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L51 | value='1.21' | fill=7 | rows=[50] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M51 | value='119.2' | fill=None | rows=[50] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N51 | value='2.05' | fill=None | rows=[50] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O51 | value='103.8' | fill=7 | rows=[50] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P51 | value='1.39' | fill=7 | rows=[50] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q51 | value='429.4' | fill=None | rows=[50] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R51 | value='7.83' | fill=None | rows=[50] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S51 | value='26.2' | fill=7 | rows=[50] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T51 | value='0.83' | fill=7 | rows=[50] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U51 | value='23.5' | fill=7 | rows=[50] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V51 | value='NA***' | fill=7 | rows=[50] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B52 | value='Q3' | fill=00000000 | rows=[51] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C52 | value='280.3' | fill=7 | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D52 | value='13.36' | fill=7 | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E52 | value='78.7' | fill=None | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F52 | value='1.68' | fill=None | rows=[51] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G52 | value='63.2' | fill=7 | rows=[51] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H52 | value='2.31' | fill=7 | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I52 | value='35.2' | fill=None | rows=[51] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J52 | value='0.65' | fill=None | rows=[51] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K52 | value='51.1' | fill=7 | rows=[51] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L52 | value='1.24' | fill=7 | rows=[51] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M52 | value='112.2' | fill=None | rows=[51] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N52 | value='1.94' | fill=None | rows=[51] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O52 | value='101.2' | fill=7 | rows=[51] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P52 | value='1.35' | fill=7 | rows=[51] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q52 | value='447.4' | fill=None | rows=[51] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R52 | value='7.96' | fill=None | rows=[51] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S52 | value='25.3' | fill=7 | rows=[51] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T52 | value='0.79' | fill=7 | rows=[51] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U52 | value='21.1' | fill=7 | rows=[51] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V52 | value='NA***' | fill=7 | rows=[51] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell A54 | value='Notes' | fill=FF00B0F0 | rows=[53] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A55 | value='* For a breakdown of Income-Based Repayment and Pay As You Earn by partial financial hardship status, please select the worksheet labeled DL-IDRbyPFH. Please note this information is available beginning with Q3 of FY2015.' | fill=FF00B0F0 | rows=[54] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21] | col_header=False | row_header=False | metadata=True

