=== environment-table12.xlsx ===
Cell A1 | value='June 2008 Agricultural and Horticultural Survey - England' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell I94 | value='194' | fill=43 | rows=[93] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J94 | value='0.5181347150259068' | fill=43 | rows=[93] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K94 | value='32' | fill=43 | rows=[93] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L94 | value='34' | fill=43 | rows=[93] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M94 | value='6.25' | fill=43 | rows=[93] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N94 | value='109' | fill=43 | rows=[93] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O94 | value='140' | fill=43 | rows=[93] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P94 | value='28.440366972477065' | fill=43 | rows=[93] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q94 | value='71' | fill=43 | rows=[93] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R94 | value='68' | fill=43 | rows=[93] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S94 | value='-4.225352112676056' | fill=43 | rows=[93] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T94 | value='0' | fill=43 | rows=[93] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U94 | value='0' | fill=43 | rows=[93] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V94 | value='0' | fill=43 | rows=[93] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W94 | value='883' | fill=43 | rows=[93] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X94 | value='879' | fill=43 | rows=[93] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y94 | value='-0.4530011325028313' | fill=43 | rows=[93] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z94 | value='151' | fill=43 | rows=[93] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA94 | value='161' | fill=43 | rows=[93] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB94 | value='6.622516556291391' | fill=43 | rows=[93] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC94 | value='1820' | fill=43 | rows=[93] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD94 | value='1808' | fill=43 | rows=[93] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE94 | value='-0.6593406593406593' | fill=43 | rows=[93] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF94 | value='1565' | fill=44 | rows=[93] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG94 | value='1567' | fill=44 | rows=[93] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH94 | value='0.12779552715654952' | fill=44 | rows=[93] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI94 | value='863' | fill=44 | rows=[93] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ94 | value='882' | fill=44 | rows=[93] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK94 | value='2.20162224797219' | fill=44 | rows=[93] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL94 | value='559' | fill=44 | rows=[93] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM94 | value='574' | fill=44 | rows=[93] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN94 | value='2.6833631484794274' | fill=44 | rows=[93] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO94 | value='266' | fill=44 | rows=[93] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP94 | value='260' | fill=44 | rows=[93] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ94 | value='-2.2556390977443606' | fill=44 | rows=[93] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR94 | value='288' | fill=44 | rows=[93] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS94 | value='283' | fill=44 | rows=[93] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT94 | value='-1.7361111111111112' | fill=44 | rows=[93] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU94 | value='3541' | fill=46 | rows=[93] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV94 | value='3566' | fill=46 | rows=[93] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW94 | value='0.7060152499293985' | fill=46 | rows=[93] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A95 | value='SURREY' | fill=00000000 | rows=[94] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B95 | value='114' | fill=43 | rows=[94] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C95 | value='116' | fill=43 | rows=[94] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D95 | value='1.7543859649122806' | fill=43 | rows=[94] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E95 | value='22' | fill=43 | rows=[94] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F95 | value='22' | fill=43 | rows=[94] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G95 | value='0' | fill=43 | rows=[94] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H95 | value='131' | fill=43 | rows=[94] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I95 | value='141' | fill=43 | rows=[94] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J95 | value='7.633587786259542' | fill=43 | rows=[94] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K95 | value='23' | fill=43 | rows=[94] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L95 | value='28' | fill=43 | rows=[94] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M95 | value='21.73913043478261' | fill=43 | rows=[94] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N95 | value='63' | fill=43 | rows=[94] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O95 | value='71' | fill=43 | rows=[94] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P95 | value='12.698412698412698' | fill=43 | rows=[94] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q95 | value='52' | fill=43 | rows=[94] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R95 | value='49' | fill=43 | rows=[94] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S95 | value='-5.769230769230769' | fill=43 | rows=[94] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T95 | value='0' | fill=43 | rows=[94] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U95 | value='0' | fill=43 | rows=[94] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V95 | value='0' | fill=43 | rows=[94] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W95 | value='454' | fill=43 | rows=[94] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X95 | value='449' | fill=43 | rows=[94] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y95 | value='-1.1013215859030838' | fill=43 | rows=[94] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z95 | value='74' | fill=43 | rows=[94] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA95 | value='59' | fill=43 | rows=[94] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB95 | value='-20.27027027027027' | fill=43 | rows=[94] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC95 | value='1476' | fill=43 | rows=[94] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD95 | value='1498' | fill=43 | rows=[94] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE95 | value='1.4905149051490514' | fill=43 | rows=[94] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF95 | value='1105' | fill=44 | rows=[94] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG95 | value='1117' | fill=44 | rows=[94] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH95 | value='1.085972850678733' | fill=44 | rows=[94] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI95 | value='607' | fill=44 | rows=[94] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ95 | value='624' | fill=44 | rows=[94] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK95 | value='2.800658978583196' | fill=44 | rows=[94] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL95 | value='354' | fill=44 | rows=[94] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM95 | value='350' | fill=44 | rows=[94] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN95 | value='-1.1299435028248588' | fill=44 | rows=[94] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO95 | value='173' | fill=44 | rows=[94] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP95 | value='171' | fill=44 | rows=[94] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ95 | value='-1.1560693641618496' | fill=44 | rows=[94] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR95 | value='170' | fill=44 | rows=[94] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS95 | value='171' | fill=44 | rows=[94] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT95 | value='0.5882352941176471' | fill=44 | rows=[94] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU95 | value='2409' | fill=46 | rows=[94] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV95 | value='2433' | fill=46 | rows=[94] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW95 | value='0.9962640099626401' | fill=46 | rows=[94] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A96 | value='WEST SUSSEX' | fill=00000000 | rows=[95] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B96 | value='313' | fill=43 | rows=[95] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C96 | value='317' | fill=43 | rows=[95] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D96 | value='1.2779552715654952' | fill=43 | rows=[95] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E96 | value='73' | fill=43 | rows=[95] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F96 | value='66' | fill=43 | rows=[95] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G96 | value='-9.58904109589041' | fill=43 | rows=[95] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H96 | value='224' | fill=43 | rows=[95] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I96 | value='223' | fill=43 | rows=[95] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J96 | value='-0.4464285714285714' | fill=43 | rows=[95] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K96 | value='34' | fill=43 | rows=[95] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L96 | value='36' | fill=43 | rows=[95] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M96 | value='5.88235294117647' | fill=43 | rows=[95] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N96 | value='91' | fill=43 | rows=[95] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O96 | value='95' | fill=43 | rows=[95] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P96 | value='4.395604395604396' | fill=43 | rows=[95] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q96 | value='69' | fill=43 | rows=[95] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R96 | value='68' | fill=43 | rows=[95] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S96 | value='-1.4492753623188406' | fill=43 | rows=[95] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T96 | value='0' | fill=43 | rows=[95] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U96 | value='0' | fill=43 | rows=[95] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V96 | value='0' | fill=43 | rows=[95] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W96 | value='519' | fill=43 | rows=[95] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X96 | value='519' | fill=43 | rows=[95] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y96 | value='0' | fill=43 | rows=[95] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z96 | value='126' | fill=43 | rows=[95] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA96 | value='128' | fill=43 | rows=[95] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB96 | value='1.5873015873015872' | fill=43 | rows=[95] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC96 | value='1505' | fill=43 | rows=[95] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD96 | value='1520' | fill=43 | rows=[95] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE96 | value='0.9966777408637874' | fill=43 | rows=[95] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF96 | value='1264' | fill=44 | rows=[95] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG96 | value='1304' | fill=44 | rows=[95] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH96 | value='3.1645569620253164' | fill=44 | rows=[95] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI96 | value='659' | fill=44 | rows=[95] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ96 | value='654' | fill=44 | rows=[95] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK96 | value='-0.7587253414264037' | fill=44 | rows=[95] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL96 | value='411' | fill=44 | rows=[95] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM96 | value='401' | fill=44 | rows=[95] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN96 | value='-2.4330900243309004' | fill=44 | rows=[95] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO96 | value='258' | fill=44 | rows=[95] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP96 | value='261' | fill=44 | rows=[95] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ96 | value='1.1627906976744187' | fill=44 | rows=[95] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR96 | value='362' | fill=44 | rows=[95] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS96 | value='352' | fill=44 | rows=[95] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT96 | value='-2.7624309392265194' | fill=44 | rows=[95] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU96 | value='2954' | fill=46 | rows=[95] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV96 | value='2972' | fill=46 | rows=[95] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW96 | value='0.6093432633716994' | fill=46 | rows=[95] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A97 | value='PORTSMOUTH' | fill=00000000 | rows=[96] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B97 | value='0' | fill=43 | rows=[96] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C97 | value='0' | fill=43 | rows=[96] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D97 | value='0' | fill=43 | rows=[96] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E97 | value='0' | fill=43 | rows=[96] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F97 | value='0' | fill=43 | rows=[96] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G97 | value='0' | fill=43 | rows=[96] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H97 | value='#' | fill=43 | rows=[96] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I97 | value='#' | fill=43 | rows=[96] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J97 | value='-' | fill=43 | rows=[96] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K97 | value='0' | fill=43 | rows=[96] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L97 | value='0' | fill=43 | rows=[96] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M97 | value='0' | fill=43 | rows=[96] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N97 | value='0' | fill=43 | rows=[96] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O97 | value='#' | fill=43 | rows=[96] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P97 | value='-' | fill=43 | rows=[96] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q97 | value='0' | fill=43 | rows=[96] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R97 | value='0' | fill=43 | rows=[96] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S97 | value='0' | fill=43 | rows=[96] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T97 | value='0' | fill=43 | rows=[96] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U97 | value='0' | fill=43 | rows=[96] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V97 | value='0' | fill=43 | rows=[96] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W97 | value='#' | fill=43 | rows=[96] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X97 | value='#' | fill=43 | rows=[96] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y97 | value='-' | fill=43 | rows=[96] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z97 | value='0' | fill=43 | rows=[96] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA97 | value='0' | fill=43 | rows=[96] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB97 | value='0' | fill=43 | rows=[96] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC97 | value='14' | fill=43 | rows=[96] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD97 | value='#' | fill=43 | rows=[96] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE97 | value='-' | fill=43 | rows=[96] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF97 | value='#' | fill=44 | rows=[96] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG97 | value='#' | fill=44 | rows=[96] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH97 | value='-' | fill=44 | rows=[96] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI97 | value='#' | fill=44 | rows=[96] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ97 | value='#' | fill=44 | rows=[96] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK97 | value='-' | fill=44 | rows=[96] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL97 | value='0' | fill=44 | rows=[96] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM97 | value='0' | fill=44 | rows=[96] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN97 | value='-' | fill=44 | rows=[96] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO97 | value='0' | fill=44 | rows=[96] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP97 | value='0' | fill=44 | rows=[96] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ97 | value='-' | fill=44 | rows=[96] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR97 | value='#' | fill=44 | rows=[96] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS97 | value='#' | fill=44 | rows=[96] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT97 | value='-' | fill=44 | rows=[96] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU97 | value='17' | fill=46 | rows=[96] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV97 | value='18' | fill=46 | rows=[96] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW97 | value='5.88235294117647' | fill=46 | rows=[96] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A98 | value='SOUTHAMPTON' | fill=00000000 | rows=[97] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B98 | value='#' | fill=43 | rows=[97] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C98 | value='#' | fill=43 | rows=[97] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D98 | value='-' | fill=43 | rows=[97] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E98 | value='#' | fill=43 | rows=[97] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F98 | value='#' | fill=43 | rows=[97] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G98 | value='-' | fill=43 | rows=[97] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H98 | value='0' | fill=43 | rows=[97] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I98 | value='#' | fill=43 | rows=[97] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J98 | value='-' | fill=43 | rows=[97] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K98 | value='0' | fill=43 | rows=[97] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L98 | value='0' | fill=43 | rows=[97] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M98 | value='0' | fill=43 | rows=[97] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N98 | value='#' | fill=43 | rows=[97] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O98 | value='#' | fill=43 | rows=[97] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P98 | value='-' | fill=43 | rows=[97] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q98 | value='#' | fill=43 | rows=[97] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R98 | value='#' | fill=43 | rows=[97] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S98 | value='-' | fill=43 | rows=[97] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T98 | value='0' | fill=43 | rows=[97] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U98 | value='0' | fill=43 | rows=[97] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V98 | value='0' | fill=43 | rows=[97] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W98 | value='5' | fill=43 | rows=[97] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X98 | value='5' | fill=43 | rows=[97] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y98 | value='0' | fill=43 | rows=[97] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z98 | value='#' | fill=43 | rows=[97] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA98 | value='#' | fill=43 | rows=[97] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB98 | value='-' | fill=43 | rows=[97] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC98 | value='22' | fill=43 | rows=[97] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD98 | value='21' | fill=43 | rows=[97] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE98 | value='-4.545454545454546' | fill=43 | rows=[97] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF98 | value='#' | fill=44 | rows=[97] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG98 | value='28' | fill=44 | rows=[97] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH98 | value='-' | fill=44 | rows=[97] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI98 | value='5' | fill=44 | rows=[97] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ98 | value='#' | fill=44 | rows=[97] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK98 | value='-' | fill=44 | rows=[97] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL98 | value='#' | fill=44 | rows=[97] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM98 | value='0' | fill=44 | rows=[97] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN98 | value='-' | fill=44 | rows=[97] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO98 | value='0' | fill=44 | rows=[97] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP98 | value='#' | fill=44 | rows=[97] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ98 | value='-' | fill=44 | rows=[97] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR98 | value='0' | fill=44 | rows=[97] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS98 | value='0' | fill=44 | rows=[97] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT98 | value='-' | fill=44 | rows=[97] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU98 | value='33' | fill=46 | rows=[97] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV98 | value='34' | fill=46 | rows=[97] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW98 | value='3.0303030303030303' | fill=46 | rows=[97] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A99 | value='HAMPSHIRE CC' | fill=00000000 | rows=[98] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B99 | value='569' | fill=43 | rows=[98] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C99 | value='576' | fill=43 | rows=[98] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D99 | value='1.2302284710017575' | fill=43 | rows=[98] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E99 | value='85' | fill=43 | rows=[98] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F99 | value='84' | fill=43 | rows=[98] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G99 | value='-1.1764705882352942' | fill=43 | rows=[98] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H99 | value='224' | fill=43 | rows=[98] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I99 | value='230' | fill=43 | rows=[98] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J99 | value='2.6785714285714284' | fill=43 | rows=[98] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K99 | value='64' | fill=43 | rows=[98] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L99 | value='68' | fill=43 | rows=[98] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M99 | value='6.25' | fill=43 | rows=[98] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N99 | value='163' | fill=43 | rows=[98] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O99 | value='179' | fill=43 | rows=[98] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P99 | value='9.815950920245399' | fill=43 | rows=[98] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q99 | value='116' | fill=43 | rows=[98] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R99 | value='119' | fill=43 | rows=[98] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S99 | value='2.586206896551724' | fill=43 | rows=[98] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T99 | value='0' | fill=43 | rows=[98] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U99 | value='0' | fill=43 | rows=[98] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V99 | value='0' | fill=43 | rows=[98] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W99 | value='907' | fill=43 | rows=[98] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X99 | value='901' | fill=43 | rows=[98] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y99 | value='-0.6615214994487321' | fill=43 | rows=[98] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z99 | value='179' | fill=43 | rows=[98] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA99 | value='190' | fill=43 | rows=[98] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB99 | value='6.145251396648044' | fill=43 | rows=[98] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC99 | value='2523' | fill=43 | rows=[98] | cols=[28] | col_header=False | row_header=False | metadata=False
