=== economy-table21.xlsx ===
Cell A1 | value='Table 3b: Debt relief order rates per 10,000 adults by location, England and Wales, 2011 to 2021 [r][note 10][note 11]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell B319 | value='Horsham' | fill=00000000 | rows=[318] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C319 | value='Non-metropolitan District' | fill=00000000 | rows=[318] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D319 | value='3.96158231395057' | fill=00000000 | rows=[318] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E319 | value='3.45721694036301' | fill=00000000 | rows=[318] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F319 | value='3.52243409716206' | fill=00000000 | rows=[318] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G319 | value='2.44657526512407' | fill=00000000 | rows=[318] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H319 | value='1.85773467833324' | fill=00000000 | rows=[318] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I319 | value='1.0939821863234' | fill=00000000 | rows=[318] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J319 | value='1.7073280316305' | fill=00000000 | rows=[318] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K319 | value='2.03352666572358' | fill=00000000 | rows=[318] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L319 | value='2.36088279528523' | fill=00000000 | rows=[318] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M319 | value='2.67837085932505' | fill=00000000 | rows=[318] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N319 | value='3.11036615921619' | fill=00000000 | rows=[318] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A320 | value='E07000228' | fill=00000000 | rows=[319] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B320 | value='Mid Sussex' | fill=00000000 | rows=[319] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C320 | value='Non-metropolitan District' | fill=00000000 | rows=[319] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D320 | value='2.92531309991773' | fill=00000000 | rows=[319] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E320 | value='3.53780003265662' | fill=00000000 | rows=[319] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F320 | value='3.76489149044883' | fill=00000000 | rows=[319] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G320 | value='1.85950962074859' | fill=00000000 | rows=[319] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H320 | value='2.27940209529654' | fill=00000000 | rows=[319] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I320 | value='1.73489126568992' | fill=00000000 | rows=[319] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J320 | value='2.59105395438018' | fill=00000000 | rows=[319] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K320 | value='2.90809562502673' | fill=00000000 | rows=[319] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L320 | value='2.88455828080327' | fill=00000000 | rows=[319] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M320 | value='3.28647992719183' | fill=00000000 | rows=[319] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N320 | value='2.0224491859642' | fill=00000000 | rows=[319] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A321 | value='E07000229' | fill=00000000 | rows=[320] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B321 | value='Worthing' | fill=00000000 | rows=[320] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C321 | value='Non-metropolitan District' | fill=00000000 | rows=[320] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D321 | value='3.68977337649971' | fill=00000000 | rows=[320] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E321 | value='4.7272942149737' | fill=00000000 | rows=[320] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F321 | value='5.28789659224442' | fill=00000000 | rows=[320] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G321 | value='4.77143655153152' | fill=00000000 | rows=[320] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H321 | value='3.91935353721657' | fill=00000000 | rows=[320] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I321 | value='3.99292681535566' | fill=00000000 | rows=[320] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J321 | value='2.84065084992273' | fill=00000000 | rows=[320] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K321 | value='3.62676096245169' | fill=00000000 | rows=[320] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L321 | value='3.49445396338714' | fill=00000000 | rows=[320] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M321 | value='4.05026833027688' | fill=00000000 | rows=[320] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N321 | value='5.1753428664649' | fill=00000000 | rows=[320] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A322 | value='E12000009' | fill=00000000 | rows=[321] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B322 | value='SOUTH WEST' | fill=00000000 | rows=[321] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C322 | value='Region' | fill=00000000 | rows=[321] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D322 | value='9.38680496213572' | fill=00000000 | rows=[321] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E322 | value='10.1134796030015' | fill=00000000 | rows=[321] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F322 | value='9.0782837749412' | fill=00000000 | rows=[321] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G322 | value='8.26826160834943' | fill=00000000 | rows=[321] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H322 | value='7.38815926164882' | fill=00000000 | rows=[321] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I322 | value='7.34284891241111' | fill=00000000 | rows=[321] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J322 | value='7.17704582217732' | fill=00000000 | rows=[321] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K322 | value='7.92900274001965' | fill=00000000 | rows=[321] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L322 | value='7.37179224651273' | fill=00000000 | rows=[321] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M322 | value='5.4088665378129' | fill=00000000 | rows=[321] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N322 | value='4.85456219965558' | fill=00000000 | rows=[321] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A323 | value='E06000022' | fill=00000000 | rows=[322] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B323 | value='Bath and North East Somerset' | fill=00000000 | rows=[322] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C323 | value='Unitary Authority' | fill=00000000 | rows=[322] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D323 | value='9.30337458769135' | fill=00000000 | rows=[322] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E323 | value='8.57997865468725' | fill=00000000 | rows=[322] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F323 | value='11.7040392704941' | fill=00000000 | rows=[322] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G323 | value='11.7152645810771' | fill=00000000 | rows=[322] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H323 | value='6.75363927542143' | fill=00000000 | rows=[322] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I323 | value='4.87634511344092' | fill=00000000 | rows=[322] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J323 | value='5.4858934169279' | fill=00000000 | rows=[322] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K323 | value='7.9405737704918' | fill=00000000 | rows=[322] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L323 | value='5.66752634762951' | fill=00000000 | rows=[322] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M323 | value='4.82208389173482' | fill=00000000 | rows=[322] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N323 | value='4.7594594256084' | fill=00000000 | rows=[322] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A324 | value='E06000058' | fill=00000000 | rows=[323] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B324 | value='Bournemouth, Christchurch and Poole [note 5]' | fill=00000000 | rows=[323] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C324 | value='Unitary Authority' | fill=00000000 | rows=[323] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D324 | value='7.00307231559652' | fill=00000000 | rows=[323] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E324 | value='5.54352144990323' | fill=00000000 | rows=[323] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F324 | value='5.10225232551094' | fill=00000000 | rows=[323] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G324 | value='3.92639901713367' | fill=00000000 | rows=[323] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H324 | value='4.94469500365341' | fill=00000000 | rows=[323] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I324 | value='4.22338252270459' | fill=00000000 | rows=[323] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J324 | value='4.33367420746764' | fill=00000000 | rows=[323] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K324 | value='5.80372187067061' | fill=00000000 | rows=[323] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L324 | value='5.94190072022091' | fill=00000000 | rows=[323] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M324 | value='4.05442915196936' | fill=00000000 | rows=[323] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N324 | value='3.61779832021881' | fill=00000000 | rows=[323] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A325 | value='E06000023' | fill=00000000 | rows=[324] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B325 | value='Bristol, City of' | fill=00000000 | rows=[324] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C325 | value='Unitary Authority' | fill=00000000 | rows=[324] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D325 | value='12.4256079147891' | fill=00000000 | rows=[324] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E325 | value='13.4735984402055' | fill=00000000 | rows=[324] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F325 | value='11.8753576265387' | fill=00000000 | rows=[324] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G325 | value='10.9987239206614' | fill=00000000 | rows=[324] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H325 | value='10.0039680543679' | fill=00000000 | rows=[324] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I325 | value='8.77793481141242' | fill=00000000 | rows=[324] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J325 | value='9.11599487533261' | fill=00000000 | rows=[324] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K325 | value='8.96074328147292' | fill=00000000 | rows=[324] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L325 | value='8.55809620275105' | fill=00000000 | rows=[324] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M325 | value='7.61860662953381' | fill=00000000 | rows=[324] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N325 | value='4.79191512387639' | fill=00000000 | rows=[324] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A326 | value='E06000052' | fill=00000000 | rows=[325] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B326 | value='Cornwall' | fill=00000000 | rows=[325] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C326 | value='Unitary Authority' | fill=00000000 | rows=[325] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D326 | value='13.9860464253243' | fill=00000000 | rows=[325] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E326 | value='13.4814917063519' | fill=00000000 | rows=[325] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F326 | value='12.0011246768269' | fill=00000000 | rows=[325] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G326 | value='12.515928332706' | fill=00000000 | rows=[325] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H326 | value='10.4761947583056' | fill=00000000 | rows=[325] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I326 | value='9.7353846702222' | fill=00000000 | rows=[325] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J326 | value='10.2354145342886' | fill=00000000 | rows=[325] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K326 | value='12.3756433370147' | fill=00000000 | rows=[325] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L326 | value='11.1915291402693' | fill=00000000 | rows=[325] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M326 | value='6.6329991708751' | fill=00000000 | rows=[325] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N326 | value='5.49160645640634' | fill=00000000 | rows=[325] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A327 | value='E06000059' | fill=00000000 | rows=[326] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B327 | value='Dorset [note 6]' | fill=00000000 | rows=[326] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C327 | value='Unitary Authority' | fill=00000000 | rows=[326] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D327 | value='6.16338009194551' | fill=00000000 | rows=[326] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E327 | value='6.87144695913333' | fill=00000000 | rows=[326] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F327 | value='6.30235287840794' | fill=00000000 | rows=[326] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G327 | value='5.94715998192595' | fill=00000000 | rows=[326] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H327 | value='6.72690100903515' | fill=00000000 | rows=[326] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I327 | value='5.93444568670717' | fill=00000000 | rows=[326] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J327 | value='5.76710663934079' | fill=00000000 | rows=[326] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K327 | value='6.25559113715627' | fill=00000000 | rows=[326] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L327 | value='6.24517125933557' | fill=00000000 | rows=[326] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M327 | value='4.42175889878978' | fill=00000000 | rows=[326] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N327 | value='4.00521639383133' | fill=00000000 | rows=[326] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A328 | value='E06000053' | fill=00000000 | rows=[327] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B328 | value='Isles of Scilly' | fill=00000000 | rows=[327] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C328 | value='Unitary Authority' | fill=00000000 | rows=[327] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D328 | value='5.35045478865704' | fill=00000000 | rows=[327] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E328 | value='0' | fill=00000000 | rows=[327] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F328 | value='0' | fill=00000000 | rows=[327] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G328 | value='0' | fill=00000000 | rows=[327] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H328 | value='0' | fill=00000000 | rows=[327] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I328 | value='15.3925089789636' | fill=00000000 | rows=[327] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J328 | value='0' | fill=00000000 | rows=[327] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K328 | value='0' | fill=00000000 | rows=[327] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L328 | value='0' | fill=00000000 | rows=[327] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M328 | value='5.29941706412295' | fill=00000000 | rows=[327] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N328 | value='5.29941706412295' | fill=00000000 | rows=[327] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A329 | value='E06000024' | fill=00000000 | rows=[328] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B329 | value='North Somerset' | fill=00000000 | rows=[328] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C329 | value='Unitary Authority' | fill=00000000 | rows=[328] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D329 | value='4.02265061732215' | fill=00000000 | rows=[328] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E329 | value='10.5762194934483' | fill=00000000 | rows=[328] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F329 | value='14.393930152844' | fill=00000000 | rows=[328] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G329 | value='10.6809239904415' | fill=00000000 | rows=[328] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H329 | value='10.6375985322505' | fill=00000000 | rows=[328] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I329 | value='11.4428008181899' | fill=00000000 | rows=[328] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J329 | value='13.6166701052197' | fill=00000000 | rows=[328] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K329 | value='15.77860679008' | fill=00000000 | rows=[328] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L329 | value='14.6491499407614' | fill=00000000 | rows=[328] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M329 | value='7.27785087974661' | fill=00000000 | rows=[328] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N329 | value='10.5383280738731' | fill=00000000 | rows=[328] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A330 | value='E06000026' | fill=00000000 | rows=[329] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B330 | value='Plymouth' | fill=00000000 | rows=[329] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C330 | value='Unitary Authority' | fill=00000000 | rows=[329] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D330 | value='13.3204342267099' | fill=00000000 | rows=[329] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E330 | value='14.9888792186442' | fill=00000000 | rows=[329] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F330 | value='11.6736773048277' | fill=00000000 | rows=[329] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G330 | value='10.8695131703066' | fill=00000000 | rows=[329] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H330 | value='9.73663360665909' | fill=00000000 | rows=[329] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I330 | value='10.8995197547846' | fill=00000000 | rows=[329] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J330 | value='10.8709584007823' | fill=00000000 | rows=[329] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K330 | value='12.4912134050193' | fill=00000000 | rows=[329] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L330 | value='12.5237808433954' | fill=00000000 | rows=[329] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M330 | value='8.44675205680799' | fill=00000000 | rows=[329] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N330 | value='6.96737740279077' | fill=00000000 | rows=[329] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A331 | value='E06000025' | fill=00000000 | rows=[330] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B331 | value='South Gloucestershire' | fill=00000000 | rows=[330] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C331 | value='Unitary Authority' | fill=00000000 | rows=[330] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D331 | value='7.21794312842126' | fill=00000000 | rows=[330] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E331 | value='6.59822995309519' | fill=00000000 | rows=[330] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F331 | value='5.89647673721998' | fill=00000000 | rows=[330] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G331 | value='5.14155639586245' | fill=00000000 | rows=[330] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H331 | value='4.80362858713274' | fill=00000000 | rows=[330] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I331 | value='5.4347329673642' | fill=00000000 | rows=[330] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J331 | value='5.79550033731623' | fill=00000000 | rows=[330] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K331 | value='5.71998015881882' | fill=00000000 | rows=[330] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L331 | value='6.06597299092318' | fill=00000000 | rows=[330] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M331 | value='4.21257717573029' | fill=00000000 | rows=[330] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N331 | value='4.12481515123591' | fill=00000000 | rows=[330] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A332 | value='E06000030' | fill=00000000 | rows=[331] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B332 | value='Swindon' | fill=00000000 | rows=[331] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C332 | value='Unitary Authority' | fill=00000000 | rows=[331] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D332 | value='16.121518242448' | fill=00000000 | rows=[331] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E332 | value='14.7082062066199' | fill=00000000 | rows=[331] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F332 | value='13.2490213791027' | fill=00000000 | rows=[331] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G332 | value='9.20139096351708' | fill=00000000 | rows=[331] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H332 | value='5.57770815532137' | fill=00000000 | rows=[331] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I332 | value='3.84383389906684' | fill=00000000 | rows=[331] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J332 | value='4.92844947459208' | fill=00000000 | rows=[331] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K332 | value='7.10305839063328' | fill=00000000 | rows=[331] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L332 | value='6.3432575246165' | fill=00000000 | rows=[331] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M332 | value='4.29910125545376' | fill=00000000 | rows=[331] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N332 | value='3.66004566342685' | fill=00000000 | rows=[331] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A333 | value='E06000027' | fill=00000000 | rows=[332] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B333 | value='Torbay' | fill=00000000 | rows=[332] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C333 | value='Unitary Authority' | fill=00000000 | rows=[332] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D333 | value='23.7864670985211' | fill=00000000 | rows=[332] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E333 | value='27.8559369724254' | fill=00000000 | rows=[332] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F333 | value='21.906928182564' | fill=00000000 | rows=[332] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G333 | value='18.5789420170631' | fill=00000000 | rows=[332] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H333 | value='18.3361129283417' | fill=00000000 | rows=[332] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I333 | value='17.4260767481106' | fill=00000000 | rows=[332] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J333 | value='12.5648729855231' | fill=00000000 | rows=[332] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K333 | value='12.9579455766286' | fill=00000000 | rows=[332] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L333 | value='8.12971410505397' | fill=00000000 | rows=[332] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M333 | value='8.21789152383189' | fill=00000000 | rows=[332] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N333 | value='6.05053551754655' | fill=00000000 | rows=[332] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A334 | value='E06000054' | fill=00000000 | rows=[333] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B334 | value='Wiltshire' | fill=00000000 | rows=[333] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C334 | value='Unitary Authority' | fill=00000000 | rows=[333] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D334 | value='6.66244082700581' | fill=00000000 | rows=[333] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E334 | value='7.04447932458711' | fill=00000000 | rows=[333] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F334 | value='7.70366907162818' | fill=00000000 | rows=[333] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G334 | value='5.93894449714747' | fill=00000000 | rows=[333] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H334 | value='3.90265224246398' | fill=00000000 | rows=[333] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I334 | value='3.7213533321618' | fill=00000000 | rows=[333] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J334 | value='3.68809003037552' | fill=00000000 | rows=[333] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K334 | value='4.20519303110314' | fill=00000000 | rows=[333] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L334 | value='4.89897451517921' | fill=00000000 | rows=[333] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M334 | value='4.04730062645175' | fill=00000000 | rows=[333] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N334 | value='4.44951683777615' | fill=00000000 | rows=[333] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A335 | value='E10000008' | fill=00000000 | rows=[334] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B335 | value='Devon' | fill=00000000 | rows=[334] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C335 | value='County' | fill=00000000 | rows=[334] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D335 | value='10.1621329608865' | fill=00000000 | rows=[334] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E335 | value='10.6198391666204' | fill=00000000 | rows=[334] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F335 | value='8.79302009415994' | fill=00000000 | rows=[334] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G335 | value='8.22394839472382' | fill=00000000 | rows=[334] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H335 | value='7.58953025888555' | fill=00000000 | rows=[334] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I335 | value='7.96489151377013' | fill=00000000 | rows=[334] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J335 | value='6.77094439887244' | fill=00000000 | rows=[334] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K335 | value='7.68392135606583' | fill=00000000 | rows=[334] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L335 | value='6.69716751004194' | fill=00000000 | rows=[334] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M335 | value='5.4026318966558' | fill=00000000 | rows=[334] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N335 | value='4.70843897138718' | fill=00000000 | rows=[334] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A336 | value='E07000040' | fill=00000000 | rows=[335] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B336 | value='East Devon' | fill=00000000 | rows=[335] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C336 | value='Non-metropolitan District' | fill=00000000 | rows=[335] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D336 | value='6.10840133108447' | fill=00000000 | rows=[335] | cols=[3] | col_header=False | row_header=False | metadata=False
