=== economy-table106.xlsx ===
Cell A1 | value='Table 8. Digital Economy Current-Dollar Value Added by Industry' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26] | col_header=True | row_header=True | metadata=True
Cell I69 | value='2.54117631707705' | fill=None | rows=[68] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J69 | value='3.35725375351849' | fill=None | rows=[68] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K69 | value='3.82040951919015' | fill=None | rows=[68] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L69 | value='3.59638873148293' | fill=None | rows=[68] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M69 | value='3.84584989816993' | fill=None | rows=[68] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N69 | value='4.32786390917772' | fill=None | rows=[68] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O69 | value='4.65101540319057' | fill=None | rows=[68] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P69 | value='4.80720126386895' | fill=None | rows=[68] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q69 | value='5.48341700113827' | fill=None | rows=[68] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R69 | value='5.6843065465032' | fill=None | rows=[68] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S69 | value='5.41177108156409' | fill=None | rows=[68] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T69 | value='5.2019844247924' | fill=None | rows=[68] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U69 | value='5.82555875252817' | fill=None | rows=[68] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V69 | value='5.99267706564257' | fill=None | rows=[68] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W69 | value='7.0291674869447' | fill=None | rows=[68] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X69 | value='7.85284234622282' | fill=None | rows=[68] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y69 | value='8.6912435797448' | fill=None | rows=[68] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z69 | value='9.25942877113246' | fill=None | rows=[68] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA69 | value='9.09714028699576' | fill=None | rows=[68] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E70 | value='Waste management and remediation services' | fill=None | rows=[69] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G70 | value='0.082' | fill=None | rows=[69] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H70 | value='0.0539999999999999' | fill=None | rows=[69] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I70 | value='0.063' | fill=None | rows=[69] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J70 | value='0.053' | fill=None | rows=[69] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K70 | value='0.0279999999999999' | fill=None | rows=[69] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L70 | value='0.00918393' | fill=None | rows=[69] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M70 | value='0.0057974' | fill=None | rows=[69] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N70 | value='0.01548128' | fill=None | rows=[69] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O70 | value='0.011024857' | fill=None | rows=[69] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P70 | value='0.030465135' | fill=None | rows=[69] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q70 | value='0.037274757' | fill=None | rows=[69] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R70 | value='0.04040910096' | fill=None | rows=[69] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S70 | value='0.039581266075' | fill=None | rows=[69] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T70 | value='0.0263111544' | fill=None | rows=[69] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U70 | value='0.0481354311' | fill=None | rows=[69] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V70 | value='0.06699158625' | fill=None | rows=[69] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W70 | value='0.065378822728877' | fill=None | rows=[69] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X70 | value='0.0566542061514246' | fill=None | rows=[69] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y70 | value='0.02605294575' | fill=None | rows=[69] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z70 | value='0.02714355105' | fill=None | rows=[69] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA70 | value='0.0200699568' | fill=None | rows=[69] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell C71 | value='Educational services, health care, and social assistance' | fill=None | rows=[70] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell G71 | value='4.2880995308147' | fill=None | rows=[70] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H71 | value='4.61548525620898' | fill=None | rows=[70] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I71 | value='5.35091268934006' | fill=None | rows=[70] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J71 | value='5.59698025823476' | fill=None | rows=[70] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K71 | value='5.98547890041789' | fill=None | rows=[70] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L71 | value='7.01648050537132' | fill=None | rows=[70] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M71 | value='7.71126878686781' | fill=None | rows=[70] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N71 | value='8.75611058544726' | fill=None | rows=[70] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O71 | value='8.91869414826495' | fill=None | rows=[70] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P71 | value='9.15643198494734' | fill=None | rows=[70] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q71 | value='9.76730948969' | fill=None | rows=[70] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R71 | value='10.4088757825499' | fill=None | rows=[70] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S71 | value='10.9041459343658' | fill=None | rows=[70] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T71 | value='11.48298223391' | fill=None | rows=[70] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U71 | value='11.5916245717975' | fill=None | rows=[70] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V71 | value='11.8513044127581' | fill=None | rows=[70] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W71 | value='11.8742096577642' | fill=None | rows=[70] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X71 | value='12.7454444326551' | fill=None | rows=[70] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y71 | value='13.2563019425197' | fill=None | rows=[70] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z71 | value='14.3477045857595' | fill=None | rows=[70] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA71 | value='14.8748814308906' | fill=None | rows=[70] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D72 | value='Educational services' | fill=None | rows=[71] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G72 | value='3.1520995308147' | fill=None | rows=[71] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H72 | value='3.74748525620898' | fill=None | rows=[71] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I72 | value='4.46691268934006' | fill=None | rows=[71] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J72 | value='4.67798025823476' | fill=None | rows=[71] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K72 | value='5.28847890041789' | fill=None | rows=[71] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L72 | value='5.73475818537132' | fill=None | rows=[71] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M72 | value='6.29626393786781' | fill=None | rows=[71] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N72 | value='7.13230267944726' | fill=None | rows=[71] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O72 | value='7.14587175126495' | fill=None | rows=[71] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P72 | value='7.34119514294734' | fill=None | rows=[71] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q72 | value='7.73790901569' | fill=None | rows=[71] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R72 | value='8.27282850209994' | fill=None | rows=[71] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S72 | value='8.6480240843965' | fill=None | rows=[71] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T72 | value='9.14922112502067' | fill=None | rows=[71] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U72 | value='9.03839167668278' | fill=None | rows=[71] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V72 | value='9.17155741269454' | fill=None | rows=[71] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W72 | value='8.85779034589998' | fill=None | rows=[71] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X72 | value='9.63998813010508' | fill=None | rows=[71] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y72 | value='9.96683251622652' | fill=None | rows=[71] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z72 | value='10.7450640124626' | fill=None | rows=[71] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA72 | value='11.0255304741074' | fill=None | rows=[71] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D73 | value='Health care and social assistance' | fill=None | rows=[72] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G73 | value='1.136' | fill=None | rows=[72] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H73 | value='0.868' | fill=None | rows=[72] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I73 | value='0.884' | fill=None | rows=[72] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J73 | value='0.919' | fill=None | rows=[72] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K73 | value='0.697' | fill=None | rows=[72] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L73 | value='1.28172232' | fill=None | rows=[72] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M73 | value='1.415004849' | fill=None | rows=[72] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N73 | value='1.623807906' | fill=None | rows=[72] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O73 | value='1.772822397' | fill=None | rows=[72] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P73 | value='1.815236842' | fill=None | rows=[72] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q73 | value='2.029400474' | fill=None | rows=[72] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R73 | value='2.13604728045' | fill=None | rows=[72] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S73 | value='2.2561218499693' | fill=None | rows=[72] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T73 | value='2.33376110888936' | fill=None | rows=[72] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U73 | value='2.55323289511471' | fill=None | rows=[72] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V73 | value='2.67974700006354' | fill=None | rows=[72] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W73 | value='3.01641931186427' | fill=None | rows=[72] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X73 | value='3.10545630255' | fill=None | rows=[72] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y73 | value='3.28946942629319' | fill=None | rows=[72] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z73 | value='3.6026405732969' | fill=None | rows=[72] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA73 | value='3.84935095678324' | fill=None | rows=[72] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E74 | value='Ambulatory health care services' | fill=None | rows=[73] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G74 | value='0.243' | fill=None | rows=[73] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H74 | value='0.173' | fill=None | rows=[73] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I74 | value='0.154' | fill=None | rows=[73] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J74 | value='0.11' | fill=None | rows=[73] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K74 | value='0.058' | fill=None | rows=[73] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L74 | value='0.178544164' | fill=None | rows=[73] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M74 | value='0.250721592' | fill=None | rows=[73] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N74 | value='0.308607722' | fill=None | rows=[73] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O74 | value='0.309443295' | fill=None | rows=[73] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P74 | value='0.251677557' | fill=None | rows=[73] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q74 | value='0.394335007' | fill=None | rows=[73] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R74 | value='0.4948677732' | fill=None | rows=[73] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S74 | value='0.52001600131' | fill=None | rows=[73] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T74 | value='0.5492373966' | fill=None | rows=[73] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U74 | value='0.6509082408' | fill=None | rows=[73] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V74 | value='0.68117645848854' | fill=None | rows=[73] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W74 | value='0.741768811061552' | fill=None | rows=[73] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X74 | value='0.68938143615' | fill=None | rows=[73] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y74 | value='0.757623397718805' | fill=None | rows=[73] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z74 | value='0.867674043896897' | fill=None | rows=[73] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA74 | value='0.915866573770449' | fill=None | rows=[73] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E75 | value='Hospitals and nursing and residential care facilities' | fill=None | rows=[74] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G75 | value='0.836' | fill=None | rows=[74] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H75 | value='0.65' | fill=None | rows=[74] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I75 | value='0.674' | fill=None | rows=[74] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J75 | value='0.744' | fill=None | rows=[74] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K75 | value='0.583' | fill=None | rows=[74] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L75 | value='1.045815509' | fill=None | rows=[74] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M75 | value='1.110877184' | fill=None | rows=[74] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N75 | value='1.260583727' | fill=None | rows=[74] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O75 | value='1.407941414' | fill=None | rows=[74] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P75 | value='1.507699619' | fill=None | rows=[74] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q75 | value='1.592493765' | fill=None | rows=[74] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R75 | value='1.60078108935' | fill=None | rows=[74] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S75 | value='1.6950071501093' | fill=None | rows=[74] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T75 | value='1.74113581388936' | fill=None | rows=[74] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U75 | value='1.83594382241471' | fill=None | rows=[74] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V75 | value='1.928582330175' | fill=None | rows=[74] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W75 | value='2.19712802685' | fill=None | rows=[74] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X75 | value='2.3469222813' | fill=None | rows=[74] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y75 | value='2.46719050602439' | fill=None | rows=[74] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z75 | value='2.6590916199' | fill=None | rows=[74] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA75 | value='2.85787274451279' | fill=None | rows=[74] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell F76 | value='Hospitals' | fill=None | rows=[75] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G76 | value='0.786' | fill=None | rows=[75] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H76 | value='0.613' | fill=None | rows=[75] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I76 | value='0.639' | fill=None | rows=[75] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J76 | value='0.713' | fill=None | rows=[75] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K76 | value='0.564' | fill=None | rows=[75] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L76 | value='1.02329463' | fill=None | rows=[75] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M76 | value='1.09087676' | fill=None | rows=[75] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N76 | value='1.244406254' | fill=None | rows=[75] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O76 | value='1.387534364' | fill=None | rows=[75] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P76 | value='1.489802217' | fill=None | rows=[75] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q76 | value='1.575488496' | fill=None | rows=[75] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R76 | value='1.5860883276' | fill=None | rows=[75] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S76 | value='1.6845213085093' | fill=None | rows=[75] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T76 | value='1.73101965908936' | fill=None | rows=[75] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U76 | value='1.82702587861471' | fill=None | rows=[75] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V76 | value='1.915677490575' | fill=None | rows=[75] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W76 | value='2.18593859475' | fill=None | rows=[75] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X76 | value='2.33953918815' | fill=None | rows=[75] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y76 | value='2.46382447227439' | fill=None | rows=[75] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z76 | value='2.65039776885' | fill=None | rows=[75] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA76 | value='2.83961251671279' | fill=None | rows=[75] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell F77 | value='Nursing and residential care facilities' | fill=None | rows=[76] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G77 | value='0.05' | fill=None | rows=[76] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H77 | value='0.037' | fill=None | rows=[76] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I77 | value='0.035' | fill=None | rows=[76] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J77 | value='0.031' | fill=None | rows=[76] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K77 | value='0.019' | fill=None | rows=[76] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L77 | value='0.022520879' | fill=None | rows=[76] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M77 | value='0.020000424' | fill=None | rows=[76] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N77 | value='0.016177473' | fill=None | rows=[76] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O77 | value='0.02040705' | fill=None | rows=[76] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P77 | value='0.017897402' | fill=None | rows=[76] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q77 | value='0.017005269' | fill=None | rows=[76] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R77 | value='0.01469276175' | fill=None | rows=[76] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S77 | value='0.0104858416' | fill=None | rows=[76] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T77 | value='0.0101161548' | fill=None | rows=[76] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U77 | value='0.00891794379999999' | fill=None | rows=[76] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V77 | value='0.0129048396' | fill=None | rows=[76] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W77 | value='0.0111894321' | fill=None | rows=[76] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X77 | value='0.00738309315' | fill=None | rows=[76] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y77 | value='0.00336603375' | fill=None | rows=[76] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z77 | value='0.00869385105' | fill=None | rows=[76] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA77 | value='0.0182602278' | fill=None | rows=[76] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E78 | value='Social assistance' | fill=None | rows=[77] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G78 | value='0.057' | fill=None | rows=[77] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H78 | value='0.045' | fill=None | rows=[77] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I78 | value='0.056' | fill=None | rows=[77] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J78 | value='0.0649999999999999' | fill=None | rows=[77] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K78 | value='0.056' | fill=None | rows=[77] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L78 | value='0.057362647' | fill=None | rows=[77] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M78 | value='0.053406073' | fill=None | rows=[77] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N78 | value='0.0546164570000001' | fill=None | rows=[77] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O78 | value='0.0554376879999999' | fill=None | rows=[77] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P78 | value='0.055859666' | fill=None | rows=[77] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q78 | value='0.0425717020000001' | fill=None | rows=[77] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R78 | value='0.0403984179' | fill=None | rows=[77] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S78 | value='0.04109869855' | fill=None | rows=[77] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T78 | value='0.0433878984' | fill=None | rows=[77] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U78 | value='0.0663808319' | fill=None | rows=[77] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V78 | value='0.0699882114' | fill=None | rows=[77] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W78 | value='0.0775224739527206' | fill=None | rows=[77] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X78 | value='0.0691525851' | fill=None | rows=[77] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y78 | value='0.06465552255' | fill=None | rows=[77] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z78 | value='0.0758749095' | fill=None | rows=[77] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA78 | value='0.0756116385' | fill=None | rows=[77] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell C79 | value='Arts, entertainment, recreation, accommodation, and food services' | fill=None | rows=[78] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell G79 | value='0.258740743279804' | fill=None | rows=[78] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H79 | value='0.234468063752434' | fill=None | rows=[78] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I79 | value='0.281861128486123' | fill=None | rows=[78] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J79 | value='0.302968728042742' | fill=None | rows=[78] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K79 | value='0.253926471868992' | fill=None | rows=[78] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L79 | value='0.174414288444205' | fill=None | rows=[78] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M79 | value='0.101404808877579' | fill=None | rows=[78] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N79 | value='0.139663214974539' | fill=None | rows=[78] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O79 | value='0.19042337740565' | fill=None | rows=[78] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P79 | value='0.254681190957878' | fill=None | rows=[78] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q79 | value='0.327091962789838' | fill=None | rows=[78] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R79 | value='0.331365678041732' | fill=None | rows=[78] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S79 | value='0.331217914015267' | fill=None | rows=[78] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T79 | value='0.301126731719585' | fill=None | rows=[78] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U79 | value='0.299637225751722' | fill=None | rows=[78] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V79 | value='0.256594244285947' | fill=None | rows=[78] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W79 | value='0.2911109595744' | fill=None | rows=[78] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X79 | value='0.355400186640012' | fill=None | rows=[78] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y79 | value='0.400066701642546' | fill=None | rows=[78] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z79 | value='0.389273995401822' | fill=None | rows=[78] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA79 | value='0.40778051458813' | fill=None | rows=[78] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D80 | value='Arts, entertainment, and recreation' | fill=None | rows=[79] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G80 | value='0.029' | fill=None | rows=[79] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H80 | value='0.031' | fill=None | rows=[79] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I80 | value='0.051' | fill=None | rows=[79] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J80 | value='0.074' | fill=None | rows=[79] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K80 | value='0.076' | fill=None | rows=[79] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L80 | value='0.055808661' | fill=None | rows=[79] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M80 | value='0.0561239829999999' | fill=None | rows=[79] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N80 | value='0.048445963' | fill=None | rows=[79] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O80 | value='0.030562499' | fill=None | rows=[79] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P80 | value='0.034856312' | fill=None | rows=[79] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q80 | value='0.031994376' | fill=None | rows=[79] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R80 | value='0.05002728735' | fill=None | rows=[79] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S80 | value='0.06688412107' | fill=None | rows=[79] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T80 | value='0.0547937352' | fill=None | rows=[79] | cols=[19] | col_header=False | row_header=False | metadata=False
