=== economy-table20.xlsx ===
Cell A1 | value='Table 3a: Number of debt relief orders by location, England and Wales, 2011 to 2021 [r][note 10]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell E291 | value='36' | fill=00000000 | rows=[290] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F291 | value='20' | fill=00000000 | rows=[290] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G291 | value='24' | fill=00000000 | rows=[290] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H291 | value='19' | fill=00000000 | rows=[290] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I291 | value='26' | fill=00000000 | rows=[290] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J291 | value='24' | fill=00000000 | rows=[290] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K291 | value='28' | fill=00000000 | rows=[290] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L291 | value='32' | fill=00000000 | rows=[290] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M291 | value='31' | fill=00000000 | rows=[290] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N291 | value='21' | fill=00000000 | rows=[290] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A292 | value='E07000113' | fill=00000000 | rows=[291] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B292 | value='Swale' | fill=00000000 | rows=[291] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C292 | value='Non-metropolitan District' | fill=00000000 | rows=[291] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D292 | value='62' | fill=00000000 | rows=[291] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E292 | value='82' | fill=00000000 | rows=[291] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F292 | value='70' | fill=00000000 | rows=[291] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G292 | value='68' | fill=00000000 | rows=[291] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H292 | value='55' | fill=00000000 | rows=[291] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I292 | value='107' | fill=00000000 | rows=[291] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J292 | value='81' | fill=00000000 | rows=[291] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K292 | value='85' | fill=00000000 | rows=[291] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L292 | value='93' | fill=00000000 | rows=[291] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M292 | value='55' | fill=00000000 | rows=[291] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N292 | value='53' | fill=00000000 | rows=[291] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A293 | value='E07000114' | fill=00000000 | rows=[292] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B293 | value='Thanet' | fill=00000000 | rows=[292] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C293 | value='Non-metropolitan District' | fill=00000000 | rows=[292] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D293 | value='69' | fill=00000000 | rows=[292] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E293 | value='40' | fill=00000000 | rows=[292] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F293 | value='54' | fill=00000000 | rows=[292] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G293 | value='74' | fill=00000000 | rows=[292] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H293 | value='60' | fill=00000000 | rows=[292] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I293 | value='84' | fill=00000000 | rows=[292] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J293 | value='82' | fill=00000000 | rows=[292] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K293 | value='65' | fill=00000000 | rows=[292] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L293 | value='75' | fill=00000000 | rows=[292] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M293 | value='65' | fill=00000000 | rows=[292] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N293 | value='55' | fill=00000000 | rows=[292] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A294 | value='E07000115' | fill=00000000 | rows=[293] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B294 | value='Tonbridge and Malling' | fill=00000000 | rows=[293] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C294 | value='Non-metropolitan District' | fill=00000000 | rows=[293] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D294 | value='39' | fill=00000000 | rows=[293] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E294 | value='41' | fill=00000000 | rows=[293] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F294 | value='46' | fill=00000000 | rows=[293] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G294 | value='44' | fill=00000000 | rows=[293] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H294 | value='60' | fill=00000000 | rows=[293] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I294 | value='46' | fill=00000000 | rows=[293] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J294 | value='39' | fill=00000000 | rows=[293] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K294 | value='70' | fill=00000000 | rows=[293] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L294 | value='42' | fill=00000000 | rows=[293] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M294 | value='47' | fill=00000000 | rows=[293] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N294 | value='43' | fill=00000000 | rows=[293] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A295 | value='E07000116' | fill=00000000 | rows=[294] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B295 | value='Tunbridge Wells' | fill=00000000 | rows=[294] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C295 | value='Non-metropolitan District' | fill=00000000 | rows=[294] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D295 | value='81' | fill=00000000 | rows=[294] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E295 | value='88' | fill=00000000 | rows=[294] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F295 | value='40' | fill=00000000 | rows=[294] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G295 | value='44' | fill=00000000 | rows=[294] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H295 | value='47' | fill=00000000 | rows=[294] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I295 | value='50' | fill=00000000 | rows=[294] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J295 | value='39' | fill=00000000 | rows=[294] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K295 | value='42' | fill=00000000 | rows=[294] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L295 | value='54' | fill=00000000 | rows=[294] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M295 | value='20' | fill=00000000 | rows=[294] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N295 | value='36' | fill=00000000 | rows=[294] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A296 | value='E10000025' | fill=00000000 | rows=[295] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B296 | value='Oxfordshire' | fill=00000000 | rows=[295] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C296 | value='County' | fill=00000000 | rows=[295] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D296 | value='330' | fill=00000000 | rows=[295] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E296 | value='359' | fill=00000000 | rows=[295] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F296 | value='253' | fill=00000000 | rows=[295] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G296 | value='245' | fill=00000000 | rows=[295] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H296 | value='192' | fill=00000000 | rows=[295] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I296 | value='239' | fill=00000000 | rows=[295] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J296 | value='211' | fill=00000000 | rows=[295] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K296 | value='286' | fill=00000000 | rows=[295] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L296 | value='257' | fill=00000000 | rows=[295] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M296 | value='206' | fill=00000000 | rows=[295] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N296 | value='182' | fill=00000000 | rows=[295] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A297 | value='E07000177' | fill=00000000 | rows=[296] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B297 | value='Cherwell' | fill=00000000 | rows=[296] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C297 | value='Non-metropolitan District' | fill=00000000 | rows=[296] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D297 | value='55' | fill=00000000 | rows=[296] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E297 | value='89' | fill=00000000 | rows=[296] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F297 | value='38' | fill=00000000 | rows=[296] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G297 | value='37' | fill=00000000 | rows=[296] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H297 | value='31' | fill=00000000 | rows=[296] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I297 | value='36' | fill=00000000 | rows=[296] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J297 | value='22' | fill=00000000 | rows=[296] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K297 | value='37' | fill=00000000 | rows=[296] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L297 | value='45' | fill=00000000 | rows=[296] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M297 | value='42' | fill=00000000 | rows=[296] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N297 | value='32' | fill=00000000 | rows=[296] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A298 | value='E07000178' | fill=00000000 | rows=[297] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B298 | value='Oxford' | fill=00000000 | rows=[297] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C298 | value='Non-metropolitan District' | fill=00000000 | rows=[297] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D298 | value='132' | fill=00000000 | rows=[297] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E298 | value='141' | fill=00000000 | rows=[297] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F298 | value='121' | fill=00000000 | rows=[297] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G298 | value='135' | fill=00000000 | rows=[297] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H298 | value='97' | fill=00000000 | rows=[297] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I298 | value='125' | fill=00000000 | rows=[297] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J298 | value='122' | fill=00000000 | rows=[297] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K298 | value='161' | fill=00000000 | rows=[297] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L298 | value='122' | fill=00000000 | rows=[297] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M298 | value='94' | fill=00000000 | rows=[297] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N298 | value='90' | fill=00000000 | rows=[297] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A299 | value='E07000179' | fill=00000000 | rows=[298] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B299 | value='South Oxfordshire' | fill=00000000 | rows=[298] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C299 | value='Non-metropolitan District' | fill=00000000 | rows=[298] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D299 | value='33' | fill=00000000 | rows=[298] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E299 | value='35' | fill=00000000 | rows=[298] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F299 | value='32' | fill=00000000 | rows=[298] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G299 | value='27' | fill=00000000 | rows=[298] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H299 | value='16' | fill=00000000 | rows=[298] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I299 | value='30' | fill=00000000 | rows=[298] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J299 | value='22' | fill=00000000 | rows=[298] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K299 | value='24' | fill=00000000 | rows=[298] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L299 | value='36' | fill=00000000 | rows=[298] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M299 | value='18' | fill=00000000 | rows=[298] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N299 | value='24' | fill=00000000 | rows=[298] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A300 | value='E07000180' | fill=00000000 | rows=[299] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B300 | value='Vale of White Horse' | fill=00000000 | rows=[299] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C300 | value='Non-metropolitan District' | fill=00000000 | rows=[299] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D300 | value='58' | fill=00000000 | rows=[299] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E300 | value='57' | fill=00000000 | rows=[299] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F300 | value='37' | fill=00000000 | rows=[299] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G300 | value='26' | fill=00000000 | rows=[299] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H300 | value='17' | fill=00000000 | rows=[299] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I300 | value='27' | fill=00000000 | rows=[299] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J300 | value='27' | fill=00000000 | rows=[299] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K300 | value='19' | fill=00000000 | rows=[299] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L300 | value='17' | fill=00000000 | rows=[299] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M300 | value='30' | fill=00000000 | rows=[299] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N300 | value='16' | fill=00000000 | rows=[299] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A301 | value='E07000181' | fill=00000000 | rows=[300] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B301 | value='West Oxfordshire' | fill=00000000 | rows=[300] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C301 | value='Non-metropolitan District' | fill=00000000 | rows=[300] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D301 | value='52' | fill=00000000 | rows=[300] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E301 | value='37' | fill=00000000 | rows=[300] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F301 | value='25' | fill=00000000 | rows=[300] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G301 | value='20' | fill=00000000 | rows=[300] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H301 | value='31' | fill=00000000 | rows=[300] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I301 | value='21' | fill=00000000 | rows=[300] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J301 | value='18' | fill=00000000 | rows=[300] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K301 | value='45' | fill=00000000 | rows=[300] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L301 | value='37' | fill=00000000 | rows=[300] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M301 | value='22' | fill=00000000 | rows=[300] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N301 | value='20' | fill=00000000 | rows=[300] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A302 | value='E10000030' | fill=00000000 | rows=[301] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B302 | value='Surrey' | fill=00000000 | rows=[301] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C302 | value='County' | fill=00000000 | rows=[301] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D302 | value='333' | fill=00000000 | rows=[301] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E302 | value='354' | fill=00000000 | rows=[301] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F302 | value='308' | fill=00000000 | rows=[301] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G302 | value='314' | fill=00000000 | rows=[301] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H302 | value='332' | fill=00000000 | rows=[301] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I302 | value='340' | fill=00000000 | rows=[301] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J302 | value='289' | fill=00000000 | rows=[301] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K302 | value='299' | fill=00000000 | rows=[301] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L302 | value='290' | fill=00000000 | rows=[301] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M302 | value='222' | fill=00000000 | rows=[301] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N302 | value='286' | fill=00000000 | rows=[301] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A303 | value='E07000207' | fill=00000000 | rows=[302] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B303 | value='Elmbridge' | fill=00000000 | rows=[302] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C303 | value='Non-metropolitan District' | fill=00000000 | rows=[302] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D303 | value='33' | fill=00000000 | rows=[302] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E303 | value='36' | fill=00000000 | rows=[302] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F303 | value='27' | fill=00000000 | rows=[302] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G303 | value='27' | fill=00000000 | rows=[302] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H303 | value='26' | fill=00000000 | rows=[302] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I303 | value='52' | fill=00000000 | rows=[302] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J303 | value='38' | fill=00000000 | rows=[302] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K303 | value='33' | fill=00000000 | rows=[302] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L303 | value='43' | fill=00000000 | rows=[302] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M303 | value='22' | fill=00000000 | rows=[302] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N303 | value='40' | fill=00000000 | rows=[302] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A304 | value='E07000208' | fill=00000000 | rows=[303] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B304 | value='Epsom and Ewell' | fill=00000000 | rows=[303] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C304 | value='Non-metropolitan District' | fill=00000000 | rows=[303] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D304 | value='10' | fill=00000000 | rows=[303] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E304 | value='11' | fill=00000000 | rows=[303] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F304 | value='12' | fill=00000000 | rows=[303] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G304 | value='4' | fill=00000000 | rows=[303] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H304 | value='5' | fill=00000000 | rows=[303] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I304 | value='13' | fill=00000000 | rows=[303] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J304 | value='13' | fill=00000000 | rows=[303] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K304 | value='11' | fill=00000000 | rows=[303] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L304 | value='12' | fill=00000000 | rows=[303] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M304 | value='8' | fill=00000000 | rows=[303] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N304 | value='7' | fill=00000000 | rows=[303] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A305 | value='E07000209' | fill=00000000 | rows=[304] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B305 | value='Guildford' | fill=00000000 | rows=[304] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C305 | value='Non-metropolitan District' | fill=00000000 | rows=[304] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D305 | value='72' | fill=00000000 | rows=[304] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E305 | value='85' | fill=00000000 | rows=[304] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F305 | value='46' | fill=00000000 | rows=[304] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G305 | value='38' | fill=00000000 | rows=[304] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H305 | value='48' | fill=00000000 | rows=[304] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I305 | value='46' | fill=00000000 | rows=[304] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J305 | value='42' | fill=00000000 | rows=[304] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K305 | value='40' | fill=00000000 | rows=[304] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L305 | value='21' | fill=00000000 | rows=[304] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M305 | value='16' | fill=00000000 | rows=[304] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N305 | value='22' | fill=00000000 | rows=[304] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A306 | value='E07000210' | fill=00000000 | rows=[305] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B306 | value='Mole Valley' | fill=00000000 | rows=[305] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C306 | value='Non-metropolitan District' | fill=00000000 | rows=[305] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D306 | value='14' | fill=00000000 | rows=[305] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E306 | value='18' | fill=00000000 | rows=[305] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F306 | value='12' | fill=00000000 | rows=[305] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G306 | value='12' | fill=00000000 | rows=[305] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H306 | value='16' | fill=00000000 | rows=[305] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I306 | value='8' | fill=00000000 | rows=[305] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J306 | value='20' | fill=00000000 | rows=[305] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K306 | value='13' | fill=00000000 | rows=[305] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L306 | value='12' | fill=00000000 | rows=[305] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M306 | value='22' | fill=00000000 | rows=[305] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N306 | value='20' | fill=00000000 | rows=[305] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A307 | value='E07000211' | fill=00000000 | rows=[306] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B307 | value='Reigate and Banstead' | fill=00000000 | rows=[306] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C307 | value='Non-metropolitan District' | fill=00000000 | rows=[306] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D307 | value='44' | fill=00000000 | rows=[306] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E307 | value='41' | fill=00000000 | rows=[306] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F307 | value='54' | fill=00000000 | rows=[306] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G307 | value='62' | fill=00000000 | rows=[306] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H307 | value='51' | fill=00000000 | rows=[306] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I307 | value='37' | fill=00000000 | rows=[306] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J307 | value='43' | fill=00000000 | rows=[306] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K307 | value='38' | fill=00000000 | rows=[306] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L307 | value='57' | fill=00000000 | rows=[306] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M307 | value='39' | fill=00000000 | rows=[306] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N307 | value='61' | fill=00000000 | rows=[306] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A308 | value='E07000212' | fill=00000000 | rows=[307] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B308 | value='Runnymede' | fill=00000000 | rows=[307] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C308 | value='Non-metropolitan District' | fill=00000000 | rows=[307] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D308 | value='11' | fill=00000000 | rows=[307] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E308 | value='6' | fill=00000000 | rows=[307] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F308 | value='18' | fill=00000000 | rows=[307] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G308 | value='16' | fill=00000000 | rows=[307] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H308 | value='18' | fill=00000000 | rows=[307] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I308 | value='19' | fill=00000000 | rows=[307] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J308 | value='19' | fill=00000000 | rows=[307] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K308 | value='22' | fill=00000000 | rows=[307] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L308 | value='19' | fill=00000000 | rows=[307] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M308 | value='16' | fill=00000000 | rows=[307] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N308 | value='14' | fill=00000000 | rows=[307] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A309 | value='E07000213' | fill=00000000 | rows=[308] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B309 | value='Spelthorne' | fill=00000000 | rows=[308] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C309 | value='Non-metropolitan District' | fill=00000000 | rows=[308] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D309 | value='22' | fill=00000000 | rows=[308] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E309 | value='19' | fill=00000000 | rows=[308] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F309 | value='19' | fill=00000000 | rows=[308] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G309 | value='21' | fill=00000000 | rows=[308] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H309 | value='28' | fill=00000000 | rows=[308] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I309 | value='21' | fill=00000000 | rows=[308] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J309 | value='21' | fill=00000000 | rows=[308] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K309 | value='27' | fill=00000000 | rows=[308] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L309 | value='19' | fill=00000000 | rows=[308] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M309 | value='23' | fill=00000000 | rows=[308] | cols=[12] | col_header=False | row_header=False | metadata=False
