=== health-table07.xlsx ===
Cell B1 | value='Physicians by categories' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell F333 | value='1.28' | fill=00000000 | rows=[332] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G333 | value='1.27' | fill=00000000 | rows=[332] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H333 | value='1.32' | fill=00000000 | rows=[332] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I333 | value='1.37' | fill=00000000 | rows=[332] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J333 | value='1.47' | fill=00000000 | rows=[332] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K333 | value='1.59' | fill=00000000 | rows=[332] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B334 | value='·  Cyprus' | fill=FFE2F2FB | rows=[333] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D334 | value='1.18' | fill=00000000 | rows=[333] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E334 | value='1.22' | fill=00000000 | rows=[333] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F334 | value='1.22' | fill=00000000 | rows=[333] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G334 | value='1.29' | fill=00000000 | rows=[333] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H334 | value='1.43' | fill=00000000 | rows=[333] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I334 | value='1.52' | fill=00000000 | rows=[333] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J334 | value='1.61' | fill=00000000 | rows=[333] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K334 | value='1.67' | fill=00000000 | rows=[333] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B335 | value='·  Romania' | fill=FFE2F2FB | rows=[334] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D335 | value='1.06' | fill=00000000 | rows=[334] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E335 | value='1.1' | fill=00000000 | rows=[334] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F335 | value='1.15' | fill=00000000 | rows=[334] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G335 | value='1.22' | fill=00000000 | rows=[334] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H335 | value='1.31' | fill=00000000 | rows=[334] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I335 | value='1.38' | fill=00000000 | rows=[334] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J335 | value='1.49' | fill=00000000 | rows=[334] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K335 | value='1.59' | fill=00000000 | rows=[334] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B336 | value='Health profession: Surgical group of specialists' | fill=FFB7DEF6 | rows=[335] | cols=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10] | col_header=False | row_header=False | metadata=False
Cell B337 | value='Australia' | fill=FFE2F2FB | rows=[336] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D337 | value='0.63' | fill=00000000 | rows=[336] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E337 | value='0.65' | fill=00000000 | rows=[336] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F337 | value='0.65' | fill=00000000 | rows=[336] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G337 | value='0.67' | fill=00000000 | rows=[336] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H337 | value='0.67' | fill=00000000 | rows=[336] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I337 | value='0.69' | fill=00000000 | rows=[336] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J337 | value='0.7' | fill=00000000 | rows=[336] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K337 | value='0.7' | fill=00000000 | rows=[336] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B338 | value='Austria' | fill=FFE2F2FB | rows=[337] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D338 | value='1.01' | fill=00000000 | rows=[337] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E338 | value='0.99' | fill=00000000 | rows=[337] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F338 | value='1.01' | fill=00000000 | rows=[337] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H338 | value='1.05' | fill=00000000 | rows=[337] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I338 | value='1.08' | fill=00000000 | rows=[337] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J338 | value='1.11' | fill=00000000 | rows=[337] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K338 | value='1.12' | fill=00000000 | rows=[337] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L338 | value='1.15' | fill=00000000 | rows=[337] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B339 | value='Belgium' | fill=FFE2F2FB | rows=[338] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D339 | value='0.58' | fill=00000000 | rows=[338] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E339 | value='0.59' | fill=00000000 | rows=[338] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F339 | value='0.6' | fill=00000000 | rows=[338] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G339 | value='0.61' | fill=00000000 | rows=[338] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H339 | value='0.62' | fill=00000000 | rows=[338] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I339 | value='0.63' | fill=00000000 | rows=[338] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J339 | value='0.64' | fill=00000000 | rows=[338] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K339 | value='0.64' | fill=00000000 | rows=[338] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B340 | value='Canada' | fill=FFE2F2FB | rows=[339] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D340 | value='0.42' | fill=00000000 | rows=[339] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E340 | value='0.42' | fill=00000000 | rows=[339] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F340 | value='0.42' | fill=00000000 | rows=[339] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G340 | value='0.43' | fill=00000000 | rows=[339] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H340 | value='0.43' | fill=00000000 | rows=[339] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I340 | value='0.42' | fill=00000000 | rows=[339] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J340 | value='0.43' | fill=00000000 | rows=[339] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K340 | value='0.43' | fill=00000000 | rows=[339] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B341 | value='Chile' | fill=FFE2F2FB | rows=[340] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D341 | value='0.39' | fill=00000000 | rows=[340] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E341 | value='0.39' | fill=00000000 | rows=[340] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F341 | value='0.43' | fill=00000000 | rows=[340] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G341 | value='0.45' | fill=00000000 | rows=[340] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H341 | value='0.47' | fill=00000000 | rows=[340] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I341 | value='0.51' | fill=00000000 | rows=[340] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J341 | value='0.53' | fill=00000000 | rows=[340] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K341 | value='0.55' | fill=00000000 | rows=[340] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L341 | value='0.55' | fill=00000000 | rows=[340] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B342 | value='Colombia' | fill=FFE2F2FB | rows=[341] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D342 | value='0.18' | fill=00000000 | rows=[341] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E342 | value='0.19' | fill=00000000 | rows=[341] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F342 | value='0.19' | fill=00000000 | rows=[341] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G342 | value='0.2' | fill=00000000 | rows=[341] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H342 | value='0.2' | fill=00000000 | rows=[341] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I342 | value='0.21' | fill=00000000 | rows=[341] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B343 | value='Czechia' | fill=FFE2F2FB | rows=[342] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell H343 | value='1.07' | fill=00000000 | rows=[342] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I343 | value='1.1' | fill=00000000 | rows=[342] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J343 | value='1.14' | fill=00000000 | rows=[342] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K343 | value='1' | fill=00000000 | rows=[342] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B344 | value='Denmark' | fill=FFE2F2FB | rows=[343] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D344 | value='0.63' | fill=00000000 | rows=[343] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E344 | value='0.63' | fill=00000000 | rows=[343] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F344 | value='0.64' | fill=00000000 | rows=[343] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G344 | value='0.64' | fill=00000000 | rows=[343] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H344 | value='0.65' | fill=00000000 | rows=[343] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I344 | value='0.66' | fill=00000000 | rows=[343] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J344 | value='0.67' | fill=00000000 | rows=[343] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B345 | value='Estonia' | fill=FFE2F2FB | rows=[344] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D345 | value='0.82' | fill=00000000 | rows=[344] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E345 | value='0.84' | fill=00000000 | rows=[344] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F345 | value='0.85' | fill=00000000 | rows=[344] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G345 | value='0.84' | fill=00000000 | rows=[344] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H345 | value='0.83' | fill=00000000 | rows=[344] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I345 | value='0.85' | fill=00000000 | rows=[344] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J345 | value='0.82' | fill=00000000 | rows=[344] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K345 | value='0.83' | fill=00000000 | rows=[344] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B346 | value='Finland' | fill=FFE2F2FB | rows=[345] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D346 | value='0.44' | fill=00000000 | rows=[345] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E346 | value='0.45' | fill=00000000 | rows=[345] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F346 | value='0.46' | fill=00000000 | rows=[345] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G346 | value='0.46' | fill=00000000 | rows=[345] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H346 | value='0.47' | fill=00000000 | rows=[345] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I346 | value='0.49' | fill=00000000 | rows=[345] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J346 | value='0.49' | fill=00000000 | rows=[345] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B347 | value='France' | fill=FFE2F2FB | rows=[346] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D347 | value='0.46' | fill=00000000 | rows=[346] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E347 | value='0.47' | fill=00000000 | rows=[346] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F347 | value='0.47' | fill=00000000 | rows=[346] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G347 | value='0.47' | fill=00000000 | rows=[346] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H347 | value='0.48' | fill=00000000 | rows=[346] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I347 | value='0.48' | fill=00000000 | rows=[346] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J347 | value='0.49' | fill=00000000 | rows=[346] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K347 | value='0.49' | fill=00000000 | rows=[346] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B348 | value='Germany' | fill=FFE2F2FB | rows=[347] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D348 | value='1.15' | fill=00000000 | rows=[347] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E348 | value='1.16' | fill=00000000 | rows=[347] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F348 | value='1.18' | fill=00000000 | rows=[347] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G348 | value='1.2' | fill=00000000 | rows=[347] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H348 | value='1.22' | fill=00000000 | rows=[347] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I348 | value='1.23' | fill=00000000 | rows=[347] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J348 | value='1.25' | fill=00000000 | rows=[347] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K348 | value='1.25' | fill=00000000 | rows=[347] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B349 | value='Greece' | fill=FFE2F2FB | rows=[348] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D349 | value='1.35' | fill=00000000 | rows=[348] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E349 | value='1.4' | fill=00000000 | rows=[348] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F349 | value='1.32' | fill=00000000 | rows=[348] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G349 | value='1.44' | fill=00000000 | rows=[348] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H349 | value='1.38' | fill=00000000 | rows=[348] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I349 | value='1.42' | fill=00000000 | rows=[348] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J349 | value='1.48' | fill=00000000 | rows=[348] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K349 | value='1.52' | fill=00000000 | rows=[348] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B350 | value='Hungary' | fill=FFE2F2FB | rows=[349] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F350 | value='0.68' | fill=00000000 | rows=[349] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G350 | value='0.7' | fill=00000000 | rows=[349] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H350 | value='0.72' | fill=00000000 | rows=[349] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I350 | value='0.67' | fill=00000000 | rows=[349] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J350 | value='0.71' | fill=00000000 | rows=[349] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K350 | value='0.75' | fill=00000000 | rows=[349] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B351 | value='Iceland' | fill=FFE2F2FB | rows=[350] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D351 | value='0.71' | fill=00000000 | rows=[350] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E351 | value='0.8' | fill=00000000 | rows=[350] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F351 | value='0.76' | fill=00000000 | rows=[350] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G351 | value='0.73' | fill=00000000 | rows=[350] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H351 | value='0.74' | fill=00000000 | rows=[350] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I351 | value='0.75' | fill=00000000 | rows=[350] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J351 | value='0.76' | fill=00000000 | rows=[350] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K351 | value='0.78' | fill=00000000 | rows=[350] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L351 | value='0.79' | fill=00000000 | rows=[350] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B352 | value='Ireland' | fill=FFE2F2FB | rows=[351] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D352 | value='0.42' | fill=00000000 | rows=[351] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E352 | value='0.46' | fill=00000000 | rows=[351] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F352 | value='0.47' | fill=00000000 | rows=[351] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G352 | value='0.47' | fill=00000000 | rows=[351] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H352 | value='0.45' | fill=00000000 | rows=[351] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I352 | value='0.49' | fill=00000000 | rows=[351] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J352 | value='0.59' | fill=00000000 | rows=[351] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K352 | value='0.24' | fill=00000000 | rows=[351] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L352 | value='0.56' | fill=00000000 | rows=[351] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B353 | value='Israel' | fill=FFE2F2FB | rows=[352] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D353 | value='0.6' | fill=00000000 | rows=[352] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E353 | value='0.6' | fill=00000000 | rows=[352] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F353 | value='0.61' | fill=00000000 | rows=[352] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G353 | value='0.62' | fill=00000000 | rows=[352] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H353 | value='0.63' | fill=00000000 | rows=[352] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I353 | value='0.65' | fill=00000000 | rows=[352] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J353 | value='0.67' | fill=00000000 | rows=[352] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K353 | value='0.68' | fill=00000000 | rows=[352] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B354 | value='Italy' | fill=FFE2F2FB | rows=[353] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D354 | value='0.95' | fill=00000000 | rows=[353] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E354 | value='1' | fill=00000000 | rows=[353] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F354 | value='1.01' | fill=00000000 | rows=[353] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G354 | value='1' | fill=00000000 | rows=[353] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H354 | value='1.02' | fill=00000000 | rows=[353] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I354 | value='0.99' | fill=00000000 | rows=[353] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J354 | value='1.04' | fill=00000000 | rows=[353] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K354 | value='1.09' | fill=00000000 | rows=[353] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B355 | value='Korea' | fill=FFE2F2FB | rows=[354] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D355 | value='0.62' | fill=00000000 | rows=[354] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E355 | value='0.63' | fill=00000000 | rows=[354] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F355 | value='0.65' | fill=00000000 | rows=[354] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G355 | value='0.66' | fill=00000000 | rows=[354] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H355 | value='0.68' | fill=00000000 | rows=[354] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I355 | value='0.69' | fill=00000000 | rows=[354] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J355 | value='0.71' | fill=00000000 | rows=[354] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K355 | value='0.72' | fill=00000000 | rows=[354] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B356 | value='Latvia' | fill=FFE2F2FB | rows=[355] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D356 | value='0.7' | fill=00000000 | rows=[355] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E356 | value='0.69' | fill=00000000 | rows=[355] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F356 | value='0.7' | fill=00000000 | rows=[355] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G356 | value='0.72' | fill=00000000 | rows=[355] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H356 | value='0.72' | fill=00000000 | rows=[355] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I356 | value='0.72' | fill=00000000 | rows=[355] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J356 | value='0.72' | fill=00000000 | rows=[355] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K356 | value='0.75' | fill=00000000 | rows=[355] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B357 | value='Lithuania' | fill=FFE2F2FB | rows=[356] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D357 | value='1.04' | fill=00000000 | rows=[356] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E357 | value='1.07' | fill=00000000 | rows=[356] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F357 | value='1.07' | fill=00000000 | rows=[356] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G357 | value='1.11' | fill=00000000 | rows=[356] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H357 | value='1.11' | fill=00000000 | rows=[356] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I357 | value='1.13' | fill=00000000 | rows=[356] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J357 | value='1.12' | fill=00000000 | rows=[356] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K357 | value='1.12' | fill=00000000 | rows=[356] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B358 | value='Luxembourg' | fill=FFE2F2FB | rows=[357] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D358 | value='0.64' | fill=00000000 | rows=[357] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E358 | value='0.64' | fill=00000000 | rows=[357] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F358 | value='0.68' | fill=00000000 | rows=[357] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B359 | value='Mexico' | fill=FFE2F2FB | rows=[358] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D359 | value='0.16' | fill=00000000 | rows=[358] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E359 | value='0.15' | fill=00000000 | rows=[358] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F359 | value='0.16' | fill=00000000 | rows=[358] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G359 | value='0.16' | fill=00000000 | rows=[358] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H359 | value='0.17' | fill=00000000 | rows=[358] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I359 | value='0.16' | fill=00000000 | rows=[358] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J359 | value='0.16' | fill=00000000 | rows=[358] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K359 | value='0.17' | fill=00000000 | rows=[358] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B360 | value='Netherlands' | fill=FFE2F2FB | rows=[359] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D360 | value='0.41' | fill=00000000 | rows=[359] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E360 | value='0.41' | fill=00000000 | rows=[359] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F360 | value='0.42' | fill=00000000 | rows=[359] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G360 | value='0.42' | fill=00000000 | rows=[359] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H360 | value='0.42' | fill=00000000 | rows=[359] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I360 | value='0.43' | fill=00000000 | rows=[359] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J360 | value='0.44' | fill=00000000 | rows=[359] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K360 | value='0.44' | fill=00000000 | rows=[359] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B361 | value='New Zealand' | fill=FFE2F2FB | rows=[360] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D361 | value='0.64' | fill=00000000 | rows=[360] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E361 | value='0.67' | fill=00000000 | rows=[360] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F361 | value='0.68' | fill=00000000 | rows=[360] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G361 | value='0.71' | fill=00000000 | rows=[360] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H361 | value='0.75' | fill=00000000 | rows=[360] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I361 | value='0.83' | fill=00000000 | rows=[360] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J361 | value='0.86' | fill=00000000 | rows=[360] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K361 | value='0.88' | fill=00000000 | rows=[360] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L361 | value='0.91' | fill=00000000 | rows=[360] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B362 | value='Norway' | fill=FFE2F2FB | rows=[361] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D362 | value='0.47' | fill=00000000 | rows=[361] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E362 | value='0.48' | fill=00000000 | rows=[361] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F362 | value='0.51' | fill=00000000 | rows=[361] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G362 | value='0.51' | fill=00000000 | rows=[361] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H362 | value='0.53' | fill=00000000 | rows=[361] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I362 | value='0.54' | fill=00000000 | rows=[361] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J362 | value='0.55' | fill=00000000 | rows=[361] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K362 | value='0.58' | fill=00000000 | rows=[361] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L362 | value='0.59' | fill=00000000 | rows=[361] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B363 | value='Poland' | fill=FFE2F2FB | rows=[362] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D363 | value='0.56' | fill=00000000 | rows=[362] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E363 | value='0.58' | fill=00000000 | rows=[362] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F363 | value='0.54' | fill=00000000 | rows=[362] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G363 | value='0.52' | fill=00000000 | rows=[362] | cols=[6] | col_header=False | row_header=False | metadata=False
