=== society-table51.xlsx ===
Cell A1 | value='Supplementary Table 1. Lithospheric thickness for global kimberlites and lamproites' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell G61 | value='91.8410767450831' | fill=00000000 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H61 | value='1.20211981064463' | fill=00000000 | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I61 | value='91.5536994581256' | fill=00000000 | rows=[60] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J61 | value='0.213626424940833' | fill=00000000 | rows=[60] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K61 | value='Lim et al., 2018' | fill=00000000 | rows=[60] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L61 | value='220' | fill=00000000 | rows=[60] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M61 | value='FITPLOT' | fill=00000000 | rows=[60] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N61 | value='Griffin et al., 1999; Liu et al., 2021' | fill=00000000 | rows=[60] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O61 | value='200' | fill=00000000 | rows=[60] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P61 | value='Hoggard et al., 2020' | fill=00000000 | rows=[60] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A62 | value='Koala' | fill=00000000 | rows=[61] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B62 | value='kimberlite' | fill=00000000 | rows=[61] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C62 | value='Canada' | fill=00000000 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D62 | value='on craton' | fill=00000000 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E62 | value='Slave' | fill=00000000 | rows=[61] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F62 | value='53' | fill=00000000 | rows=[61] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G62 | value='91.1411007189808' | fill=00000000 | rows=[61] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H62 | value='1.64750746660057' | fill=00000000 | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I62 | value='91.4949706397451' | fill=00000000 | rows=[61] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J62 | value='0.323849342980767' | fill=00000000 | rows=[61] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K62 | value='Lim et al., 2018' | fill=00000000 | rows=[61] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L62 | value='220' | fill=00000000 | rows=[61] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M62 | value='FITPLOT' | fill=00000000 | rows=[61] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N62 | value='Griffin et al., 1999; Liu et al., 2021' | fill=00000000 | rows=[61] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O62 | value='200' | fill=00000000 | rows=[61] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P62 | value='Hoggard et al., 2020' | fill=00000000 | rows=[61] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A63 | value='Leslie' | fill=00000000 | rows=[62] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B63 | value='kimberlite' | fill=00000000 | rows=[62] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C63 | value='Canada' | fill=00000000 | rows=[62] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D63 | value='on craton' | fill=00000000 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E63 | value='Slave' | fill=00000000 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F63 | value='53' | fill=00000000 | rows=[62] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G63 | value='91.0829010007671' | fill=00000000 | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H63 | value='1.64740076646006' | fill=00000000 | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I63 | value='91.5506106157102' | fill=00000000 | rows=[62] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J63 | value='0.140247189280543' | fill=00000000 | rows=[62] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K63 | value='Fedortchouk and Canil, 2004' | fill=00000000 | rows=[62] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L63 | value='220' | fill=00000000 | rows=[62] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M63 | value='FITPLOT' | fill=00000000 | rows=[62] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N63 | value='Griffin et al., 1999; Liu et al., 2021' | fill=00000000 | rows=[62] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O63 | value='200' | fill=00000000 | rows=[62] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P63 | value='Hoggard et al., 2020' | fill=00000000 | rows=[62] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A64 | value='Aaron' | fill=00000000 | rows=[63] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B64 | value='kimberlite' | fill=00000000 | rows=[63] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C64 | value='Canada' | fill=00000000 | rows=[63] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D64 | value='on craton' | fill=00000000 | rows=[63] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E64 | value='Slave' | fill=00000000 | rows=[63] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F64 | value='49' | fill=00000000 | rows=[63] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G64 | value='91.5434782608695' | fill=00000000 | rows=[63] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H64 | value='0.938474453310749' | fill=00000000 | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I64 | value='91.662962962963' | fill=00000000 | rows=[63] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J64 | value='0.171303033670539' | fill=00000000 | rows=[63] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K64 | value='Fedortchouk and Canil, 2004' | fill=00000000 | rows=[63] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L64 | value='220' | fill=00000000 | rows=[63] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M64 | value='FITPLOT' | fill=00000000 | rows=[63] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N64 | value='Griffin et al., 1999; Liu et al., 2021' | fill=00000000 | rows=[63] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O64 | value='200' | fill=00000000 | rows=[63] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P64 | value='Hoggard et al., 2020' | fill=00000000 | rows=[63] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A65 | value='Diavik A154N' | fill=00000000 | rows=[64] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B65 | value='kimberlite' | fill=00000000 | rows=[64] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C65 | value='Canada' | fill=00000000 | rows=[64] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D65 | value='on craton' | fill=00000000 | rows=[64] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E65 | value='Slave' | fill=00000000 | rows=[64] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F65 | value='56' | fill=00000000 | rows=[64] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G65 | value='91.2662471999677' | fill=00000000 | rows=[64] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H65 | value='0.913318123211044' | fill=00000000 | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I65 | value='91.1241729591993' | fill=00000000 | rows=[64] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J65 | value='0.182961720597311' | fill=00000000 | rows=[64] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K65 | value='Brett et al., 2009' | fill=00000000 | rows=[64] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L65 | value='220' | fill=00000000 | rows=[64] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M65 | value='FITPLOT' | fill=00000000 | rows=[64] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N65 | value='Griffin et al., 1999; Liu et al., 2021' | fill=00000000 | rows=[64] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O65 | value='200' | fill=00000000 | rows=[64] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P65 | value='Hoggard et al., 2020' | fill=00000000 | rows=[64] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A66 | value='Diavik A154S' | fill=00000000 | rows=[65] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B66 | value='kimberlite' | fill=00000000 | rows=[65] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C66 | value='Canada' | fill=00000000 | rows=[65] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D66 | value='on craton' | fill=00000000 | rows=[65] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E66 | value='Slave' | fill=00000000 | rows=[65] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F66 | value='56' | fill=00000000 | rows=[65] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G66 | value='91.2780956240544' | fill=00000000 | rows=[65] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H66 | value='0.860074492857007' | fill=00000000 | rows=[65] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I66 | value='91.1923147343566' | fill=00000000 | rows=[65] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J66 | value='0.180678254158493' | fill=00000000 | rows=[65] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K66 | value='Brett et al., 2009' | fill=00000000 | rows=[65] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L66 | value='220' | fill=00000000 | rows=[65] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M66 | value='FITPLOT' | fill=00000000 | rows=[65] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N66 | value='Griffin et al., 1999; Liu et al., 2021' | fill=00000000 | rows=[65] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O66 | value='200' | fill=00000000 | rows=[65] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P66 | value='Hoggard et al., 2020' | fill=00000000 | rows=[65] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A67 | value='Diavik A21' | fill=00000000 | rows=[66] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B67 | value='kimberlite' | fill=00000000 | rows=[66] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C67 | value='Canada' | fill=00000000 | rows=[66] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D67 | value='on craton' | fill=00000000 | rows=[66] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E67 | value='Slave' | fill=00000000 | rows=[66] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F67 | value='56' | fill=00000000 | rows=[66] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G67 | value='91.2159299230331' | fill=00000000 | rows=[66] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H67 | value='0.788172541018204' | fill=00000000 | rows=[66] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I67 | value='91.148966831799' | fill=00000000 | rows=[66] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J67 | value='0.302293718281619' | fill=00000000 | rows=[66] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K67 | value='Brett et al., 2009' | fill=00000000 | rows=[66] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L67 | value='220' | fill=00000000 | rows=[66] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M67 | value='FITPLOT' | fill=00000000 | rows=[66] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N67 | value='Griffin et al., 1999; Liu et al., 2021' | fill=00000000 | rows=[66] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O67 | value='200' | fill=00000000 | rows=[66] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P67 | value='Hoggard et al., 2020' | fill=00000000 | rows=[66] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A69 | value='NORTH AMERICA ELSEWHERE' | fill=00000000 | rows=[68] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A70 | value='Jericho' | fill=00000000 | rows=[69] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B70 | value='kimberlite' | fill=00000000 | rows=[69] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C70 | value='Canada' | fill=00000000 | rows=[69] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D70 | value='on craton' | fill=00000000 | rows=[69] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E70 | value='Slave' | fill=00000000 | rows=[69] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F70 | value='173' | fill=00000000 | rows=[69] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G70 | value='92.2264631578947' | fill=00000000 | rows=[69] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H70 | value='0.409485316804353' | fill=00000000 | rows=[69] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I70 | value='90.4760947368421' | fill=00000000 | rows=[69] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J70 | value='0.122380742283546' | fill=00000000 | rows=[69] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K70 | value='Giuliani et al., 2020' | fill=00000000 | rows=[69] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L70 | value='203' | fill=00000000 | rows=[69] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M70 | value='FITPLOT' | fill=00000000 | rows=[69] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N70 | value='Liu et al., 2021' | fill=00000000 | rows=[69] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O70 | value='200' | fill=00000000 | rows=[69] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P70 | value='Hoggard et al., 2020' | fill=00000000 | rows=[69] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A71 | value='Chidliak-07' | fill=00000000 | rows=[70] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B71 | value='kimberlite' | fill=00000000 | rows=[70] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C71 | value='Canada' | fill=00000000 | rows=[70] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D71 | value='on craton' | fill=00000000 | rows=[70] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E71 | value='Rae' | fill=00000000 | rows=[70] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F71 | value='143' | fill=00000000 | rows=[70] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell L71 | value='260' | fill=00000000 | rows=[70] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M71 | value='FITPLOT' | fill=00000000 | rows=[70] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N71 | value='Pobric et al., 2020' | fill=00000000 | rows=[70] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O71 | value='210' | fill=00000000 | rows=[70] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P71 | value='Hoggard et al., 2020' | fill=00000000 | rows=[70] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A72 | value='Gahcho Kue'' | fill=00000000 | rows=[71] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B72 | value='kimberlite' | fill=00000000 | rows=[71] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C72 | value='Canada' | fill=00000000 | rows=[71] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D72 | value='on craton' | fill=00000000 | rows=[71] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E72 | value='Slave' | fill=00000000 | rows=[71] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F72 | value='542' | fill=00000000 | rows=[71] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell L72 | value='240' | fill=00000000 | rows=[71] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M72 | value='Paleogeotherm' | fill=00000000 | rows=[71] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N72 | value='Mather, 2012' | fill=00000000 | rows=[71] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O72 | value='200' | fill=00000000 | rows=[71] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P72 | value='Hoggard et al., 2020' | fill=00000000 | rows=[71] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A73 | value='Renard' | fill=00000000 | rows=[72] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B73 | value='kimberlite' | fill=00000000 | rows=[72] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C73 | value='Canada' | fill=00000000 | rows=[72] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D73 | value='on craton' | fill=00000000 | rows=[72] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E73 | value='Superior' | fill=00000000 | rows=[72] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F73 | value='640' | fill=00000000 | rows=[72] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G73 | value='92.3265372407713' | fill=00000000 | rows=[72] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H73 | value='1.22671450110805' | fill=00000000 | rows=[72] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I73 | value='92.4955830728815' | fill=00000000 | rows=[72] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J73 | value='0.451742460714916' | fill=00000000 | rows=[72] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K73 | value='Patterson et al., 2009' | fill=00000000 | rows=[72] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L73 | value='200' | fill=00000000 | rows=[72] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M73 | value='Paleogeotherm' | fill=00000000 | rows=[72] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N73 | value='Hunt et al., 2012' | fill=00000000 | rows=[72] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O73 | value='200' | fill=00000000 | rows=[72] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P73 | value='Hoggard et al., 2020' | fill=00000000 | rows=[72] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A74 | value='Peuyuk C' | fill=00000000 | rows=[73] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B74 | value='kimberlite' | fill=00000000 | rows=[73] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C74 | value='Canada, Somerset' | fill=00000000 | rows=[73] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D74 | value='craton margin' | fill=00000000 | rows=[73] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E74 | value='Rae' | fill=00000000 | rows=[73] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F74 | value='100' | fill=00000000 | rows=[73] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G74 | value='91.3503666666667' | fill=00000000 | rows=[73] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H74 | value='2.12170857587756' | fill=00000000 | rows=[73] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I74 | value='89.57775' | fill=00000000 | rows=[73] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J74 | value='0.123795959608481' | fill=00000000 | rows=[73] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K74 | value='Giuliani et al., 2020' | fill=00000000 | rows=[73] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L74 | value='163' | fill=00000000 | rows=[73] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M74 | value='FITPLOT' | fill=00000000 | rows=[73] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N74 | value='Mather et al., 2011' | fill=00000000 | rows=[73] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O74 | value='160' | fill=00000000 | rows=[73] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P74 | value='Hoggard et al., 2020' | fill=00000000 | rows=[73] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A75 | value='Nikos' | fill=00000000 | rows=[74] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B75 | value='kimberlite' | fill=00000000 | rows=[74] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C75 | value='Canada, Somerset' | fill=00000000 | rows=[74] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D75 | value='craton margin' | fill=00000000 | rows=[74] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E75 | value='Rae' | fill=00000000 | rows=[74] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F75 | value='100' | fill=00000000 | rows=[74] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G75 | value='91.028095' | fill=00000000 | rows=[74] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H75 | value='2.00788836774909' | fill=00000000 | rows=[74] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I75 | value='88.3080666666666' | fill=00000000 | rows=[74] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J75 | value='0.167203887514615' | fill=00000000 | rows=[74] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K75 | value='Giuliani et al., 2020' | fill=00000000 | rows=[74] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L75 | value='163' | fill=00000000 | rows=[74] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M75 | value='FITPLOT' | fill=00000000 | rows=[74] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N75 | value='Mather et al., 2011' | fill=00000000 | rows=[74] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O75 | value='160' | fill=00000000 | rows=[74] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P75 | value='Hoggard et al., 2020' | fill=00000000 | rows=[74] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A77 | value='SIBERIA' | fill=00000000 | rows=[76] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A78 | value='Udachnaya-East' | fill=00000000 | rows=[77] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B78 | value='kimberlite' | fill=00000000 | rows=[77] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C78 | value='Russia' | fill=00000000 | rows=[77] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D78 | value='on craton' | fill=00000000 | rows=[77] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E78 | value='Siberian' | fill=00000000 | rows=[77] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F78 | value='347' | fill=00000000 | rows=[77] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G78 | value='91.5326086956522' | fill=00000000 | rows=[77] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H78 | value='2.15724012590121' | fill=00000000 | rows=[77] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I78 | value='88.9895053685936' | fill=00000000 | rows=[77] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J78 | value='0.20712978322278' | fill=00000000 | rows=[77] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K78 | value='Kamenetsky et al., 2008' | fill=00000000 | rows=[77] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L78 | value='205' | fill=00000000 | rows=[77] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M78 | value='FITPLOT' | fill=00000000 | rows=[77] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N78 | value='Howarth et al., 2014' | fill=00000000 | rows=[77] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O78 | value='200' | fill=00000000 | rows=[77] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P78 | value='Hoggard et al., 2020' | fill=00000000 | rows=[77] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A79 | value='Obnazhennaya' | fill=00000000 | rows=[78] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B79 | value='kimberlite' | fill=00000000 | rows=[78] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C79 | value='Russia' | fill=00000000 | rows=[78] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D79 | value='craton margin' | fill=00000000 | rows=[78] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E79 | value='Siberian' | fill=00000000 | rows=[78] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F79 | value='152' | fill=00000000 | rows=[78] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G79 | value='91.5170247476434' | fill=00000000 | rows=[78] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H79 | value='1.50982319488036' | fill=00000000 | rows=[78] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I79 | value='87.2248520977964' | fill=00000000 | rows=[78] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J79 | value='0.485996192463841' | fill=00000000 | rows=[78] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K79 | value='Giuliani et al., 2023' | fill=00000000 | rows=[78] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L79 | value='150' | fill=00000000 | rows=[78] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M79 | value='FITPLOT' | fill=00000000 | rows=[78] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N79 | value='Howarth et al., 2014' | fill=00000000 | rows=[78] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O79 | value='0' | fill=00000000 | rows=[78] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A81 | value='ARKHANGELSK' | fill=00000000 | rows=[80] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A82 | value='Grib' | fill=00000000 | rows=[81] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B82 | value='kimberlite' | fill=00000000 | rows=[81] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C82 | value='Russia' | fill=00000000 | rows=[81] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D82 | value='on craton' | fill=00000000 | rows=[81] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E82 | value='East European' | fill=00000000 | rows=[81] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F82 | value='376' | fill=00000000 | rows=[81] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G82 | value='92.7' | fill=00000000 | rows=[81] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H82 | value='0.4' | fill=00000000 | rows=[81] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I82 | value='90.5' | fill=00000000 | rows=[81] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J82 | value='0.2' | fill=00000000 | rows=[81] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K82 | value='Sazonova et al., 2015' | fill=00000000 | rows=[81] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L82 | value='210' | fill=00000000 | rows=[81] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M82 | value='Based on P-T estimation' | fill=00000000 | rows=[81] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N82 | value='Lebedeva et al., 2020' | fill=00000000 | rows=[81] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O82 | value='200' | fill=00000000 | rows=[81] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P82 | value='Hoggard et al., 2020' | fill=00000000 | rows=[81] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A83 | value='Pionerskaya' | fill=00000000 | rows=[82] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B83 | value='olivine lamproite' | fill=00000000 | rows=[82] | cols=[1] | col_header=False | row_header=False | metadata=False
