=== society-table52.xlsx ===
Cell A1 | value='Supplementary Table 2. Compilation of olivine data from global kimberlites and lamproites' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell D107 | value='craton margin' | fill=00000000 | rows=[106] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E107 | value='605' | fill=00000000 | rows=[106] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F107 | value='Dalton et al., 2022' | fill=00000000 | rows=[106] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G107 | value='90.8' | fill=00000000 | rows=[106] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H107 | value='89.902' | fill=00000000 | rows=[106] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I107 | value='2.323' | fill=00000000 | rows=[106] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J107 | value='93.1' | fill=00000000 | rows=[106] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K107 | value='0.26027397260274' | fill=00000000 | rows=[106] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L107 | value='51' | fill=00000000 | rows=[106] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M107 | value='0.03249' | fill=00000000 | rows=[106] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N107 | value='0.12435' | fill=00000000 | rows=[106] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O107 | value='0.3407' | fill=00000000 | rows=[106] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P107 | value='0.04045' | fill=00000000 | rows=[106] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q107 | value='89.258' | fill=00000000 | rows=[106] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R107 | value='0.451' | fill=00000000 | rows=[106] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S107 | value='19' | fill=00000000 | rows=[106] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T107 | value='Dalton et al., 2020' | fill=00000000 | rows=[106] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A108 | value='Pipe 9' | fill=00000000 | rows=[107] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B108 | value='kimberlite' | fill=00000000 | rows=[107] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C108 | value='Finland' | fill=00000000 | rows=[107] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D108 | value='craton margin' | fill=00000000 | rows=[107] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E108 | value='603' | fill=00000000 | rows=[107] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F108 | value='Dalton et al., 2022' | fill=00000000 | rows=[107] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G108 | value='89' | fill=00000000 | rows=[107] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H108 | value='88.798' | fill=00000000 | rows=[107] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I108 | value='2.846' | fill=00000000 | rows=[107] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J108 | value='93.2' | fill=00000000 | rows=[107] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K108 | value='0.396039603960396' | fill=00000000 | rows=[107] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L108 | value='101' | fill=00000000 | rows=[107] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M108 | value='0.02185' | fill=00000000 | rows=[107] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N108 | value='0.13053' | fill=00000000 | rows=[107] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O108 | value='0.2713' | fill=00000000 | rows=[107] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P108 | value='0.03778' | fill=00000000 | rows=[107] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q108 | value='88.828' | fill=00000000 | rows=[107] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R108 | value='0.202' | fill=00000000 | rows=[107] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S108 | value='36' | fill=00000000 | rows=[107] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T108 | value='Dalton et al., 2020' | fill=00000000 | rows=[107] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A109 | value='Pipe 14' | fill=00000000 | rows=[108] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B109 | value='kimberlite' | fill=00000000 | rows=[108] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C109 | value='Finland' | fill=00000000 | rows=[108] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D109 | value='craton margin' | fill=00000000 | rows=[108] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E109 | value='585' | fill=00000000 | rows=[108] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F109 | value='Dalton et al., 2022' | fill=00000000 | rows=[108] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G109 | value='89.2' | fill=00000000 | rows=[108] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H109 | value='88.938' | fill=00000000 | rows=[108] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I109 | value='2.786' | fill=00000000 | rows=[108] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J109 | value='92.7' | fill=00000000 | rows=[108] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K109 | value='0.567567567567568' | fill=00000000 | rows=[108] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L109 | value='37' | fill=00000000 | rows=[108] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M109 | value='0.03008' | fill=00000000 | rows=[108] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N109 | value='0.12505' | fill=00000000 | rows=[108] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O109 | value='0.1739' | fill=00000000 | rows=[108] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P109 | value='0.03192' | fill=00000000 | rows=[108] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q109 | value='88.306' | fill=00000000 | rows=[108] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R109 | value='0.319' | fill=00000000 | rows=[108] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S109 | value='15' | fill=00000000 | rows=[108] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T109 | value='Dalton et al., 2020' | fill=00000000 | rows=[108] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A110 | value='Lentira' | fill=00000000 | rows=[109] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B110 | value='lamproite' | fill=00000000 | rows=[109] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C110 | value='Finland' | fill=00000000 | rows=[109] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D110 | value='on craton' | fill=00000000 | rows=[109] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E110 | value='1203' | fill=00000000 | rows=[109] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F110 | value='Dalton et al., 2022' | fill=00000000 | rows=[109] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G110 | value='91.6' | fill=00000000 | rows=[109] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H110 | value='87.8' | fill=00000000 | rows=[109] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I110 | value='4.9' | fill=00000000 | rows=[109] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J110 | value='92.6' | fill=00000000 | rows=[109] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K110 | value='0.44' | fill=00000000 | rows=[109] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L110 | value='43' | fill=00000000 | rows=[109] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M110 | value='0.0150769230769231' | fill=00000000 | rows=[109] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N110 | value='0.128744186046512' | fill=00000000 | rows=[109] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O110 | value='0.252651162790698' | fill=00000000 | rows=[109] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P110 | value='0.0365116279069767' | fill=00000000 | rows=[109] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q110 | value='88.467671781785' | fill=00000000 | rows=[109] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R110 | value='0.320237118187877' | fill=00000000 | rows=[109] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S110 | value='7' | fill=00000000 | rows=[109] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T110 | value='Kargin et al., 2014' | fill=00000000 | rows=[109] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A112 | value='India' | fill=00000000 | rows=[111] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A113 | value='Wajrakarur P2' | fill=00000000 | rows=[112] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B113 | value='olivine lamproite' | fill=00000000 | rows=[112] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C113 | value='India' | fill=00000000 | rows=[112] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D113 | value='on craton' | fill=00000000 | rows=[112] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E113 | value='1102.5' | fill=00000000 | rows=[112] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F113 | value='Paton, 2007' | fill=00000000 | rows=[112] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G113 | value='91.0595736863079' | fill=00000000 | rows=[112] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H113 | value='88.9918687247494' | fill=00000000 | rows=[112] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I113 | value='3.6' | fill=00000000 | rows=[112] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J113 | value='93.1397423993097' | fill=00000000 | rows=[112] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K113 | value='0.46' | fill=00000000 | rows=[112] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L113 | value='23' | fill=00000000 | rows=[112] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M113 | value='0.0464545454545455' | fill=00000000 | rows=[112] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N113 | value='0.105695652173913' | fill=00000000 | rows=[112] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O113 | value='0.315565217391304' | fill=00000000 | rows=[112] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P113 | value='0.1115' | fill=00000000 | rows=[112] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q113 | value='89.3308157404101' | fill=00000000 | rows=[112] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R113 | value='0.44546425858068' | fill=00000000 | rows=[112] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S113 | value='7' | fill=00000000 | rows=[112] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T113 | value='Giuliani et al., 2020; Sarkar et al. 2021' | fill=00000000 | rows=[112] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A114 | value='Wajrakarur P3' | fill=00000000 | rows=[113] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B114 | value='kimberlite' | fill=00000000 | rows=[113] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C114 | value='India' | fill=00000000 | rows=[113] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D114 | value='on craton' | fill=00000000 | rows=[113] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E114 | value='1102.5' | fill=00000000 | rows=[113] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F114 | value='Paton, 2007' | fill=00000000 | rows=[113] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G114 | value='88.0730218883035' | fill=00000000 | rows=[113] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H114 | value='88.4430671015614' | fill=00000000 | rows=[113] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I114 | value='2.7688843363101' | fill=00000000 | rows=[113] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J114 | value='93.4' | fill=00000000 | rows=[113] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K114 | value='0.588235294117647' | fill=00000000 | rows=[113] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L114 | value='17' | fill=00000000 | rows=[113] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M114 | value='0.0275117647058823' | fill=00000000 | rows=[113] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N114 | value='0.121317647058824' | fill=00000000 | rows=[113] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O114 | value='0.284617647058824' | fill=00000000 | rows=[113] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P114 | value='0.0507823529411765' | fill=00000000 | rows=[113] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q114 | value='88.070422180046' | fill=00000000 | rows=[113] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R114 | value='0.121476870163945' | fill=00000000 | rows=[113] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S114 | value='4' | fill=00000000 | rows=[113] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T114 | value='Shaikh et al., 2018' | fill=00000000 | rows=[113] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A115 | value='Wajrakarur P4' | fill=00000000 | rows=[114] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B115 | value='olivine lamproite' | fill=00000000 | rows=[114] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C115 | value='India' | fill=00000000 | rows=[114] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D115 | value='on craton' | fill=00000000 | rows=[114] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E115 | value='1102.5' | fill=00000000 | rows=[114] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F115 | value='Paton, 2007' | fill=00000000 | rows=[114] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G115 | value='92.413673849386' | fill=00000000 | rows=[114] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H115 | value='90.5132323288672' | fill=00000000 | rows=[114] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I115 | value='3.39983180734169' | fill=00000000 | rows=[114] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J115 | value='93.5' | fill=00000000 | rows=[114] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K115 | value='0.3' | fill=00000000 | rows=[114] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L115 | value='20' | fill=00000000 | rows=[114] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M115 | value='0.038805' | fill=00000000 | rows=[114] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N115 | value='0.102705' | fill=00000000 | rows=[114] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O115 | value='0.328505' | fill=00000000 | rows=[114] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P115 | value='0.037885' | fill=00000000 | rows=[114] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q115 | value='87.8731129605166' | fill=00000000 | rows=[114] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R115 | value='1.00288108055795' | fill=00000000 | rows=[114] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S115 | value='16' | fill=00000000 | rows=[114] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T115 | value='Shaikh et al., 2018' | fill=00000000 | rows=[114] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A116 | value='Wajrakarur P13' | fill=00000000 | rows=[115] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B116 | value='olivine lamproite' | fill=00000000 | rows=[115] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C116 | value='India' | fill=00000000 | rows=[115] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D116 | value='on craton' | fill=00000000 | rows=[115] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E116 | value='1102.5' | fill=00000000 | rows=[115] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F116 | value='Paton, 2007' | fill=00000000 | rows=[115] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G116 | value='89.1983668497965' | fill=00000000 | rows=[115] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H116 | value='88.3573631215247' | fill=00000000 | rows=[115] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I116 | value='4.55380535859471' | fill=00000000 | rows=[115] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J116 | value='94.4761705283413' | fill=00000000 | rows=[115] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K116 | value='0.55' | fill=00000000 | rows=[115] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L116 | value='11' | fill=00000000 | rows=[115] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M116 | value='0.0368909090909091' | fill=00000000 | rows=[115] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N116 | value='0.1172' | fill=00000000 | rows=[115] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O116 | value='0.323927272727273' | fill=00000000 | rows=[115] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P116 | value='0.0711727272727273' | fill=00000000 | rows=[115] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q116 | value='84.8557791511352' | fill=00000000 | rows=[115] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R116 | value='1.4881900802506' | fill=00000000 | rows=[115] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S116 | value='9' | fill=00000000 | rows=[115] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T116 | value='Shaikh et al., 2019' | fill=00000000 | rows=[115] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A117 | value='Chigicherla-01 (CC1)' | fill=00000000 | rows=[116] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B117 | value='kimberlite' | fill=00000000 | rows=[116] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C117 | value='India' | fill=00000000 | rows=[116] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D117 | value='on craton' | fill=00000000 | rows=[116] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E117 | value='1102.5' | fill=00000000 | rows=[116] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F117 | value='Paton, 2007' | fill=00000000 | rows=[116] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G117 | value='91.33935' | fill=00000000 | rows=[116] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H117 | value='90.2042005379379' | fill=00000000 | rows=[116] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I117 | value='2.82968852893639' | fill=00000000 | rows=[116] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J117 | value='93.9779015936703' | fill=00000000 | rows=[116] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K117 | value='0.351851851851852' | fill=00000000 | rows=[116] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L117 | value='54' | fill=00000000 | rows=[116] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M117 | value='0.0468627450980392' | fill=00000000 | rows=[116] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N117 | value='0.0952222222222222' | fill=00000000 | rows=[116] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O117 | value='0.339055555555555' | fill=00000000 | rows=[116] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P117 | value='0.0722857142857143' | fill=00000000 | rows=[116] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q117 | value='89.4058507915174' | fill=00000000 | rows=[116] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R117 | value='0.237429095995707' | fill=00000000 | rows=[116] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S117 | value='6' | fill=00000000 | rows=[116] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T117 | value='Giuliani et al., 2020' | fill=00000000 | rows=[116] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A118 | value='Chigicherla-02 (CC2)' | fill=00000000 | rows=[117] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B118 | value='olivine lamproite' | fill=00000000 | rows=[117] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C118 | value='India' | fill=00000000 | rows=[117] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D118 | value='on craton' | fill=00000000 | rows=[117] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E118 | value='1102.5' | fill=00000000 | rows=[117] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F118 | value='Paton, 2007' | fill=00000000 | rows=[117] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G118 | value='89.5708012443381' | fill=00000000 | rows=[117] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H118 | value='88.5352044474579' | fill=00000000 | rows=[117] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I118 | value='3.52778095000332' | fill=00000000 | rows=[117] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J118 | value='93.9904373075431' | fill=00000000 | rows=[117] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K118 | value='0.59' | fill=00000000 | rows=[117] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L118 | value='17' | fill=00000000 | rows=[117] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M118 | value='0.0661470588235294' | fill=00000000 | rows=[117] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N118 | value='0.118152941176471' | fill=00000000 | rows=[117] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O118 | value='0.338470588235294' | fill=00000000 | rows=[117] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P118 | value='0.0772470588235294' | fill=00000000 | rows=[117] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q118 | value='87.5353042125592' | fill=00000000 | rows=[117] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R118 | value='1.3266306069368' | fill=00000000 | rows=[117] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S118 | value='9' | fill=00000000 | rows=[117] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T118 | value='Shaikh et al., 2019' | fill=00000000 | rows=[117] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A119 | value='TK1' | fill=00000000 | rows=[118] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B119 | value='kimberlite' | fill=00000000 | rows=[118] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C119 | value='India' | fill=00000000 | rows=[118] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D119 | value='on craton' | fill=00000000 | rows=[118] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E119 | value='1102.5' | fill=00000000 | rows=[118] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F119 | value='Paton, 2007' | fill=00000000 | rows=[118] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G119 | value='85' | fill=00000000 | rows=[118] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H119 | value='87.7777777777778' | fill=00000000 | rows=[118] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I119 | value='4.38114647603164' | fill=00000000 | rows=[118] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J119 | value='93' | fill=00000000 | rows=[118] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K119 | value='0.56' | fill=00000000 | rows=[118] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L119 | value='9' | fill=00000000 | rows=[118] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M119 | value='0.0433333333333333' | fill=00000000 | rows=[118] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N119 | value='0.117777777777778' | fill=00000000 | rows=[118] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O119 | value='0.35' | fill=00000000 | rows=[118] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P119 | value='0.0933333333333333' | fill=00000000 | rows=[118] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q119 | value='86.822020261157' | fill=00000000 | rows=[118] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R119 | value='0.353926378480973' | fill=00000000 | rows=[118] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S119 | value='2' | fill=00000000 | rows=[118] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T119 | value='Shaikh et al., 2017' | fill=00000000 | rows=[118] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A120 | value='Kodomali' | fill=00000000 | rows=[119] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B120 | value='olivine lamproite' | fill=00000000 | rows=[119] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C120 | value='India' | fill=00000000 | rows=[119] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D120 | value='on craton' | fill=00000000 | rows=[119] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E120 | value='62.3' | fill=00000000 | rows=[119] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F120 | value='Lehmann et al., 2010' | fill=00000000 | rows=[119] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G120 | value='88.9088344184141' | fill=00000000 | rows=[119] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H120 | value='89.7599413360987' | fill=00000000 | rows=[119] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I120 | value='2.25857768781161' | fill=00000000 | rows=[119] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J120 | value='92.9244782016589' | fill=00000000 | rows=[119] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K120 | value='0.53' | fill=00000000 | rows=[119] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L120 | value='15' | fill=00000000 | rows=[119] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M120 | value='0.0244333333333333' | fill=00000000 | rows=[119] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N120 | value='0.100173333333333' | fill=00000000 | rows=[119] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O120 | value='0.358166666666667' | fill=00000000 | rows=[119] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P120 | value='0.04716' | fill=00000000 | rows=[119] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q120 | value='90.3559380588374' | fill=00000000 | rows=[119] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R120 | value='0.911982554188786' | fill=00000000 | rows=[119] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S120 | value='17' | fill=00000000 | rows=[119] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T120 | value='Shaikh et al., 2019' | fill=00000000 | rows=[119] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A121 | value='Beradih' | fill=00000000 | rows=[120] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B121 | value='olivine lamproite' | fill=00000000 | rows=[120] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C121 | value='India' | fill=00000000 | rows=[120] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D121 | value='on craton' | fill=00000000 | rows=[120] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E121 | value='65' | fill=00000000 | rows=[120] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F121 | value='Lehmann et al., 2010' | fill=00000000 | rows=[120] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G121 | value='92.1713307955679' | fill=00000000 | rows=[120] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H121 | value='91.858808325988' | fill=00000000 | rows=[120] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I121 | value='0.980361344844557' | fill=00000000 | rows=[120] | cols=[8] | col_header=False | row_header=False | metadata=False
