=== society-table28.xlsx ===
Cell A1 | value='Number and Share of Lives Saved by Mitigation Strategy' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell BU15 | value='0' | fill=None | rows=[14] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW15 | value='169.903301321102' | fill=None | rows=[14] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX15 | value='0.0519581961226612' | fill=00000000 | rows=[14] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A16 | value='Scheduling client visits' | fill=9 | rows=[15] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B16 | value='0.660377358490566' | fill=None | rows=[15] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C16 | value='0' | fill=None | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='0' | fill=None | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E16 | value='9.41860465116279' | fill=None | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='0' | fill=None | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='0' | fill=None | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='0' | fill=None | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='0' | fill=None | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='0' | fill=None | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='0' | fill=None | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='0.348837209302326' | fill=None | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='0' | fill=None | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='0.131578947368421' | fill=None | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='0.813953488372093' | fill=None | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell AP16 | value='55.1315789473684' | fill=None | rows=[15] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ16 | value='0.789473684210526' | fill=None | rows=[15] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR16 | value='0' | fill=None | rows=[15] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS16 | value='0' | fill=None | rows=[15] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT16 | value='0' | fill=None | rows=[15] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU16 | value='6.66666666666667' | fill=None | rows=[15] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV16 | value='7' | fill=None | rows=[15] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW16 | value='0' | fill=None | rows=[15] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX16 | value='7.33333333333333' | fill=None | rows=[15] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY16 | value='1' | fill=None | rows=[15] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ16 | value='0' | fill=None | rows=[15] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA16 | value='0' | fill=None | rows=[15] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB16 | value='1.77777777777778' | fill=None | rows=[15] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC16 | value='0' | fill=None | rows=[15] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD16 | value='0' | fill=None | rows=[15] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE16 | value='1' | fill=None | rows=[15] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF16 | value='0' | fill=None | rows=[15] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG16 | value='0' | fill=None | rows=[15] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH16 | value='2.77777777777778' | fill=None | rows=[15] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI16 | value='0' | fill=None | rows=[15] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ16 | value='0' | fill=None | rows=[15] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BN16 | value='0.660377358490566' | fill=None | rows=[15] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO16 | value='10.7129742962056' | fill=None | rows=[15] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP16 | value='0' | fill=None | rows=[15] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ16 | value='0' | fill=None | rows=[15] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR16 | value='55.9210526315789' | fill=None | rows=[15] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS16 | value='23.7777777777778' | fill=None | rows=[15] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT16 | value='3.77777777777778' | fill=None | rows=[15] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU16 | value='0' | fill=None | rows=[15] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW16 | value='94.8499598418307' | fill=None | rows=[15] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX16 | value='0.0290061039271653' | fill=00000000 | rows=[15] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A17 | value='Ensure the availability of human resources working at MCH services  units at PHCCs through reallocation and exclusion from contact tracing' | fill=9 | rows=[16] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B17 | value='1.32075471698113' | fill=None | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C17 | value='0' | fill=None | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='0' | fill=None | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='18.8372093023256' | fill=None | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='0' | fill=None | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='0' | fill=None | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='0' | fill=None | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='0' | fill=None | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J17 | value='0' | fill=None | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K17 | value='0' | fill=None | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L17 | value='0.697674418604651' | fill=None | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M17 | value='0' | fill=None | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N17 | value='0.263157894736842' | fill=None | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O17 | value='1.62790697674419' | fill=None | rows=[16] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P17 | value='0' | fill=None | rows=[16] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q17 | value='11.8181818181818' | fill=None | rows=[16] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R17 | value='0.606060606060606' | fill=None | rows=[16] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S17 | value='0' | fill=None | rows=[16] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T17 | value='5.78947368421053' | fill=None | rows=[16] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U17 | value='6.31578947368421' | fill=None | rows=[16] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V17 | value='6.84210526315789' | fill=None | rows=[16] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W17 | value='8.18181818181818' | fill=None | rows=[16] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X17 | value='0.526315789473684' | fill=None | rows=[16] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y17 | value='0' | fill=None | rows=[16] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z17 | value='0' | fill=None | rows=[16] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA17 | value='0' | fill=None | rows=[16] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AD17 | value='12.8947368421053' | fill=None | rows=[16] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AF17 | value='0' | fill=None | rows=[16] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG17 | value='55' | fill=None | rows=[16] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH17 | value='92.1052631578947' | fill=None | rows=[16] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI17 | value='76.3157894736842' | fill=None | rows=[16] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ17 | value='62.3684210526316' | fill=None | rows=[16] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK17 | value='0' | fill=None | rows=[16] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL17 | value='0' | fill=None | rows=[16] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM17 | value='0' | fill=None | rows=[16] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN17 | value='321.052631578947' | fill=None | rows=[16] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO17 | value='0' | fill=None | rows=[16] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP17 | value='110.263157894737' | fill=None | rows=[16] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ17 | value='1.57894736842105' | fill=None | rows=[16] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR17 | value='0' | fill=None | rows=[16] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS17 | value='0' | fill=None | rows=[16] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT17 | value='0' | fill=None | rows=[16] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU17 | value='13.3333333333333' | fill=None | rows=[16] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV17 | value='14' | fill=None | rows=[16] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW17 | value='0' | fill=None | rows=[16] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX17 | value='14.6666666666667' | fill=None | rows=[16] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY17 | value='2' | fill=None | rows=[16] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ17 | value='0' | fill=None | rows=[16] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA17 | value='0' | fill=None | rows=[16] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB17 | value='3.55555555555556' | fill=None | rows=[16] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC17 | value='0' | fill=None | rows=[16] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD17 | value='0' | fill=None | rows=[16] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE17 | value='2' | fill=None | rows=[16] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF17 | value='0' | fill=None | rows=[16] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG17 | value='0' | fill=None | rows=[16] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH17 | value='5.55555555555556' | fill=None | rows=[16] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI17 | value='0' | fill=None | rows=[16] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ17 | value='0' | fill=None | rows=[16] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BN17 | value='1.32075471698113' | fill=None | rows=[16] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO17 | value='21.4259485924113' | fill=None | rows=[16] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP17 | value='52.9744816586922' | fill=None | rows=[16] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ17 | value='606.842105263158' | fill=None | rows=[16] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR17 | value='111.842105263158' | fill=None | rows=[16] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS17 | value='47.5555555555556' | fill=None | rows=[16] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT17 | value='7.55555555555556' | fill=None | rows=[16] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU17 | value='0' | fill=None | rows=[16] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW17 | value='849.516506605511' | fill=None | rows=[16] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX17 | value='0.259790980613306' | fill=00000000 | rows=[16] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A18 | value='Provision of some health care services at community in addition to clinics (mainly vaccines and child health)' | fill=9 | rows=[17] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell AS18 | value='0' | fill=None | rows=[17] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT18 | value='0' | fill=None | rows=[17] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU18 | value='2.66666666666667' | fill=None | rows=[17] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV18 | value='2.8' | fill=None | rows=[17] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW18 | value='0' | fill=None | rows=[17] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX18 | value='2.93333333333333' | fill=None | rows=[17] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY18 | value='0.4' | fill=None | rows=[17] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ18 | value='0' | fill=None | rows=[17] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA18 | value='0' | fill=None | rows=[17] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB18 | value='0.711111111111111' | fill=None | rows=[17] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC18 | value='0' | fill=None | rows=[17] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD18 | value='0' | fill=None | rows=[17] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE18 | value='0.4' | fill=None | rows=[17] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF18 | value='0' | fill=None | rows=[17] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG18 | value='0' | fill=None | rows=[17] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH18 | value='1.11111111111111' | fill=None | rows=[17] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI18 | value='0' | fill=None | rows=[17] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ18 | value='0' | fill=None | rows=[17] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BO18 | value='0' | fill=None | rows=[17] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP18 | value='0' | fill=None | rows=[17] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ18 | value='0' | fill=None | rows=[17] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR18 | value='0' | fill=None | rows=[17] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS18 | value='9.51111111111111' | fill=None | rows=[17] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT18 | value='1.51111111111111' | fill=None | rows=[17] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU18 | value='0' | fill=None | rows=[17] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW18 | value='11.0222222222222' | fill=None | rows=[17] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX18 | value='0.00337071015970099' | fill=00000000 | rows=[17] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A19 | value='Community education through SMS and education campaigns about the importance of seeking care for essential health services' | fill=9 | rows=[18] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B19 | value='0.660377358490566' | fill=None | rows=[18] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C19 | value='0' | fill=None | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='0' | fill=None | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='9.41860465116279' | fill=None | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F19 | value='0' | fill=None | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G19 | value='0' | fill=None | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='0' | fill=None | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='0' | fill=None | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J19 | value='0' | fill=None | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K19 | value='0' | fill=None | rows=[18] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L19 | value='0.348837209302326' | fill=None | rows=[18] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M19 | value='0' | fill=None | rows=[18] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N19 | value='0.131578947368421' | fill=None | rows=[18] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O19 | value='0.813953488372093' | fill=None | rows=[18] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P19 | value='0' | fill=None | rows=[18] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q19 | value='5.90909090909091' | fill=None | rows=[18] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R19 | value='0.303030303030303' | fill=None | rows=[18] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S19 | value='0' | fill=None | rows=[18] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T19 | value='2.89473684210526' | fill=None | rows=[18] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U19 | value='3.15789473684211' | fill=None | rows=[18] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V19 | value='3.42105263157895' | fill=None | rows=[18] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W19 | value='4.09090909090909' | fill=None | rows=[18] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X19 | value='0.263157894736842' | fill=None | rows=[18] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y19 | value='0' | fill=None | rows=[18] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z19 | value='0' | fill=None | rows=[18] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA19 | value='0' | fill=None | rows=[18] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AD19 | value='6.44736842105263' | fill=None | rows=[18] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AF19 | value='0' | fill=None | rows=[18] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG19 | value='27.5' | fill=None | rows=[18] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH19 | value='46.0526315789474' | fill=None | rows=[18] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI19 | value='38.1578947368421' | fill=None | rows=[18] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ19 | value='31.1842105263158' | fill=None | rows=[18] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK19 | value='0' | fill=None | rows=[18] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL19 | value='0' | fill=None | rows=[18] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM19 | value='0' | fill=None | rows=[18] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN19 | value='160.526315789474' | fill=None | rows=[18] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO19 | value='0' | fill=None | rows=[18] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP19 | value='55.1315789473684' | fill=None | rows=[18] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ19 | value='0.789473684210526' | fill=None | rows=[18] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR19 | value='0' | fill=None | rows=[18] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS19 | value='0' | fill=None | rows=[18] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT19 | value='0' | fill=None | rows=[18] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU19 | value='6.66666666666667' | fill=None | rows=[18] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV19 | value='7' | fill=None | rows=[18] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW19 | value='0' | fill=None | rows=[18] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX19 | value='7.33333333333333' | fill=None | rows=[18] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY19 | value='1' | fill=None | rows=[18] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ19 | value='0' | fill=None | rows=[18] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA19 | value='0' | fill=None | rows=[18] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB19 | value='1.77777777777778' | fill=None | rows=[18] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC19 | value='0' | fill=None | rows=[18] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD19 | value='0' | fill=None | rows=[18] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE19 | value='1' | fill=None | rows=[18] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF19 | value='0' | fill=None | rows=[18] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG19 | value='0' | fill=None | rows=[18] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH19 | value='2.77777777777778' | fill=None | rows=[18] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI19 | value='0' | fill=None | rows=[18] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ19 | value='0' | fill=None | rows=[18] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BN19 | value='0.660377358490566' | fill=None | rows=[18] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO19 | value='10.7129742962056' | fill=None | rows=[18] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP19 | value='26.4872408293461' | fill=None | rows=[18] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ19 | value='303.421052631579' | fill=None | rows=[18] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR19 | value='55.9210526315789' | fill=None | rows=[18] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS19 | value='23.7777777777778' | fill=None | rows=[18] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT19 | value='3.77777777777778' | fill=None | rows=[18] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU19 | value='0' | fill=None | rows=[18] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW19 | value='424.758253302756' | fill=None | rows=[18] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX19 | value='0.129895490306653' | fill=00000000 | rows=[18] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A20 | value='Strengthen local supervision to make sure that COVID 19 infection control rules are followed' | fill=9 | rows=[19] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B20 | value='0.660377358490566' | fill=None | rows=[19] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C20 | value='0' | fill=None | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='0' | fill=None | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='9.41860465116279' | fill=None | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F20 | value='0' | fill=None | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G20 | value='0' | fill=None | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H20 | value='0' | fill=None | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I20 | value='0' | fill=None | rows=[19] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J20 | value='0' | fill=None | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K20 | value='0' | fill=None | rows=[19] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L20 | value='0.348837209302326' | fill=None | rows=[19] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M20 | value='0' | fill=None | rows=[19] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N20 | value='0.131578947368421' | fill=None | rows=[19] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O20 | value='0.813953488372093' | fill=None | rows=[19] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P20 | value='0' | fill=None | rows=[19] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q20 | value='5.90909090909091' | fill=None | rows=[19] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R20 | value='0.303030303030303' | fill=None | rows=[19] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S20 | value='0' | fill=None | rows=[19] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T20 | value='2.89473684210526' | fill=None | rows=[19] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U20 | value='3.15789473684211' | fill=None | rows=[19] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V20 | value='3.42105263157895' | fill=None | rows=[19] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W20 | value='4.09090909090909' | fill=None | rows=[19] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X20 | value='0.263157894736842' | fill=None | rows=[19] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y20 | value='0' | fill=None | rows=[19] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z20 | value='0' | fill=None | rows=[19] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA20 | value='0' | fill=None | rows=[19] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AD20 | value='6.44736842105263' | fill=None | rows=[19] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AF20 | value='0' | fill=None | rows=[19] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG20 | value='27.5' | fill=None | rows=[19] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH20 | value='46.0526315789474' | fill=None | rows=[19] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI20 | value='38.1578947368421' | fill=None | rows=[19] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ20 | value='31.1842105263158' | fill=None | rows=[19] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK20 | value='0' | fill=None | rows=[19] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL20 | value='0' | fill=None | rows=[19] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM20 | value='0' | fill=None | rows=[19] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN20 | value='160.526315789474' | fill=None | rows=[19] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO20 | value='0' | fill=None | rows=[19] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP20 | value='55.1315789473684' | fill=None | rows=[19] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ20 | value='0.789473684210526' | fill=None | rows=[19] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR20 | value='0' | fill=None | rows=[19] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS20 | value='0' | fill=None | rows=[19] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT20 | value='0' | fill=None | rows=[19] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU20 | value='6.66666666666667' | fill=None | rows=[19] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV20 | value='7' | fill=None | rows=[19] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW20 | value='0' | fill=None | rows=[19] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX20 | value='7.33333333333333' | fill=None | rows=[19] | cols=[49] | col_header=False | row_header=False | metadata=False
