=== education-table22.xlsx ===
Cell A1 | value='DBN' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell AV40 | value='0.39' | fill=00000000 | rows=[39] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW40 | value='1.81' | fill=00000000 | rows=[39] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX40 | value='0.43' | fill=00000000 | rows=[39] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY40 | value='0.41' | fill=00000000 | rows=[39] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ40 | value='1.91' | fill=00000000 | rows=[39] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA40 | value='0.393' | fill=00000000 | rows=[39] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB40 | value='1.49' | fill=00000000 | rows=[39] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC40 | value='0.1' | fill=00000000 | rows=[39] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD40 | value='2.14' | fill=00000000 | rows=[39] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE40 | value='0.681' | fill=00000000 | rows=[39] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF40 | value='0.08' | fill=00000000 | rows=[39] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG40 | value='2.26' | fill=00000000 | rows=[39] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH40 | value='0.647' | fill=00000000 | rows=[39] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI40 | value='2.18' | fill=00000000 | rows=[39] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ40 | value='0.49' | fill=00000000 | rows=[39] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK40 | value='2.49' | fill=00000000 | rows=[39] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL40 | value='0.845' | fill=00000000 | rows=[39] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM40 | value='0.47' | fill=00000000 | rows=[39] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN40 | value='2.55' | fill=00000000 | rows=[39] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO40 | value='0.822' | fill=00000000 | rows=[39] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP40 | value='1.8' | fill=00000000 | rows=[39] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ40 | value='0.24' | fill=00000000 | rows=[39] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR40 | value='2.44' | fill=00000000 | rows=[39] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS40 | value='0.709' | fill=00000000 | rows=[39] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT40 | value='0.2' | fill=00000000 | rows=[39] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU40 | value='2.48' | fill=00000000 | rows=[39] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BV40 | value='0.702' | fill=00000000 | rows=[39] | cols=[73] | col_header=False | row_header=False | metadata=False
Cell BW40 | value='1.43' | fill=00000000 | rows=[39] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX40 | value='0.48' | fill=00000000 | rows=[39] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BY40 | value='1.84' | fill=00000000 | rows=[39] | cols=[76] | col_header=False | row_header=False | metadata=False
Cell BZ40 | value='0.699' | fill=00000000 | rows=[39] | cols=[77] | col_header=False | row_header=False | metadata=False
Cell CA40 | value='0.49' | fill=00000000 | rows=[39] | cols=[78] | col_header=False | row_header=False | metadata=False
Cell CB40 | value='1.89' | fill=00000000 | rows=[39] | cols=[79] | col_header=False | row_header=False | metadata=False
Cell CC40 | value='0.671' | fill=00000000 | rows=[39] | cols=[80] | col_header=False | row_header=False | metadata=False
Cell A41 | value='21K728' | fill=00000000 | rows=[40] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B41 | value='Liberation Diploma Plus' | fill=00000000 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='30.2' | fill=7 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='C' | fill=7 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='8.14' | fill=00000000 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='2.18' | fill=00000000 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='11.64' | fill=00000000 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='0.63' | fill=00000000 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='1.76' | fill=00000000 | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J41 | value='11.48' | fill=00000000 | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K41 | value='0.656' | fill=00000000 | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L41 | value='9.33' | fill=00000000 | rows=[40] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M41 | value='2.98' | fill=00000000 | rows=[40] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N41 | value='12.36' | fill=00000000 | rows=[40] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O41 | value='0.677' | fill=00000000 | rows=[40] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P41 | value='3.01' | fill=00000000 | rows=[40] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q41 | value='12.25' | fill=00000000 | rows=[40] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R41 | value='0.684' | fill=00000000 | rows=[40] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S41 | value='11.02' | fill=00000000 | rows=[40] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T41 | value='5.47' | fill=00000000 | rows=[40] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U41 | value='13.71' | fill=00000000 | rows=[40] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V41 | value='0.674' | fill=00000000 | rows=[40] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W41 | value='5.82' | fill=00000000 | rows=[40] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X41 | value='13.34' | fill=00000000 | rows=[40] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y41 | value='0.691' | fill=00000000 | rows=[40] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z41 | value='10.54' | fill=00000000 | rows=[40] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA41 | value='5.5' | fill=00000000 | rows=[40] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB41 | value='13.34' | fill=00000000 | rows=[40] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC41 | value='0.643' | fill=00000000 | rows=[40] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD41 | value='5.76' | fill=00000000 | rows=[40] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE41 | value='12.98' | fill=00000000 | rows=[40] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF41 | value='0.662' | fill=00000000 | rows=[40] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG41 | value='-0.029' | fill=00000000 | rows=[40] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH41 | value='-0.107' | fill=00000000 | rows=[40] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI41 | value='0.089' | fill=00000000 | rows=[40] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ41 | value='0.398' | fill=00000000 | rows=[40] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK41 | value='-0.117' | fill=00000000 | rows=[40] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL41 | value='0.099' | fill=00000000 | rows=[40] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM41 | value='0.407' | fill=00000000 | rows=[40] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN41 | value='0.292' | fill=00000000 | rows=[40] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO41 | value='0.043' | fill=00000000 | rows=[40] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP41 | value='0.443' | fill=00000000 | rows=[40] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ41 | value='0.623' | fill=00000000 | rows=[40] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR41 | value='0.014' | fill=00000000 | rows=[40] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS41 | value='0.43' | fill=00000000 | rows=[40] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT41 | value='0.668' | fill=00000000 | rows=[40] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU41 | value='1.15' | fill=00000000 | rows=[40] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV41 | value='0.43' | fill=00000000 | rows=[40] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW41 | value='1.99' | fill=00000000 | rows=[40] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX41 | value='0.462' | fill=00000000 | rows=[40] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY41 | value='0.41' | fill=00000000 | rows=[40] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ41 | value='1.91' | fill=00000000 | rows=[40] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA41 | value='0.493' | fill=00000000 | rows=[40] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB41 | value='1.02' | fill=00000000 | rows=[40] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC41 | value='0.17' | fill=00000000 | rows=[40] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD41 | value='2.15' | fill=00000000 | rows=[40] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE41 | value='0.429' | fill=00000000 | rows=[40] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF41 | value='0.08' | fill=00000000 | rows=[40] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG41 | value='2.26' | fill=00000000 | rows=[40] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH41 | value='0.431' | fill=00000000 | rows=[40] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI41 | value='1.32' | fill=00000000 | rows=[40] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ41 | value='0.55' | fill=00000000 | rows=[40] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK41 | value='2.45' | fill=00000000 | rows=[40] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL41 | value='0.405' | fill=00000000 | rows=[40] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM41 | value='0.47' | fill=00000000 | rows=[40] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN41 | value='2.55' | fill=00000000 | rows=[40] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO41 | value='0.409' | fill=00000000 | rows=[40] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP41 | value='1.98' | fill=00000000 | rows=[40] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ41 | value='0.22' | fill=00000000 | rows=[40] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR41 | value='2.38' | fill=00000000 | rows=[40] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS41 | value='0.815' | fill=00000000 | rows=[40] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT41 | value='0.2' | fill=00000000 | rows=[40] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU41 | value='2.48' | fill=00000000 | rows=[40] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BV41 | value='0.781' | fill=00000000 | rows=[40] | cols=[73] | col_header=False | row_header=False | metadata=False
Cell BW41 | value='1.1' | fill=00000000 | rows=[40] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX41 | value='0.55' | fill=00000000 | rows=[40] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BY41 | value='1.83' | fill=00000000 | rows=[40] | cols=[76] | col_header=False | row_header=False | metadata=False
Cell BZ41 | value='0.43' | fill=00000000 | rows=[40] | cols=[77] | col_header=False | row_header=False | metadata=False
Cell CA41 | value='0.49' | fill=00000000 | rows=[40] | cols=[78] | col_header=False | row_header=False | metadata=False
Cell CB41 | value='1.89' | fill=00000000 | rows=[40] | cols=[79] | col_header=False | row_header=False | metadata=False
Cell CC41 | value='0.436' | fill=00000000 | rows=[40] | cols=[80] | col_header=False | row_header=False | metadata=False
Cell A42 | value='23K643' | fill=00000000 | rows=[41] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B42 | value='Brooklyn Democracy Academy' | fill=00000000 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='33.8' | fill=7 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='B' | fill=7 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='4.43' | fill=00000000 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='1.65' | fill=00000000 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='9.65' | fill=00000000 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='0.348' | fill=00000000 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='1.76' | fill=00000000 | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='11.48' | fill=00000000 | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='0.275' | fill=00000000 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L42 | value='9.14' | fill=00000000 | rows=[41] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M42 | value='3.63' | fill=00000000 | rows=[41] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N42 | value='10.77' | fill=00000000 | rows=[41] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O42 | value='0.772' | fill=00000000 | rows=[41] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P42 | value='3.01' | fill=00000000 | rows=[41] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q42 | value='12.25' | fill=00000000 | rows=[41] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R42 | value='0.663' | fill=00000000 | rows=[41] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S42 | value='10.78' | fill=00000000 | rows=[41] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T42 | value='6.33' | fill=00000000 | rows=[41] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U42 | value='12.43' | fill=00000000 | rows=[41] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V42 | value='0.73' | fill=00000000 | rows=[41] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W42 | value='5.82' | fill=00000000 | rows=[41] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X42 | value='13.34' | fill=00000000 | rows=[41] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y42 | value='0.66' | fill=00000000 | rows=[41] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z42 | value='10.17' | fill=00000000 | rows=[41] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA42 | value='6.71' | fill=00000000 | rows=[41] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB42 | value='11.67' | fill=00000000 | rows=[41] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC42 | value='0.698' | fill=00000000 | rows=[41] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD42 | value='5.76' | fill=00000000 | rows=[41] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE42 | value='12.98' | fill=00000000 | rows=[41] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF42 | value='0.611' | fill=00000000 | rows=[41] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG42 | value='-0.008' | fill=00000000 | rows=[41] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH42 | value='-0.136' | fill=00000000 | rows=[41] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI42 | value='0.1' | fill=00000000 | rows=[41] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ42 | value='0.542' | fill=00000000 | rows=[41] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK42 | value='-0.117' | fill=00000000 | rows=[41] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL42 | value='0.099' | fill=00000000 | rows=[41] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM42 | value='0.505' | fill=00000000 | rows=[41] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN42 | value='0.262' | fill=00000000 | rows=[41] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO42 | value='0.012' | fill=00000000 | rows=[41] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP42 | value='0.338' | fill=00000000 | rows=[41] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ42 | value='0.767' | fill=00000000 | rows=[41] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR42 | value='0.014' | fill=00000000 | rows=[41] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS42 | value='0.43' | fill=00000000 | rows=[41] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT42 | value='0.596' | fill=00000000 | rows=[41] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU42 | value='1.29' | fill=00000000 | rows=[41] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV42 | value='0.44' | fill=00000000 | rows=[41] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW42 | value='1.64' | fill=00000000 | rows=[41] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX42 | value='0.708' | fill=00000000 | rows=[41] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY42 | value='0.41' | fill=00000000 | rows=[41] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ42 | value='1.91' | fill=00000000 | rows=[41] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA42 | value='0.587' | fill=00000000 | rows=[41] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB42 | value='0.72' | fill=00000000 | rows=[41] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC42 | value='0' | fill=00000000 | rows=[41] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD42 | value='2.28' | fill=00000000 | rows=[41] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE42 | value='0.316' | fill=00000000 | rows=[41] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF42 | value='0.08' | fill=00000000 | rows=[41] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG42 | value='2.26' | fill=00000000 | rows=[41] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH42 | value='0.294' | fill=00000000 | rows=[41] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI42 | value='1.81' | fill=00000000 | rows=[41] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ42 | value='0.35' | fill=00000000 | rows=[41] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK42 | value='2.69' | fill=00000000 | rows=[41] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL42 | value='0.624' | fill=00000000 | rows=[41] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM42 | value='0.47' | fill=00000000 | rows=[41] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN42 | value='2.55' | fill=00000000 | rows=[41] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO42 | value='0.644' | fill=00000000 | rows=[41] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP42 | value='1.51' | fill=00000000 | rows=[41] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ42 | value='0.2' | fill=00000000 | rows=[41] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR42 | value='2.54' | fill=00000000 | rows=[41] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS42 | value='0.56' | fill=00000000 | rows=[41] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT42 | value='0.2' | fill=00000000 | rows=[41] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU42 | value='2.48' | fill=00000000 | rows=[41] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BV42 | value='0.575' | fill=00000000 | rows=[41] | cols=[73] | col_header=False | row_header=False | metadata=False
Cell BW42 | value='1.99' | fill=00000000 | rows=[41] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX42 | value='0.41' | fill=00000000 | rows=[41] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BY42 | value='1.95' | fill=00000000 | rows=[41] | cols=[76] | col_header=False | row_header=False | metadata=False
Cell BZ42 | value='1' | fill=00000000 | rows=[41] | cols=[77] | col_header=False | row_header=False | metadata=False
Cell CA42 | value='0.49' | fill=00000000 | rows=[41] | cols=[78] | col_header=False | row_header=False | metadata=False
Cell CB42 | value='1.89' | fill=00000000 | rows=[41] | cols=[79] | col_header=False | row_header=False | metadata=False
Cell CC42 | value='1' | fill=00000000 | rows=[41] | cols=[80] | col_header=False | row_header=False | metadata=False
Cell A43 | value='23K646' | fill=00000000 | rows=[42] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B43 | value='Aspirations Diploma Plus High School' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='21.1' | fill=7 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='D' | fill=7 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='3.91' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='1.7' | fill=00000000 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='10.34' | fill=00000000 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='0.256' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='1.76' | fill=00000000 | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='11.48' | fill=00000000 | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='0.221' | fill=00000000 | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L43 | value='6.98' | fill=00000000 | rows=[42] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M43 | value='3.16' | fill=00000000 | rows=[42] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N43 | value='11.48' | fill=00000000 | rows=[42] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O43 | value='0.459' | fill=00000000 | rows=[42] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P43 | value='3.01' | fill=00000000 | rows=[42] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q43 | value='12.25' | fill=00000000 | rows=[42] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R43 | value='0.43' | fill=00000000 | rows=[42] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S43 | value='9.72' | fill=00000000 | rows=[42] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T43 | value='6.4' | fill=00000000 | rows=[42] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U43 | value='12.98' | fill=00000000 | rows=[42] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V43 | value='0.505' | fill=00000000 | rows=[42] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W43 | value='5.82' | fill=00000000 | rows=[42] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X43 | value='13.34' | fill=00000000 | rows=[42] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y43 | value='0.519' | fill=00000000 | rows=[42] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z43 | value='10.13' | fill=00000000 | rows=[42] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA43 | value='6.67' | fill=00000000 | rows=[42] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB43 | value='11.95' | fill=00000000 | rows=[42] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC43 | value='0.655' | fill=00000000 | rows=[42] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD43 | value='5.76' | fill=00000000 | rows=[42] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE43 | value='12.98' | fill=00000000 | rows=[42] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF43 | value='0.605' | fill=00000000 | rows=[42] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG43 | value='-0.068' | fill=00000000 | rows=[42] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH43 | value='-0.121' | fill=00000000 | rows=[42] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI43 | value='0.105' | fill=00000000 | rows=[42] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ43 | value='0.235' | fill=00000000 | rows=[42] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK43 | value='-0.117' | fill=00000000 | rows=[42] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL43 | value='0.099' | fill=00000000 | rows=[42] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM43 | value='0.227' | fill=00000000 | rows=[42] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN43 | value='0.151' | fill=00000000 | rows=[42] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO43 | value='0.032' | fill=00000000 | rows=[42] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP43 | value='0.342' | fill=00000000 | rows=[42] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ43 | value='0.384' | fill=00000000 | rows=[42] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR43 | value='0.014' | fill=00000000 | rows=[42] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS43 | value='0.43' | fill=00000000 | rows=[42] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT43 | value='0.329' | fill=00000000 | rows=[42] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU43 | value='0.41' | fill=00000000 | rows=[42] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV43 | value='0.49' | fill=00000000 | rows=[42] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW43 | value='1.63' | fill=00000000 | rows=[42] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX43 | value='0' | fill=00000000 | rows=[42] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY43 | value='0.41' | fill=00000000 | rows=[42] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ43 | value='1.91' | fill=00000000 | rows=[42] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA43 | value='0' | fill=00000000 | rows=[42] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB43 | value='1.89' | fill=00000000 | rows=[42] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC43 | value='0.03' | fill=00000000 | rows=[42] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD43 | value='2.21' | fill=00000000 | rows=[42] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE43 | value='0.853' | fill=00000000 | rows=[42] | cols=[56] | col_header=False | row_header=False | metadata=False
