=== health-table02.xlsx ===
Cell B1 | value='Healthcare provider resources' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell J138 | value='1.42' | fill=00000000 | rows=[137] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K138 | value='1.42' | fill=00000000 | rows=[137] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L138 | value='1.42' | fill=00000000 | rows=[137] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B139 | value='Spain' | fill=FFE2F2FB | rows=[138] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D139 | value='6.53' | fill=00000000 | rows=[138] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E139 | value='6.48' | fill=00000000 | rows=[138] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F139 | value='6.77' | fill=00000000 | rows=[138] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G139 | value='6.72' | fill=00000000 | rows=[138] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H139 | value='6.58' | fill=00000000 | rows=[138] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I139 | value='6.53' | fill=00000000 | rows=[138] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J139 | value='6.53' | fill=00000000 | rows=[138] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K139 | value='6.28' | fill=00000000 | rows=[138] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B140 | value='Türkiye' | fill=FFE2F2FB | rows=[139] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D140 | value='7.47' | fill=00000000 | rows=[139] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E140 | value='7.4' | fill=00000000 | rows=[139] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F140 | value='7.33' | fill=00000000 | rows=[139] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G140 | value='7.31' | fill=00000000 | rows=[139] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H140 | value='7.18' | fill=00000000 | rows=[139] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I140 | value='7' | fill=00000000 | rows=[139] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J140 | value='7' | fill=00000000 | rows=[139] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K140 | value='6.94' | fill=00000000 | rows=[139] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B141 | value='United States' | fill=FFE2F2FB | rows=[140] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D141 | value='3.75' | fill=00000000 | rows=[140] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E141 | value='3.72' | fill=00000000 | rows=[140] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F141 | value='5.08' | fill=00000000 | rows=[140] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G141 | value='4.99' | fill=00000000 | rows=[140] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H141 | value='4.79' | fill=00000000 | rows=[140] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I141 | value='4.74' | fill=00000000 | rows=[140] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J141 | value='4.8' | fill=00000000 | rows=[140] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K141 | value='4.79' | fill=00000000 | rows=[140] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B142 | value='Non-OECD economies' | fill=FFE2F2FB | rows=[141] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B143 | value='·  Bulgaria' | fill=FFE2F2FB | rows=[142] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D143 | value='15.46' | fill=00000000 | rows=[142] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E143 | value='15.85' | fill=00000000 | rows=[142] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F143 | value='16.25' | fill=00000000 | rows=[142] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G143 | value='16.37' | fill=00000000 | rows=[142] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H143 | value='16.2' | fill=00000000 | rows=[142] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I143 | value='16.58' | fill=00000000 | rows=[142] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J143 | value='16.72' | fill=00000000 | rows=[142] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K143 | value='17.46' | fill=00000000 | rows=[142] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B144 | value='·  Croatia' | fill=FFE2F2FB | rows=[143] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D144 | value='1.43' | fill=00000000 | rows=[143] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E144 | value='1.44' | fill=00000000 | rows=[143] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F144 | value='1.45' | fill=00000000 | rows=[143] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G144 | value='1.47' | fill=00000000 | rows=[143] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H144 | value='1.72' | fill=00000000 | rows=[143] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I144 | value='1.98' | fill=00000000 | rows=[143] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J144 | value='2.06' | fill=00000000 | rows=[143] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K144 | value='2.08' | fill=00000000 | rows=[143] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B145 | value='·  Romania' | fill=FFE2F2FB | rows=[144] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D145 | value='9.23' | fill=00000000 | rows=[144] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E145 | value='10.1' | fill=00000000 | rows=[144] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F145 | value='6.69' | fill=00000000 | rows=[144] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G145 | value='7.29' | fill=00000000 | rows=[144] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H145 | value='7.79' | fill=00000000 | rows=[144] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I145 | value='7.99' | fill=00000000 | rows=[144] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J145 | value='8.52' | fill=00000000 | rows=[144] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K145 | value='8.74' | fill=00000000 | rows=[144] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B146 | value='Hospital type: General' | fill=FFB7DEF6 | rows=[145] | cols=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10] | col_header=False | row_header=False | metadata=False
Cell B147 | value='Australia' | fill=FFE2F2FB | rows=[146] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D147 | value='39.34' | fill=00000000 | rows=[146] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E147 | value='38.77' | fill=00000000 | rows=[146] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B148 | value='Austria' | fill=FFE2F2FB | rows=[147] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D148 | value='13.79' | fill=00000000 | rows=[147] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E148 | value='13.62' | fill=00000000 | rows=[147] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F148 | value='13.19' | fill=00000000 | rows=[147] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G148 | value='13.01' | fill=00000000 | rows=[147] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H148 | value='12.95' | fill=00000000 | rows=[147] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I148 | value='12.78' | fill=00000000 | rows=[147] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J148 | value='12.62' | fill=00000000 | rows=[147] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K148 | value='12.48' | fill=00000000 | rows=[147] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B149 | value='Belgium' | fill=FFE2F2FB | rows=[148] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D149 | value='10.32' | fill=00000000 | rows=[148] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E149 | value='10.18' | fill=00000000 | rows=[148] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F149 | value='10.13' | fill=00000000 | rows=[148] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G149 | value='10' | fill=00000000 | rows=[148] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H149 | value='9.07' | fill=00000000 | rows=[148] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I149 | value='9.04' | fill=00000000 | rows=[148] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J149 | value='9' | fill=00000000 | rows=[148] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K149 | value='8.85' | fill=00000000 | rows=[148] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L149 | value='8.88' | fill=00000000 | rows=[148] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B150 | value='Canada' | fill=FFE2F2FB | rows=[149] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D150 | value='16.41' | fill=00000000 | rows=[149] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E150 | value='16.34' | fill=00000000 | rows=[149] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F150 | value='16.12' | fill=00000000 | rows=[149] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G150 | value='14.78' | fill=00000000 | rows=[149] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H150 | value='14.65' | fill=00000000 | rows=[149] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I150 | value='14.47' | fill=00000000 | rows=[149] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J150 | value='14.41' | fill=00000000 | rows=[149] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K150 | value='14.15' | fill=00000000 | rows=[149] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B151 | value='Chile' | fill=FFE2F2FB | rows=[150] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D151 | value='13.41' | fill=00000000 | rows=[150] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E151 | value='13.49' | fill=00000000 | rows=[150] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F151 | value='13.41' | fill=00000000 | rows=[150] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G151 | value='13.44' | fill=00000000 | rows=[150] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H151 | value='13.35' | fill=00000000 | rows=[150] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I151 | value='12.69' | fill=00000000 | rows=[150] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J151 | value='11.23' | fill=00000000 | rows=[150] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K151 | value='11.15' | fill=00000000 | rows=[150] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L151 | value='11.07' | fill=00000000 | rows=[150] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B152 | value='Colombia' | fill=FFE2F2FB | rows=[151] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D152 | value='25.87' | fill=00000000 | rows=[151] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E152 | value='25.84' | fill=00000000 | rows=[151] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F152 | value='25.35' | fill=00000000 | rows=[151] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G152 | value='24.93' | fill=00000000 | rows=[151] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H152 | value='24.52' | fill=00000000 | rows=[151] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I152 | value='23.35' | fill=00000000 | rows=[151] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B153 | value='Czechia' | fill=FFE2F2FB | rows=[152] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D153 | value='13.37' | fill=00000000 | rows=[152] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E153 | value='13.25' | fill=00000000 | rows=[152] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F153 | value='13.5' | fill=00000000 | rows=[152] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G153 | value='13.18' | fill=00000000 | rows=[152] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H153 | value='13.12' | fill=00000000 | rows=[152] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I153 | value='13.08' | fill=00000000 | rows=[152] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J153 | value='13.24' | fill=00000000 | rows=[152] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K153 | value='13.1' | fill=00000000 | rows=[152] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B154 | value='Estonia' | fill=FFE2F2FB | rows=[153] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D154 | value='15.97' | fill=00000000 | rows=[153] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E154 | value='15.96' | fill=00000000 | rows=[153] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F154 | value='15.95' | fill=00000000 | rows=[153] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G154 | value='15.89' | fill=00000000 | rows=[153] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H154 | value='15.83' | fill=00000000 | rows=[153] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I154 | value='15.8' | fill=00000000 | rows=[153] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J154 | value='15.03' | fill=00000000 | rows=[153] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K154 | value='14.83' | fill=00000000 | rows=[153] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B155 | value='Finland' | fill=FFE2F2FB | rows=[154] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D155 | value='24.27' | fill=00000000 | rows=[154] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E155 | value='22.75' | fill=00000000 | rows=[154] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F155 | value='23.6' | fill=00000000 | rows=[154] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G155 | value='22.48' | fill=00000000 | rows=[154] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H155 | value='21.73' | fill=00000000 | rows=[154] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I155 | value='22.24' | fill=00000000 | rows=[154] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J155 | value='20.93' | fill=00000000 | rows=[154] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B156 | value='France' | fill=FFE2F2FB | rows=[155] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D156 | value='37.48' | fill=00000000 | rows=[155] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E156 | value='37.11' | fill=00000000 | rows=[155] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F156 | value='36.75' | fill=00000000 | rows=[155] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G156 | value='36.44' | fill=00000000 | rows=[155] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H156 | value='35.92' | fill=00000000 | rows=[155] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I156 | value='35.46' | fill=00000000 | rows=[155] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J156 | value='35.25' | fill=00000000 | rows=[155] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K156 | value='35.04' | fill=00000000 | rows=[155] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B157 | value='Germany' | fill=FFE2F2FB | rows=[156] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D157 | value='19.82' | fill=00000000 | rows=[156] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E157 | value='19.51' | fill=00000000 | rows=[156] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F157 | value='19.26' | fill=00000000 | rows=[156] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G157 | value='19.12' | fill=00000000 | rows=[156] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H157 | value='18.97' | fill=00000000 | rows=[156] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I157 | value='18.73' | fill=00000000 | rows=[156] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J157 | value='18.44' | fill=00000000 | rows=[156] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K157 | value='18.21' | fill=00000000 | rows=[156] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B158 | value='Greece' | fill=FFE2F2FB | rows=[157] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D158 | value='15.9' | fill=00000000 | rows=[157] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E158 | value='16.05' | fill=00000000 | rows=[157] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F158 | value='16.18' | fill=00000000 | rows=[157] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G158 | value='15.93' | fill=00000000 | rows=[157] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H158 | value='15.95' | fill=00000000 | rows=[157] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I158 | value='16.08' | fill=00000000 | rows=[157] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J158 | value='16.08' | fill=00000000 | rows=[157] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K158 | value='16.6' | fill=00000000 | rows=[157] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B159 | value='Iceland' | fill=FFE2F2FB | rows=[158] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D159 | value='24.17' | fill=00000000 | rows=[158] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E159 | value='23.88' | fill=00000000 | rows=[158] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F159 | value='23.32' | fill=00000000 | rows=[158] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G159 | value='22.66' | fill=00000000 | rows=[158] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H159 | value='22.16' | fill=00000000 | rows=[158] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I159 | value='21.86' | fill=00000000 | rows=[158] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J159 | value='21.45' | fill=00000000 | rows=[158] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K159 | value='20.94' | fill=00000000 | rows=[158] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L159 | value='20.89' | fill=00000000 | rows=[158] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B160 | value='Ireland' | fill=FFE2F2FB | rows=[159] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E160 | value='11.81' | fill=00000000 | rows=[159] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F160 | value='11.69' | fill=00000000 | rows=[159] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G160 | value='11.53' | fill=00000000 | rows=[159] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H160 | value='11.38' | fill=00000000 | rows=[159] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I160 | value='11.25' | fill=00000000 | rows=[159] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J160 | value='11.18' | fill=00000000 | rows=[159] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K160 | value='10.98' | fill=00000000 | rows=[159] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L160 | value='10.77' | fill=00000000 | rows=[159] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B161 | value='Israel' | fill=FFE2F2FB | rows=[160] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D161 | value='5.25' | fill=00000000 | rows=[160] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E161 | value='5.15' | fill=00000000 | rows=[160] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F161 | value='5.16' | fill=00000000 | rows=[160] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G161 | value='5.07' | fill=00000000 | rows=[160] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H161 | value='4.97' | fill=00000000 | rows=[160] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I161 | value='4.88' | fill=00000000 | rows=[160] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J161 | value='4.8' | fill=00000000 | rows=[160] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K161 | value='4.72' | fill=00000000 | rows=[160] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L161 | value='4.52' | fill=00000000 | rows=[160] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B162 | value='Italy' | fill=FFE2F2FB | rows=[161] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D162 | value='15.76' | fill=00000000 | rows=[161] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E162 | value='15.44' | fill=00000000 | rows=[161] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F162 | value='14.97' | fill=00000000 | rows=[161] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G162 | value='14.95' | fill=00000000 | rows=[161] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H162 | value='14.95' | fill=00000000 | rows=[161] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I162 | value='15.31' | fill=00000000 | rows=[161] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J162 | value='15.24' | fill=00000000 | rows=[161] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K162 | value='15.18' | fill=00000000 | rows=[161] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B163 | value='Japan' | fill=FFE2F2FB | rows=[162] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D163 | value='58.35' | fill=00000000 | rows=[162] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E163 | value='58.09' | fill=00000000 | rows=[162] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F163 | value='57.93' | fill=00000000 | rows=[162] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G163 | value='57.7' | fill=00000000 | rows=[162] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H163 | value='57.26' | fill=00000000 | rows=[162] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I163 | value='56.91' | fill=00000000 | rows=[162] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J163 | value='56.99' | fill=00000000 | rows=[162] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K163 | value='56.82' | fill=00000000 | rows=[162] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B164 | value='Korea' | fill=FFE2F2FB | rows=[163] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D164 | value='35.85' | fill=00000000 | rows=[163] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E164 | value='36.14' | fill=00000000 | rows=[163] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F164 | value='35.2' | fill=00000000 | rows=[163] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G164 | value='35.18' | fill=00000000 | rows=[163] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H164 | value='35.6' | fill=00000000 | rows=[163] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I164 | value='36.15' | fill=00000000 | rows=[163] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J164 | value='33.99' | fill=00000000 | rows=[163] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K164 | value='34.3' | fill=00000000 | rows=[163] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B165 | value='Latvia' | fill=FFE2F2FB | rows=[164] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D165 | value='14.66' | fill=00000000 | rows=[164] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E165 | value='14.8' | fill=00000000 | rows=[164] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F165 | value='13.9' | fill=00000000 | rows=[164] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G165 | value='14.01' | fill=00000000 | rows=[164] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H165 | value='13.58' | fill=00000000 | rows=[164] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I165 | value='13.68' | fill=00000000 | rows=[164] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J165 | value='13.8' | fill=00000000 | rows=[164] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K165 | value='13.3' | fill=00000000 | rows=[164] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B166 | value='Lithuania' | fill=FFE2F2FB | rows=[165] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D166 | value='25.13' | fill=00000000 | rows=[165] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E166 | value='25.45' | fill=00000000 | rows=[165] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F166 | value='25.81' | fill=00000000 | rows=[165] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G166 | value='26.77' | fill=00000000 | rows=[165] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H166 | value='26.49' | fill=00000000 | rows=[165] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I166 | value='24.33' | fill=00000000 | rows=[165] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J166 | value='23.86' | fill=00000000 | rows=[165] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K166 | value='23.3' | fill=00000000 | rows=[165] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B167 | value='Luxembourg' | fill=FFE2F2FB | rows=[166] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D167 | value='8.77' | fill=00000000 | rows=[166] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E167 | value='8.58' | fill=00000000 | rows=[166] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F167 | value='6.71' | fill=00000000 | rows=[166] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G167 | value='6.58' | fill=00000000 | rows=[166] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H167 | value='6.45' | fill=00000000 | rows=[166] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I167 | value='6.35' | fill=00000000 | rows=[166] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J167 | value='6.25' | fill=00000000 | rows=[166] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K167 | value='6.13' | fill=00000000 | rows=[166] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L167 | value='5.98' | fill=00000000 | rows=[166] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B168 | value='Netherlands' | fill=FFE2F2FB | rows=[167] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D168 | value='4.78' | fill=00000000 | rows=[167] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E168 | value='4.58' | fill=00000000 | rows=[167] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F168 | value='4.49' | fill=00000000 | rows=[167] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G168 | value='4.47' | fill=00000000 | rows=[167] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H168 | value='4.32' | fill=00000000 | rows=[167] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I168 | value='4.3' | fill=00000000 | rows=[167] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J168 | value='4.28' | fill=00000000 | rows=[167] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K168 | value='4.35' | fill=00000000 | rows=[167] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B169 | value='New Zealand' | fill=FFE2F2FB | rows=[168] | cols=[1] | col_header=False | row_header=False | metadata=False
