=== society-table41.xlsx ===
Cell C1 | value='Demographic and Epidemiological Data' | fill=FF00B0F0 | rows=[0] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell C52 | value='Removal of retained products of conception' | fill=FF00B050 | rows=[51] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D52 | value='Removal of retained products of conception' | fill=FF00B050 | rows=[51] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E52 | value='Births' | fill=00000000 | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F52 | value='0.01' | fill=9 | rows=[51] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H52 | value='6816.5' | fill=00000000 | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I52 | value='6772.12' | fill=00000000 | rows=[51] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J52 | value='6740.24' | fill=00000000 | rows=[51] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K52 | value='Estimate, no data in LiST' | fill=00000000 | rows=[51] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A53 | value='40' | fill=2 | rows=[52] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B53 | value='31' | fill=2 | rows=[52] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C53 | value='Induction of labor for pregnancies lasting 41+ weeks' | fill=FF00B050 | rows=[52] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D53 | value='Induction of labor for pregnancies lasting 41+ weeks' | fill=FF00B050 | rows=[52] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E53 | value='Births' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F53 | value='0.05' | fill=9 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='All pregnancies over 41 weeks' | fill=00000000 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='34082.5' | fill=00000000 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I53 | value='33860.6' | fill=00000000 | rows=[52] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J53 | value='33701.2' | fill=00000000 | rows=[52] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A54 | value='41' | fill=2 | rows=[53] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B54 | value='32' | fill=2 | rows=[53] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C54 | value='Antenatal corticosteroids for preterm labor' | fill=FF00B050 | rows=[53] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D54 | value='Pre-term: Small for gestational age (SGA)' | fill=FF00B050 | rows=[53] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E54 | value='Births' | fill=00000000 | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F54 | value='0.0667' | fill=9 | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H54 | value='45466.055' | fill=00000000 | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I54 | value='45170.0404' | fill=00000000 | rows=[53] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J54 | value='44957.4008' | fill=00000000 | rows=[53] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K54 | value='LiST/Health status, mortality and economic status/Baseline child health status: Pre-term' | fill=00000000 | rows=[53] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A55 | value='42' | fill=2 | rows=[54] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B55 | value='36' | fill=2 | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C55 | value='Cesarean delivery' | fill=FF00B050 | rows=[54] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D55 | value='Cesarean delivery' | fill=FF00B050 | rows=[54] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E55 | value='Births' | fill=00000000 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F55 | value='0.1' | fill=9 | rows=[54] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H55 | value='68165' | fill=00000000 | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I55 | value='67721.2' | fill=00000000 | rows=[54] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J55 | value='67402.4' | fill=00000000 | rows=[54] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K55 | value='Estimate, no data in LiST' | fill=00000000 | rows=[54] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A56 | value='43' | fill=2 | rows=[55] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B56 | value='37' | fill=2 | rows=[55] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C56 | value='Blood transfusion' | fill=FF00B050 | rows=[55] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D56 | value='Blood transfusion' | fill=FF00B050 | rows=[55] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E56 | value='Births' | fill=00000000 | rows=[55] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F56 | value='0.02' | fill=9 | rows=[55] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H56 | value='13633' | fill=00000000 | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I56 | value='13544.24' | fill=00000000 | rows=[55] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J56 | value='13480.48' | fill=00000000 | rows=[55] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K56 | value='Estimate, no data in LiST' | fill=00000000 | rows=[55] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A57 | value='44' | fill=None | rows=[56] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B57 | value='48' | fill=None | rows=[56] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C57 | value='Early Initiation of Breastfeeding' | fill=FF00B050 | rows=[56] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D57 | value='Early Initiation of Breastfeeding' | fill=FF00B050 | rows=[56] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E57 | value='Births' | fill=00000000 | rows=[56] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F57 | value='1' | fill=9 | rows=[56] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G57 | value='All newborns' | fill=00000000 | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H57 | value='681650' | fill=00000000 | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I57 | value='677212' | fill=00000000 | rows=[56] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J57 | value='674024' | fill=00000000 | rows=[56] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A58 | value='45' | fill=8 | rows=[57] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B58 | value='49' | fill=8 | rows=[57] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C58 | value='Complementary feeding - Education only' | fill=FF00B050 | rows=[57] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D58 | value='Complementary feeding - Education only' | fill=FF00B050 | rows=[57] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E58 | value='Children < 1' | fill=00000000 | rows=[57] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F58 | value='1' | fill=9 | rows=[57] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G58 | value='All newborns' | fill=00000000 | rows=[57] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H58 | value='681650' | fill=00000000 | rows=[57] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I58 | value='677212' | fill=00000000 | rows=[57] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J58 | value='674024' | fill=00000000 | rows=[57] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A59 | value='46' | fill=8 | rows=[58] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B59 | value='50' | fill=8 | rows=[58] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C59 | value='Complementary feeding - Supplementary feeding + Education' | fill=FF00B050 | rows=[58] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D59 | value='Complementary feeding - Supplementary feeding + Education' | fill=FF00B050 | rows=[58] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E59 | value='Children < 1' | fill=00000000 | rows=[58] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F59 | value='0.5' | fill=9 | rows=[58] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H59 | value='340825' | fill=00000000 | rows=[58] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I59 | value='338606' | fill=00000000 | rows=[58] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J59 | value='337012' | fill=00000000 | rows=[58] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K59 | value='Function of poverty, etc. for food insecure pop, preliminary estimate' | fill=00000000 | rows=[58] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A60 | value='47' | fill=8 | rows=[59] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B60 | value='61' | fill=8 | rows=[59] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C60 | value='Vitamin A supplementation' | fill=FF00B050 | rows=[59] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D60 | value='Percent vitamin A deficient' | fill=FF00B050 | rows=[59] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E60 | value='Children Under 5' | fill=00000000 | rows=[59] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F60 | value='0.3532' | fill=9 | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G60 | value='Percent vitamin A deficient' | fill=00000000 | rows=[59] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H60 | value='240758.78' | fill=00000000 | rows=[59] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I60 | value='239191.2784' | fill=00000000 | rows=[59] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J60 | value='238065.2768' | fill=00000000 | rows=[59] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K60 | value='LiST/Health status, mortality and economic status/Baseline child health status: Percent vitamin A deficient' | fill=00000000 | rows=[59] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A61 | value='48' | fill=8 | rows=[60] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B61 | value='62' | fill=8 | rows=[60] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C61 | value='Zinc supplementation' | fill=FF00B050 | rows=[60] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D61 | value='Percent zinc deficient' | fill=FF00B050 | rows=[60] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E61 | value='Children Under 5' | fill=00000000 | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F61 | value='0.5747' | fill=9 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G61 | value='Percent zinc deficient' | fill=00000000 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H61 | value='391744.255' | fill=00000000 | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I61 | value='389193.7364' | fill=00000000 | rows=[60] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J61 | value='387361.5928' | fill=00000000 | rows=[60] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K61 | value='LiST/Health status, mortality and economic status/Baseline child health status:Percent zinc deficient' | fill=00000000 | rows=[60] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A62 | value='49' | fill=8 | rows=[61] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B62 | value='73' | fill=8 | rows=[61] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C62 | value='Improved sanitation - Utilization of latrines' | fill=FF00B050 | rows=[61] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D62 | value='Improved sanitation - Utilization of latrines' | fill=FF00B050 | rows=[61] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E62 | value='Children Under 5' | fill=00000000 | rows=[61] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F62 | value='1' | fill=9 | rows=[61] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H62 | value='681650' | fill=00000000 | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I62 | value='677212' | fill=00000000 | rows=[61] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J62 | value='674024' | fill=00000000 | rows=[61] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A63 | value='50' | fill=8 | rows=[62] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B63 | value='74' | fill=8 | rows=[62] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C63 | value='Improved water source' | fill=FF00B050 | rows=[62] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D63 | value='Improved water source' | fill=FF00B050 | rows=[62] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E63 | value='Children Under 5' | fill=00000000 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F63 | value='1' | fill=9 | rows=[62] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H63 | value='681650' | fill=00000000 | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I63 | value='677212' | fill=00000000 | rows=[62] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J63 | value='674024' | fill=00000000 | rows=[62] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A64 | value='51' | fill=8 | rows=[63] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B64 | value='75' | fill=8 | rows=[63] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C64 | value='Improved water source - Water connection in the home' | fill=FF00B050 | rows=[63] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D64 | value='Improved water source - Water connection in the home' | fill=FF00B050 | rows=[63] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E64 | value='Children Under 5' | fill=00000000 | rows=[63] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F64 | value='0' | fill=9 | rows=[63] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H64 | value='0' | fill=00000000 | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I64 | value='0' | fill=00000000 | rows=[63] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J64 | value='0' | fill=00000000 | rows=[63] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A65 | value='52' | fill=8 | rows=[64] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B65 | value='76' | fill=8 | rows=[64] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C65 | value='Hand washing with soap' | fill=FF00B050 | rows=[64] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D65 | value='Hand washing with soap' | fill=FF00B050 | rows=[64] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E65 | value='Children Under 5' | fill=00000000 | rows=[64] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F65 | value='1' | fill=9 | rows=[64] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H65 | value='681650' | fill=00000000 | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I65 | value='677212' | fill=00000000 | rows=[64] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J65 | value='674024' | fill=00000000 | rows=[64] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A66 | value='53' | fill=8 | rows=[65] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B66 | value='77' | fill=8 | rows=[65] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C66 | value='Hygienic Disposal of Children's stool' | fill=FF00B050 | rows=[65] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D66 | value='Hygienic Disposal of Children's stool' | fill=FF00B050 | rows=[65] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E66 | value='Children Under 5' | fill=00000000 | rows=[65] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F66 | value='1' | fill=9 | rows=[65] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H66 | value='681650' | fill=00000000 | rows=[65] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I66 | value='677212' | fill=00000000 | rows=[65] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J66 | value='674024' | fill=00000000 | rows=[65] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A67 | value='54' | fill=8 | rows=[66] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B67 | value='71' | fill=8 | rows=[66] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C67 | value='ITN' | fill=FF00B050 | rows=[66] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D67 | value='Percent of women exposed to falciparum' | fill=FF00B050 | rows=[66] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E67 | value='Children Under 5' | fill=00000000 | rows=[66] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F67 | value='0.022' | fill=9 | rows=[66] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G67 | value='Percent of children exposed to falciparum' | fill=00000000 | rows=[66] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H67 | value='14996.3' | fill=00000000 | rows=[66] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I67 | value='14898.664' | fill=00000000 | rows=[66] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J67 | value='14828.528' | fill=00000000 | rows=[66] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K67 | value='LiST/Health status, mortality and economic status/Baseline maternal health status: Percent of women exposed to falciparum' | fill=00000000 | rows=[66] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A68 | value='55' | fill=7 | rows=[67] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B68 | value='51' | fill=7 | rows=[67] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C68 | value='BCG - Single dose' | fill=FF00B050 | rows=[67] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D68 | value='BCG - Single dose' | fill=FF00B050 | rows=[67] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E68 | value='Children < 1' | fill=00000000 | rows=[67] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F68 | value='1' | fill=9 | rows=[67] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G68 | value='All children' | fill=00000000 | rows=[67] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H68 | value='681650' | fill=00000000 | rows=[67] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I68 | value='677212' | fill=00000000 | rows=[67] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J68 | value='674024' | fill=00000000 | rows=[67] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A69 | value='56' | fill=7 | rows=[68] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B69 | value='52' | fill=7 | rows=[68] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C69 | value='Polio - Three doses' | fill=FF00B050 | rows=[68] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D69 | value='Polio - Three doses' | fill=FF00B050 | rows=[68] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E69 | value='Children < 1' | fill=00000000 | rows=[68] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F69 | value='1' | fill=9 | rows=[68] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G69 | value='All children' | fill=00000000 | rows=[68] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H69 | value='681650' | fill=00000000 | rows=[68] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I69 | value='677212' | fill=00000000 | rows=[68] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J69 | value='674024' | fill=00000000 | rows=[68] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell C70 | value='Pentavalent' | fill=FF00B050 | rows=[69] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D70 | value='Pentavalent' | fill=FF00B050 | rows=[69] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E70 | value='Children < 1' | fill=00000000 | rows=[69] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F70 | value='1' | fill=9 | rows=[69] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G70 | value='All children' | fill=00000000 | rows=[69] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H70 | value='681650' | fill=00000000 | rows=[69] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I70 | value='677212' | fill=00000000 | rows=[69] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J70 | value='674024' | fill=00000000 | rows=[69] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A71 | value='57' | fill=7 | rows=[70] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B71 | value='53' | fill=7 | rows=[70] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C71 | value='DPT - Three doses' | fill=FF00B050 | rows=[70] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D71 | value='DPT - Three doses' | fill=FF00B050 | rows=[70] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E71 | value='Children < 1' | fill=00000000 | rows=[70] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F71 | value='1' | fill=9 | rows=[70] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G71 | value='All children' | fill=00000000 | rows=[70] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H71 | value='681650' | fill=00000000 | rows=[70] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I71 | value='677212' | fill=00000000 | rows=[70] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J71 | value='674024' | fill=00000000 | rows=[70] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A72 | value='58' | fill=7 | rows=[71] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B72 | value='54' | fill=7 | rows=[71] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C72 | value='Hib - Three doses' | fill=FF00B050 | rows=[71] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D72 | value='Hib - Three doses' | fill=FF00B050 | rows=[71] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E72 | value='Children < 1' | fill=00000000 | rows=[71] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F72 | value='1' | fill=9 | rows=[71] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G72 | value='All children' | fill=00000000 | rows=[71] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H72 | value='681650' | fill=00000000 | rows=[71] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I72 | value='677212' | fill=00000000 | rows=[71] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J72 | value='674024' | fill=00000000 | rows=[71] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A73 | value='59' | fill=7 | rows=[72] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B73 | value='55' | fill=7 | rows=[72] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C73 | value='HepB - Three doses' | fill=FF00B050 | rows=[72] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D73 | value='HepB - Three doses' | fill=FF00B050 | rows=[72] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E73 | value='Children < 1' | fill=00000000 | rows=[72] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F73 | value='1' | fill=9 | rows=[72] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G73 | value='All children' | fill=00000000 | rows=[72] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H73 | value='681650' | fill=00000000 | rows=[72] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I73 | value='677212' | fill=00000000 | rows=[72] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J73 | value='674024' | fill=00000000 | rows=[72] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A74 | value='60' | fill=7 | rows=[73] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B74 | value='56' | fill=7 | rows=[73] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C74 | value='Pneumococcal - Three doses' | fill=FF00B050 | rows=[73] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D74 | value='Pneumococcal - Three doses' | fill=FF00B050 | rows=[73] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E74 | value='Children < 1' | fill=00000000 | rows=[73] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F74 | value='1' | fill=9 | rows=[73] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G74 | value='All children' | fill=00000000 | rows=[73] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H74 | value='681650' | fill=00000000 | rows=[73] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I74 | value='677212' | fill=00000000 | rows=[73] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J74 | value='674024' | fill=00000000 | rows=[73] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A75 | value='61' | fill=7 | rows=[74] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B75 | value='57' | fill=7 | rows=[74] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C75 | value='Rotavirus - Two doses' | fill=FF00B050 | rows=[74] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D75 | value='Rotavirus - Two doses' | fill=FF00B050 | rows=[74] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E75 | value='Children < 1' | fill=00000000 | rows=[74] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F75 | value='1' | fill=9 | rows=[74] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G75 | value='All children' | fill=00000000 | rows=[74] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H75 | value='681650' | fill=00000000 | rows=[74] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I75 | value='677212' | fill=00000000 | rows=[74] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J75 | value='674024' | fill=00000000 | rows=[74] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A76 | value='62' | fill=7 | rows=[75] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B76 | value='58' | fill=7 | rows=[75] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C76 | value='Meningococcal A - Single dose' | fill=FF00B050 | rows=[75] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D76 | value='Meningococcal A - Single dose' | fill=FF00B050 | rows=[75] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E76 | value='Children < 1' | fill=00000000 | rows=[75] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F76 | value='1' | fill=9 | rows=[75] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G76 | value='All children' | fill=00000000 | rows=[75] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H76 | value='681650' | fill=00000000 | rows=[75] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I76 | value='677212' | fill=00000000 | rows=[75] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J76 | value='674024' | fill=00000000 | rows=[75] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A77 | value='63' | fill=7 | rows=[76] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B77 | value='59' | fill=7 | rows=[76] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C77 | value='Malaria vaccine - Three doses' | fill=FF00B050 | rows=[76] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D77 | value='Malaria vaccine - Three doses' | fill=FF00B050 | rows=[76] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E77 | value='Children < 1' | fill=00000000 | rows=[76] | cols=[4] | col_header=False | row_header=False | metadata=False
