=== society-table14.xlsx ===
Cell A1 | value='State or area' | fill=FFFFFF00 | rows=[0, 1] | cols=[0, 1, 2] | col_header=True | row_header=True | metadata=False
Cell H53 | value='23691' | fill=00000000 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I53 | value='3992' | fill=00000000 | rows=[52] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A54 | value='Wyoming' | fill=FF00B050 | rows=[53] | cols=[0, 1, 2] | col_header=False | row_header=True | metadata=False
Cell D54 | value='2269' | fill=FF00B0F0 | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E54 | value='86' | fill=00000000 | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F54 | value='2183' | fill=00000000 | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G54 | value='410' | fill=00000000 | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H54 | value='1675' | fill=00000000 | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I54 | value='183' | fill=00000000 | rows=[53] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A55 | value='Outlying areas' | fill=FF00B050 | rows=[54] | cols=[0, 1, 2] | col_header=False | row_header=True | metadata=False
Cell B56 | value='Northern Mariana Islands' | fill=FF00B050 | rows=[55] | cols=[1, 2] | col_header=False | row_header=True | metadata=False
Cell D56 | value='327' | fill=FF00B0F0 | rows=[55] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E56 | value='55' | fill=00000000 | rows=[55] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F56 | value='272' | fill=00000000 | rows=[55] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G56 | value='94' | fill=00000000 | rows=[55] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H56 | value='160' | fill=00000000 | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I56 | value='73' | fill=00000000 | rows=[55] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A57 | value='Unknown' | fill=FF00B050 | rows=[56] | cols=[0, 1, 2] | col_header=False | row_header=True | metadata=False
Cell D57 | value='3' | fill=FF00B0F0 | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E57 | value='0' | fill=00000000 | rows=[56] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F57 | value='3' | fill=00000000 | rows=[56] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G57 | value='1' | fill=00000000 | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H57 | value='3' | fill=00000000 | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I57 | value='0' | fill=00000000 | rows=[56] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A60 | value='SOURCE:  Social Security Administration, Supplemental Security Record (Characteristic Extract Record format), 100 percent data.' | fill=FF00B0F0 | rows=[59] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8] | col_header=False | row_header=False | metadata=True
Cell A62 | value='File available from:
Social Security Administration, Office of Policy
SSI Recipients by State and County, 2003
http://www.socialsecurity.gov/policy/docs/statcomps/ssi_sc/2003/' | fill=FF00B0F0 | rows=[61] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8] | col_header=False | row_header=False | metadata=True

