=== science-table47.xlsx ===
Cell A1 | value='Data used to generate stochastic simulation used for Extended Data Figure 9h' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=True | row_header=True | metadata=True
Cell A154 | value='150' | fill=FF00B050 | rows=[153] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B154 | value='8.65901822985784e-06' | fill=00000000 | rows=[153] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C154 | value='7.70267760144419e-06' | fill=00000000 | rows=[153] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D154 | value='150' | fill=00000000 | rows=[153] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E154 | value='0.00086987381680536' | fill=00000000 | rows=[153] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F154 | value='0.00087914765167597' | fill=00000000 | rows=[153] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G154 | value='150' | fill=00000000 | rows=[153] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H154 | value='0.0401531448993058' | fill=00000000 | rows=[153] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I154 | value='0.0400843943796399' | fill=00000000 | rows=[153] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J154 | value='150' | fill=00000000 | rows=[153] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K154 | value='0.509106865432494' | fill=00000000 | rows=[153] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L154 | value='0.490985692983335' | fill=00000000 | rows=[153] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A155 | value='151' | fill=FF00B050 | rows=[154] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B155 | value='8.55433939260135e-06' | fill=00000000 | rows=[154] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C155 | value='7.49824049348738e-06' | fill=00000000 | rows=[154] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D155 | value='151' | fill=00000000 | rows=[154] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E155 | value='0.000860974774149295' | fill=00000000 | rows=[154] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F155 | value='0.000863890002308209' | fill=00000000 | rows=[154] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G155 | value='151' | fill=00000000 | rows=[154] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H155 | value='0.0399149819247433' | fill=00000000 | rows=[154] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I155 | value='0.0397155455111725' | fill=00000000 | rows=[154] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J155 | value='151' | fill=00000000 | rows=[154] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K155 | value='0.508256355486346' | fill=00000000 | rows=[154] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L155 | value='0.489998083081098' | fill=00000000 | rows=[154] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A156 | value='152' | fill=FF00B050 | rows=[155] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B156 | value='8.22956658983124e-06' | fill=00000000 | rows=[155] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C156 | value='7.30028190672869e-06' | fill=00000000 | rows=[155] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D156 | value='152' | fill=00000000 | rows=[155] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E156 | value='0.00084137774257981' | fill=00000000 | rows=[155] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F156 | value='0.000848974510911704' | fill=00000000 | rows=[155] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G156 | value='152' | fill=00000000 | rows=[155] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H156 | value='0.0394398639565354' | fill=00000000 | rows=[155] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I156 | value='0.0393518684429161' | fill=00000000 | rows=[155] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J156 | value='152' | fill=00000000 | rows=[155] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K156 | value='0.506881165664364' | fill=00000000 | rows=[155] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L156 | value='0.489017052802816' | fill=00000000 | rows=[155] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A157 | value='153' | fill=FF00B050 | rows=[156] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B157 | value='8.08731073407242e-06' | fill=00000000 | rows=[156] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C157 | value='7.10856255250935e-06' | fill=00000000 | rows=[156] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D157 | value='153' | fill=00000000 | rows=[156] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E157 | value='0.000832351115082798' | fill=00000000 | rows=[156] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F157 | value='0.000834391707766923' | fill=00000000 | rows=[156] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G157 | value='153' | fill=00000000 | rows=[156] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H157 | value='0.0392040215768932' | fill=00000000 | rows=[156] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I157 | value='0.0389932638335328' | fill=00000000 | rows=[156] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J157 | value='153' | fill=00000000 | rows=[156] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K157 | value='0.505992626095767' | fill=00000000 | rows=[156] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L157 | value='0.488042521334973' | fill=00000000 | rows=[156] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A158 | value='154' | fill=FF00B050 | rows=[157] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B158 | value='7.91553007806178e-06' | fill=00000000 | rows=[157] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C158 | value='6.92285325027643e-06' | fill=00000000 | rows=[157] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D158 | value='154' | fill=00000000 | rows=[157] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E158 | value='0.000820664343652037' | fill=00000000 | rows=[157] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F158 | value='0.000820132436002585' | fill=00000000 | rows=[157] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G158 | value='154' | fill=00000000 | rows=[157] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H158 | value='0.0388810138373669' | fill=00000000 | rows=[157] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I158 | value='0.0386396347850445' | fill=00000000 | rows=[157] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J158 | value='154' | fill=00000000 | rows=[157] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K158 | value='0.50485238199214' | fill=00000000 | rows=[157] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L158 | value='0.487074409333167' | fill=00000000 | rows=[157] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A159 | value='155' | fill=FF00B050 | rows=[158] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B159 | value='7.7947468043043e-06' | fill=00000000 | rows=[158] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C159 | value='6.74293444661027e-06' | fill=00000000 | rows=[158] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D159 | value='155' | fill=00000000 | rows=[158] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E159 | value='0.000812766841997407' | fill=00000000 | rows=[158] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F159 | value='0.000806187839563691' | fill=00000000 | rows=[158] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G159 | value='155' | fill=00000000 | rows=[158] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H159 | value='0.0386639587398879' | fill=00000000 | rows=[158] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I159 | value='0.0382908867693099' | fill=00000000 | rows=[158] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J159 | value='155' | fill=00000000 | rows=[158] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K159 | value='0.504014118873561' | fill=00000000 | rows=[158] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L159 | value='0.486112638886623' | fill=00000000 | rows=[158] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A160 | value='156' | fill=FF00B050 | rows=[159] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B160 | value='7.56928469329033e-06' | fill=00000000 | rows=[159] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C160 | value='6.56859575971369e-06' | fill=00000000 | rows=[159] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D160 | value='156' | fill=00000000 | rows=[159] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E160 | value='0.000797622521376978' | fill=00000000 | rows=[159] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F160 | value='0.000792549351707904' | fill=00000000 | rows=[159] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G160 | value='156' | fill=00000000 | rows=[159] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H160 | value='0.0382628454973583' | fill=00000000 | rows=[159] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I160 | value='0.0379469275571225' | fill=00000000 | rows=[159] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J160 | value='156' | fill=00000000 | rows=[159] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K160 | value='0.502762686467009' | fill=00000000 | rows=[159] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L160 | value='0.485157133483771' | fill=00000000 | rows=[159] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A161 | value='157' | fill=FF00B050 | rows=[160] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B161 | value='7.46997400153418e-06' | fill=00000000 | rows=[160] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C161 | value='6.39963554787896e-06' | fill=00000000 | rows=[160] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D161 | value='157' | fill=00000000 | rows=[160] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E161 | value='0.000789533642460928' | fill=00000000 | rows=[160] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F161 | value='0.000779208684004231' | fill=00000000 | rows=[160] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G161 | value='157' | fill=00000000 | rows=[160] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H161 | value='0.0380312946288701' | fill=00000000 | rows=[160] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I161 | value='0.0376076671498203' | fill=00000000 | rows=[160] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J161 | value='157' | fill=00000000 | rows=[160] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K161 | value='0.501919266789454' | fill=00000000 | rows=[160] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L161 | value='0.484207817978855' | fill=00000000 | rows=[160] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A162 | value='158' | fill=FF00B050 | rows=[161] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B162 | value='7.26061632702121e-06' | fill=00000000 | rows=[161] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C162 | value='6.23586050054212e-06' | fill=00000000 | rows=[161] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D162 | value='158' | fill=00000000 | rows=[161] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E162 | value='0.000775633274039733' | fill=00000000 | rows=[161] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F162 | value='0.000766157815809296' | fill=00000000 | rows=[161] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G162 | value='158' | fill=00000000 | rows=[161] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H162 | value='0.037677578742864' | fill=00000000 | rows=[161] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I162 | value='0.0372730177133052' | fill=00000000 | rows=[161] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J162 | value='158' | fill=00000000 | rows=[161] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K162 | value='0.500764519863707' | fill=00000000 | rows=[161] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L162 | value='0.483264618559544' | fill=00000000 | rows=[161] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A163 | value='159' | fill=FF00B050 | rows=[162] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B163 | value='7.1183604712624e-06' | fill=00000000 | rows=[162] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C163 | value='6.07708525062307e-06' | fill=00000000 | rows=[162] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D163 | value='159' | fill=00000000 | rows=[162] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E163 | value='0.000764960802094503' | fill=00000000 | rows=[162] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F163 | value='0.000753388984197946' | fill=00000000 | rows=[162] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G163 | value='159' | fill=00000000 | rows=[162] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H163 | value='0.0374050201011262' | fill=00000000 | rows=[162] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I163 | value='0.036942893514374' | fill=00000000 | rows=[162] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J163 | value='159' | fill=00000000 | rows=[162] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K163 | value='0.499810234168162' | fill=00000000 | rows=[162] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L163 | value='0.482327462715491' | fill=00000000 | rows=[162] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A164 | value='160' | fill=FF00B050 | rows=[163] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B164 | value='6.76674694099062e-06' | fill=00000000 | rows=[163] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C164 | value='5.9231320069318e-06' | fill=00000000 | rows=[163] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D164 | value='160' | fill=00000000 | rows=[163] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E164 | value='0.000737785230972756' | fill=00000000 | rows=[163] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F164 | value='0.000740894674326082' | fill=00000000 | rows=[163] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G164 | value='160' | fill=00000000 | rows=[163] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H164 | value='0.0367922240973031' | fill=00000000 | rows=[163] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I164 | value='0.0366172108592665' | fill=00000000 | rows=[163] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J164 | value='160' | fill=00000000 | rows=[163] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K164 | value='0.498250375077842' | fill=00000000 | rows=[163] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L164 | value='0.481396279207823' | fill=00000000 | rows=[163] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A165 | value='161' | fill=FF00B050 | rows=[164] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B165 | value='6.62985923073214e-06' | fill=00000000 | rows=[164] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C165 | value='5.77383020549643e-06' | fill=00000000 | rows=[164] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D165 | value='161' | fill=00000000 | rows=[164] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E165 | value='0.000727482755066272' | fill=00000000 | rows=[164] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F165 | value='0.000728667610204893' | fill=00000000 | rows=[164] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G165 | value='161' | fill=00000000 | rows=[164] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H165 | value='0.0365289478352466' | fill=00000000 | rows=[164] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I165 | value='0.0362958880343422' | fill=00000000 | rows=[164] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J165 | value='161' | fill=00000000 | rows=[164] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K165 | value='0.497317037903138' | fill=00000000 | rows=[164] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L165 | value='0.480470998039525' | fill=00000000 | rows=[164] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A166 | value='162' | fill=FF00B050 | rows=[165] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B166 | value='6.47149893847233e-06' | fill=00000000 | rows=[165] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C166 | value='5.62901617874154e-06' | fill=00000000 | rows=[165] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D166 | value='162' | fill=00000000 | rows=[165] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E166 | value='0.000714909268990928' | fill=00000000 | rows=[165] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F166 | value='0.000716700745866755' | fill=00000000 | rows=[165] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G166 | value='162' | fill=00000000 | rows=[165] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H166 | value='0.0361857540988106' | fill=00000000 | rows=[165] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I166 | value='0.0359788452488004' | fill=00000000 | rows=[165] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J166 | value='162' | fill=00000000 | rows=[165] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K166 | value='0.496208377723241' | fill=00000000 | rows=[165] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L166 | value='0.47955155042668' | fill=00000000 | rows=[165] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A167 | value='163' | fill=FF00B050 | rows=[166] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B167 | value='6.36950417396601e-06' | fill=00000000 | rows=[166] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C167 | value='5.48853284150966e-06' | fill=00000000 | rows=[166] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D167 | value='163' | fill=00000000 | rows=[166] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E167 | value='0.000707279695502288' | fill=00000000 | rows=[166] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F167 | value='0.000704987256904054' | fill=00000000 | rows=[166] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G167 | value='163' | fill=00000000 | rows=[166] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H167 | value='0.0359765508772948' | fill=00000000 | rows=[166] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I167 | value='0.0356660045793616' | fill=00000000 | rows=[166] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J167 | value='163' | fill=00000000 | rows=[166] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K167 | value='0.495374304308831' | fill=00000000 | rows=[166] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L167 | value='0.47863786877054' | fill=00000000 | rows=[166] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A168 | value='164' | fill=FF00B050 | rows=[167] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B168 | value='6.16819871770354e-06' | fill=00000000 | rows=[167] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C168 | value='5.35222939298271e-06' | fill=00000000 | rows=[167] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D168 | value='164' | fill=00000000 | rows=[167] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E168 | value='0.000693660013731177' | fill=00000000 | rows=[167] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F168 | value='0.000693520532363288' | fill=00000000 | rows=[167] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G168 | value='164' | fill=00000000 | rows=[167] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H168 | value='0.0356107869710859' | fill=00000000 | rows=[167] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I168 | value='0.0353572899168333' | fill=00000000 | rows=[167] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J168 | value='164' | fill=00000000 | rows=[167] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K168 | value='0.494142853568312' | fill=00000000 | rows=[167] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L168 | value='0.477729886630404' | fill=00000000 | rows=[167] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A169 | value='165' | fill=FF00B050 | rows=[168] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B169 | value='6.07962431694805e-06' | fill=00000000 | rows=[168] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C169 | value='5.21996103361608e-06' | fill=00000000 | rows=[168] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D169 | value='165' | fill=00000000 | rows=[168] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E169 | value='0.000687102152906493' | fill=00000000 | rows=[168] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F169 | value='0.000682294166977647' | fill=00000000 | rows=[168] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G169 | value='165' | fill=00000000 | rows=[168] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H169 | value='0.0354120423211973' | fill=00000000 | rows=[168] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I169 | value='0.0350526269144861' | fill=00000000 | rows=[168] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J169 | value='165' | fill=00000000 | rows=[168] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K169 | value='0.493320060126661' | fill=00000000 | rows=[168] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L169 | value='0.476827538697269' | fill=00000000 | rows=[168] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A170 | value='166' | fill=FF00B050 | rows=[169] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B170 | value='5.9642091886909e-06' | fill=00000000 | rows=[169] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C170 | value='5.09158869625343e-06' | fill=00000000 | rows=[169] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D170 | value='166' | fill=00000000 | rows=[169] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E170 | value='0.000678432762964133' | fill=00000000 | rows=[169] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F170 | value='0.000671301953722188' | fill=00000000 | rows=[169] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G170 | value='166' | fill=00000000 | rows=[169] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H170 | value='0.0351335073528154' | fill=00000000 | rows=[169] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I170 | value='0.0347519429381678' | fill=00000000 | rows=[169] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J170 | value='166' | fill=00000000 | rows=[169] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K170 | value='0.492266188385887' | fill=00000000 | rows=[169] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L170 | value='0.475930760768224' | fill=00000000 | rows=[169] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A171 | value='167' | fill=FF00B050 | rows=[170] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B171 | value='5.88368700618592e-06' | fill=00000000 | rows=[170] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C171 | value='4.96697879064009e-06' | fill=00000000 | rows=[170] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D171 | value='167' | fill=00000000 | rows=[170] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E171 | value='0.000672091796369059' | fill=00000000 | rows=[170] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F171 | value='0.000660537876676557' | fill=00000000 | rows=[170] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G171 | value='167' | fill=00000000 | rows=[170] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H171 | value='0.0349393085258529' | fill=00000000 | rows=[170] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I171 | value='0.0344551670180905' | fill=00000000 | rows=[170] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J171 | value='167' | fill=00000000 | rows=[170] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K171 | value='0.491426636127564' | fill=00000000 | rows=[170] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L171 | value='0.475039489721574' | fill=00000000 | rows=[170] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A172 | value='168' | fill=FF00B050 | rows=[171] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B172 | value='5.70653820467494e-06' | fill=00000000 | rows=[171] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C172 | value='4.84600296059965e-06' | fill=00000000 | rows=[171] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D172 | value='168' | fill=00000000 | rows=[171] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E172 | value='0.000658197807189912' | fill=00000000 | rows=[171] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F172 | value='0.000649996104180951' | fill=00000000 | rows=[171] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G172 | value='168' | fill=00000000 | rows=[171] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H172 | value='0.0345631496259598' | fill=00000000 | rows=[171] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I172 | value='0.0341622298022225' | fill=00000000 | rows=[171] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J172 | value='168' | fill=00000000 | rows=[171] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K172 | value='0.490187128263645' | fill=00000000 | rows=[171] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L172 | value='0.474153663492655' | fill=00000000 | rows=[171] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A173 | value='169' | fill=FF00B050 | rows=[172] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B173 | value='5.63406824042045e-06' | fill=00000000 | rows=[172] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C173 | value='4.72853785318317e-06' | fill=00000000 | rows=[172] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D173 | value='169' | fill=00000000 | rows=[172] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E173 | value='0.000651729255753891' | fill=00000000 | rows=[172] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F173 | value='0.000639670982271811' | fill=00000000 | rows=[172] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G173 | value='169' | fill=00000000 | rows=[172] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H173 | value='0.0343713985498037' | fill=00000000 | rows=[172] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I173 | value='0.0338730635112263' | fill=00000000 | rows=[172] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J173 | value='169' | fill=00000000 | rows=[172] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K173 | value='0.489374970224883' | fill=00000000 | rows=[172] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L173 | value='0.473273221050333' | fill=00000000 | rows=[172] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A174 | value='170' | fill=FF00B050 | rows=[173] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B174 | value='5.50254867566231e-06' | fill=00000000 | rows=[173] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C174 | value='4.61446489914098e-06' | fill=00000000 | rows=[173] | cols=[2] | col_header=False | row_header=False | metadata=False
