=== education-table18.xlsx ===
Cell A1 | value='Grade' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell I25 | value='26' | fill=00000000 | rows=[24] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J25 | value='1.92023633677991' | fill=00000000 | rows=[24] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K25 | value='448' | fill=00000000 | rows=[24] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L25 | value='33.0871491875923' | fill=00000000 | rows=[24] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M25 | value='439' | fill=00000000 | rows=[24] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N25 | value='32.4224519940916' | fill=00000000 | rows=[24] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O25 | value='0' | fill=00000000 | rows=[24] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P25 | value='0' | fill=00000000 | rows=[24] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q25 | value='6' | fill=00000000 | rows=[24] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R25 | value='0.443131462333826' | fill=00000000 | rows=[24] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S25 | value='85' | fill=00000000 | rows=[24] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T25 | value='6.27769571639586' | fill=00000000 | rows=[24] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U25 | value='10' | fill=00000000 | rows=[24] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V25 | value='0.738552437223043' | fill=00000000 | rows=[24] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W25 | value='9' | fill=00000000 | rows=[24] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X25 | value='0.664697193500739' | fill=00000000 | rows=[24] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y25 | value='507' | fill=00000000 | rows=[24] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z25 | value='100' | fill=00000000 | rows=[24] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A26 | value='7' | fill=FF00B050 | rows=[25] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B26 | value='Female' | fill=FF00B050 | rows=[25] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C26 | value='426' | fill=FF00B0F0 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D26 | value='31.4623338257016' | fill=FF00B0F0 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E26 | value='1-3' | fill=None | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='0.147710487444609' | fill=None | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='1-3' | fill=None | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='0.147710487444609' | fill=None | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='9' | fill=None | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J26 | value='0.664697193500739' | fill=None | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K26 | value='214' | fill=None | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L26 | value='15.8050221565731' | fill=None | rows=[25] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M26 | value='197' | fill=None | rows=[25] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N26 | value='14.5494830132939' | fill=None | rows=[25] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O26 | value='0' | fill=None | rows=[25] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P26 | value='0' | fill=None | rows=[25] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q26 | value='1-3' | fill=None | rows=[25] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R26 | value='0.147710487444609' | fill=None | rows=[25] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S26 | value='28' | fill=None | rows=[25] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T26 | value='2.06794682422452' | fill=None | rows=[25] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U26 | value='1-3' | fill=None | rows=[25] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V26 | value='0.147710487444609' | fill=None | rows=[25] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W26 | value='4' | fill=None | rows=[25] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X26 | value='0.295420974889217' | fill=None | rows=[25] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y26 | value='507' | fill=None | rows=[25] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z26 | value='100' | fill=None | rows=[25] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B27 | value='Total' | fill=FF00B0F0 | rows=[26] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C27 | value='1354' | fill=FF00B0F0 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D27 | value='100' | fill=FF00B0F0 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E27 | value='9' | fill=FF00B0F0 | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F27 | value='0.664697193500739' | fill=FF00B0F0 | rows=[26] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G27 | value='4' | fill=FF00B0F0 | rows=[26] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H27 | value='0.295420974889217' | fill=FF00B0F0 | rows=[26] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I27 | value='35' | fill=FF00B0F0 | rows=[26] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J27 | value='2.58493353028065' | fill=FF00B0F0 | rows=[26] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K27 | value='662' | fill=FF00B0F0 | rows=[26] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L27 | value='48.8921713441654' | fill=FF00B0F0 | rows=[26] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M27 | value='636' | fill=FF00B0F0 | rows=[26] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N27 | value='46.9719350073855' | fill=FF00B0F0 | rows=[26] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O27 | value='0' | fill=FF00B0F0 | rows=[26] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P27 | value='0' | fill=FF00B0F0 | rows=[26] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q27 | value='8' | fill=FF00B0F0 | rows=[26] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R27 | value='0.590841949778434' | fill=FF00B0F0 | rows=[26] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S27 | value='113' | fill=FF00B0F0 | rows=[26] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T27 | value='8.34564254062038' | fill=FF00B0F0 | rows=[26] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U27 | value='12' | fill=FF00B0F0 | rows=[26] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V27 | value='0.886262924667651' | fill=FF00B0F0 | rows=[26] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W27 | value='13' | fill=FF00B0F0 | rows=[26] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X27 | value='0.960118168389956' | fill=FF00B0F0 | rows=[26] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y27 | value='507' | fill=FF00B0F0 | rows=[26] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z27 | value='100' | fill=FF00B0F0 | rows=[26] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell B28 | value='Male' | fill=FF00B050 | rows=[27] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C28 | value='807' | fill=FF00B0F0 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D28 | value='68.7393526405452' | fill=FF00B0F0 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E28 | value='7' | fill=None | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F28 | value='0.596252129471891' | fill=None | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G28 | value='1-3' | fill=None | rows=[27] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H28 | value='0.170357751277683' | fill=None | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I28 | value='22' | fill=None | rows=[27] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J28 | value='1.87393526405451' | fill=None | rows=[27] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K28 | value='340' | fill=None | rows=[27] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L28 | value='28.9608177172061' | fill=None | rows=[27] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M28 | value='430' | fill=None | rows=[27] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N28 | value='36.6269165247019' | fill=None | rows=[27] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O28 | value='0' | fill=None | rows=[27] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P28 | value='0' | fill=None | rows=[27] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q28 | value='6' | fill=None | rows=[27] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R28 | value='0.511073253833049' | fill=None | rows=[27] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S28 | value='67' | fill=None | rows=[27] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T28 | value='5.70698466780239' | fill=None | rows=[27] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U28 | value='4' | fill=None | rows=[27] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V28 | value='0.340715502555366' | fill=None | rows=[27] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W28 | value='8' | fill=None | rows=[27] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X28 | value='0.681431005110733' | fill=None | rows=[27] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y28 | value='509' | fill=None | rows=[27] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z28 | value='100' | fill=None | rows=[27] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A29 | value='8' | fill=FF00B050 | rows=[28] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B29 | value='Female' | fill=FF00B050 | rows=[28] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C29 | value='367' | fill=FF00B0F0 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D29 | value='31.2606473594549' | fill=FF00B0F0 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E29 | value='0' | fill=00000000 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='0' | fill=00000000 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='0' | fill=00000000 | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='0' | fill=00000000 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='15' | fill=00000000 | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='1.27768313458262' | fill=00000000 | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K29 | value='159' | fill=00000000 | rows=[28] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L29 | value='13.5434412265758' | fill=00000000 | rows=[28] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M29 | value='191' | fill=00000000 | rows=[28] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N29 | value='16.2691652470187' | fill=00000000 | rows=[28] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O29 | value='0' | fill=00000000 | rows=[28] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P29 | value='0' | fill=00000000 | rows=[28] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q29 | value='1-3' | fill=00000000 | rows=[28] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R29 | value='0.170357751277683' | fill=00000000 | rows=[28] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S29 | value='17' | fill=00000000 | rows=[28] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T29 | value='1.44804088586031' | fill=00000000 | rows=[28] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U29 | value='1-3' | fill=00000000 | rows=[28] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V29 | value='0.170357751277683' | fill=00000000 | rows=[28] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W29 | value='5' | fill=00000000 | rows=[28] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X29 | value='0.425894378194208' | fill=00000000 | rows=[28] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y29 | value='509' | fill=00000000 | rows=[28] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z29 | value='100' | fill=00000000 | rows=[28] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B30 | value='Total' | fill=FF00B0F0 | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C30 | value='1174' | fill=FF00B0F0 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D30 | value='100' | fill=FF00B0F0 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E30 | value='7' | fill=FF00B0F0 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F30 | value='0.596252129471891' | fill=FF00B0F0 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G30 | value='1-3' | fill=FF00B0F0 | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H30 | value='0.170357751277683' | fill=FF00B0F0 | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I30 | value='37' | fill=FF00B0F0 | rows=[29] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J30 | value='3.15161839863714' | fill=FF00B0F0 | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K30 | value='499' | fill=FF00B0F0 | rows=[29] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L30 | value='42.5042589437819' | fill=FF00B0F0 | rows=[29] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M30 | value='621' | fill=FF00B0F0 | rows=[29] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N30 | value='52.8960817717206' | fill=FF00B0F0 | rows=[29] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O30 | value='0' | fill=FF00B0F0 | rows=[29] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P30 | value='0' | fill=FF00B0F0 | rows=[29] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q30 | value='8' | fill=FF00B0F0 | rows=[29] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R30 | value='0.681431005110733' | fill=FF00B0F0 | rows=[29] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S30 | value='84' | fill=FF00B0F0 | rows=[29] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T30 | value='7.15502555366269' | fill=FF00B0F0 | rows=[29] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U30 | value='6' | fill=FF00B0F0 | rows=[29] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V30 | value='0.511073253833049' | fill=FF00B0F0 | rows=[29] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W30 | value='13' | fill=FF00B0F0 | rows=[29] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X30 | value='1.10732538330494' | fill=FF00B0F0 | rows=[29] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y30 | value='509' | fill=FF00B0F0 | rows=[29] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z30 | value='100' | fill=FF00B0F0 | rows=[29] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell B31 | value='Male' | fill=FF00B050 | rows=[30] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C31 | value='3362' | fill=FF00B0F0 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D31 | value='65.6' | fill=FF00B0F0 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E31 | value='12' | fill=00000000 | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='0.234146341463415' | fill=00000000 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='19' | fill=00000000 | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H31 | value='0.370731707317073' | fill=00000000 | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I31 | value='130' | fill=00000000 | rows=[30] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J31 | value='2.53658536585366' | fill=00000000 | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K31 | value='2028' | fill=00000000 | rows=[30] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L31 | value='39.5707317073171' | fill=00000000 | rows=[30] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M31 | value='1151' | fill=00000000 | rows=[30] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N31 | value='22.4585365853659' | fill=00000000 | rows=[30] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O31 | value='0' | fill=00000000 | rows=[30] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P31 | value='0' | fill=00000000 | rows=[30] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q31 | value='22' | fill=00000000 | rows=[30] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R31 | value='0.429268292682927' | fill=00000000 | rows=[30] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S31 | value='466' | fill=00000000 | rows=[30] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T31 | value='9.09268292682927' | fill=00000000 | rows=[30] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U31 | value='29' | fill=00000000 | rows=[30] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V31 | value='0.565853658536585' | fill=00000000 | rows=[30] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W31 | value='62' | fill=00000000 | rows=[30] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X31 | value='1.20975609756098' | fill=00000000 | rows=[30] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y31 | value='434' | fill=00000000 | rows=[30] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z31 | value='100' | fill=00000000 | rows=[30] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A32 | value='9' | fill=FF00B050 | rows=[31] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B32 | value='Female' | fill=FF00B050 | rows=[31] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C32 | value='1763' | fill=FF00B0F0 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D32 | value='34.4' | fill=FF00B0F0 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E32 | value='6' | fill=None | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='0.117073170731707' | fill=None | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='9' | fill=None | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='0.175609756097561' | fill=None | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I32 | value='50' | fill=None | rows=[31] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J32 | value='0.975609756097561' | fill=None | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K32 | value='1159' | fill=None | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L32 | value='22.6146341463415' | fill=None | rows=[31] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M32 | value='523' | fill=None | rows=[31] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N32 | value='10.2048780487805' | fill=None | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O32 | value='0' | fill=None | rows=[31] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P32 | value='0' | fill=None | rows=[31] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q32 | value='16' | fill=None | rows=[31] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R32 | value='0.31219512195122' | fill=None | rows=[31] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S32 | value='159' | fill=None | rows=[31] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T32 | value='3.10243902439024' | fill=None | rows=[31] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U32 | value='9' | fill=None | rows=[31] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V32 | value='0.175609756097561' | fill=None | rows=[31] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W32 | value='26' | fill=None | rows=[31] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X32 | value='0.507317073170732' | fill=None | rows=[31] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y32 | value='434' | fill=None | rows=[31] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z32 | value='100' | fill=None | rows=[31] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B33 | value='Total' | fill=FF00B0F0 | rows=[32] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C33 | value='5125' | fill=FF00B0F0 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D33 | value='100' | fill=FF00B0F0 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E33 | value='18' | fill=FF00B0F0 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F33 | value='0.351219512195122' | fill=FF00B0F0 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G33 | value='28' | fill=FF00B0F0 | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H33 | value='0.546341463414634' | fill=FF00B0F0 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I33 | value='180' | fill=FF00B0F0 | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J33 | value='3.51219512195122' | fill=FF00B0F0 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K33 | value='3187' | fill=FF00B0F0 | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L33 | value='62.1853658536585' | fill=FF00B0F0 | rows=[32] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M33 | value='1674' | fill=FF00B0F0 | rows=[32] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N33 | value='32.6634146341463' | fill=FF00B0F0 | rows=[32] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O33 | value='0' | fill=FF00B0F0 | rows=[32] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P33 | value='0' | fill=FF00B0F0 | rows=[32] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q33 | value='38' | fill=FF00B0F0 | rows=[32] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R33 | value='0.741463414634146' | fill=FF00B0F0 | rows=[32] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S33 | value='625' | fill=FF00B0F0 | rows=[32] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T33 | value='12.1951219512195' | fill=FF00B0F0 | rows=[32] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U33 | value='38' | fill=FF00B0F0 | rows=[32] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V33 | value='0.741463414634146' | fill=FF00B0F0 | rows=[32] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W33 | value='88' | fill=FF00B0F0 | rows=[32] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X33 | value='1.71707317073171' | fill=FF00B0F0 | rows=[32] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y33 | value='434' | fill=FF00B0F0 | rows=[32] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z33 | value='100' | fill=FF00B0F0 | rows=[32] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell B34 | value='Male' | fill=FF00B050 | rows=[33] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C34 | value='2562' | fill=FF00B0F0 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D34 | value='62.2600243013366' | fill=FF00B0F0 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E34 | value='12' | fill=None | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='0.291616038882139' | fill=None | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='13' | fill=None | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='0.31591737545565' | fill=None | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='78' | fill=None | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='1.8955042527339' | fill=None | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='1483' | fill=None | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='36.0388821385176' | fill=None | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M34 | value='964' | fill=None | rows=[33] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N34 | value='23.4264884568651' | fill=None | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='1-3' | fill=None | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='0.0486026731470231' | fill=None | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='10' | fill=None | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='0.243013365735115' | fill=None | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S34 | value='345' | fill=None | rows=[33] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T34 | value='8.38396111786148' | fill=None | rows=[33] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U34 | value='12' | fill=None | rows=[33] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V34 | value='0.291616038882139' | fill=None | rows=[33] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W34 | value='45' | fill=None | rows=[33] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X34 | value='1.09356014580802' | fill=None | rows=[33] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y34 | value='433' | fill=None | rows=[33] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z34 | value='100' | fill=None | rows=[33] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A35 | value='10' | fill=FF00B050 | rows=[34] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B35 | value='Female' | fill=FF00B050 | rows=[34] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C35 | value='1553' | fill=FF00B0F0 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D35 | value='37.7399756986634' | fill=FF00B0F0 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E35 | value='5' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='0.121506682867558' | fill=00000000 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='7' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
