=== society-table80.xlsx ===
Cell A1 | value='Region/country' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell C39 | value='7602' | fill=00000000 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='10494' | fill=00000000 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='8872' | fill=00000000 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='0.0920844706220371' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='0.415457549202701' | fill=00000000 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='-0.233012498204281' | fill=00000000 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='0.274529521620457' | fill=00000000 | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A40 | value='Austria' | fill=FF00B050 | rows=[39] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B40 | value='177' | fill=00000000 | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='196' | fill=00000000 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='232' | fill=00000000 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='265' | fill=00000000 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='0.107344632768362' | fill=00000000 | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='0.203389830508475' | fill=00000000 | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='0.186440677966102' | fill=00000000 | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I40 | value='0.497175141242938' | fill=00000000 | rows=[39] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A41 | value='Belgium' | fill=FF00B050 | rows=[40] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B41 | value='211' | fill=00000000 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='234' | fill=00000000 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='295' | fill=00000000 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='485' | fill=00000000 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='0.109004739336493' | fill=00000000 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='0.289099526066351' | fill=00000000 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='0.900473933649289' | fill=00000000 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='1.29857819905213' | fill=00000000 | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A42 | value='France' | fill=FF00B050 | rows=[41] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B42 | value='2645' | fill=00000000 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='3005' | fill=00000000 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='4331' | fill=00000000 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='3687' | fill=00000000 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='0.136105860113422' | fill=00000000 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='0.501323251417769' | fill=00000000 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='-0.243478260869565' | fill=00000000 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='0.393950850661626' | fill=00000000 | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A43 | value='Germany' | fill=FF00B050 | rows=[42] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B43 | value='2924' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='3028' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='4119' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='3056' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='0.0355677154582763' | fill=00000000 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='0.37311901504788' | fill=00000000 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='-0.363543091655267' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='0.0451436388508892' | fill=00000000 | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A44 | value='Netherlands' | fill=FF00B050 | rows=[43] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B44 | value='708' | fill=00000000 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='812' | fill=00000000 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='1131' | fill=00000000 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='838' | fill=00000000 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='0.146892655367232' | fill=00000000 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='0.450564971751412' | fill=00000000 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='-0.413841807909605' | fill=00000000 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='0.18361581920904' | fill=00000000 | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A45 | value='Switzerland' | fill=FF00B050 | rows=[44] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B45 | value='296' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='361' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='465' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='541' | fill=00000000 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='0.219594594594595' | fill=00000000 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='0.351351351351351' | fill=00000000 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='0.256756756756757' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='0.827702702702703' | fill=00000000 | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False

