=== economy-table17.xlsx ===
Cell A1 | value='SPENDING' | fill=FFFFFF00 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9] | col_header=True | row_header=True | metadata=False
Cell N30 | value='0' | fill=None | rows=[29] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell P30 | value='Department only; People Survey Metrics' | fill=FFFFFF00 | rows=[29] | cols=[15, 16] | col_header=True | row_header=False | metadata=False
Cell R30 | value='2011 survey' | fill=FFFFFF00 | rows=[29] | cols=[17] | col_header=True | row_header=False | metadata=False
Cell S30 | value='2010 survey' | fill=FFFFFF00 | rows=[29] | cols=[18] | col_header=True | row_header=False | metadata=False
Cell A31 | value='Net Book Value (% variance of Actual v Forecast)' | fill=FF00B050 | rows=[30] | cols=[0, 1, 2] | col_header=False | row_header=True | metadata=False
Cell D31 | value='5.03' | fill=None | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E31 | value='1.92' | fill=None | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G31 | value='E: New Passport Programme - To deliver a new supplier and design for UK passport (£million)' | fill=FF00B050 | rows=[30] | cols=[6, 7, 8] | col_header=False | row_header=True | metadata=False
Cell J31 | value='453' | fill=None | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L31 | value='Total number of actions ongoing' | fill=FF00B050 | rows=[30] | cols=[11] | col_header=False | row_header=True | metadata=False
Cell M31 | value='21' | fill=None | rows=[30] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N31 | value='36' | fill=None | rows=[30] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell P31 | value='Engagement Index (%)' | fill=FF00B050 | rows=[30] | cols=[15, 16] | col_header=False | row_header=True | metadata=False
Cell R31 | value='58' | fill=None | rows=[30] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S31 | value='57' | fill=None | rows=[30] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell G32 | value='£m whole life cost of ALL major projects' | fill=FF00B050 | rows=[31] | cols=[6, 7, 8] | col_header=False | row_header=True | metadata=False
Cell J32 | value='7088' | fill=None | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L32 | value='Total number of actions in the business plan that have yet to start' | fill=FF00B050 | rows=[31] | cols=[11] | col_header=False | row_header=True | metadata=False
Cell M32 | value='4' | fill=None | rows=[31] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N32 | value='12' | fill=None | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell P32 | value='Theme scores  (%)' | fill=FF00B050 | rows=[31, 32, 33, 34] | cols=[15] | col_header=False | row_header=True | metadata=False
Cell Q32 | value='Leadership and Managing Change' | fill=FF00B050 | rows=[31] | cols=[16] | col_header=False | row_header=True | metadata=False
Cell R32 | value='40' | fill=None | rows=[31] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S32 | value='38' | fill=None | rows=[31] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell Q33 | value='My Work' | fill=FF00B050 | rows=[32] | cols=[16] | col_header=False | row_header=True | metadata=False
Cell R33 | value='76' | fill=None | rows=[32] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S33 | value='72' | fill=None | rows=[32] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='My Line Manager' | fill=FF00B050 | rows=[33] | cols=[16] | col_header=False | row_header=True | metadata=False
Cell R34 | value='67' | fill=None | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S34 | value='66' | fill=None | rows=[33] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell Q35 | value='Organisational Objectives & Purpose' | fill=FF00B050 | rows=[34] | cols=[16] | col_header=False | row_header=True | metadata=False
Cell R35 | value='82' | fill=None | rows=[34] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S35 | value='80' | fill=None | rows=[34] | cols=[18] | col_header=False | row_header=False | metadata=False

