=== economy-table48.xlsx ===
Cell A1 | value='Zone Name' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell L260 | value='2.13' | fill=00000000 | rows=[259] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B261 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[260] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C261 | value='34347' | fill=00000000 | rows=[260] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D261 | value='8066095641' | fill=00000000 | rows=[260] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E261 | value='Corona Extra 1/24B' | fill=00000000 | rows=[260] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F261 | value='Imports' | fill=00000000 | rows=[260] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G261 | value='Single' | fill=00000000 | rows=[260] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I261 | value='8' | fill=00000000 | rows=[260] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J261 | value='0.64' | fill=00000000 | rows=[260] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K261 | value='1' | fill=00000000 | rows=[260] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L261 | value='1.92' | fill=00000000 | rows=[260] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B262 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[261] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C262 | value='34347' | fill=00000000 | rows=[261] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D262 | value='1820000126' | fill=00000000 | rows=[261] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E262 | value='Budweiser 1/40B' | fill=00000000 | rows=[261] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F262 | value='Premium' | fill=00000000 | rows=[261] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G262 | value='Single' | fill=00000000 | rows=[261] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I262 | value='7' | fill=00000000 | rows=[261] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J262 | value='0.46' | fill=00000000 | rows=[261] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K262 | value='1' | fill=00000000 | rows=[261] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L262 | value='1.62' | fill=00000000 | rows=[261] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B263 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[262] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C263 | value='34347' | fill=00000000 | rows=[262] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D263 | value='6206705162' | fill=00000000 | rows=[262] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E263 | value='Labatt Blue 1/24C' | fill=00000000 | rows=[262] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F263 | value='Imports' | fill=00000000 | rows=[262] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G263 | value='Single' | fill=00000000 | rows=[262] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I263 | value='9' | fill=00000000 | rows=[262] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J263 | value='0.89' | fill=00000000 | rows=[262] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K263 | value='1' | fill=00000000 | rows=[262] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L263 | value='1.57' | fill=00000000 | rows=[262] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B264 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[263] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C264 | value='34347' | fill=00000000 | rows=[263] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D264 | value='7125000019' | fill=00000000 | rows=[263] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E264 | value='Colt 45 Malt 1/40B' | fill=00000000 | rows=[263] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F264 | value='Malt Liquor' | fill=00000000 | rows=[263] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G264 | value='Single' | fill=00000000 | rows=[263] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I264 | value='7' | fill=00000000 | rows=[263] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J264 | value='0.46' | fill=00000000 | rows=[263] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K264 | value='1' | fill=00000000 | rows=[263] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L264 | value='1.39' | fill=00000000 | rows=[263] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B265 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[264] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C265 | value='34347' | fill=00000000 | rows=[264] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D265 | value='3410000355' | fill=00000000 | rows=[264] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E265 | value='Miller Lite 1/24C' | fill=00000000 | rows=[264] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F265 | value='Premium' | fill=00000000 | rows=[264] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G265 | value='Single' | fill=00000000 | rows=[264] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I265 | value='9' | fill=00000000 | rows=[264] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J265 | value='0.71' | fill=00000000 | rows=[264] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K265 | value='1' | fill=00000000 | rows=[264] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L265 | value='1.31' | fill=00000000 | rows=[264] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B266 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[265] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C266 | value='34347' | fill=00000000 | rows=[265] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D266 | value='1820025505' | fill=00000000 | rows=[265] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E266 | value='Bud Light Lime Straw-Ber-Rita 1/25C' | fill=00000000 | rows=[265] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F266 | value='FMB' | fill=00000000 | rows=[265] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G266 | value='Single' | fill=00000000 | rows=[265] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I266 | value='9' | fill=00000000 | rows=[265] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J266 | value='0.39' | fill=00000000 | rows=[265] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K266 | value='1' | fill=00000000 | rows=[265] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L266 | value='1.24' | fill=00000000 | rows=[265] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B267 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[266] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C267 | value='34347' | fill=00000000 | rows=[266] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D267 | value='1820000538S' | fill=00000000 | rows=[266] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E267 | value='Bud Light 1/16C x4' | fill=00000000 | rows=[266] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F267 | value='Premium' | fill=00000000 | rows=[266] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G267 | value='Single' | fill=00000000 | rows=[266] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I267 | value='10' | fill=00000000 | rows=[266] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J267 | value='0.79' | fill=00000000 | rows=[266] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K267 | value='1' | fill=00000000 | rows=[266] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L267 | value='1.17' | fill=00000000 | rows=[266] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B268 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[267] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C268 | value='34347' | fill=00000000 | rows=[267] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D268 | value='7199030065' | fill=00000000 | rows=[267] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E268 | value='Coors Light 1/24C' | fill=00000000 | rows=[267] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F268 | value='Premium' | fill=00000000 | rows=[267] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G268 | value='Single' | fill=00000000 | rows=[267] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I268 | value='9' | fill=00000000 | rows=[267] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J268 | value='0.64' | fill=00000000 | rows=[267] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K268 | value='1' | fill=00000000 | rows=[267] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L268 | value='1.16' | fill=00000000 | rows=[267] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B269 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[268] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C269 | value='34347' | fill=00000000 | rows=[268] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D269 | value='7289000119' | fill=00000000 | rows=[268] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E269 | value='Heineken 1/24C' | fill=00000000 | rows=[268] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F269 | value='Imports' | fill=00000000 | rows=[268] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G269 | value='Single' | fill=00000000 | rows=[268] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I269 | value='27' | fill=00000000 | rows=[268] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J269 | value='0.39' | fill=00000000 | rows=[268] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K269 | value='3' | fill=00000000 | rows=[268] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L269 | value='1.16' | fill=00000000 | rows=[268] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B270 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[269] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C270 | value='34347' | fill=00000000 | rows=[269] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D270 | value='6206704962' | fill=00000000 | rows=[269] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E270 | value='Labatt Blue Light 1/24C' | fill=00000000 | rows=[269] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F270 | value='Imports' | fill=00000000 | rows=[269] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G270 | value='Single' | fill=00000000 | rows=[269] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I270 | value='9' | fill=00000000 | rows=[269] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J270 | value='0.64' | fill=00000000 | rows=[269] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K270 | value='1' | fill=00000000 | rows=[269] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L270 | value='1.13' | fill=00000000 | rows=[269] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B271 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[270] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C271 | value='34347' | fill=00000000 | rows=[270] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D271 | value='7825000328' | fill=00000000 | rows=[270] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E271 | value='Steel Res. High Gravity 1/24C' | fill=00000000 | rows=[270] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F271 | value='Malt Liquor' | fill=00000000 | rows=[270] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G271 | value='Single' | fill=00000000 | rows=[270] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I271 | value='18' | fill=00000000 | rows=[270] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J271 | value='0.75' | fill=00000000 | rows=[270] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K271 | value='2' | fill=00000000 | rows=[270] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L271 | value='1.11' | fill=00000000 | rows=[270] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B272 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[271] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C272 | value='34347' | fill=00000000 | rows=[271] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D272 | value='1820000160' | fill=00000000 | rows=[271] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E272 | value='Bud Light 1/40B' | fill=00000000 | rows=[271] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F272 | value='Premium' | fill=00000000 | rows=[271] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G272 | value='Single' | fill=00000000 | rows=[271] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I272 | value='7' | fill=00000000 | rows=[271] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J272 | value='0.29' | fill=00000000 | rows=[271] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K272 | value='1' | fill=00000000 | rows=[271] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L272 | value='1' | fill=00000000 | rows=[271] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B273 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[272] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C273 | value='34347' | fill=00000000 | rows=[272] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D273 | value='1820095999' | fill=00000000 | rows=[272] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E273 | value='Bud Light Lime Lemon-Ade-Rita 1/25C' | fill=00000000 | rows=[272] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F273 | value='FMB' | fill=00000000 | rows=[272] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G273 | value='Single' | fill=00000000 | rows=[272] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H273 | value='CORE' | fill=00000000 | rows=[272] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I273 | value='18' | fill=00000000 | rows=[272] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J273 | value='0.29' | fill=00000000 | rows=[272] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K273 | value='2' | fill=00000000 | rows=[272] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L273 | value='0.82' | fill=00000000 | rows=[272] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B274 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[273] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C274 | value='34347' | fill=00000000 | rows=[273] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D274 | value='1820025014' | fill=00000000 | rows=[273] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E274 | value='Bud Light Lime-A-Rita 1/25C' | fill=00000000 | rows=[273] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F274 | value='FMB' | fill=00000000 | rows=[273] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G274 | value='Single' | fill=00000000 | rows=[273] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I274 | value='9' | fill=00000000 | rows=[273] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J274 | value='0.25' | fill=00000000 | rows=[273] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K274 | value='1' | fill=00000000 | rows=[273] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L274 | value='0.79' | fill=00000000 | rows=[273] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B275 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[274] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C275 | value='34347' | fill=00000000 | rows=[274] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D275 | value='8382023480' | fill=00000000 | rows=[274] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E275 | value='Guinness Extra Stout 1/22B' | fill=00000000 | rows=[274] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F275 | value='Imports' | fill=00000000 | rows=[274] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G275 | value='Single' | fill=00000000 | rows=[274] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I275 | value='9' | fill=00000000 | rows=[274] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J275 | value='0.21' | fill=00000000 | rows=[274] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K275 | value='1' | fill=00000000 | rows=[274] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L275 | value='0.64' | fill=00000000 | rows=[274] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B276 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[275] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C276 | value='34347' | fill=00000000 | rows=[275] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D276 | value='1820025531' | fill=00000000 | rows=[275] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E276 | value='Bud Light Lime Raz-Ber-Rita 1/25C' | fill=00000000 | rows=[275] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F276 | value='FMB' | fill=00000000 | rows=[275] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G276 | value='Single' | fill=00000000 | rows=[275] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I276 | value='9' | fill=00000000 | rows=[275] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J276 | value='0.18' | fill=00000000 | rows=[275] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K276 | value='1' | fill=00000000 | rows=[275] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L276 | value='0.53' | fill=00000000 | rows=[275] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B277 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[276] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C277 | value='34347' | fill=00000000 | rows=[276] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D277 | value='3410000387' | fill=00000000 | rows=[276] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E277 | value='Redd's Wicked Black Cherry 1/24C' | fill=00000000 | rows=[276] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F277 | value='Specialty' | fill=00000000 | rows=[276] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G277 | value='Single' | fill=00000000 | rows=[276] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I277 | value='9' | fill=00000000 | rows=[276] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J277 | value='0.18' | fill=00000000 | rows=[276] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K277 | value='1' | fill=00000000 | rows=[276] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L277 | value='0.53' | fill=00000000 | rows=[276] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B278 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[277] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C278 | value='34347' | fill=00000000 | rows=[277] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D278 | value='3410000820' | fill=00000000 | rows=[277] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E278 | value='Milwaukee's Best Ice 1/24C' | fill=00000000 | rows=[277] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F278 | value='Sub Premium' | fill=00000000 | rows=[277] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G278 | value='Single' | fill=00000000 | rows=[277] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I278 | value='9' | fill=00000000 | rows=[277] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J278 | value='0.32' | fill=00000000 | rows=[277] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K278 | value='1' | fill=00000000 | rows=[277] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L278 | value='0.5' | fill=00000000 | rows=[277] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B279 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[278] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C279 | value='34347' | fill=00000000 | rows=[278] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D279 | value='1820000537S' | fill=00000000 | rows=[278] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E279 | value='Budweiser 1/16C x4' | fill=00000000 | rows=[278] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F279 | value='Premium' | fill=00000000 | rows=[278] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G279 | value='Single' | fill=00000000 | rows=[278] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I279 | value='10' | fill=00000000 | rows=[278] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J279 | value='0.29' | fill=00000000 | rows=[278] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K279 | value='1' | fill=00000000 | rows=[278] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L279 | value='0.44' | fill=00000000 | rows=[278] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B280 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[279] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C280 | value='34347' | fill=00000000 | rows=[279] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D280 | value='1820025540' | fill=00000000 | rows=[279] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E280 | value='Budweiser Black Crown 1/25C' | fill=00000000 | rows=[279] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F280 | value='Specialty' | fill=00000000 | rows=[279] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G280 | value='Single' | fill=00000000 | rows=[279] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I280 | value='9' | fill=00000000 | rows=[279] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J280 | value='0.21' | fill=00000000 | rows=[279] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K280 | value='1' | fill=00000000 | rows=[279] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L280 | value='0.44' | fill=00000000 | rows=[279] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B281 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[280] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C281 | value='34347' | fill=00000000 | rows=[280] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D281 | value='3410000349' | fill=00000000 | rows=[280] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E281 | value='Redd's Wicked Mango 1/24C' | fill=00000000 | rows=[280] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F281 | value='Specialty' | fill=00000000 | rows=[280] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G281 | value='Single' | fill=00000000 | rows=[280] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I281 | value='9' | fill=00000000 | rows=[280] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J281 | value='0.14' | fill=00000000 | rows=[280] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K281 | value='1' | fill=00000000 | rows=[280] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L281 | value='0.41' | fill=00000000 | rows=[280] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B282 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[281] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C282 | value='34347' | fill=00000000 | rows=[281] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D282 | value='61403622011' | fill=00000000 | rows=[281] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E282 | value='New Holland Dragon's Milk 1/22B' | fill=00000000 | rows=[281] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F282 | value='Micro' | fill=00000000 | rows=[281] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G282 | value='Single' | fill=00000000 | rows=[281] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I282 | value='9' | fill=00000000 | rows=[281] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J282 | value='0.04' | fill=00000000 | rows=[281] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K282 | value='1' | fill=00000000 | rows=[281] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L282 | value='0.29' | fill=00000000 | rows=[281] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B283 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[282] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C283 | value='34347' | fill=00000000 | rows=[282] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D283 | value='3410000622' | fill=00000000 | rows=[282] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E283 | value='Olde Eng 800 1/40B' | fill=00000000 | rows=[282] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F283 | value='Malt Liquor' | fill=00000000 | rows=[282] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G283 | value='Single' | fill=00000000 | rows=[282] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I283 | value='7' | fill=00000000 | rows=[282] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J283 | value='0.07' | fill=00000000 | rows=[282] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K283 | value='1' | fill=00000000 | rows=[282] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L283 | value='0.19' | fill=00000000 | rows=[282] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B284 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[283] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C284 | value='34347' | fill=00000000 | rows=[283] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D284 | value='1820096920' | fill=00000000 | rows=[283] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E284 | value='Mixx Tail Hurricane 1/25C' | fill=00000000 | rows=[283] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F284 | value='FMB' | fill=00000000 | rows=[283] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G284 | value='Single' | fill=00000000 | rows=[283] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I284 | value='9' | fill=00000000 | rows=[283] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J284 | value='0.07' | fill=00000000 | rows=[283] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K284 | value='1' | fill=00000000 | rows=[283] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L284 | value='0.16' | fill=00000000 | rows=[283] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M284 | value='Delete' | fill=00000000 | rows=[283] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B285 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[284] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C285 | value='34347' | fill=00000000 | rows=[284] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D285 | value='3410000158S' | fill=00000000 | rows=[284] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E285 | value='Miller Lite 1/16C x4' | fill=00000000 | rows=[284] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F285 | value='Premium' | fill=00000000 | rows=[284] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G285 | value='Single' | fill=00000000 | rows=[284] | cols=[6] | col_header=False | row_header=False | metadata=False
