=== society-table26.xlsx ===
Cell D1 | value='Excess COVID Death Associated with Maintaining Essential Services' | fill=00000000 | rows=[0] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C65 | value='45' | fill=None | rows=[64] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E65 | value='Complementary feeding - Education only' | fill=None | rows=[64] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F65 | value='32100' | fill=00000000 | rows=[64] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G65 | value='4' | fill=00000000 | rows=[64] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H65 | value='4' | fill=00000000 | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I65 | value='0.87' | fill=00000000 | rows=[64] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J65 | value='0.00673837706487967' | fill=None | rows=[64] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K65 | value='0.00516608908307442' | fill=None | rows=[64] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L65 | value='1044.73819527014' | fill=00000000 | rows=[64] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M65 | value='2.65463216776259' | fill=00000000 | rows=[64] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N65 | value='0.00659068534366247' | fill=None | rows=[64] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O65 | value='0.00505285876347456' | fill=None | rows=[64] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P65 | value='1021.83962773746' | fill=00000000 | rows=[64] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q65 | value='1.99061009550676' | fill=00000000 | rows=[64] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R65 | value='0.00645776872157322' | fill=None | rows=[64] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S65 | value='0.0049509560198728' | fill=None | rows=[64] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T65 | value='1001.23183589888' | fill=00000000 | rows=[64] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U65 | value='1.95046477586319' | fill=00000000 | rows=[64] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V65 | value='0.00530876923207335' | fill=None | rows=[64] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W65 | value='0.00407005641125624' | fill=None | rows=[64] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X65 | value='823.087508048349' | fill=00000000 | rows=[64] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y65 | value='1.60342803169061' | fill=00000000 | rows=[64] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z65 | value='0.00545290733582859' | fill=None | rows=[64] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA65 | value='0.00418056229080192' | fill=None | rows=[64] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB65 | value='760.891600861985' | fill=00000000 | rows=[64] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC65 | value='1.48226635682143' | fill=00000000 | rows=[64] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell A66 | value='x' | fill=00000000 | rows=[65] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B66 | value='50' | fill=None | rows=[65] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C66 | value='46' | fill=None | rows=[65] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E66 | value='Complementary feeding - Supplementary feeding + Education' | fill=None | rows=[65] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F66 | value='70800' | fill=00000000 | rows=[65] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G66 | value='4' | fill=00000000 | rows=[65] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H66 | value='4' | fill=00000000 | rows=[65] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I66 | value='0.87' | fill=00000000 | rows=[65] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J66 | value='0.00673837706487967' | fill=None | rows=[65] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K66 | value='0.00516608908307442' | fill=None | rows=[65] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L66 | value='2304.28237461451' | fill=00000000 | rows=[65] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M66 | value='5.85507655693432' | fill=00000000 | rows=[65] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N66 | value='0.00659068534366247' | fill=None | rows=[65] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O66 | value='0.00505285876347456' | fill=None | rows=[65] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P66 | value='2253.77712286019' | fill=00000000 | rows=[65] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q66 | value='4.39050450971584' | fill=00000000 | rows=[65] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R66 | value='0.00645776872157322' | fill=None | rows=[65] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S66 | value='0.0049509560198728' | fill=None | rows=[65] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T66 | value='2208.32442310406' | fill=00000000 | rows=[65] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U66 | value='4.30195969255806' | fill=00000000 | rows=[65] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V66 | value='0.00530876923207335' | fill=None | rows=[65] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W66 | value='0.00407005641125624' | fill=None | rows=[65] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X66 | value='1815.40796167673' | fill=00000000 | rows=[65] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y66 | value='3.53653285494378' | fill=00000000 | rows=[65] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z66 | value='0.00545290733582859' | fill=None | rows=[65] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA66 | value='0.00418056229080192' | fill=None | rows=[65] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB66 | value='1678.22820377036' | fill=00000000 | rows=[65] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC66 | value='3.26929775897062' | fill=00000000 | rows=[65] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell A67 | value='x' | fill=00000000 | rows=[66] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B67 | value='51' | fill=7 | rows=[66] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C67 | value='55' | fill=7 | rows=[66] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D67 | value='Vaccines' | fill=7 | rows=[66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E67 | value='BCG - Single dose' | fill=7 | rows=[66] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F67 | value='275500' | fill=7 | rows=[66] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G67 | value='1' | fill=7 | rows=[66] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H67 | value='0.9' | fill=7 | rows=[66] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I67 | value='0.87' | fill=7 | rows=[66] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J67 | value='0.00337488345159576' | fill=7 | rows=[66] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K67 | value='0.00258741064622341' | fill=7 | rows=[66] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L67 | value='4490.83928811767' | fill=7 | rows=[66] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M67 | value='11.411018079421' | fill=7 | rows=[66] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N67 | value='0.00330079028006769' | fill=7 | rows=[66] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O67 | value='0.00253060588138523' | fill=7 | rows=[66] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P67 | value='4392.24609802627' | fill=7 | rows=[66] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q67 | value='8.55638124354251' | fill=7 | rows=[66] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R67 | value='0.00323411410781771' | fill=7 | rows=[66] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S67 | value='0.00247948748266024' | fill=7 | rows=[66] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T67 | value='4303.52244927925' | fill=7 | rows=[66] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U67 | value='8.38354180170458' | fill=7 | rows=[66] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V67 | value='0.00291117393336704' | fill=7 | rows=[66] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W67 | value='0.0022319000155814' | fill=7 | rows=[66] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X67 | value='3873.79726204385' | fill=7 | rows=[66] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y67 | value='7.54640917072768' | fill=7 | rows=[66] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z67 | value='0.00273018061099861' | fill=7 | rows=[66] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA67 | value='0.00209313846843227' | fill=7 | rows=[66] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB67 | value='3269.66020446102' | fill=7 | rows=[66] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC67 | value='6.3695108657002' | fill=7 | rows=[66] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD67 | value='Child + Caretaker' | fill=FF00B0F0 | rows=[66] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell A68 | value='x' | fill=00000000 | rows=[67] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B68 | value='52' | fill=7 | rows=[67] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C68 | value='56' | fill=7 | rows=[67] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E68 | value='Polio - Three doses' | fill=7 | rows=[67] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F68 | value='239000' | fill=7 | rows=[67] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G68 | value='3' | fill=7 | rows=[67] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H68 | value='2.7' | fill=7 | rows=[67] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I68 | value='0.87' | fill=7 | rows=[67] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J68 | value='0.0100905192792287' | fill=7 | rows=[67] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K68 | value='0.00773606478074197' | fill=7 | rows=[67] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L68 | value='11648.1927403632' | fill=7 | rows=[67] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M68 | value='29.5975271937592' | fill=7 | rows=[67] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N68 | value='0.00986972115360873' | fill=7 | rows=[67] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O68 | value='0.0075667862177667' | fill=7 | rows=[67] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P68 | value='11393.3100080913' | fill=7 | rows=[67] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q68 | value='22.1949093651434' | fill=7 | rows=[67] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R68 | value='0.00967099766846335' | fill=7 | rows=[67] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S68 | value='0.00741443154582191' | fill=7 | rows=[67] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T68 | value='11163.909578544' | fill=7 | rows=[67] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U68 | value='21.748022399151' | fill=7 | rows=[67] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V68 | value='0.00870812167109636' | fill=7 | rows=[67] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W68 | value='0.00667622661450721' | fill=7 | rows=[67] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X68 | value='10052.3944134635' | fill=7 | rows=[67] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y68 | value='19.5827185208729' | fill=7 | rows=[67] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z68 | value='0.00816820052494527' | fill=7 | rows=[67] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA68 | value='0.00626228706912471' | fill=7 | rows=[67] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB68 | value='8486.21307598296' | fill=7 | rows=[67] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC68 | value='16.5316953493737' | fill=7 | rows=[67] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD68 | value='Child + Caretaker' | fill=FF00B0F0 | rows=[67] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell E69 | value='Pentavalent' | fill=7 | rows=[68] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A70 | value='x' | fill=00000000 | rows=[69] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B70 | value='53' | fill=7 | rows=[69] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C70 | value='57' | fill=7 | rows=[69] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E70 | value='DPT - Three doses' | fill=7 | rows=[69] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F70 | value='236200' | fill=7 | rows=[69] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G70 | value='3' | fill=7 | rows=[69] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H70 | value='2.7' | fill=7 | rows=[69] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I70 | value='0.87' | fill=7 | rows=[69] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J70 | value='0.0100905192792287' | fill=7 | rows=[69] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K70 | value='0.00773606478074197' | fill=7 | rows=[69] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L70 | value='11511.7285576309' | fill=7 | rows=[69] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M70 | value='29.2507779211963' | fill=7 | rows=[69] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N70 | value='0.00986972115360873' | fill=7 | rows=[69] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O70 | value='0.0075667862177667' | fill=7 | rows=[69] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P70 | value='11259.8318992099' | fill=7 | rows=[69] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q70 | value='21.9348853223718' | fill=7 | rows=[69] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R70 | value='0.00967099766846335' | fill=7 | rows=[69] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S70 | value='0.00741443154582191' | fill=7 | rows=[69] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T70 | value='11033.1190060757' | fill=7 | rows=[69] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U70 | value='21.4932338522153' | fill=7 | rows=[69] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V70 | value='0.00870812167109636' | fill=7 | rows=[69] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W70 | value='0.00667622661450721' | fill=7 | rows=[69] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X70 | value='9934.6257759836' | fill=7 | rows=[69] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y70 | value='19.3532975507538' | fill=7 | rows=[69] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z70 | value='0.00816820052494527' | fill=7 | rows=[69] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA70 | value='0.00626228706912471' | fill=7 | rows=[69] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB70 | value='8386.79300647354' | fill=7 | rows=[69] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC70 | value='16.3380185837744' | fill=7 | rows=[69] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD70 | value='Child + Caretaker' | fill=FF00B0F0 | rows=[69] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell A71 | value='x' | fill=00000000 | rows=[70] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B71 | value='54' | fill=7 | rows=[70] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C71 | value='58' | fill=7 | rows=[70] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E71 | value='Hib - Three doses' | fill=7 | rows=[70] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F71 | value='236200' | fill=7 | rows=[70] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G71 | value='3' | fill=7 | rows=[70] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H71 | value='2.7' | fill=7 | rows=[70] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I71 | value='0.87' | fill=7 | rows=[70] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J71 | value='0.0100905192792287' | fill=7 | rows=[70] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K71 | value='0.00773606478074197' | fill=7 | rows=[70] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L71 | value='11511.7285576309' | fill=7 | rows=[70] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M71 | value='29.2507779211963' | fill=7 | rows=[70] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N71 | value='0.00986972115360873' | fill=7 | rows=[70] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O71 | value='0.0075667862177667' | fill=7 | rows=[70] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P71 | value='11259.8318992099' | fill=7 | rows=[70] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q71 | value='21.9348853223718' | fill=7 | rows=[70] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R71 | value='0.00967099766846335' | fill=7 | rows=[70] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S71 | value='0.00741443154582191' | fill=7 | rows=[70] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T71 | value='11033.1190060757' | fill=7 | rows=[70] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U71 | value='21.4932338522153' | fill=7 | rows=[70] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V71 | value='0.00870812167109636' | fill=7 | rows=[70] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W71 | value='0.00667622661450721' | fill=7 | rows=[70] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X71 | value='9934.6257759836' | fill=7 | rows=[70] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y71 | value='19.3532975507538' | fill=7 | rows=[70] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z71 | value='0.00816820052494527' | fill=7 | rows=[70] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA71 | value='0.00626228706912471' | fill=7 | rows=[70] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB71 | value='8386.79300647354' | fill=7 | rows=[70] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC71 | value='16.3380185837744' | fill=7 | rows=[70] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD71 | value='Child + Caretaker' | fill=FF00B0F0 | rows=[70] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell A72 | value='x' | fill=00000000 | rows=[71] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B72 | value='55' | fill=7 | rows=[71] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C72 | value='59' | fill=7 | rows=[71] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E72 | value='HepB - Three doses' | fill=7 | rows=[71] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F72 | value='236200' | fill=7 | rows=[71] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G72 | value='3' | fill=7 | rows=[71] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H72 | value='2.7' | fill=7 | rows=[71] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I72 | value='0.87' | fill=7 | rows=[71] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J72 | value='0.0100905192792287' | fill=7 | rows=[71] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K72 | value='0.00773606478074197' | fill=7 | rows=[71] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L72 | value='11511.7285576309' | fill=7 | rows=[71] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M72 | value='29.2507779211963' | fill=7 | rows=[71] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N72 | value='0.00986972115360873' | fill=7 | rows=[71] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O72 | value='0.0075667862177667' | fill=7 | rows=[71] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P72 | value='11259.8318992099' | fill=7 | rows=[71] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q72 | value='21.9348853223718' | fill=7 | rows=[71] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R72 | value='0.00967099766846335' | fill=7 | rows=[71] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S72 | value='0.00741443154582191' | fill=7 | rows=[71] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T72 | value='11033.1190060757' | fill=7 | rows=[71] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U72 | value='21.4932338522153' | fill=7 | rows=[71] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V72 | value='0.00870812167109636' | fill=7 | rows=[71] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W72 | value='0.00667622661450721' | fill=7 | rows=[71] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X72 | value='9934.6257759836' | fill=7 | rows=[71] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y72 | value='19.3532975507538' | fill=7 | rows=[71] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z72 | value='0.00816820052494527' | fill=7 | rows=[71] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA72 | value='0.00626228706912471' | fill=7 | rows=[71] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB72 | value='8386.79300647354' | fill=7 | rows=[71] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC72 | value='16.3380185837744' | fill=7 | rows=[71] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD72 | value='Child + Caretaker' | fill=FF00B0F0 | rows=[71] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell A73 | value='x' | fill=00000000 | rows=[72] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B73 | value='56' | fill=7 | rows=[72] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C73 | value='60' | fill=7 | rows=[72] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E73 | value='Pneumococcal - Three doses' | fill=7 | rows=[72] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F73 | value='104100' | fill=7 | rows=[72] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G73 | value='3' | fill=7 | rows=[72] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H73 | value='2.7' | fill=7 | rows=[72] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I73 | value='0.87' | fill=7 | rows=[72] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J73 | value='0.0100905192792287' | fill=7 | rows=[72] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K73 | value='0.00773606478074197' | fill=7 | rows=[72] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L73 | value='5073.54336515401' | fill=7 | rows=[72] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M73 | value='12.8916425977838' | fill=7 | rows=[72] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N73 | value='0.00986972115360873' | fill=7 | rows=[72] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O73 | value='0.0075667862177667' | fill=7 | rows=[72] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P73 | value='4962.52540519793' | fill=7 | rows=[72] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q73 | value='9.66732244732813' | fill=7 | rows=[72] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R73 | value='0.00967099766846335' | fill=7 | rows=[72] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S73 | value='0.00741443154582191' | fill=7 | rows=[72] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T73 | value='4862.60664069638' | fill=7 | rows=[72] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U73 | value='9.47267419142935' | fill=7 | rows=[72] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V73 | value='0.00870812167109636' | fill=7 | rows=[72] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W73 | value='0.00667622661450721' | fill=7 | rows=[72] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X73 | value='4378.46970059226' | fill=7 | rows=[72] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y73 | value='8.52954392478186' | fill=7 | rows=[72] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z73 | value='0.00816820052494527' | fill=7 | rows=[72] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA73 | value='0.00626228706912471' | fill=7 | rows=[72] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB73 | value='3696.29615568965' | fill=7 | rows=[72] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC73 | value='7.2006254638904' | fill=7 | rows=[72] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD73 | value='Child + Caretaker' | fill=FF00B0F0 | rows=[72] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell A74 | value='x' | fill=00000000 | rows=[73] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B74 | value='57' | fill=7 | rows=[73] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C74 | value='61' | fill=7 | rows=[73] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E74 | value='Rotavirus - Two doses' | fill=7 | rows=[73] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F74 | value='14100' | fill=7 | rows=[73] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G74 | value='2' | fill=7 | rows=[73] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H74 | value='1.8' | fill=7 | rows=[73] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I74 | value='0.87' | fill=7 | rows=[73] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J74 | value='0.00673837706487967' | fill=7 | rows=[73] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K74 | value='0.00516608908307442' | fill=7 | rows=[73] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L74 | value='458.9036932495' | fill=7 | rows=[73] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M74 | value='1.16605338210133' | fill=7 | rows=[73] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N74 | value='0.00659068534366247' | fill=7 | rows=[73] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O74 | value='0.00505285876347456' | fill=7 | rows=[73] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P74 | value='448.845443959445' | fill=7 | rows=[73] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q74 | value='0.874380135409511' | fill=7 | rows=[73] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R74 | value='0.00645776872157322' | fill=7 | rows=[73] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S74 | value='0.0049509560198728' | fill=7 | rows=[73] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T74 | value='439.793423245301' | fill=7 | rows=[73] | cols=[19] | col_header=False | row_header=False | metadata=False
