=== economy-table89.xlsx ===
Cell E1 | value='Total Entering Default During the Quarter' | fill=FFFFFF00 | rows=[0] | cols=[4, 5, 6, 7] | col_header=True | row_header=False | metadata=False
Cell D33 | value='440' | fill=None | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E33 | value='0' | fill=4 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F33 | value='0' | fill=4 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G33 | value='1.443001443001443e-05' | fill=4 | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H33 | value='4.3691971600218465e-05' | fill=4 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I33 | value='NA*' | fill=00000000 | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J33 | value='NA*' | fill=00000000 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K33 | value='NA*' | fill=4 | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L33 | value='NA*' | fill=4 | rows=[32] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B34 | value='Q4*' | fill=FF00B050 | rows=[33] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C34 | value='14.2' | fill=None | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='420' | fill=None | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='0' | fill=4 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='0' | fill=4 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='1.443001443001443e-05' | fill=4 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='4.3691971600218465e-05' | fill=4 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='NA*' | fill=00000000 | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='NA*' | fill=00000000 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='NA*' | fill=4 | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='NA*' | fill=4 | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A35 | value='2023' | fill=FF00B050 | rows=[34, 35, 36] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B35 | value='Q1*' | fill=FF00B050 | rows=[34] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C35 | value='11.7' | fill=None | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='370' | fill=None | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='0' | fill=4 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='0' | fill=4 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='1.443001443001443e-05' | fill=4 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='4.3691971600218465e-05' | fill=4 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='NA*' | fill=00000000 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='NA*' | fill=00000000 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='NA*' | fill=4 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L35 | value='NA*' | fill=4 | rows=[34] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B36 | value='Q2*' | fill=FF00B050 | rows=[35] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C36 | value='10.9' | fill=None | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='330' | fill=None | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='0' | fill=4 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='0' | fill=4 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='1.443001443001443e-05' | fill=4 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='4.3691971600218465e-05' | fill=4 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='NA*' | fill=00000000 | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='NA*' | fill=00000000 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='NA*' | fill=4 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L36 | value='NA*' | fill=4 | rows=[35] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B37 | value='Q3*' | fill=FF00B050 | rows=[36] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C37 | value='10.1' | fill=None | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='300' | fill=None | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='0' | fill=4 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='0' | fill=4 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='1.443001443001443e-05' | fill=4 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='4.3691971600218465e-05' | fill=4 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='NA*' | fill=00000000 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='NA*' | fill=00000000 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='NA*' | fill=4 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='NA*' | fill=4 | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False

