=== society-table47.xlsx ===
Cell B1 | value='293' | fill=00000000 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell BO11 | value='0' | fill=None | rows=[10] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP11 | value='0' | fill=None | rows=[10] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ11 | value='0' | fill=None | rows=[10] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR11 | value='0' | fill=None | rows=[10] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS11 | value='0' | fill=None | rows=[10] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT11 | value='0' | fill=None | rows=[10] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU11 | value='0' | fill=None | rows=[10] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW11 | value='0' | fill=FF00B0F0 | rows=[10] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX11 | value='#REF!' | fill=FF00B0F0 | rows=[10] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell A12 | value='Ensure suppply of masks and other PPE  to health facilty staff' | fill=FF00B050 | rows=[11] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell BO12 | value='0' | fill=None | rows=[11] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP12 | value='0' | fill=None | rows=[11] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ12 | value='0' | fill=None | rows=[11] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR12 | value='0' | fill=None | rows=[11] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS12 | value='0' | fill=None | rows=[11] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT12 | value='0' | fill=None | rows=[11] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU12 | value='0' | fill=None | rows=[11] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW12 | value='0' | fill=FF00B0F0 | rows=[11] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX12 | value='#REF!' | fill=FF00B0F0 | rows=[11] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell A13 | value='Temp. screening for all attendants to healthcare facilities' | fill=FF00B050 | rows=[12] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell BO13 | value='0' | fill=None | rows=[12] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP13 | value='0' | fill=None | rows=[12] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ13 | value='0' | fill=None | rows=[12] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR13 | value='0' | fill=None | rows=[12] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS13 | value='0' | fill=None | rows=[12] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT13 | value='0' | fill=None | rows=[12] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU13 | value='0' | fill=None | rows=[12] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW13 | value='0' | fill=FF00B0F0 | rows=[12] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX13 | value='#REF!' | fill=FF00B0F0 | rows=[12] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell A14 | value='Ensure safe distancing at health facilities' | fill=FF00B050 | rows=[13] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B14 | value='0.2641509433962266' | fill=None | rows=[13] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C14 | value='0' | fill=None | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D14 | value='0' | fill=None | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='3.7674418604651128' | fill=None | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='0' | fill=None | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='0' | fill=None | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='0' | fill=None | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='0' | fill=None | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='0' | fill=None | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='0' | fill=None | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='0.1395348837209301' | fill=None | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='0' | fill=None | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='0.0526315789473684' | fill=None | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='0.3255813953488369' | fill=None | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='0' | fill=None | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='2.3636363636363633' | fill=None | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='0.1212121212121212' | fill=None | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S14 | value='0' | fill=None | rows=[13] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T14 | value='1.1578947368421046' | fill=None | rows=[13] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U14 | value='1.2631578947368416' | fill=None | rows=[13] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V14 | value='1.3684210526315783' | fill=None | rows=[13] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W14 | value='1.6363636363636362' | fill=None | rows=[13] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X14 | value='0.1052631578947368' | fill=None | rows=[13] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y14 | value='0' | fill=None | rows=[13] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z14 | value='0' | fill=None | rows=[13] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA14 | value='0' | fill=None | rows=[13] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AD14 | value='2.5789473684210513' | fill=None | rows=[13] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AF14 | value='0' | fill=None | rows=[13] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG14 | value='10.999999999999995' | fill=None | rows=[13] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH14 | value='18.421052631578938' | fill=None | rows=[13] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI14 | value='15.263157894736835' | fill=None | rows=[13] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ14 | value='12.47368421052631' | fill=None | rows=[13] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AN14 | value='64.21052631578945' | fill=None | rows=[13] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AP14 | value='22.05263157894736' | fill=None | rows=[13] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ14 | value='0.3157894736842104' | fill=None | rows=[13] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AS14 | value='0' | fill=None | rows=[13] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT14 | value='0' | fill=None | rows=[13] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU14 | value='2.666666666666664' | fill=None | rows=[13] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV14 | value='2.799999999999997' | fill=None | rows=[13] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW14 | value='0' | fill=None | rows=[13] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX14 | value='2.93333333333333' | fill=None | rows=[13] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY14 | value='0.3999999999999996' | fill=None | rows=[13] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ14 | value='0' | fill=None | rows=[13] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA14 | value='0' | fill=None | rows=[13] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB14 | value='0.7111111111111104' | fill=None | rows=[13] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC14 | value='0' | fill=None | rows=[13] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD14 | value='0' | fill=None | rows=[13] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE14 | value='0.3999999999999996' | fill=None | rows=[13] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF14 | value='0' | fill=None | rows=[13] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG14 | value='0' | fill=None | rows=[13] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH14 | value='1.1111111111111098' | fill=None | rows=[13] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI14 | value='0' | fill=None | rows=[13] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ14 | value='0' | fill=None | rows=[13] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BN14 | value='0.2641509433962266' | fill=None | rows=[13] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO14 | value='4.285189718482249' | fill=None | rows=[13] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP14 | value='10.594896331738433' | fill=None | rows=[13] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ14 | value='121.36842105263153' | fill=None | rows=[13] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR14 | value='22.368421052631568' | fill=None | rows=[13] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS14 | value='9.511111111111102' | fill=None | rows=[13] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT14 | value='1.5111111111111093' | fill=None | rows=[13] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU14 | value='0' | fill=None | rows=[13] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW14 | value='169.90330132110222' | fill=FF00B0F0 | rows=[13] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX14 | value='#REF!' | fill=FF00B0F0 | rows=[13] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell A15 | value='Scheduling client visits' | fill=FF00B050 | rows=[14] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell BO15 | value='0' | fill=None | rows=[14] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP15 | value='0' | fill=None | rows=[14] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ15 | value='0' | fill=None | rows=[14] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR15 | value='0' | fill=None | rows=[14] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS15 | value='0' | fill=None | rows=[14] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT15 | value='0' | fill=None | rows=[14] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU15 | value='0' | fill=None | rows=[14] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW15 | value='0' | fill=FF00B0F0 | rows=[14] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX15 | value='#REF!' | fill=FF00B0F0 | rows=[14] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell A16 | value='Ensure the availability of human resources working at MCH services  units at PHCCs through reallocation and exclusion from contact tracing' | fill=FF00B050 | rows=[15] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B16 | value='1.320754716981133' | fill=None | rows=[15] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C16 | value='0' | fill=None | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='0' | fill=None | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E16 | value='18.837209302325604' | fill=None | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='0' | fill=None | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='0' | fill=None | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='0' | fill=None | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='0' | fill=None | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='0' | fill=None | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='0' | fill=None | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='0.697674418604652' | fill=None | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='0' | fill=None | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='0.263157894736842' | fill=None | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='1.627906976744188' | fill=None | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P16 | value='0' | fill=None | rows=[15] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q16 | value='11.818181818181817' | fill=None | rows=[15] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R16 | value='0.606060606060606' | fill=None | rows=[15] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S16 | value='0' | fill=None | rows=[15] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T16 | value='5.789473684210524' | fill=None | rows=[15] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U16 | value='6.315789473684207' | fill=None | rows=[15] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V16 | value='6.842105263157891' | fill=None | rows=[15] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W16 | value='8.18181818181818' | fill=None | rows=[15] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X16 | value='0.526315789473684' | fill=None | rows=[15] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y16 | value='0' | fill=None | rows=[15] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z16 | value='0' | fill=None | rows=[15] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA16 | value='0' | fill=None | rows=[15] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AD16 | value='12.894736842105257' | fill=None | rows=[15] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AF16 | value='0' | fill=None | rows=[15] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG16 | value='54.99999999999997' | fill=None | rows=[15] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH16 | value='92.1052631578947' | fill=None | rows=[15] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI16 | value='76.31578947368418' | fill=None | rows=[15] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ16 | value='62.36842105263155' | fill=None | rows=[15] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AN16 | value='321.0526315789472' | fill=None | rows=[15] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AP16 | value='110.26315789473679' | fill=None | rows=[15] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ16 | value='1.5789473684210518' | fill=None | rows=[15] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AS16 | value='0' | fill=None | rows=[15] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT16 | value='0' | fill=None | rows=[15] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU16 | value='13.33333333333332' | fill=None | rows=[15] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV16 | value='13.999999999999986' | fill=None | rows=[15] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW16 | value='0' | fill=None | rows=[15] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX16 | value='14.666666666666652' | fill=None | rows=[15] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY16 | value='1.9999999999999978' | fill=None | rows=[15] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ16 | value='0' | fill=None | rows=[15] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA16 | value='0' | fill=None | rows=[15] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB16 | value='3.555555555555552' | fill=None | rows=[15] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC16 | value='0' | fill=None | rows=[15] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD16 | value='0' | fill=None | rows=[15] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE16 | value='1.9999999999999978' | fill=None | rows=[15] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF16 | value='0' | fill=None | rows=[15] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG16 | value='0' | fill=None | rows=[15] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH16 | value='5.55555555555555' | fill=None | rows=[15] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI16 | value='0' | fill=None | rows=[15] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ16 | value='0' | fill=None | rows=[15] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BN16 | value='1.320754716981133' | fill=None | rows=[15] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO16 | value='21.425948592411288' | fill=None | rows=[15] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP16 | value='52.97448165869217' | fill=None | rows=[15] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ16 | value='606.8421052631577' | fill=None | rows=[15] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR16 | value='111.84210526315785' | fill=None | rows=[15] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS16 | value='47.55555555555551' | fill=None | rows=[15] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT16 | value='7.555555555555548' | fill=None | rows=[15] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU16 | value='0' | fill=None | rows=[15] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW16 | value='849.5165066055112' | fill=FF00B0F0 | rows=[15] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX16 | value='#REF!' | fill=FF00B0F0 | rows=[15] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell A17 | value='Provision of some health care services at community in addition to clinics (mainly vaccines and child health)' | fill=FF00B050 | rows=[16] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell AS17 | value='0' | fill=None | rows=[16] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT17 | value='0' | fill=None | rows=[16] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU17 | value='2.666666666666664' | fill=None | rows=[16] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV17 | value='2.799999999999997' | fill=None | rows=[16] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW17 | value='0' | fill=None | rows=[16] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX17 | value='2.93333333333333' | fill=None | rows=[16] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY17 | value='0.3999999999999996' | fill=None | rows=[16] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ17 | value='0' | fill=None | rows=[16] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA17 | value='0' | fill=None | rows=[16] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB17 | value='0.7111111111111104' | fill=None | rows=[16] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC17 | value='0' | fill=None | rows=[16] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD17 | value='0' | fill=None | rows=[16] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE17 | value='0.3999999999999996' | fill=None | rows=[16] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF17 | value='0' | fill=None | rows=[16] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG17 | value='0' | fill=None | rows=[16] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH17 | value='1.1111111111111098' | fill=None | rows=[16] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI17 | value='0' | fill=None | rows=[16] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ17 | value='0' | fill=None | rows=[16] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BO17 | value='0' | fill=None | rows=[16] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP17 | value='0' | fill=None | rows=[16] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ17 | value='0' | fill=None | rows=[16] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR17 | value='0' | fill=None | rows=[16] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS17 | value='9.511111111111102' | fill=None | rows=[16] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT17 | value='1.5111111111111093' | fill=None | rows=[16] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU17 | value='0' | fill=None | rows=[16] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW17 | value='11.022222222222211' | fill=FF00B0F0 | rows=[16] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX17 | value='#REF!' | fill=FF00B0F0 | rows=[16] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell A18 | value='Community education through SMS and education campaigns about the importance of seeking care for essential health services' | fill=FF00B050 | rows=[17] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell BO18 | value='0' | fill=None | rows=[17] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP18 | value='0' | fill=None | rows=[17] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ18 | value='0' | fill=None | rows=[17] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR18 | value='0' | fill=None | rows=[17] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS18 | value='0' | fill=None | rows=[17] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT18 | value='0' | fill=None | rows=[17] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU18 | value='0' | fill=None | rows=[17] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW18 | value='0' | fill=FF00B0F0 | rows=[17] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX18 | value='#REF!' | fill=FF00B0F0 | rows=[17] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell A19 | value='Strengthen local supervision to make sure that COVID 19 infection control rules are followed' | fill=FF00B050 | rows=[18] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell BO19 | value='0' | fill=None | rows=[18] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP19 | value='0' | fill=None | rows=[18] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ19 | value='0' | fill=None | rows=[18] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR19 | value='0' | fill=None | rows=[18] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS19 | value='0' | fill=None | rows=[18] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT19 | value='0' | fill=None | rows=[18] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU19 | value='0' | fill=None | rows=[18] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW19 | value='0' | fill=FF00B0F0 | rows=[18] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX19 | value='#REF!' | fill=FF00B0F0 | rows=[18] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell A20 | value='Family Planning' | fill=FFFFFF00 | rows=[19] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A21 | value='Ensure availability and sustainability of commodities of family planning.' | fill=FF00B050 | rows=[20] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B21 | value='1.320754716981133' | fill=None | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell BN21 | value='1.320754716981133' | fill=None | rows=[20] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO21 | value='0' | fill=None | rows=[20] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP21 | value='0' | fill=None | rows=[20] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ21 | value='0' | fill=None | rows=[20] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR21 | value='0' | fill=None | rows=[20] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS21 | value='0' | fill=None | rows=[20] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT21 | value='0' | fill=None | rows=[20] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU21 | value='0' | fill=None | rows=[20] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW21 | value='1.320754716981133' | fill=FF00B0F0 | rows=[20] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX21 | value='#REF!' | fill=FF00B0F0 | rows=[20] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell A22 | value='Capacity building of service providers on service provision and counseling in the context of COVID' | fill=FF00B050 | rows=[21] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B22 | value='0.6603773584905658' | fill=None | rows=[21] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell BN22 | value='0.6603773584905658' | fill=None | rows=[21] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO22 | value='0' | fill=None | rows=[21] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP22 | value='0' | fill=None | rows=[21] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ22 | value='0' | fill=None | rows=[21] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR22 | value='0' | fill=None | rows=[21] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS22 | value='0' | fill=None | rows=[21] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT22 | value='0' | fill=None | rows=[21] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU22 | value='0' | fill=None | rows=[21] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW22 | value='0.6603773584905658' | fill=FF00B0F0 | rows=[21] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX22 | value='#REF!' | fill=FF00B0F0 | rows=[21] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell BO23 | value='0' | fill=None | rows=[22] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP23 | value='0' | fill=None | rows=[22] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ23 | value='0' | fill=None | rows=[22] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR23 | value='0' | fill=None | rows=[22] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS23 | value='0' | fill=None | rows=[22] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT23 | value='0' | fill=None | rows=[22] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU23 | value='0' | fill=None | rows=[22] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW23 | value='0' | fill=FF00B0F0 | rows=[22] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX23 | value='#REF!' | fill=FF00B0F0 | rows=[22] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell A24 | value='ANC' | fill=FFFFFF00 | rows=[23] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A25 | value='Implementation of M-Health in providing ANC services as a pilot project.' | fill=FF00B050 | rows=[24] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C25 | value='0' | fill=None | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D25 | value='0' | fill=None | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E25 | value='9.418604651162802' | fill=None | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F25 | value='0' | fill=None | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G25 | value='0' | fill=None | rows=[24] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H25 | value='0' | fill=None | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I25 | value='0' | fill=None | rows=[24] | cols=[8] | col_header=False | row_header=False | metadata=False
