=== geography-table03.xlsx ===
Cell A1 | value='Reference area' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell C298 | value='38728044.7585649' | fill=00000000 | rows=[297] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A299 | value='Poland' | fill=FFFFFF00 | rows=[298] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A300 | value='·  Lesser Poland' | fill=FF00B050 | rows=[299] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C300 | value='10654496.5739104' | fill=00000000 | rows=[299] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A301 | value='·  Silesia' | fill=FF00B050 | rows=[300] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C301 | value='8444650.26328679' | fill=00000000 | rows=[300] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A302 | value='·  Greater Poland' | fill=FF00B050 | rows=[301] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C302 | value='14264086.4449889' | fill=00000000 | rows=[301] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A303 | value='·  West Pomerania' | fill=FF00B050 | rows=[302] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C303 | value='14402399.4501916' | fill=00000000 | rows=[302] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A304 | value='·  Lubusz' | fill=FF00B050 | rows=[303] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C304 | value='10421903.6545809' | fill=00000000 | rows=[303] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A305 | value='·  Lower Silesia' | fill=FF00B050 | rows=[304] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C305 | value='11171528.4466042' | fill=00000000 | rows=[304] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A306 | value='·  Opole region' | fill=FF00B050 | rows=[305] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C306 | value='4090212.16810845' | fill=00000000 | rows=[305] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A307 | value='·  Kuyavian-Pomerania' | fill=FF00B050 | rows=[306] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C307 | value='7834311.84274494' | fill=00000000 | rows=[306] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A308 | value='·  Warmian-Masuria' | fill=FF00B050 | rows=[307] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C308 | value='15766533.6113999' | fill=00000000 | rows=[307] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A309 | value='·  Pomerania' | fill=FF00B050 | rows=[308] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C309 | value='11160965.371836' | fill=00000000 | rows=[308] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A310 | value='·  Lodzkie' | fill=FF00B050 | rows=[309] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C310 | value='9742215.43963863' | fill=00000000 | rows=[309] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A311 | value='·  Swietokrzyskie' | fill=FF00B050 | rows=[310] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C311 | value='7729781.68628385' | fill=00000000 | rows=[310] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A312 | value='·  Lublin Province' | fill=FF00B050 | rows=[311] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C312 | value='12813927.3495974' | fill=00000000 | rows=[311] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A313 | value='·  Podkarpacia' | fill=FF00B050 | rows=[312] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C313 | value='13047622.7404919' | fill=00000000 | rows=[312] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A314 | value='·  Podlaskie' | fill=FF00B050 | rows=[313] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C314 | value='13436666.4249255' | fill=00000000 | rows=[313] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A315 | value='·  Warsaw' | fill=FF00B050 | rows=[314] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C315 | value='4503489.46784889' | fill=00000000 | rows=[314] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A316 | value='·  Mazowiecki region' | fill=FF00B050 | rows=[315] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C316 | value='17803491.2060777' | fill=00000000 | rows=[315] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A317 | value='Portugal' | fill=FFFFFF00 | rows=[316] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A318 | value='·  North' | fill=FF00B050 | rows=[317] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C318 | value='18730099.6049827' | fill=00000000 | rows=[317] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A319 | value='·  Algarve' | fill=FF00B050 | rows=[318] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C319 | value='4474974.13560037' | fill=00000000 | rows=[318] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A320 | value='·  Centro' | fill=FF00B050 | rows=[319] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C320 | value='25617183.0587175' | fill=00000000 | rows=[319] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A321 | value='·  Metropolitan area of Lisbon' | fill=FF00B050 | rows=[320] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C321 | value='1952638.79147268' | fill=00000000 | rows=[320] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A322 | value='·  Alentejo' | fill=FF00B050 | rows=[321] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C322 | value='26901376.8481074' | fill=00000000 | rows=[321] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A323 | value='·  Autonomous Region of the Azores' | fill=FF00B050 | rows=[322] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C323 | value='2112953.21089624' | fill=00000000 | rows=[322] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A324 | value='·  Autonomous Region of Madeira' | fill=FF00B050 | rows=[323] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C324 | value='725061.863217397' | fill=00000000 | rows=[323] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A325 | value='Slovak Republic' | fill=FFFFFF00 | rows=[324] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A326 | value='·  Bratislava Region' | fill=FF00B050 | rows=[325] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C326 | value='1229303.01608862' | fill=00000000 | rows=[325] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A327 | value='·  West Slovakia' | fill=FF00B050 | rows=[326] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C327 | value='6910652.03173838' | fill=00000000 | rows=[326] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A328 | value='·  Central Slovakia' | fill=FF00B050 | rows=[327] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C328 | value='13490533.2940917' | fill=00000000 | rows=[327] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A329 | value='·  East Slovakia' | fill=FF00B050 | rows=[328] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C329 | value='11675913.3303761' | fill=00000000 | rows=[328] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A330 | value='Slovenia' | fill=FFFFFF00 | rows=[329] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A331 | value='·  Eastern Slovenia' | fill=FF00B050 | rows=[330] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C331 | value='10736083.3177676' | fill=00000000 | rows=[330] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A332 | value='·  Western Slovenia' | fill=FF00B050 | rows=[331] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C332 | value='7276807.4405673' | fill=00000000 | rows=[331] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A333 | value='Spain' | fill=FFFFFF00 | rows=[332] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A334 | value='·  Galicia' | fill=FF00B050 | rows=[333] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C334 | value='27490383.8216786' | fill=00000000 | rows=[333] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A335 | value='·  Asturias' | fill=FF00B050 | rows=[334] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C335 | value='10276318.6610104' | fill=00000000 | rows=[334] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A336 | value='·  Cantabria' | fill=FF00B050 | rows=[335] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C336 | value='5035587.4891325' | fill=00000000 | rows=[335] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A337 | value='·  Basque Country' | fill=FF00B050 | rows=[336] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C337 | value='6231804.42497003' | fill=00000000 | rows=[336] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A338 | value='·  Navarra' | fill=FF00B050 | rows=[337] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C338 | value='6943036.0926831' | fill=00000000 | rows=[337] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A339 | value='·  La Rioja' | fill=FF00B050 | rows=[338] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C339 | value='3702047.99443918' | fill=00000000 | rows=[338] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A340 | value='·  Aragon' | fill=FF00B050 | rows=[339] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C340 | value='31626289.3465899' | fill=00000000 | rows=[339] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A341 | value='·  Madrid' | fill=FF00B050 | rows=[340] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C341 | value='5429624.37817061' | fill=00000000 | rows=[340] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A342 | value='·  Castile and León' | fill=FF00B050 | rows=[341] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C342 | value='57411240.6206184' | fill=00000000 | rows=[341] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A343 | value='·  Castile-La Mancha' | fill=FF00B050 | rows=[342] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C343 | value='46614470.233417' | fill=00000000 | rows=[342] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A344 | value='·  Extremadura' | fill=FF00B050 | rows=[343] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C344 | value='33444556.1088038' | fill=00000000 | rows=[343] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A345 | value='·  Catalonia' | fill=FF00B050 | rows=[344] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C345 | value='24913928.3656811' | fill=00000000 | rows=[344] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A346 | value='·  Valencian Community' | fill=FF00B050 | rows=[345] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C346 | value='19664445.8033052' | fill=00000000 | rows=[345] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A347 | value='·  Balearic Islands' | fill=FF00B050 | rows=[346] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C347 | value='3717960.70943166' | fill=00000000 | rows=[346] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A348 | value='·  Andalusia' | fill=FF00B050 | rows=[347] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C348 | value='67280539.9131437' | fill=00000000 | rows=[347] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A349 | value='·  Murcia' | fill=FF00B050 | rows=[348] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C349 | value='7531620.77996137' | fill=00000000 | rows=[348] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A350 | value='·  Ceuta' | fill=FF00B050 | rows=[349] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C350 | value='12869.219183644' | fill=00000000 | rows=[349] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A351 | value='·  Melilla' | fill=FF00B050 | rows=[350] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C351 | value='5116.00585201943' | fill=00000000 | rows=[350] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A352 | value='·  Canary Islands' | fill=FF00B050 | rows=[351] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C352 | value='4501379.58251646' | fill=00000000 | rows=[351] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A353 | value='Sweden' | fill=FFFFFF00 | rows=[352] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A354 | value='·  Stockholm' | fill=FF00B050 | rows=[353] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C354 | value='5549767.01026702' | fill=00000000 | rows=[353] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A355 | value='·  East Middle Sweden' | fill=FF00B050 | rows=[354] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C355 | value='33042626.6393003' | fill=00000000 | rows=[354] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A356 | value='·  Småland with Islands' | fill=FF00B050 | rows=[355] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C356 | value='31391623.0173564' | fill=00000000 | rows=[355] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A357 | value='·  South Sweden' | fill=FF00B050 | rows=[356] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C357 | value='9976906.3553129' | fill=00000000 | rows=[356] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A358 | value='·  West Sweden' | fill=FF00B050 | rows=[357] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C358 | value='25173528.510023' | fill=00000000 | rows=[357] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A359 | value='·  North Middle Sweden' | fill=FF00B050 | rows=[358] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C359 | value='61303465.9985937' | fill=00000000 | rows=[358] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A360 | value='·  Central Norrland' | fill=FF00B050 | rows=[359] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C360 | value='68407015.9306946' | fill=00000000 | rows=[359] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A361 | value='·  Upper Norrland' | fill=FF00B050 | rows=[360] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C361 | value='135383204.40608' | fill=00000000 | rows=[360] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A362 | value='Switzerland' | fill=FFFFFF00 | rows=[361] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A363 | value='·  Lake Geneva Region' | fill=FF00B050 | rows=[362] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C363 | value='5210424.50802992' | fill=00000000 | rows=[362] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A364 | value='·  Espace Mittelland' | fill=FF00B050 | rows=[363] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C364 | value='7791273.84791393' | fill=00000000 | rows=[363] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A365 | value='·  Northwestern Switzerland' | fill=FF00B050 | rows=[364] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C365 | value='1396671.05417271' | fill=00000000 | rows=[364] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A366 | value='·  Zurich' | fill=FF00B050 | rows=[365] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C366 | value='1144510.31828401' | fill=00000000 | rows=[365] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A367 | value='·  Eastern Switzerland' | fill=FF00B050 | rows=[366] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C367 | value='8666799.04835954' | fill=00000000 | rows=[366] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A368 | value='·  Central Switzerland' | fill=FF00B050 | rows=[367] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C368 | value='3504398.87851531' | fill=00000000 | rows=[367] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A369 | value='·  Ticino' | fill=FF00B050 | rows=[368] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C369 | value='2383457.77703773' | fill=00000000 | rows=[368] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A370 | value='Türkiye' | fill=FFFFFF00 | rows=[369] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A371 | value='·  Istanbul' | fill=FF00B050 | rows=[370] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C371 | value='3590284.57534561' | fill=00000000 | rows=[370] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A372 | value='·  Thrace' | fill=FF00B050 | rows=[371] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C372 | value='7264921.39453243' | fill=00000000 | rows=[371] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A373 | value='·  Southern Marmara - West' | fill=FF00B050 | rows=[372] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C373 | value='18651749.6796304' | fill=00000000 | rows=[372] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A374 | value='·  Izmir' | fill=FF00B050 | rows=[373] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C374 | value='9281679.76932151' | fill=00000000 | rows=[373] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A375 | value='·  Southern Aegean' | fill=FF00B050 | rows=[374] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C375 | value='26003396.3950562' | fill=00000000 | rows=[374] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A376 | value='·  Northern Aegean' | fill=FF00B050 | rows=[375] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C376 | value='30165649.2148546' | fill=00000000 | rows=[375] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A377 | value='·  Eastern Marmara - South' | fill=FF00B050 | rows=[376] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C377 | value='18799708.2926759' | fill=00000000 | rows=[376] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A378 | value='·  Eastern Marmara - North' | fill=FF00B050 | rows=[377] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C378 | value='16844796.2291774' | fill=00000000 | rows=[377] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A379 | value='·  Ankara' | fill=FF00B050 | rows=[378] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C379 | value='12769037.2697198' | fill=00000000 | rows=[378] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A380 | value='·  Central Anatolia - West and South' | fill=FF00B050 | rows=[379] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C380 | value='23558015.2438618' | fill=00000000 | rows=[379] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A381 | value='·  Mediterranean region - West' | fill=FF00B050 | rows=[380] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C381 | value='28718671.4311814' | fill=00000000 | rows=[380] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A382 | value='·  Mediterranean region - Middle' | fill=FF00B050 | rows=[381] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C382 | value='22187185.4646783' | fill=00000000 | rows=[381] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A383 | value='·  Mediterranean region - East' | fill=FF00B050 | rows=[382] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C383 | value='16491378.2183492' | fill=00000000 | rows=[382] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A384 | value='·  Central Anatolia - Middle' | fill=FF00B050 | rows=[383] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C384 | value='13492995.8689948' | fill=00000000 | rows=[383] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A385 | value='·  Central Anatolia - East' | fill=FF00B050 | rows=[384] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C385 | value='33645508.8356955' | fill=00000000 | rows=[384] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A386 | value='·  Western Black Sea - West' | fill=FF00B050 | rows=[385] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C386 | value='9446129.23423333' | fill=00000000 | rows=[385] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A387 | value='·  Western Black Sea - Middle and East' | fill=FF00B050 | rows=[386] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C387 | value='22768816.8990367' | fill=00000000 | rows=[386] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A388 | value='·  Middle Black Sea' | fill=FF00B050 | rows=[387] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C388 | value='26209944.9911163' | fill=00000000 | rows=[387] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A389 | value='·  Eastern Black Sea' | fill=FF00B050 | rows=[388] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C389 | value='33673306.8790651' | fill=00000000 | rows=[388] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A390 | value='·  Northeastern Anatolia - West' | fill=FF00B050 | rows=[389] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C390 | value='33160923.0391805' | fill=00000000 | rows=[389] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A391 | value='·  Northeastern Anatolia - East' | fill=FF00B050 | rows=[390] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C391 | value='21712960.4728501' | fill=00000000 | rows=[390] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A392 | value='·  Eastern Anatolia - West' | fill=FF00B050 | rows=[391] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C392 | value='29089200.7871948' | fill=00000000 | rows=[391] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A393 | value='·  Eastern Anatolia - East' | fill=FF00B050 | rows=[392] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C393 | value='30626575.3349576' | fill=00000000 | rows=[392] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A394 | value='·  Southeastern Anatolia - West' | fill=FF00B050 | rows=[393] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C394 | value='8197496.04632342' | fill=00000000 | rows=[393] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A395 | value='·  Southeastern Anatolia - Middle' | fill=FF00B050 | rows=[394] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C395 | value='13260356.0926896' | fill=00000000 | rows=[394] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A396 | value='·  Southeastern Anatolia - East' | fill=FF00B050 | rows=[395] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C396 | value='18189336.527269' | fill=00000000 | rows=[395] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A397 | value='United Kingdom' | fill=FFFFFF00 | rows=[396] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A398 | value='·  North East England' | fill=FF00B050 | rows=[397] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C398 | value='6546392.03713146' | fill=00000000 | rows=[397] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A399 | value='·  North West England' | fill=FF00B050 | rows=[398] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C399 | value='11642487.9990572' | fill=00000000 | rows=[398] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A400 | value='·  Yorkshire and The Humber' | fill=FF00B050 | rows=[399] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C400 | value='9093955.18526755' | fill=00000000 | rows=[399] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A401 | value='·  East Midlands' | fill=FF00B050 | rows=[400] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C401 | value='7164174.83226865' | fill=00000000 | rows=[400] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A402 | value='·  West Midlands' | fill=FF00B050 | rows=[401] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C402 | value='8438236.26758231' | fill=00000000 | rows=[401] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A403 | value='·  East of England' | fill=FF00B050 | rows=[402] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C403 | value='7801162.79948894' | fill=00000000 | rows=[402] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A404 | value='·  Greater London' | fill=FF00B050 | rows=[403] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C404 | value='828615.588746964' | fill=00000000 | rows=[403] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A405 | value='·  South East England' | fill=FF00B050 | rows=[404] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C405 | value='12903610.4562915' | fill=00000000 | rows=[404] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A406 | value='·  South West England' | fill=FF00B050 | rows=[405] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C406 | value='18222988.3468133' | fill=00000000 | rows=[405] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A407 | value='·  Wales' | fill=FF00B050 | rows=[406] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C407 | value='19286728.4448399' | fill=00000000 | rows=[406] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A408 | value='·  Scotland' | fill=FF00B050 | rows=[407] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C408 | value='70022743.3317657' | fill=00000000 | rows=[407] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A409 | value='·  Northern Ireland' | fill=FF00B050 | rows=[408] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C409 | value='12657655.9979015' | fill=00000000 | rows=[408] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A410 | value='United States' | fill=FFFFFF00 | rows=[409] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A411 | value='·  Alabama' | fill=FF00B050 | rows=[410] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C411 | value='123543083.993813' | fill=00000000 | rows=[410] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A412 | value='·  Alaska' | fill=FF00B050 | rows=[411] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C412 | value='1088968833.57298' | fill=00000000 | rows=[411] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A413 | value='·  Arizona' | fill=FF00B050 | rows=[412] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C413 | value='213303911.418022' | fill=00000000 | rows=[412] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A414 | value='·  Arkansas' | fill=FF00B050 | rows=[413] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C414 | value='107932790.344537' | fill=00000000 | rows=[413] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A415 | value='·  California' | fill=FF00B050 | rows=[414] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C415 | value='281559806.148091' | fill=00000000 | rows=[414] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A416 | value='·  Colorado' | fill=FF00B050 | rows=[415] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C416 | value='221961448.421129' | fill=00000000 | rows=[415] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A417 | value='·  Connecticut' | fill=FF00B050 | rows=[416] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C417 | value='11606316.6129157' | fill=00000000 | rows=[416] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A418 | value='·  Delaware' | fill=FF00B050 | rows=[417] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C418 | value='2962118.63852219' | fill=00000000 | rows=[417] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A419 | value='·  District of Columbia' | fill=FF00B050 | rows=[418] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C419 | value='80648.0665358622' | fill=00000000 | rows=[418] | cols=[2] | col_header=False | row_header=False | metadata=False
