=== economy-table94.xlsx ===
Cell A1 | value='Producer Price Index item' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell AQ9 | value='31.9' | fill=00000000 | rows=[8] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR9 | value='-59.1' | fill=00000000 | rows=[8] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS9 | value='23.6' | fill=00000000 | rows=[8] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT9 | value='33.2' | fill=00000000 | rows=[8] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU9 | value='-34' | fill=00000000 | rows=[8] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV9 | value='11' | fill=00000000 | rows=[8] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW9 | value='17.1' | fill=00000000 | rows=[8] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX9 | value='163.1' | fill=00000000 | rows=[8] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY9 | value='-28.3' | fill=00000000 | rows=[8] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell A10 | value='Farm-level milk' | fill=FF00B050 | rows=[9] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B10 | value='19.3' | fill=00000000 | rows=[9] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C10 | value='4.2' | fill=00000000 | rows=[9] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D10 | value='11.6' | fill=00000000 | rows=[9] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E10 | value='0.8' | fill=00000000 | rows=[9] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F10 | value='8.4' | fill=00000000 | rows=[9] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G10 | value='13.8' | fill=00000000 | rows=[9] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H10 | value='8.5' | fill=00000000 | rows=[9] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I10 | value='5.9' | fill=00000000 | rows=[9] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J10 | value='-1.7' | fill=00000000 | rows=[9] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K10 | value='-0.2' | fill=00000000 | rows=[9] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L10 | value='-1.3' | fill=00000000 | rows=[9] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M10 | value='-4.9' | fill=00000000 | rows=[9] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N10 | value='-2.9' | fill=00000000 | rows=[9] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O10 | value='1' | fill=00000000 | rows=[9] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P10 | value='-2.7' | fill=00000000 | rows=[9] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q10 | value='10.5' | fill=00000000 | rows=[9] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R10 | value='2' | fill=00000000 | rows=[9] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S10 | value='-11.2' | fill=00000000 | rows=[9] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T10 | value='7.4' | fill=00000000 | rows=[9] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U10 | value='-2.1' | fill=00000000 | rows=[9] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V10 | value='1.7' | fill=00000000 | rows=[9] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W10 | value='-2.2' | fill=00000000 | rows=[9] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X10 | value='15.3' | fill=00000000 | rows=[9] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y10 | value='-9.6' | fill=00000000 | rows=[9] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z10 | value='15.8' | fill=00000000 | rows=[9] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA10 | value='-5.8' | fill=00000000 | rows=[9] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB10 | value='-13.5' | fill=00000000 | rows=[9] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC10 | value='21.5' | fill=00000000 | rows=[9] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD10 | value='-18.8' | fill=00000000 | rows=[9] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE10 | value='3.3' | fill=00000000 | rows=[9] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF10 | value='28' | fill=00000000 | rows=[9] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG10 | value='-5.5' | fill=00000000 | rows=[9] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH10 | value='-14.8' | fill=00000000 | rows=[9] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI10 | value='48.2' | fill=00000000 | rows=[9] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ10 | value='-4.3' | fill=00000000 | rows=[9] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK10 | value='-30.1' | fill=00000000 | rows=[9] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL10 | value='27.1' | fill=00000000 | rows=[9] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM10 | value='23.5' | fill=00000000 | rows=[9] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN10 | value='-8.1' | fill=00000000 | rows=[9] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO10 | value='8.1' | fill=00000000 | rows=[9] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP10 | value='19.8' | fill=00000000 | rows=[9] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ10 | value='-28.7' | fill=00000000 | rows=[9] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR10 | value='-3' | fill=00000000 | rows=[9] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS10 | value='8.6' | fill=00000000 | rows=[9] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT10 | value='-8.3' | fill=00000000 | rows=[9] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU10 | value='15' | fill=00000000 | rows=[9] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV10 | value='-1.5' | fill=00000000 | rows=[9] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW10 | value='2' | fill=00000000 | rows=[9] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX10 | value='36.7' | fill=00000000 | rows=[9] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY10 | value='-19.9' | fill=00000000 | rows=[9] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell A11 | value='Wholesale dairy' | fill=FF00B050 | rows=[10] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B11 | value='11.6' | fill=00000000 | rows=[10] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C11 | value='6.5' | fill=00000000 | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D11 | value='8.1' | fill=00000000 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='3' | fill=00000000 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F11 | value='8.6' | fill=00000000 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='12.2' | fill=00000000 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='9.2' | fill=00000000 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='6.5' | fill=00000000 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='1.3' | fill=00000000 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K11 | value='0.7' | fill=00000000 | rows=[10] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L11 | value='0.4' | fill=00000000 | rows=[10] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M11 | value='-0.9' | fill=00000000 | rows=[10] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N11 | value='-0.3' | fill=00000000 | rows=[10] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O11 | value='1.7' | fill=00000000 | rows=[10] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P11 | value='0.6' | fill=00000000 | rows=[10] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q11 | value='8.2' | fill=00000000 | rows=[10] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R11 | value='6' | fill=00000000 | rows=[10] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S11 | value='-2.2' | fill=00000000 | rows=[10] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T11 | value='2.9' | fill=00000000 | rows=[10] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U11 | value='0.2' | fill=00000000 | rows=[10] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V11 | value='1.1' | fill=00000000 | rows=[10] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W11 | value='0.3' | fill=00000000 | rows=[10] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X11 | value='8.9' | fill=00000000 | rows=[10] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y11 | value='-1.8' | fill=00000000 | rows=[10] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z11 | value='7.9' | fill=00000000 | rows=[10] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA11 | value='0.7' | fill=00000000 | rows=[10] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB11 | value='-4' | fill=00000000 | rows=[10] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC11 | value='8.6' | fill=00000000 | rows=[10] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD11 | value='-6.2' | fill=00000000 | rows=[10] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE11 | value='2.3' | fill=00000000 | rows=[10] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF11 | value='11.8' | fill=00000000 | rows=[10] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG11 | value='-0.9' | fill=00000000 | rows=[10] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH11 | value='-4.5' | fill=00000000 | rows=[10] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI11 | value='19.1' | fill=00000000 | rows=[10] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ11 | value='4' | fill=00000000 | rows=[10] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK11 | value='-14' | fill=00000000 | rows=[10] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL11 | value='10.8' | fill=00000000 | rows=[10] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM11 | value='12.6' | fill=00000000 | rows=[10] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN11 | value='-1.6' | fill=00000000 | rows=[10] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO11 | value='3.6' | fill=00000000 | rows=[10] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP11 | value='11' | fill=00000000 | rows=[10] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ11 | value='-12.7' | fill=00000000 | rows=[10] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR11 | value='-1.7' | fill=00000000 | rows=[10] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS11 | value='3.4' | fill=00000000 | rows=[10] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT11 | value='-2.3' | fill=00000000 | rows=[10] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU11 | value='4.7' | fill=00000000 | rows=[10] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV11 | value='0.5' | fill=00000000 | rows=[10] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW11 | value='1.9' | fill=00000000 | rows=[10] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX11 | value='18.3' | fill=00000000 | rows=[10] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY11 | value='-6.1' | fill=00000000 | rows=[10] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell A12 | value='Farm-level soybeans' | fill=FF00B050 | rows=[11] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B12 | value='-4.7' | fill=00000000 | rows=[11] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C12 | value='-18.4' | fill=00000000 | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D12 | value='6' | fill=00000000 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='18.8' | fill=00000000 | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='-5.8' | fill=00000000 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='8.1' | fill=00000000 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='-0.4' | fill=00000000 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='0' | fill=00000000 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='-14.5' | fill=00000000 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K12 | value='16.3' | fill=00000000 | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L12 | value='2.7' | fill=00000000 | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='-21.1' | fill=00000000 | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N12 | value='-8.3' | fill=00000000 | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O12 | value='2.2' | fill=00000000 | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P12 | value='41.3' | fill=00000000 | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q12 | value='-8.4' | fill=00000000 | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R12 | value='-11.8' | fill=00000000 | rows=[11] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S12 | value='-5.7' | fill=00000000 | rows=[11] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T12 | value='2.3' | fill=00000000 | rows=[11] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U12 | value='7.7' | fill=00000000 | rows=[11] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V12 | value='1.1' | fill=00000000 | rows=[11] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W12 | value='-3.6' | fill=00000000 | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X12 | value='25.1' | fill=00000000 | rows=[11] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y12 | value='2.4' | fill=00000000 | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z12 | value='-21.1' | fill=00000000 | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA12 | value='-22.5' | fill=00000000 | rows=[11] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB12 | value='4.1' | fill=00000000 | rows=[11] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC12 | value='-5.8' | fill=00000000 | rows=[11] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD12 | value='11.6' | fill=00000000 | rows=[11] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE12 | value='24.1' | fill=00000000 | rows=[11] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF12 | value='19.5' | fill=00000000 | rows=[11] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG12 | value='-21.1' | fill=00000000 | rows=[11] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH12 | value='-5.7' | fill=00000000 | rows=[11] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI12 | value='42.5' | fill=00000000 | rows=[11] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ12 | value='47.9' | fill=00000000 | rows=[11] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK12 | value='-13.7' | fill=00000000 | rows=[11] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL12 | value='0.7' | fill=00000000 | rows=[11] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM12 | value='24' | fill=00000000 | rows=[11] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN12 | value='13.2' | fill=00000000 | rows=[11] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO12 | value='-1.9' | fill=00000000 | rows=[11] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP12 | value='-12.4' | fill=00000000 | rows=[11] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ12 | value='-24.7' | fill=00000000 | rows=[11] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR12 | value='2.9' | fill=00000000 | rows=[11] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS12 | value='-2.3' | fill=00000000 | rows=[11] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT12 | value='-4.8' | fill=00000000 | rows=[11] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU12 | value='-5.5' | fill=00000000 | rows=[11] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV12 | value='10.2' | fill=00000000 | rows=[11] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW12 | value='47.2' | fill=00000000 | rows=[11] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX12 | value='11.2' | fill=00000000 | rows=[11] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY12 | value='-8.3' | fill=00000000 | rows=[11] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell A13 | value='Wholesale fats and oils' | fill=FF00B050 | rows=[12] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B13 | value='59.4' | fill=00000000 | rows=[12] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C13 | value='-13.1' | fill=00000000 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D13 | value='-20.9' | fill=00000000 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='16.5' | fill=00000000 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='8.5' | fill=00000000 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='8' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='-6.8' | fill=00000000 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='0.3' | fill=00000000 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='-5.4' | fill=00000000 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K13 | value='11' | fill=00000000 | rows=[12] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L13 | value='26.2' | fill=00000000 | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='-10.4' | fill=00000000 | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N13 | value='-23.1' | fill=00000000 | rows=[12] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O13 | value='1.5' | fill=00000000 | rows=[12] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P13 | value='19.7' | fill=00000000 | rows=[12] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q13 | value='-4.4' | fill=00000000 | rows=[12] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R13 | value='6.5' | fill=00000000 | rows=[12] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S13 | value='-6.2' | fill=00000000 | rows=[12] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T13 | value='-2.9' | fill=00000000 | rows=[12] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U13 | value='7.4' | fill=00000000 | rows=[12] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V13 | value='16.2' | fill=00000000 | rows=[12] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W13 | value='2' | fill=00000000 | rows=[12] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X13 | value='-5.6' | fill=00000000 | rows=[12] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y13 | value='-0.1' | fill=00000000 | rows=[12] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z13 | value='8' | fill=00000000 | rows=[12] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA13 | value='-13.6' | fill=00000000 | rows=[12] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB13 | value='-9.8' | fill=00000000 | rows=[12] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC13 | value='-2.6' | fill=00000000 | rows=[12] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD13 | value='10.7' | fill=00000000 | rows=[12] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE13 | value='31' | fill=00000000 | rows=[12] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF13 | value='19.3' | fill=00000000 | rows=[12] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG13 | value='-4.5' | fill=00000000 | rows=[12] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH13 | value='-0.4' | fill=00000000 | rows=[12] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI13 | value='17.5' | fill=00000000 | rows=[12] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ13 | value='42.7' | fill=00000000 | rows=[12] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK13 | value='-23.3' | fill=00000000 | rows=[12] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL13 | value='4.3' | fill=00000000 | rows=[12] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM13 | value='29.3' | fill=00000000 | rows=[12] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN13 | value='-2' | fill=00000000 | rows=[12] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO13 | value='-6.7' | fill=00000000 | rows=[12] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP13 | value='-6.6' | fill=00000000 | rows=[12] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ13 | value='-5.6' | fill=00000000 | rows=[12] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR13 | value='-0.8' | fill=00000000 | rows=[12] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS13 | value='4.1' | fill=00000000 | rows=[12] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT13 | value='-2.6' | fill=00000000 | rows=[12] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU13 | value='-4.3' | fill=00000000 | rows=[12] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV13 | value='2.6' | fill=00000000 | rows=[12] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW13 | value='40.2' | fill=00000000 | rows=[12] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX13 | value='26.1' | fill=00000000 | rows=[12] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY13 | value='-16.3' | fill=00000000 | rows=[12] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell A14 | value='Farm-level fruit' | fill=FF00B050 | rows=[13] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B14 | value='6.3' | fill=00000000 | rows=[13] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C14 | value='9.5' | fill=00000000 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D14 | value='1.2' | fill=00000000 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='11.1' | fill=00000000 | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='20.3' | fill=00000000 | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='9' | fill=00000000 | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='2.1' | fill=00000000 | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='-3.7' | fill=00000000 | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='3.5' | fill=00000000 | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='6.4' | fill=00000000 | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='0.4' | fill=00000000 | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='1.2' | fill=00000000 | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='4.4' | fill=00000000 | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='-0.8' | fill=00000000 | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='1.3' | fill=00000000 | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='-0.3' | fill=00000000 | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='4.3' | fill=00000000 | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S14 | value='10' | fill=00000000 | rows=[13] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T14 | value='-35.3' | fill=00000000 | rows=[13] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U14 | value='0.6' | fill=00000000 | rows=[13] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V14 | value='-2.1' | fill=00000000 | rows=[13] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W14 | value='3.7' | fill=00000000 | rows=[13] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X14 | value='17.5' | fill=00000000 | rows=[13] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y14 | value='-1.4' | fill=00000000 | rows=[13] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z14 | value='-9' | fill=00000000 | rows=[13] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA14 | value='14.5' | fill=00000000 | rows=[13] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB14 | value='-11.8' | fill=00000000 | rows=[13] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC14 | value='6.9' | fill=00000000 | rows=[13] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD14 | value='-6.3' | fill=00000000 | rows=[13] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE14 | value='-8.1' | fill=00000000 | rows=[13] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF14 | value='24.7' | fill=00000000 | rows=[13] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG14 | value='-2' | fill=00000000 | rows=[13] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH14 | value='8' | fill=00000000 | rows=[13] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI14 | value='11.2' | fill=00000000 | rows=[13] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ14 | value='-0.4' | fill=00000000 | rows=[13] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK14 | value='-10.2' | fill=00000000 | rows=[13] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL14 | value='12.1' | fill=00000000 | rows=[13] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM14 | value='-4.9' | fill=00000000 | rows=[13] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN14 | value='1.1' | fill=00000000 | rows=[13] | cols=[39] | col_header=False | row_header=False | metadata=False
