=== science-table31.xlsx ===
Cell A1 | value='Ripley cluster analysis used for Figure 4b' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4] | col_header=True | row_header=True | metadata=True
Cell M115 | value='-2.887174' | fill=00000000 | rows=[114] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N115 | value='102.942' | fill=00000000 | rows=[114] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O115 | value='221.4026' | fill=00000000 | rows=[114] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P115 | value='-3.579985' | fill=00000000 | rows=[114] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q115 | value='34.43066' | fill=00000000 | rows=[114] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R115 | value='-10.20819' | fill=00000000 | rows=[114] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S115 | value='-2.427564' | fill=00000000 | rows=[114] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T115 | value='-23.59279' | fill=00000000 | rows=[114] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U115 | value='-2.549141' | fill=00000000 | rows=[114] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V115 | value='31.15913' | fill=00000000 | rows=[114] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell X115 | value='-51.7269' | fill=00000000 | rows=[114] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y115 | value='7.430039' | fill=00000000 | rows=[114] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z115 | value='47.10459' | fill=00000000 | rows=[114] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA115 | value='131.7972' | fill=00000000 | rows=[114] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB115 | value='4.23825' | fill=00000000 | rows=[114] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC115 | value='7.385236' | fill=00000000 | rows=[114] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD115 | value='13.62349' | fill=00000000 | rows=[114] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE115 | value='51.87474' | fill=00000000 | rows=[114] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF115 | value='-3.708696' | fill=00000000 | rows=[114] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG115 | value='-30.0431' | fill=00000000 | rows=[114] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH115 | value='19.08048' | fill=00000000 | rows=[114] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI115 | value='16.47805' | fill=00000000 | rows=[114] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ115 | value='-0.38606' | fill=00000000 | rows=[114] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK115 | value='-3.53977' | fill=00000000 | rows=[114] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL115 | value='40.24534' | fill=00000000 | rows=[114] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM115 | value='-0.152539' | fill=00000000 | rows=[114] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN115 | value='8.001084' | fill=00000000 | rows=[114] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO115 | value='-16.23354' | fill=00000000 | rows=[114] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A116 | value='562.5' | fill=00000000 | rows=[115] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B116 | value='-0.2592593' | fill=00000000 | rows=[115] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C116 | value='24.2649864' | fill=00000000 | rows=[115] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D116 | value='-10.37199' | fill=00000000 | rows=[115] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E116 | value='36.06274' | fill=00000000 | rows=[115] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F116 | value='23.11781' | fill=00000000 | rows=[115] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G116 | value='17.50718' | fill=00000000 | rows=[115] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H116 | value='17.98759' | fill=00000000 | rows=[115] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I116 | value='46.78876' | fill=00000000 | rows=[115] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J116 | value='3.619811' | fill=00000000 | rows=[115] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K116 | value='26.97569' | fill=00000000 | rows=[115] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L116 | value='17.98759' | fill=00000000 | rows=[115] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M116 | value='-1.697344' | fill=00000000 | rows=[115] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N116 | value='102.7094' | fill=00000000 | rows=[115] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O116 | value='220.5701' | fill=00000000 | rows=[115] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P116 | value='-2.221644' | fill=00000000 | rows=[115] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q116 | value='36.06274' | fill=00000000 | rows=[115] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R116 | value='-9.11841' | fill=00000000 | rows=[115] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S116 | value='-0.329818' | fill=00000000 | rows=[115] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T116 | value='-22.9973' | fill=00000000 | rows=[115] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U116 | value='0.029746' | fill=00000000 | rows=[115] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V116 | value='31.17306' | fill=00000000 | rows=[115] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W116 | value='6.345254' | fill=00000000 | rows=[115] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X116 | value='-56.28261' | fill=00000000 | rows=[115] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y116 | value='9.71691' | fill=00000000 | rows=[115] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z116 | value='47.60711' | fill=00000000 | rows=[115] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA116 | value='132.1612' | fill=00000000 | rows=[115] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB116 | value='3.69823' | fill=00000000 | rows=[115] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC116 | value='4.999662' | fill=00000000 | rows=[115] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD116 | value='13.6633' | fill=00000000 | rows=[115] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE116 | value='51.26819' | fill=00000000 | rows=[115] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF116 | value='-2.834091' | fill=00000000 | rows=[115] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG116 | value='-30.81725' | fill=00000000 | rows=[115] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH116 | value='23.89629' | fill=00000000 | rows=[115] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI116 | value='17.41166' | fill=00000000 | rows=[115] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ116 | value='0.839799' | fill=00000000 | rows=[115] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK116 | value='-3.153901' | fill=00000000 | rows=[115] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL116 | value='39.62634' | fill=00000000 | rows=[115] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM116 | value='3.26972' | fill=00000000 | rows=[115] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN116 | value='10.8814' | fill=00000000 | rows=[115] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO116 | value='-16.67689' | fill=00000000 | rows=[115] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A117 | value='567.5' | fill=00000000 | rows=[116] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B117 | value='1.40873016' | fill=00000000 | rows=[116] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C117 | value='22.2474356' | fill=00000000 | rows=[116] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D117 | value='-12.16107' | fill=00000000 | rows=[116] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E117 | value='36.88282' | fill=00000000 | rows=[116] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F117 | value='25.2697' | fill=00000000 | rows=[116] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G117 | value='18.29126' | fill=00000000 | rows=[116] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H117 | value='18.31081' | fill=00000000 | rows=[116] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I117 | value='47.22808' | fill=00000000 | rows=[116] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J117 | value='4.016449' | fill=00000000 | rows=[116] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K117 | value='26.38721' | fill=00000000 | rows=[116] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L117 | value='18.31081' | fill=00000000 | rows=[116] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M117 | value='-1.965195' | fill=00000000 | rows=[116] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N117 | value='102.0683' | fill=00000000 | rows=[116] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O117 | value='220.6201' | fill=00000000 | rows=[116] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P117 | value='-0.573337' | fill=00000000 | rows=[116] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q117 | value='36.88282' | fill=00000000 | rows=[116] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R117 | value='-6.437997' | fill=00000000 | rows=[116] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S117 | value='2.35246' | fill=00000000 | rows=[116] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T117 | value='-24.59719' | fill=00000000 | rows=[116] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U117 | value='0.084127' | fill=00000000 | rows=[116] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V117 | value='24.8591' | fill=00000000 | rows=[116] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W117 | value='9.008731' | fill=00000000 | rows=[116] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell Y117 | value='13.95325' | fill=00000000 | rows=[116] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z117 | value='47.62114' | fill=00000000 | rows=[116] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA117 | value='132.7305' | fill=00000000 | rows=[116] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB117 | value='3.480943' | fill=00000000 | rows=[116] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC117 | value='5.51704' | fill=00000000 | rows=[116] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD117 | value='13.1625' | fill=00000000 | rows=[116] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE117 | value='50.7913' | fill=00000000 | rows=[116] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF117 | value='-2.497144' | fill=00000000 | rows=[116] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG117 | value='-31.33231' | fill=00000000 | rows=[116] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH117 | value='16.13432' | fill=00000000 | rows=[116] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI117 | value='18.67721' | fill=00000000 | rows=[116] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ117 | value='1.125289' | fill=00000000 | rows=[116] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK117 | value='-3.144142' | fill=00000000 | rows=[116] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL117 | value='34.63813' | fill=00000000 | rows=[116] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM117 | value='0.367627' | fill=00000000 | rows=[116] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN117 | value='14.2938' | fill=00000000 | rows=[116] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO117 | value='-18.64196' | fill=00000000 | rows=[116] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A118 | value='572.5' | fill=00000000 | rows=[117] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B118 | value='0.3047619' | fill=00000000 | rows=[117] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C118 | value='19.6284387' | fill=00000000 | rows=[117] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D118 | value='-12.74086' | fill=00000000 | rows=[117] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E118 | value='38.64676' | fill=00000000 | rows=[117] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F118 | value='29.22462' | fill=00000000 | rows=[117] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G118 | value='18.81703' | fill=00000000 | rows=[117] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H118 | value='17.4602' | fill=00000000 | rows=[117] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I118 | value='49.6866' | fill=00000000 | rows=[117] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J118 | value='4.533176' | fill=00000000 | rows=[117] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K118 | value='30.16971' | fill=00000000 | rows=[117] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L118 | value='17.4602' | fill=00000000 | rows=[117] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M118 | value='-3.630553' | fill=00000000 | rows=[117] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N118 | value='101.682' | fill=00000000 | rows=[117] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O118 | value='219.8073' | fill=00000000 | rows=[117] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P118 | value='-0.204817' | fill=00000000 | rows=[117] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q118 | value='38.64676' | fill=00000000 | rows=[117] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R118 | value='1.001909' | fill=00000000 | rows=[117] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S118 | value='2.438509' | fill=00000000 | rows=[117] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T118 | value='-26.20249' | fill=00000000 | rows=[117] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U118 | value='-0.169886' | fill=00000000 | rows=[117] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V118 | value='23.21542' | fill=00000000 | rows=[117] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W118 | value='14.96839' | fill=00000000 | rows=[117] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X118 | value='-69.93398' | fill=00000000 | rows=[117] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Z118 | value='50.29746' | fill=00000000 | rows=[117] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA118 | value='133.4506' | fill=00000000 | rows=[117] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB118 | value='3.110541' | fill=00000000 | rows=[117] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC118 | value='4.547368' | fill=00000000 | rows=[117] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD118 | value='11.83969' | fill=00000000 | rows=[117] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE118 | value='49.98868' | fill=00000000 | rows=[117] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF118 | value='-1.277163' | fill=00000000 | rows=[117] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG118 | value='-33.14335' | fill=00000000 | rows=[117] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH118 | value='14.94294' | fill=00000000 | rows=[117] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI118 | value='19.68085' | fill=00000000 | rows=[117] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ118 | value='-0.094745' | fill=00000000 | rows=[117] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK118 | value='-3.714721' | fill=00000000 | rows=[117] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL118 | value='35.24031' | fill=00000000 | rows=[117] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM118 | value='-0.288533' | fill=00000000 | rows=[117] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN118 | value='12.538' | fill=00000000 | rows=[117] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO118 | value='-21.68876' | fill=00000000 | rows=[117] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A119 | value='577.5' | fill=00000000 | rows=[118] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B119 | value='4.8968254' | fill=00000000 | rows=[118] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C119 | value='19.3232971' | fill=00000000 | rows=[118] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D119 | value='-10.45914' | fill=00000000 | rows=[118] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E119 | value='39.94383' | fill=00000000 | rows=[118] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F119 | value='26.46817' | fill=00000000 | rows=[118] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G119 | value='17.16194' | fill=00000000 | rows=[118] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H119 | value='18.94437' | fill=00000000 | rows=[118] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I119 | value='51.42822' | fill=00000000 | rows=[118] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J119 | value='3.168686' | fill=00000000 | rows=[118] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K119 | value='29.21214' | fill=00000000 | rows=[118] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L119 | value='18.94437' | fill=00000000 | rows=[118] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M119 | value='-4.232645' | fill=00000000 | rows=[118] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N119 | value='101.4352' | fill=00000000 | rows=[118] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O119 | value='218.6348' | fill=00000000 | rows=[118] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P119 | value='-0.563712' | fill=00000000 | rows=[118] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q119 | value='39.94383' | fill=00000000 | rows=[118] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R119 | value='4.087988' | fill=00000000 | rows=[118] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S119 | value='2.360345' | fill=00000000 | rows=[118] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T119 | value='-28.21218' | fill=00000000 | rows=[118] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U119 | value='2.388136' | fill=00000000 | rows=[118] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V119 | value='27.51312' | fill=00000000 | rows=[118] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell X119 | value='-71.0269' | fill=00000000 | rows=[118] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Z119 | value='46.23274' | fill=00000000 | rows=[118] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA119 | value='134.1086' | fill=00000000 | rows=[118] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB119 | value='3.046291' | fill=00000000 | rows=[118] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC119 | value='3.528611' | fill=00000000 | rows=[118] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD119 | value='10.37922' | fill=00000000 | rows=[118] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE119 | value='49.99119' | fill=00000000 | rows=[118] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF119 | value='-1.708249' | fill=00000000 | rows=[118] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG119 | value='-34.24645' | fill=00000000 | rows=[118] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH119 | value='16.12247' | fill=00000000 | rows=[118] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI119 | value='20.28517' | fill=00000000 | rows=[118] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ119 | value='-0.687259' | fill=00000000 | rows=[118] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK119 | value='-4.861006' | fill=00000000 | rows=[118] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL119 | value='34.04909' | fill=00000000 | rows=[118] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM119 | value='-0.919377' | fill=00000000 | rows=[118] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AO119 | value='-21.22163' | fill=00000000 | rows=[118] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A120 | value='582.5' | fill=00000000 | rows=[119] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B120 | value='-1.3015873' | fill=00000000 | rows=[119] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C120 | value='18.5757506' | fill=00000000 | rows=[119] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D120 | value='-12.26455' | fill=00000000 | rows=[119] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E120 | value='37.08857' | fill=00000000 | rows=[119] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F120 | value='29.47207' | fill=00000000 | rows=[119] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G120 | value='15.76514' | fill=00000000 | rows=[119] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H120 | value='19.86612' | fill=00000000 | rows=[119] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I120 | value='52.8172' | fill=00000000 | rows=[119] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J120 | value='0.034679' | fill=00000000 | rows=[119] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K120 | value='32.25154' | fill=00000000 | rows=[119] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L120 | value='19.86612' | fill=00000000 | rows=[119] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M120 | value='-4.665924' | fill=00000000 | rows=[119] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N120 | value='101.0966' | fill=00000000 | rows=[119] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O120 | value='217.5342' | fill=00000000 | rows=[119] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P120 | value='-1.131645' | fill=00000000 | rows=[119] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q120 | value='37.08857' | fill=00000000 | rows=[119] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R120 | value='3.781079' | fill=00000000 | rows=[119] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S120 | value='3.029157' | fill=00000000 | rows=[119] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T120 | value='-29.76582' | fill=00000000 | rows=[119] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U120 | value='4.357122' | fill=00000000 | rows=[119] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V120 | value='27.49221' | fill=00000000 | rows=[119] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell X120 | value='-68.66454' | fill=00000000 | rows=[119] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Z120 | value='45.16413' | fill=00000000 | rows=[119] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA120 | value='134.4285' | fill=00000000 | rows=[119] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB120 | value='2.328094' | fill=00000000 | rows=[119] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC120 | value='3.200682' | fill=00000000 | rows=[119] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD120 | value='10.71457' | fill=00000000 | rows=[119] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE120 | value='48.82876' | fill=00000000 | rows=[119] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF120 | value='-1.915821' | fill=00000000 | rows=[119] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG120 | value='-37.17755' | fill=00000000 | rows=[119] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH120 | value='10.63429' | fill=00000000 | rows=[119] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI120 | value='20.65034' | fill=00000000 | rows=[119] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ120 | value='-0.675229' | fill=00000000 | rows=[119] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK120 | value='-5.022465' | fill=00000000 | rows=[119] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL120 | value='32.98941' | fill=00000000 | rows=[119] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM120 | value='-1.627215' | fill=00000000 | rows=[119] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN120 | value='1.377636' | fill=00000000 | rows=[119] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO120 | value='-23.2189' | fill=00000000 | rows=[119] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A121 | value='587.5' | fill=00000000 | rows=[120] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B121 | value='-3.0079365' | fill=00000000 | rows=[120] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C121 | value='16.8068614' | fill=00000000 | rows=[120] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D121 | value='-13.84443' | fill=00000000 | rows=[120] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E121 | value='38.3998' | fill=00000000 | rows=[120] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F121 | value='24.64641' | fill=00000000 | rows=[120] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G121 | value='14.84408' | fill=00000000 | rows=[120] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H121 | value='18.9742' | fill=00000000 | rows=[120] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I121 | value='53.02703' | fill=00000000 | rows=[120] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J121 | value='-1.541779' | fill=00000000 | rows=[120] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K121 | value='30.92232' | fill=00000000 | rows=[120] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L121 | value='18.9742' | fill=00000000 | rows=[120] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M121 | value='-3.634401' | fill=00000000 | rows=[120] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N121 | value='100.7389' | fill=00000000 | rows=[120] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O121 | value='216.4176' | fill=00000000 | rows=[120] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P121 | value='-0.568469' | fill=00000000 | rows=[120] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q121 | value='38.3998' | fill=00000000 | rows=[120] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R121 | value='2.226648' | fill=00000000 | rows=[120] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S121 | value='3.345269' | fill=00000000 | rows=[120] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T121 | value='-31.93577' | fill=00000000 | rows=[120] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U121 | value='3.724781' | fill=00000000 | rows=[120] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V121 | value='26.14377' | fill=00000000 | rows=[120] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W121 | value='-5.348596' | fill=00000000 | rows=[120] | cols=[22] | col_header=False | row_header=False | metadata=False
