=== sport-table08.xlsx ===
Cell C1 | value='Home' | fill=FFFFFF00 | rows=[0] | cols=[2, 3, 4, 5, 6, 7, 8, 9] | col_header=True | row_header=False | metadata=False
Cell W11 | value='1' | fill=FF00B0F0 | rows=[10] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X11 | value='0' | fill=FF00B0F0 | rows=[10] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y11 | value='1' | fill=FF00B0F0 | rows=[10] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z11 | value='-' | fill=FF00B0F0 | rows=[10] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA11 | value='1' | fill=FF00B0F0 | rows=[10] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB11 | value='0' | fill=FF00B0F0 | rows=[10] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC11 | value='1' | fill=FF00B0F0 | rows=[10] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A12 | value='10' | fill=FF00B0F0 | rows=[11] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B12 | value='Estoril' | fill=FF00B050 | rows=[11] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C12 | value='0' | fill=00000000 | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D12 | value='0' | fill=00000000 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='0' | fill=00000000 | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='0' | fill=00000000 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='0' | fill=00000000 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='-' | fill=00000000 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='0' | fill=00000000 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='0' | fill=00000000 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L12 | value='0' | fill=00000000 | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='0' | fill=00000000 | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N12 | value='0' | fill=00000000 | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O12 | value='0' | fill=00000000 | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P12 | value='0' | fill=00000000 | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q12 | value='-' | fill=00000000 | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R12 | value='0' | fill=00000000 | rows=[11] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S12 | value='0' | fill=00000000 | rows=[11] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U12 | value='0' | fill=FF00B0F0 | rows=[11] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V12 | value='0' | fill=FF00B0F0 | rows=[11] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W12 | value='0' | fill=FF00B0F0 | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X12 | value='0' | fill=FF00B0F0 | rows=[11] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y12 | value='0' | fill=FF00B0F0 | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z12 | value='-' | fill=FF00B0F0 | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA12 | value='0' | fill=FF00B0F0 | rows=[11] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB12 | value='0' | fill=FF00B0F0 | rows=[11] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC12 | value='0' | fill=FF00B0F0 | rows=[11] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A13 | value='11' | fill=FF00B0F0 | rows=[12] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B13 | value='Arouca' | fill=FF00B050 | rows=[12] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C13 | value='0' | fill=00000000 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D13 | value='0' | fill=00000000 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='0' | fill=00000000 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='0' | fill=00000000 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='0' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='-' | fill=00000000 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='0' | fill=00000000 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='0' | fill=00000000 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L13 | value='0' | fill=00000000 | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='0' | fill=00000000 | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N13 | value='0' | fill=00000000 | rows=[12] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O13 | value='0' | fill=00000000 | rows=[12] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P13 | value='0' | fill=00000000 | rows=[12] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q13 | value='-' | fill=00000000 | rows=[12] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R13 | value='0' | fill=00000000 | rows=[12] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S13 | value='0' | fill=00000000 | rows=[12] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U13 | value='0' | fill=FF00B0F0 | rows=[12] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V13 | value='0' | fill=FF00B0F0 | rows=[12] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W13 | value='0' | fill=FF00B0F0 | rows=[12] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X13 | value='0' | fill=FF00B0F0 | rows=[12] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y13 | value='0' | fill=FF00B0F0 | rows=[12] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z13 | value='-' | fill=FF00B0F0 | rows=[12] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA13 | value='0' | fill=FF00B0F0 | rows=[12] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB13 | value='0' | fill=FF00B0F0 | rows=[12] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC13 | value='0' | fill=FF00B0F0 | rows=[12] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A14 | value='12' | fill=FF00B0F0 | rows=[13] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B14 | value='Nacional' | fill=FF00B050 | rows=[13] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C14 | value='1' | fill=00000000 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D14 | value='0' | fill=00000000 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='0' | fill=00000000 | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='1' | fill=00000000 | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='0' | fill=00000000 | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='-' | fill=00000000 | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='1' | fill=00000000 | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='-1' | fill=00000000 | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L14 | value='0' | fill=00000000 | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='0' | fill=00000000 | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='0' | fill=00000000 | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='0' | fill=00000000 | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='0' | fill=00000000 | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='-' | fill=00000000 | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='0' | fill=00000000 | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S14 | value='0' | fill=00000000 | rows=[13] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U14 | value='1' | fill=FF00B0F0 | rows=[13] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V14 | value='0' | fill=FF00B0F0 | rows=[13] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W14 | value='0' | fill=FF00B0F0 | rows=[13] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X14 | value='1' | fill=FF00B0F0 | rows=[13] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y14 | value='0' | fill=FF00B0F0 | rows=[13] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z14 | value='-' | fill=FF00B0F0 | rows=[13] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA14 | value='1' | fill=FF00B0F0 | rows=[13] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB14 | value='-1' | fill=FF00B0F0 | rows=[13] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC14 | value='0' | fill=FF00B0F0 | rows=[13] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A15 | value='13' | fill=FF00B0F0 | rows=[14] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B15 | value='Gil Vicente' | fill=FF00B050 | rows=[14] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C15 | value='1' | fill=00000000 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='0' | fill=00000000 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='0' | fill=00000000 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F15 | value='1' | fill=00000000 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G15 | value='1' | fill=00000000 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='-' | fill=00000000 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='3' | fill=00000000 | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J15 | value='-2' | fill=00000000 | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L15 | value='0' | fill=00000000 | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M15 | value='0' | fill=00000000 | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N15 | value='0' | fill=00000000 | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O15 | value='0' | fill=00000000 | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P15 | value='0' | fill=00000000 | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q15 | value='-' | fill=00000000 | rows=[14] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R15 | value='0' | fill=00000000 | rows=[14] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S15 | value='0' | fill=00000000 | rows=[14] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U15 | value='1' | fill=FF00B0F0 | rows=[14] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V15 | value='0' | fill=FF00B0F0 | rows=[14] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W15 | value='0' | fill=FF00B0F0 | rows=[14] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X15 | value='1' | fill=FF00B0F0 | rows=[14] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y15 | value='1' | fill=FF00B0F0 | rows=[14] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z15 | value='-' | fill=FF00B0F0 | rows=[14] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA15 | value='3' | fill=FF00B0F0 | rows=[14] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB15 | value='-2' | fill=FF00B0F0 | rows=[14] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC15 | value='0' | fill=FF00B0F0 | rows=[14] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A16 | value='14' | fill=FF00B0F0 | rows=[15] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B16 | value='Penafiel' | fill=FF00B050 | rows=[15] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C16 | value='1' | fill=00000000 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='0' | fill=00000000 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E16 | value='0' | fill=00000000 | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='1' | fill=00000000 | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='1' | fill=00000000 | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='-' | fill=00000000 | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='3' | fill=00000000 | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='-2' | fill=00000000 | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L16 | value='0' | fill=00000000 | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='0' | fill=00000000 | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='0' | fill=00000000 | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='0' | fill=00000000 | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P16 | value='0' | fill=00000000 | rows=[15] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q16 | value='-' | fill=00000000 | rows=[15] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R16 | value='0' | fill=00000000 | rows=[15] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S16 | value='0' | fill=00000000 | rows=[15] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U16 | value='1' | fill=FF00B0F0 | rows=[15] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V16 | value='0' | fill=FF00B0F0 | rows=[15] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W16 | value='0' | fill=FF00B0F0 | rows=[15] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X16 | value='1' | fill=FF00B0F0 | rows=[15] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y16 | value='1' | fill=FF00B0F0 | rows=[15] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z16 | value='-' | fill=FF00B0F0 | rows=[15] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA16 | value='3' | fill=FF00B0F0 | rows=[15] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB16 | value='-2' | fill=FF00B0F0 | rows=[15] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC16 | value='0' | fill=FF00B0F0 | rows=[15] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A17 | value='15' | fill=FF00B0F0 | rows=[16] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B17 | value='Marítimo' | fill=FF00B050 | rows=[16] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C17 | value='0' | fill=00000000 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='0' | fill=00000000 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='0' | fill=00000000 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='0' | fill=00000000 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='0' | fill=00000000 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='-' | fill=00000000 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='0' | fill=00000000 | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J17 | value='0' | fill=00000000 | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L17 | value='1' | fill=00000000 | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M17 | value='0' | fill=00000000 | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N17 | value='0' | fill=00000000 | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O17 | value='1' | fill=00000000 | rows=[16] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P17 | value='0' | fill=00000000 | rows=[16] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q17 | value='-' | fill=00000000 | rows=[16] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R17 | value='2' | fill=00000000 | rows=[16] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S17 | value='-2' | fill=00000000 | rows=[16] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U17 | value='1' | fill=FF00B0F0 | rows=[16] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V17 | value='0' | fill=FF00B0F0 | rows=[16] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W17 | value='0' | fill=FF00B0F0 | rows=[16] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X17 | value='1' | fill=FF00B0F0 | rows=[16] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y17 | value='0' | fill=FF00B0F0 | rows=[16] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z17 | value='-' | fill=FF00B0F0 | rows=[16] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA17 | value='2' | fill=FF00B0F0 | rows=[16] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB17 | value='-2' | fill=FF00B0F0 | rows=[16] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC17 | value='0' | fill=FF00B0F0 | rows=[16] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A18 | value='16' | fill=FF00B0F0 | rows=[17] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B18 | value='V. Setúbal' | fill=FF00B050 | rows=[17] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C18 | value='0' | fill=00000000 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D18 | value='0' | fill=00000000 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E18 | value='0' | fill=00000000 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F18 | value='0' | fill=00000000 | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G18 | value='0' | fill=00000000 | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='-' | fill=00000000 | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I18 | value='0' | fill=00000000 | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J18 | value='0' | fill=00000000 | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L18 | value='1' | fill=00000000 | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M18 | value='0' | fill=00000000 | rows=[17] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N18 | value='0' | fill=00000000 | rows=[17] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O18 | value='1' | fill=00000000 | rows=[17] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P18 | value='0' | fill=00000000 | rows=[17] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q18 | value='-' | fill=00000000 | rows=[17] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R18 | value='2' | fill=00000000 | rows=[17] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S18 | value='-2' | fill=00000000 | rows=[17] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U18 | value='1' | fill=FF00B0F0 | rows=[17] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V18 | value='0' | fill=FF00B0F0 | rows=[17] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W18 | value='0' | fill=FF00B0F0 | rows=[17] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X18 | value='1' | fill=FF00B0F0 | rows=[17] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y18 | value='0' | fill=FF00B0F0 | rows=[17] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z18 | value='-' | fill=FF00B0F0 | rows=[17] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA18 | value='2' | fill=FF00B0F0 | rows=[17] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB18 | value='-2' | fill=FF00B0F0 | rows=[17] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC18 | value='0' | fill=FF00B0F0 | rows=[17] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A19 | value='17' | fill=FF00B0F0 | rows=[18] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B19 | value='P. Ferreira' | fill=FF00B050 | rows=[18] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C19 | value='0' | fill=00000000 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='0' | fill=00000000 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='0' | fill=00000000 | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F19 | value='0' | fill=00000000 | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G19 | value='0' | fill=00000000 | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='-' | fill=00000000 | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='0' | fill=00000000 | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J19 | value='0' | fill=00000000 | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L19 | value='1' | fill=00000000 | rows=[18] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M19 | value='0' | fill=00000000 | rows=[18] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N19 | value='0' | fill=00000000 | rows=[18] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O19 | value='1' | fill=00000000 | rows=[18] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P19 | value='0' | fill=00000000 | rows=[18] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q19 | value='-' | fill=00000000 | rows=[18] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R19 | value='2' | fill=00000000 | rows=[18] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S19 | value='-2' | fill=00000000 | rows=[18] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U19 | value='1' | fill=FF00B0F0 | rows=[18] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V19 | value='0' | fill=FF00B0F0 | rows=[18] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W19 | value='0' | fill=FF00B0F0 | rows=[18] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X19 | value='1' | fill=FF00B0F0 | rows=[18] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y19 | value='0' | fill=FF00B0F0 | rows=[18] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z19 | value='-' | fill=FF00B0F0 | rows=[18] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA19 | value='2' | fill=FF00B0F0 | rows=[18] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB19 | value='-2' | fill=FF00B0F0 | rows=[18] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC19 | value='0' | fill=FF00B0F0 | rows=[18] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A20 | value='18' | fill=FF00B0F0 | rows=[19] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B20 | value='Boavista' | fill=FF00B050 | rows=[19] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C20 | value='0' | fill=00000000 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='0' | fill=00000000 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='0' | fill=00000000 | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F20 | value='0' | fill=00000000 | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G20 | value='0' | fill=00000000 | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H20 | value='-' | fill=00000000 | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I20 | value='0' | fill=00000000 | rows=[19] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J20 | value='0' | fill=00000000 | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L20 | value='1' | fill=00000000 | rows=[19] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M20 | value='0' | fill=00000000 | rows=[19] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N20 | value='0' | fill=00000000 | rows=[19] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O20 | value='1' | fill=00000000 | rows=[19] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P20 | value='0' | fill=00000000 | rows=[19] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q20 | value='-' | fill=00000000 | rows=[19] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R20 | value='3' | fill=00000000 | rows=[19] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S20 | value='-3' | fill=00000000 | rows=[19] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U20 | value='1' | fill=FF00B0F0 | rows=[19] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V20 | value='0' | fill=FF00B0F0 | rows=[19] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W20 | value='0' | fill=FF00B0F0 | rows=[19] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X20 | value='1' | fill=FF00B0F0 | rows=[19] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y20 | value='0' | fill=FF00B0F0 | rows=[19] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z20 | value='-' | fill=FF00B0F0 | rows=[19] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA20 | value='3' | fill=FF00B0F0 | rows=[19] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB20 | value='-3' | fill=FF00B0F0 | rows=[19] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC20 | value='0' | fill=FF00B0F0 | rows=[19] | cols=[28] | col_header=False | row_header=False | metadata=True

