=== education-table19.xlsx ===
Cell A1 | value='Grade' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell M21 | value='128' | fill=FF00B0F0 | rows=[20] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N21 | value='17.9775280898876' | fill=FF00B0F0 | rows=[20] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O21 | value='4' | fill=FF00B0F0 | rows=[20] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P21 | value='0.561797752808989' | fill=FF00B0F0 | rows=[20] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q21 | value='19' | fill=FF00B0F0 | rows=[20] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R21 | value='2.6685393258427' | fill=FF00B0F0 | rows=[20] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S21 | value='112' | fill=FF00B0F0 | rows=[20] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T21 | value='15.7303370786517' | fill=FF00B0F0 | rows=[20] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U21 | value='15' | fill=FF00B0F0 | rows=[20] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V21 | value='2.10674157303371' | fill=FF00B0F0 | rows=[20] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W21 | value='235' | fill=FF00B0F0 | rows=[20] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X21 | value='33.0056179775281' | fill=FF00B0F0 | rows=[20] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y21 | value='6001' | fill=FF00B0F0 | rows=[20] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z21 | value='99.9666722212964' | fill=FF00B0F0 | rows=[20] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell A22 | value='6' | fill=FF00B050 | rows=[21, 22, 23] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B22 | value='Male' | fill=FF00B050 | rows=[21] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C22 | value='513' | fill=FF00B0F0 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D22 | value='70.0819672131148' | fill=FF00B0F0 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E22 | value='4' | fill=None | rows=[21] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F22 | value='0.546448087431694' | fill=None | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G22 | value='28' | fill=None | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H22 | value='3.82513661202186' | fill=None | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I22 | value='291' | fill=None | rows=[21] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J22 | value='39.7540983606557' | fill=None | rows=[21] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K22 | value='108' | fill=None | rows=[21] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L22 | value='14.7540983606557' | fill=None | rows=[21] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M22 | value='67' | fill=None | rows=[21] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N22 | value='9.15300546448087' | fill=None | rows=[21] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O22 | value='1-3' | fill=None | rows=[21] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P22 | value='0.273224043715847' | fill=None | rows=[21] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q22 | value='13' | fill=None | rows=[21] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R22 | value='1.77595628415301' | fill=None | rows=[21] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S22 | value='104' | fill=None | rows=[21] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T22 | value='14.207650273224' | fill=None | rows=[21] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U22 | value='5' | fill=None | rows=[21] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V22 | value='0.683060109289617' | fill=None | rows=[21] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W22 | value='181' | fill=None | rows=[21] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X22 | value='24.7267759562842' | fill=None | rows=[21] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y22 | value='4536' | fill=None | rows=[21] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z22 | value='99.9338624338624' | fill=None | rows=[21] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B23 | value='Female' | fill=FF00B050 | rows=[22] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C23 | value='219' | fill=FF00B0F0 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D23 | value='29.9180327868852' | fill=FF00B0F0 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E23 | value='1-3' | fill=00000000 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='0.273224043715847' | fill=00000000 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='9' | fill=00000000 | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='1.22950819672131' | fill=00000000 | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='120' | fill=00000000 | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J23 | value='16.3934426229508' | fill=00000000 | rows=[22] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K23 | value='47' | fill=00000000 | rows=[22] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L23 | value='6.4207650273224' | fill=00000000 | rows=[22] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M23 | value='30' | fill=00000000 | rows=[22] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N23 | value='4.0983606557377' | fill=00000000 | rows=[22] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O23 | value='1-3' | fill=00000000 | rows=[22] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P23 | value='0.273224043715847' | fill=00000000 | rows=[22] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q23 | value='9' | fill=00000000 | rows=[22] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R23 | value='1.22950819672131' | fill=00000000 | rows=[22] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S23 | value='36' | fill=00000000 | rows=[22] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T23 | value='4.91803278688525' | fill=00000000 | rows=[22] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U23 | value='1-3' | fill=00000000 | rows=[22] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V23 | value='0.273224043715847' | fill=00000000 | rows=[22] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W23 | value='76' | fill=00000000 | rows=[22] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X23 | value='10.3825136612022' | fill=00000000 | rows=[22] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y23 | value='4536' | fill=00000000 | rows=[22] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z23 | value='99.9338624338624' | fill=00000000 | rows=[22] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B24 | value='Total' | fill=FF00B0F0 | rows=[23] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C24 | value='732' | fill=FF00B0F0 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D24 | value='100' | fill=FF00B0F0 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E24 | value='6' | fill=FF00B0F0 | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F24 | value='0.819672131147541' | fill=FF00B0F0 | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G24 | value='37' | fill=FF00B0F0 | rows=[23] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H24 | value='5.05464480874317' | fill=FF00B0F0 | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I24 | value='411' | fill=FF00B0F0 | rows=[23] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J24 | value='56.1475409836066' | fill=FF00B0F0 | rows=[23] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K24 | value='155' | fill=FF00B0F0 | rows=[23] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L24 | value='21.1748633879781' | fill=FF00B0F0 | rows=[23] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M24 | value='97' | fill=FF00B0F0 | rows=[23] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N24 | value='13.2513661202186' | fill=FF00B0F0 | rows=[23] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O24 | value='4' | fill=FF00B0F0 | rows=[23] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P24 | value='0.546448087431694' | fill=FF00B0F0 | rows=[23] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q24 | value='22' | fill=FF00B0F0 | rows=[23] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R24 | value='3.00546448087432' | fill=FF00B0F0 | rows=[23] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S24 | value='140' | fill=FF00B0F0 | rows=[23] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T24 | value='19.1256830601093' | fill=FF00B0F0 | rows=[23] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U24 | value='7' | fill=FF00B0F0 | rows=[23] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V24 | value='0.956284153005464' | fill=FF00B0F0 | rows=[23] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W24 | value='257' | fill=FF00B0F0 | rows=[23] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X24 | value='35.1092896174863' | fill=FF00B0F0 | rows=[23] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y24 | value='4536' | fill=FF00B0F0 | rows=[23] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z24 | value='99.9338624338624' | fill=FF00B0F0 | rows=[23] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell A25 | value='7' | fill=FF00B050 | rows=[24, 25, 26] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B25 | value='Male' | fill=FF00B050 | rows=[24] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C25 | value='667' | fill=FF00B0F0 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D25 | value='61.645101663586' | fill=FF00B0F0 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E25 | value='5' | fill=00000000 | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F25 | value='0.462107208872458' | fill=00000000 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G25 | value='17' | fill=00000000 | rows=[24] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H25 | value='1.57116451016636' | fill=00000000 | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I25 | value='446' | fill=00000000 | rows=[24] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J25 | value='41.2199630314233' | fill=00000000 | rows=[24] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K25 | value='118' | fill=00000000 | rows=[24] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L25 | value='10.90573012939' | fill=00000000 | rows=[24] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M25 | value='65' | fill=00000000 | rows=[24] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N25 | value='6.00739371534196' | fill=00000000 | rows=[24] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O25 | value='4' | fill=00000000 | rows=[24] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P25 | value='0.369685767097967' | fill=00000000 | rows=[24] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q25 | value='12' | fill=00000000 | rows=[24] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R25 | value='1.1090573012939' | fill=00000000 | rows=[24] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S25 | value='81' | fill=00000000 | rows=[24] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T25 | value='7.48613678373383' | fill=00000000 | rows=[24] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U25 | value='10' | fill=00000000 | rows=[24] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V25 | value='0.924214417744917' | fill=00000000 | rows=[24] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W25 | value='217' | fill=00000000 | rows=[24] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X25 | value='20.0554528650647' | fill=00000000 | rows=[24] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y25 | value='2991' | fill=00000000 | rows=[24] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z25 | value='99.966566365764' | fill=00000000 | rows=[24] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B26 | value='Female' | fill=FF00B050 | rows=[25] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C26 | value='415' | fill=FF00B0F0 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D26 | value='38.354898336414' | fill=FF00B0F0 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E26 | value='1-3' | fill=None | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='0.184842883548983' | fill=None | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='14' | fill=None | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='1.29390018484288' | fill=None | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='257' | fill=None | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J26 | value='23.7523105360444' | fill=None | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K26 | value='91' | fill=None | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L26 | value='8.41035120147874' | fill=None | rows=[25] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M26 | value='45' | fill=None | rows=[25] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N26 | value='4.15896487985213' | fill=None | rows=[25] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O26 | value='4' | fill=None | rows=[25] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P26 | value='0.369685767097967' | fill=None | rows=[25] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q26 | value='1-3' | fill=None | rows=[25] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R26 | value='0.184842883548983' | fill=None | rows=[25] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S26 | value='38' | fill=None | rows=[25] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T26 | value='3.51201478743068' | fill=None | rows=[25] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U26 | value='1-3' | fill=None | rows=[25] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V26 | value='0.184842883548983' | fill=None | rows=[25] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W26 | value='112' | fill=None | rows=[25] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X26 | value='10.3512014787431' | fill=None | rows=[25] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y26 | value='2991' | fill=None | rows=[25] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z26 | value='99.966566365764' | fill=None | rows=[25] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B27 | value='Total' | fill=FF00B0F0 | rows=[26] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C27 | value='1082' | fill=FF00B0F0 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D27 | value='100' | fill=FF00B0F0 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E27 | value='7' | fill=FF00B0F0 | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F27 | value='0.646950092421442' | fill=FF00B0F0 | rows=[26] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G27 | value='31' | fill=FF00B0F0 | rows=[26] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H27 | value='2.86506469500924' | fill=FF00B0F0 | rows=[26] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I27 | value='703' | fill=FF00B0F0 | rows=[26] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J27 | value='64.9722735674677' | fill=FF00B0F0 | rows=[26] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K27 | value='209' | fill=FF00B0F0 | rows=[26] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L27 | value='19.3160813308688' | fill=FF00B0F0 | rows=[26] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M27 | value='110' | fill=FF00B0F0 | rows=[26] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N27 | value='10.1663585951941' | fill=FF00B0F0 | rows=[26] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O27 | value='8' | fill=FF00B0F0 | rows=[26] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P27 | value='0.739371534195933' | fill=FF00B0F0 | rows=[26] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q27 | value='14' | fill=FF00B0F0 | rows=[26] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R27 | value='1.29390018484288' | fill=FF00B0F0 | rows=[26] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S27 | value='119' | fill=FF00B0F0 | rows=[26] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T27 | value='10.9981515711645' | fill=FF00B0F0 | rows=[26] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U27 | value='12' | fill=FF00B0F0 | rows=[26] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V27 | value='1.1090573012939' | fill=FF00B0F0 | rows=[26] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W27 | value='329' | fill=FF00B0F0 | rows=[26] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X27 | value='30.4066543438078' | fill=FF00B0F0 | rows=[26] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y27 | value='2991' | fill=FF00B0F0 | rows=[26] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z27 | value='99.966566365764' | fill=FF00B0F0 | rows=[26] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell A28 | value='8' | fill=FF00B050 | rows=[27, 28, 29] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B28 | value='Male' | fill=FF00B050 | rows=[27] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C28 | value='487' | fill=FF00B0F0 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D28 | value='64.332892998679' | fill=FF00B0F0 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E28 | value='9' | fill=None | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F28 | value='1.1889035667107' | fill=None | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G28 | value='24' | fill=None | rows=[27] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H28 | value='3.17040951122853' | fill=None | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I28 | value='268' | fill=None | rows=[27] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J28 | value='35.4029062087186' | fill=None | rows=[27] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K28 | value='60' | fill=None | rows=[27] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L28 | value='7.92602377807133' | fill=None | rows=[27] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M28 | value='112' | fill=None | rows=[27] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N28 | value='14.7952443857332' | fill=None | rows=[27] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O28 | value='5' | fill=None | rows=[27] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P28 | value='0.660501981505945' | fill=None | rows=[27] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q28 | value='9' | fill=None | rows=[27] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R28 | value='1.1889035667107' | fill=None | rows=[27] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S28 | value='81' | fill=None | rows=[27] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T28 | value='10.7001321003963' | fill=None | rows=[27] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U28 | value='9' | fill=None | rows=[27] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V28 | value='1.1889035667107' | fill=None | rows=[27] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W28 | value='115' | fill=None | rows=[27] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X28 | value='15.1915455746367' | fill=None | rows=[27] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y28 | value='2966' | fill=None | rows=[27] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z28 | value='99.9662845583277' | fill=None | rows=[27] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B29 | value='Female' | fill=FF00B050 | rows=[28] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C29 | value='270' | fill=FF00B0F0 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D29 | value='35.667107001321' | fill=FF00B0F0 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E29 | value='5' | fill=00000000 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='0.660501981505945' | fill=00000000 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='18' | fill=00000000 | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='2.3778071334214' | fill=00000000 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='132' | fill=00000000 | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='17.4372523117569' | fill=00000000 | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K29 | value='34' | fill=00000000 | rows=[28] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L29 | value='4.49141347424042' | fill=00000000 | rows=[28] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M29 | value='70' | fill=00000000 | rows=[28] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N29 | value='9.24702774108322' | fill=00000000 | rows=[28] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O29 | value='4' | fill=00000000 | rows=[28] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P29 | value='0.528401585204756' | fill=00000000 | rows=[28] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q29 | value='7' | fill=00000000 | rows=[28] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R29 | value='0.924702774108322' | fill=00000000 | rows=[28] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S29 | value='36' | fill=00000000 | rows=[28] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T29 | value='4.7556142668428' | fill=00000000 | rows=[28] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U29 | value='1-3' | fill=00000000 | rows=[28] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V29 | value='0.264200792602378' | fill=00000000 | rows=[28] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W29 | value='47' | fill=00000000 | rows=[28] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X29 | value='6.20871862615588' | fill=00000000 | rows=[28] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y29 | value='2966' | fill=00000000 | rows=[28] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z29 | value='99.9662845583277' | fill=00000000 | rows=[28] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B30 | value='Total' | fill=FF00B0F0 | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C30 | value='757' | fill=FF00B0F0 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D30 | value='100' | fill=FF00B0F0 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E30 | value='14' | fill=FF00B0F0 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F30 | value='1.84940554821664' | fill=FF00B0F0 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G30 | value='42' | fill=FF00B0F0 | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H30 | value='5.54821664464993' | fill=FF00B0F0 | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I30 | value='400' | fill=FF00B0F0 | rows=[29] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J30 | value='52.8401585204756' | fill=FF00B0F0 | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K30 | value='94' | fill=FF00B0F0 | rows=[29] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L30 | value='12.4174372523118' | fill=FF00B0F0 | rows=[29] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M30 | value='182' | fill=FF00B0F0 | rows=[29] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N30 | value='24.0422721268164' | fill=FF00B0F0 | rows=[29] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O30 | value='9' | fill=FF00B0F0 | rows=[29] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P30 | value='1.1889035667107' | fill=FF00B0F0 | rows=[29] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q30 | value='16' | fill=FF00B0F0 | rows=[29] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R30 | value='2.11360634081902' | fill=FF00B0F0 | rows=[29] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S30 | value='117' | fill=FF00B0F0 | rows=[29] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T30 | value='15.4557463672391' | fill=FF00B0F0 | rows=[29] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U30 | value='11' | fill=FF00B0F0 | rows=[29] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V30 | value='1.45310435931308' | fill=FF00B0F0 | rows=[29] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W30 | value='162' | fill=FF00B0F0 | rows=[29] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X30 | value='21.4002642007926' | fill=FF00B0F0 | rows=[29] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y30 | value='2966' | fill=FF00B0F0 | rows=[29] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z30 | value='99.9662845583277' | fill=FF00B0F0 | rows=[29] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell A31 | value='9' | fill=FF00B050 | rows=[30, 31, 32] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B31 | value='Male' | fill=FF00B050 | rows=[30] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C31 | value='12313' | fill=FF00B0F0 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D31 | value='59.3712329427648' | fill=FF00B0F0 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E31 | value='92' | fill=00000000 | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='0.443608660012537' | fill=00000000 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
