=== economy-table98.xlsx ===
Cell A1 | value='DA1 Channel through which the consumer purchased products that they experienced detriment with 

Base: All detriment incidents in the UK in the 12 months to April 2021' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell AY10 | value='0.05' | fill=FFFFFFFF | rows=[9] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ10 | value='0.09' | fill=FFFFFFFF | rows=[9] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA10 | value='0.03' | fill=FFFFFFFF | rows=[9] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB10 | value='0.09' | fill=FFFFFFFF | rows=[9] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC10 | value='0.21' | fill=FFFFFFFF | rows=[9] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD10 | value='0.25' | fill=FFFFFFFF | rows=[9] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE10 | value='0.04' | fill=FFFFFFFF | rows=[9] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell B11 | value='A1 B1 C1 D1 E1 F1 J1 O1 P1 T1 V1 X1 Z1 A2 B2 C2 D2 L2 M2 P2 S2 C3' | fill=FF00B0F0 | rows=[10] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C11 | value='B1' | fill=FFFFFFFF | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D11 | value='A1' | fill=FFFFFFFF | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='F1 G1 H1 I1 K1 L1 M1' | fill=FFFFFFFF | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F11 | value='F1 G1 H1 I1 K1 L1 M1' | fill=FFFFFFFF | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='F1 G1 I1 K1 L1' | fill=FFFFFFFF | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='C1 D1 E1 G1 H1 I1 J1 K1 L1 M1' | fill=FFFFFFFF | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='C1 D1 E1 F1 J1' | fill=FFFFFFFF | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='C1 D1 F1 J1' | fill=FFFFFFFF | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K11 | value='C1 D1 E1 F1 J1' | fill=FFFFFFFF | rows=[10] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L11 | value='F1 G1 H1 I1 K1 L1 M1' | fill=FFFFFFFF | rows=[10] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M11 | value='C1 D1 E1 F1 J1' | fill=FFFFFFFF | rows=[10] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N11 | value='C1 D1 E1 F1 J1' | fill=FFFFFFFF | rows=[10] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O11 | value='C1 D1 F1 J1' | fill=FFFFFFFF | rows=[10] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P11 | value='Z1 A2 B2 C2 D2 I2 L2 M2 S2 B3' | fill=FFFFFFFF | rows=[10] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q11 | value='U1 W1 Z1 A2 B2 C2 D2 E2 F2 H2 I2 J2 K2 L2 M2 S2 T2 U2 A3 B3' | fill=FFFFFFFF | rows=[10] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R11 | value='W1 Z1 A2 B2 C2 D2 E2 F2 H2 I2 J2 K2 L2 M2 S2 T2 U2 A3 B3' | fill=FFFFFFFF | rows=[10] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S11 | value='Z1 A2 B2 C2 D2 I2 M2' | fill=FFFFFFFF | rows=[10] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T11 | value='W1 Z1 A2 B2 C2 D2 I2 L2 M2 S2 U2 B3' | fill=FFFFFFFF | rows=[10] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U11 | value='W1 Z1 A2 B2 C2 D2 E2 F2 H2 I2 J2 K2 L2 M2 S2 T2 U2 A3 B3' | fill=FFFFFFFF | rows=[10] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V11 | value='W1 Z1 A2 B2 C2 D2 E2 F2 H2 I2 J2 K2 L2 M2 S2 T2 A3 B3' | fill=FFFFFFFF | rows=[10] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W11 | value='O1 Z1 A2 B2 C2 D2 I2 L2 M2 S2 B3' | fill=FFFFFFFF | rows=[10] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X11 | value='W1 Z1 A2 B2 C2 D2 E2 F2 I2 L2 M2 S2 T2 U2 A3 B3' | fill=FFFFFFFF | rows=[10] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y11 | value='O1 P1 R1 S1 T1 V1 X1 Y1 P2 C3' | fill=FFFFFFFF | rows=[10] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z11 | value='W1 Z1 A2 B2 C2 D2 E2 F2 H2 I2 K2 L2 M2 S2 T2 U2 A3 B3' | fill=FFFFFFFF | rows=[10] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA11 | value='W1 Z1 A2 B2 C2 D2 I2 L2 M2 S2 A3 B3' | fill=FFFFFFFF | rows=[10] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB11 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 X1 Y1 G2 H2 J2 K2 P2 Q2 R2 T2 V2 W2 X2 Z2 C3 D3' | fill=FFFFFFFF | rows=[10] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC11 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 X1 Y1 E2 G2 H2 J2 K2 L2 P2 Q2 R2 T2 V2 W2 X2 Y2 Z2 A3 B3 C3 D3' | fill=FFFFFFFF | rows=[10] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD11 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 X1 Y1 E2 F2 G2 H2 J2 K2 L2 P2 Q2 R2 T2 V2 W2 X2 Y2 Z2 A3 B3 C3 D3' | fill=FFFFFFFF | rows=[10] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE11 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 X1 Y1 G2 H2 J2 K2 P2 Q2 R2 T2 V2 W2 X2 Z2 C3 D3' | fill=FFFFFFFF | rows=[10] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF11 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 X1 Y1 G2 H2 J2 P2 Q2 R2 T2 V2 X2 Z2 C3 D3' | fill=FFFFFFFF | rows=[10] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG11 | value='O1 P1 S1 T1 V1 X1 A2 B2 M2 P2 C3' | fill=FFFFFFFF | rows=[10] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH11 | value='O1 P1 S1 T1 V1 X1 B2 P2' | fill=FFFFFFFF | rows=[10] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI11 | value='Z1 A2 B2 C2 D2 L2 M2' | fill=FFFFFFFF | rows=[10] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ11 | value='O1 P1 S1 T1 X1 Z1 A2 B2 C2 D2 L2 M2' | fill=FFFFFFFF | rows=[10] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL11 | value='O1 P1 S1 T1 Z1 A2 B2 C2 D2 L2 M2 S2 B3' | fill=FFFFFFFF | rows=[10] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM11 | value='O1 P1 S1 T1 X1 Z1 A2 B2 C2 M2' | fill=FFFFFFFF | rows=[10] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN11 | value='N1 O1 P1 R1 S1 T1 U1 V1 X1 Y1 A2 B2 G2 H2 J2 P2 Q2 R2 V2 Z2 C3 D3' | fill=FFFFFFFF | rows=[10] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO11 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 X1 Y1 E2 G2 H2 J2 K2 P2 Q2 R2 T2 V2 W2 X2 Y2 Z2 C3 D3' | fill=FFFFFFFF | rows=[10] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR11 | value='W1 Z1 A2 B2 C2 D2 E2 F2 I2 L2 M2 S2 T2 U2 A3 B3' | fill=FFFFFFFF | rows=[10] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS11 | value='Z1 A2 B2 C2 D2 I2 L2 M2 S2 A3 B3' | fill=FFFFFFFF | rows=[10] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT11 | value='Z1 A2 B2 C2 D2 I2 L2 M2 S2' | fill=FFFFFFFF | rows=[10] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU11 | value='N1 O1 P1 R1 S1 T1 U1 V1 X1 Y1 J2 P2 Q2 R2 V2 Z2 C3 D3' | fill=FFFFFFFF | rows=[10] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV11 | value='O1 P1 S1 T1 V1 X1 Z1 A2 B2 C2 D2 M2 P2' | fill=FFFFFFFF | rows=[10] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX11 | value='Z1 A2 B2 C2 D2 I2 L2 M2 S2 B3' | fill=FFFFFFFF | rows=[10] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY11 | value='Z1 A2 B2 C2 M2' | fill=FFFFFFFF | rows=[10] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ11 | value='Z1 A2 B2 C2 D2 M2' | fill=FFFFFFFF | rows=[10] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA11 | value='A2 B2 M2' | fill=FFFFFFFF | rows=[10] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB11 | value='Z1 A2 B2 C2 D2 I2 L2 M2 S2' | fill=FFFFFFFF | rows=[10] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC11 | value='O1 P1 S1 T1 V1 X1 Y1 A2 B2 P2 Q2 C3' | fill=FFFFFFFF | rows=[10] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD11 | value='N1 O1 P1 R1 S1 T1 U1 V1 X1 Y1 A2 B2 J2 P2 Q2 V2 C3 D3' | fill=FFFFFFFF | rows=[10] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE11 | value='W1 Z1 A2 B2 C2 D2 E2 I2 L2 M2 S2 A3 B3' | fill=FFFFFFFF | rows=[10] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF11 | value='Z1 A2 B2 C2 D2 I2 L2 M2 S2 B3' | fill=FFFFFFFF | rows=[10] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell A12 | value='Online, from a third-party marketplace website or app' | fill=FF00B050 | rows=[11, 12] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B12 | value='0.09' | fill=FF00B0F0 | rows=[11] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C12 | value='0.12' | fill=FFFFFFFF | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D12 | value='0.06' | fill=FFFFFFFF | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='0.1' | fill=FFFFFFFF | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='0.15' | fill=FFFFFFFF | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='0.03' | fill=FFFFFFFF | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='0.02' | fill=FFFFFFFF | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='0.06' | fill=FFFFFFFF | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='0.06' | fill=FFFFFFFF | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K12 | value='0.08' | fill=FFFFFFFF | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L12 | value='0.08' | fill=FFFFFFFF | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='0.03' | fill=FFFFFFFF | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N12 | value='0.19' | fill=FFFFFFFF | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O12 | value='0.01' | fill=FFFFFFFF | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P12 | value='0.11' | fill=FFFFFFFF | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q12 | value='0.13' | fill=FFFFFFFF | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R12 | value='0.12' | fill=FFFFFFFF | rows=[11] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S12 | value='0.11' | fill=FFFFFFFF | rows=[11] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T12 | value='0.03' | fill=FFFFFFFF | rows=[11] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U12 | value='0' | fill=FFFFFFFF | rows=[11] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V12 | value='0.12' | fill=FFFFFFFF | rows=[11] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W12 | value='0.19' | fill=FFFFFFFF | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X12 | value='0.21' | fill=FFFFFFFF | rows=[11] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y12 | value='0.01' | fill=FFFFFFFF | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z12 | value='0.05' | fill=FFFFFFFF | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA12 | value='0.05' | fill=FFFFFFFF | rows=[11] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB12 | value='0.05' | fill=FFFFFFFF | rows=[11] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC12 | value='0.02' | fill=FFFFFFFF | rows=[11] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD12 | value='0.02' | fill=FFFFFFFF | rows=[11] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE12 | value='0.01' | fill=FFFFFFFF | rows=[11] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AG12 | value='0.08' | fill=FFFFFFFF | rows=[11] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH12 | value='0.1' | fill=FFFFFFFF | rows=[11] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI12 | value='0.05' | fill=FFFFFFFF | rows=[11] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ12 | value='0.07' | fill=FFFFFFFF | rows=[11] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL12 | value='0.05' | fill=FFFFFFFF | rows=[11] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AN12 | value='0.15' | fill=FFFFFFFF | rows=[11] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO12 | value='0.01' | fill=FFFFFFFF | rows=[11] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR12 | value='0.03' | fill=FFFFFFFF | rows=[11] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS12 | value='0.14' | fill=FFFFFFFF | rows=[11] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT12 | value='0.01' | fill=FFFFFFFF | rows=[11] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU12 | value='0.01' | fill=FFFFFFFF | rows=[11] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV12 | value='0.01' | fill=FFFFFFFF | rows=[11] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX12 | value='0.11' | fill=FFFFFFFF | rows=[11] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AZ12 | value='0' | fill=FFFFFFFF | rows=[11] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BB12 | value='0.14' | fill=FFFFFFFF | rows=[11] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC12 | value='0.03' | fill=FFFFFFFF | rows=[11] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD12 | value='0.31' | fill=FFFFFFFF | rows=[11] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE12 | value='0.02' | fill=FFFFFFFF | rows=[11] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF12 | value='0.16' | fill=FFFFFFFF | rows=[11] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell B13 | value='B1 D1 F1 L1 U1 V1 A2 B2 C2 L2 B3' | fill=FF00B0F0 | rows=[12] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C13 | value='B1' | fill=FFFFFFFF | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D13 | value='A1' | fill=FFFFFFFF | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='E1 F1 L1' | fill=FFFFFFFF | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='E1 F1 I1 K1 M1' | fill=FFFFFFFF | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='C1 D1 L1' | fill=FFFFFFFF | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='C1 D1 H1 I1 J1 L1' | fill=FFFFFFFF | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='L1' | fill=FFFFFFFF | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='F1 L1' | fill=FFFFFFFF | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K13 | value='D1 F1 L1' | fill=FFFFFFFF | rows=[12] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L13 | value='F1 L1' | fill=FFFFFFFF | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='D1 L1' | fill=FFFFFFFF | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N13 | value='C1 E1 F1 G1 H1 I1 J1 K1 M1' | fill=FFFFFFFF | rows=[12] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O13 | value='D1 L1' | fill=FFFFFFFF | rows=[12] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P13 | value='A2 B2 C2 R2 B3' | fill=FFFFFFFF | rows=[12] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q13 | value='A2 B2 C2 R2 B3' | fill=FFFFFFFF | rows=[12] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R13 | value='A2 B2 C2 R2 B3' | fill=FFFFFFFF | rows=[12] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell T13 | value='B3' | fill=FFFFFFFF | rows=[12] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U13 | value='U1 V1 F2 L2 Q2 V2 Z2 B3 D3' | fill=FFFFFFFF | rows=[12] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V13 | value='A2 B2 C2 R2 T2 B3' | fill=FFFFFFFF | rows=[12] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W13 | value='S1 X1 Z1 A2 B2 C2 D2 J2 K2 M2 P2 R2 S2 T2 X2 A3 C3' | fill=FFFFFFFF | rows=[12] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X13 | value='S1 X1 Z1 A2 B2 C2 D2 J2 K2 M2 P2 R2 S2 T2 X2 A3 C3' | fill=FFFFFFFF | rows=[12] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y13 | value='B3' | fill=FFFFFFFF | rows=[12] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z13 | value='U1 V1 B3' | fill=FFFFFFFF | rows=[12] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA13 | value='B3' | fill=FFFFFFFF | rows=[12] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB13 | value='U1 V1 L2 B3' | fill=FFFFFFFF | rows=[12] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC13 | value='N1 O1 P1 T1 U1 V1 L2 Q2 V2 Z2 B3 D3' | fill=FFFFFFFF | rows=[12] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD13 | value='N1 O1 P1 T1 U1 V1 F2 H2 L2 Q2 V2 Z2 B3 D3' | fill=FFFFFFFF | rows=[12] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE13 | value='N1 O1 P1 T1 U1 V1 F2 H2 L2 Q2 V2 Z2 B3 D3' | fill=FFFFFFFF | rows=[12] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF13 | value='U1 V1 L2 Q2 V2 B3 D3' | fill=FFFFFFFF | rows=[12] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG13 | value='B3' | fill=FFFFFFFF | rows=[12] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH13 | value='S1 B2 C2 R2' | fill=FFFFFFFF | rows=[12] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI13 | value='B3' | fill=FFFFFFFF | rows=[12] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ13 | value='B2 C2 B3' | fill=FFFFFFFF | rows=[12] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL13 | value='U1 V1 L2 B3' | fill=FFFFFFFF | rows=[12] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM13 | value='U1 V1 L2 B3 D3' | fill=FFFFFFFF | rows=[12] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN13 | value='S1 Z1 A2 B2 C2 D2 J2 K2 R2 T2 B3 C3' | fill=FFFFFFFF | rows=[12] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO13 | value='U1 V1 B3' | fill=FFFFFFFF | rows=[12] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR13 | value='U1 V1 B3' | fill=FFFFFFFF | rows=[12] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS13 | value='S1 A2 B2 C2 D2 R2 T2 X2' | fill=FFFFFFFF | rows=[12] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT13 | value='N1 O1 P1 T1 U1 V1 F2 L2 Q2 V2 Z2 B3 D3' | fill=FFFFFFFF | rows=[12] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU13 | value='U1 V1 B3 D3' | fill=FFFFFFFF | rows=[12] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV13 | value='T1 U1 V1 L2 Q2 Z2 B3 D3' | fill=FFFFFFFF | rows=[12] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX13 | value='S1 A2 B2 C2 D2 R2 X2' | fill=FFFFFFFF | rows=[12] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY13 | value='B3' | fill=FFFFFFFF | rows=[12] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ13 | value='U1 V1 Q2 V2 B3 D3' | fill=FFFFFFFF | rows=[12] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BB13 | value='S1 A2 B2 C2 R2 T2' | fill=FFFFFFFF | rows=[12] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC13 | value='U1 V1 B3' | fill=FFFFFFFF | rows=[12] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD13 | value='N1 O1 P1 R1 S1 T1 W1 X1 Y1 Z1 A2 B2 C2 D2 E2 G2 H2 J2 K2 L2 M2 P2 R2 S2 T2 W2 X2 A3 C3' | fill=FFFFFFFF | rows=[12] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE13 | value='U1 V1 L2 B3' | fill=FFFFFFFF | rows=[12] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF13 | value='S1 A2 B2 C2 D2 K2 R2 S2 T2 X2' | fill=FFFFFFFF | rows=[12] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell A14 | value='Auto-renewal where the money is automatically taken from your account' | fill=FF00B050 | rows=[13, 14] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B14 | value='0.05' | fill=FF00B0F0 | rows=[13] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C14 | value='0.03' | fill=FFFFFFFF | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D14 | value='0.06' | fill=FFFFFFFF | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='0.04' | fill=FFFFFFFF | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='0.01' | fill=FFFFFFFF | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='0.02' | fill=FFFFFFFF | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='0.09' | fill=FFFFFFFF | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='0.12' | fill=FFFFFFFF | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='0.02' | fill=FFFFFFFF | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='0.11' | fill=FFFFFFFF | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='0' | fill=FFFFFFFF | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='0.07' | fill=FFFFFFFF | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='0.02' | fill=FFFFFFFF | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='0.01' | fill=FFFFFFFF | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='0.01' | fill=FFFFFFFF | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='0.01' | fill=FFFFFFFF | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='0' | fill=FFFFFFFF | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S14 | value='0.03' | fill=FFFFFFFF | rows=[13] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T14 | value='0.24' | fill=FFFFFFFF | rows=[13] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U14 | value='0' | fill=FFFFFFFF | rows=[13] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell W14 | value='0.03' | fill=FFFFFFFF | rows=[13] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X14 | value='0' | fill=FFFFFFFF | rows=[13] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell AA14 | value='0.02' | fill=FFFFFFFF | rows=[13] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB14 | value='0.02' | fill=FFFFFFFF | rows=[13] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC14 | value='0.17' | fill=FFFFFFFF | rows=[13] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD14 | value='0.07' | fill=FFFFFFFF | rows=[13] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE14 | value='0.17' | fill=FFFFFFFF | rows=[13] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF14 | value='0.17' | fill=FFFFFFFF | rows=[13] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG14 | value='0.11' | fill=FFFFFFFF | rows=[13] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH14 | value='0.01' | fill=FFFFFFFF | rows=[13] | cols=[33] | col_header=False | row_header=False | metadata=False
