=== education-table21.xlsx ===
Cell A1 | value='DBN' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell M32 | value='0.349' | fill=00000000 | rows=[31] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N32 | value='2.295' | fill=00000000 | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O32 | value='.' | fill=00000000 | rows=[31] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P32 | value='0.153' | fill=00000000 | rows=[31] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q32 | value='3.087' | fill=00000000 | rows=[31] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R32 | value='.' | fill=00000000 | rows=[31] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S32 | value='.' | fill=00000000 | rows=[31] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T32 | value='0.065' | fill=00000000 | rows=[31] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U32 | value='0.535' | fill=00000000 | rows=[31] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V32 | value='.' | fill=00000000 | rows=[31] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W32 | value='0.04' | fill=00000000 | rows=[31] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X32 | value='0.702' | fill=00000000 | rows=[31] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y32 | value='.' | fill=00000000 | rows=[31] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z32 | value='.' | fill=00000000 | rows=[31] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA32 | value='0.274' | fill=00000000 | rows=[31] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB32 | value='0.722' | fill=00000000 | rows=[31] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC32 | value='.' | fill=00000000 | rows=[31] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD32 | value='0.303' | fill=00000000 | rows=[31] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE32 | value='0.761' | fill=00000000 | rows=[31] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF32 | value='.' | fill=00000000 | rows=[31] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG32 | value='.' | fill=00000000 | rows=[31] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH32 | value='0.424' | fill=00000000 | rows=[31] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI32 | value='0.874' | fill=00000000 | rows=[31] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ32 | value='.' | fill=00000000 | rows=[31] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK32 | value='0.466' | fill=00000000 | rows=[31] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL32 | value='0.944' | fill=00000000 | rows=[31] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM32 | value='.' | fill=00000000 | rows=[31] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A33 | value='15K520' | fill=FF00B0F0 | rows=[32] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B33 | value='Pacific High School' | fill=FF00B050 | rows=[32] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C33 | value='.' | fill=7 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D33 | value='.' | fill=7 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E33 | value='0.588' | fill=00000000 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F33 | value='0.208' | fill=00000000 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G33 | value='0.726' | fill=00000000 | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H33 | value='0.734' | fill=00000000 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I33 | value='0.237' | fill=00000000 | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J33 | value='0.813' | fill=00000000 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K33 | value='0.609' | fill=00000000 | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L33 | value='1.731' | fill=00000000 | rows=[32] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M33 | value='0.425' | fill=00000000 | rows=[32] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N33 | value='2.371' | fill=00000000 | rows=[32] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O33 | value='0.671' | fill=00000000 | rows=[32] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P33 | value='0.153' | fill=00000000 | rows=[32] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q33 | value='3.087' | fill=00000000 | rows=[32] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R33 | value='0.538' | fill=00000000 | rows=[32] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S33 | value='0.488' | fill=00000000 | rows=[32] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T33 | value='0.082' | fill=00000000 | rows=[32] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U33 | value='0.548' | fill=00000000 | rows=[32] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V33 | value='0.871' | fill=00000000 | rows=[32] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W33 | value='0.04' | fill=00000000 | rows=[32] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X33 | value='0.702' | fill=00000000 | rows=[32] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y33 | value='0.677' | fill=00000000 | rows=[32] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z33 | value='0.638' | fill=00000000 | rows=[32] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA33 | value='0.298' | fill=00000000 | rows=[32] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB33 | value='0.726' | fill=00000000 | rows=[32] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC33 | value='0.794' | fill=00000000 | rows=[32] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD33 | value='0.303' | fill=00000000 | rows=[32] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE33 | value='0.761' | fill=00000000 | rows=[32] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF33 | value='0.731' | fill=00000000 | rows=[32] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG33 | value='0.655' | fill=00000000 | rows=[32] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH33 | value='0.443' | fill=00000000 | rows=[32] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI33 | value='0.907' | fill=00000000 | rows=[32] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ33 | value='0.457' | fill=00000000 | rows=[32] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK33 | value='0.466' | fill=00000000 | rows=[32] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL33 | value='0.944' | fill=00000000 | rows=[32] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM33 | value='0.395' | fill=00000000 | rows=[32] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A34 | value='15K529' | fill=FF00B0F0 | rows=[33] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B34 | value='West Brooklyn Community High School' | fill=FF00B050 | rows=[33] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C34 | value='14.6' | fill=7 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='A' | fill=7 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='0.664' | fill=00000000 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='0.285' | fill=00000000 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='0.785' | fill=00000000 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='0.758' | fill=00000000 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='0.237' | fill=00000000 | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='0.813' | fill=00000000 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='0.741' | fill=00000000 | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='2.348' | fill=00000000 | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M34 | value='0.112' | fill=00000000 | rows=[33] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N34 | value='3.364' | fill=00000000 | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='0.688' | fill=00000000 | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='0.153' | fill=00000000 | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='3.087' | fill=00000000 | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='0.748' | fill=00000000 | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S34 | value='0.64' | fill=00000000 | rows=[33] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T34 | value='0.083' | fill=00000000 | rows=[33] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U34 | value='0.691' | fill=00000000 | rows=[33] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V34 | value='0.916' | fill=00000000 | rows=[33] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W34 | value='0.04' | fill=00000000 | rows=[33] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X34 | value='0.702' | fill=00000000 | rows=[33] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y34 | value='0.906' | fill=00000000 | rows=[33] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z34 | value='0.515' | fill=00000000 | rows=[33] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA34 | value='0.323' | fill=00000000 | rows=[33] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB34 | value='0.765' | fill=00000000 | rows=[33] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC34 | value='0.434' | fill=00000000 | rows=[33] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD34 | value='0.303' | fill=00000000 | rows=[33] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE34 | value='0.761' | fill=00000000 | rows=[33] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF34 | value='0.463' | fill=00000000 | rows=[33] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG34 | value='0.821' | fill=00000000 | rows=[33] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH34 | value='0.48' | fill=00000000 | rows=[33] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI34 | value='0.948' | fill=00000000 | rows=[33] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ34 | value='0.729' | fill=00000000 | rows=[33] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK34 | value='0.466' | fill=00000000 | rows=[33] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL34 | value='0.944' | fill=00000000 | rows=[33] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM34 | value='0.743' | fill=00000000 | rows=[33] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A35 | value='15K698' | fill=FF00B0F0 | rows=[34] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B35 | value='South Brooklyn Community High School' | fill=FF00B050 | rows=[34] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C35 | value='9.6' | fill=7 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='C' | fill=7 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='0.515' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='0.277' | fill=00000000 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='0.817' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='0.441' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='0.237' | fill=00000000 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='0.813' | fill=00000000 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='0.483' | fill=00000000 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L35 | value='1.523' | fill=00000000 | rows=[34] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M35 | value='0.093' | fill=00000000 | rows=[34] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N35 | value='3.447' | fill=00000000 | rows=[34] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O35 | value='0.426' | fill=00000000 | rows=[34] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P35 | value='0.153' | fill=00000000 | rows=[34] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q35 | value='3.087' | fill=00000000 | rows=[34] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R35 | value='0.467' | fill=00000000 | rows=[34] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S35 | value='0.3' | fill=00000000 | rows=[34] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T35 | value='0.055' | fill=00000000 | rows=[34] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U35 | value='0.767' | fill=00000000 | rows=[34] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V35 | value='0.344' | fill=00000000 | rows=[34] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W35 | value='0.04' | fill=00000000 | rows=[34] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X35 | value='0.702' | fill=00000000 | rows=[34] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y35 | value='0.393' | fill=00000000 | rows=[34] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z35 | value='0.647' | fill=00000000 | rows=[34] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA35 | value='0.321' | fill=00000000 | rows=[34] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB35 | value='0.777' | fill=00000000 | rows=[34] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC35 | value='0.715' | fill=00000000 | rows=[34] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD35 | value='0.303' | fill=00000000 | rows=[34] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE35 | value='0.761' | fill=00000000 | rows=[34] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF35 | value='0.751' | fill=00000000 | rows=[34] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG35 | value='0.737' | fill=00000000 | rows=[34] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH35 | value='0.485' | fill=00000000 | rows=[34] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI35 | value='0.949' | fill=00000000 | rows=[34] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ35 | value='0.543' | fill=00000000 | rows=[34] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK35 | value='0.466' | fill=00000000 | rows=[34] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL35 | value='0.944' | fill=00000000 | rows=[34] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM35 | value='0.567' | fill=00000000 | rows=[34] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A36 | value='17K489' | fill=FF00B0F0 | rows=[35] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B36 | value='W.E.B. Dubois Academic High School' | fill=FF00B050 | rows=[35] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C36 | value='6.8' | fill=7 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='F' | fill=7 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='0.429' | fill=00000000 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='0.239' | fill=00000000 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='0.727' | fill=00000000 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='0.389' | fill=00000000 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='0.237' | fill=00000000 | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='0.813' | fill=00000000 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='0.333' | fill=00000000 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L36 | value='1.224' | fill=00000000 | rows=[35] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M36 | value='0.433' | fill=00000000 | rows=[35] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N36 | value='2.491' | fill=00000000 | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O36 | value='0.384' | fill=00000000 | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P36 | value='0.153' | fill=00000000 | rows=[35] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q36 | value='3.087' | fill=00000000 | rows=[35] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R36 | value='0.365' | fill=00000000 | rows=[35] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S36 | value='0.235' | fill=00000000 | rows=[35] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T36 | value='0.089' | fill=00000000 | rows=[35] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U36 | value='0.565' | fill=00000000 | rows=[35] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V36 | value='0.307' | fill=00000000 | rows=[35] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W36 | value='0.04' | fill=00000000 | rows=[35] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X36 | value='0.702' | fill=00000000 | rows=[35] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y36 | value='0.295' | fill=00000000 | rows=[35] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z36 | value='0.5' | fill=00000000 | rows=[35] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA36 | value='0.303' | fill=00000000 | rows=[35] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB36 | value='0.733' | fill=00000000 | rows=[35] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC36 | value='0.458' | fill=00000000 | rows=[35] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD36 | value='0.303' | fill=00000000 | rows=[35] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE36 | value='0.761' | fill=00000000 | rows=[35] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF36 | value='0.43' | fill=00000000 | rows=[35] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG36 | value='0.559' | fill=00000000 | rows=[35] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH36 | value='0.463' | fill=00000000 | rows=[35] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI36 | value='0.913' | fill=00000000 | rows=[35] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ36 | value='0.213' | fill=00000000 | rows=[35] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK36 | value='0.466' | fill=00000000 | rows=[35] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL36 | value='0.944' | fill=00000000 | rows=[35] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM36 | value='0.195' | fill=00000000 | rows=[35] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A37 | value='17K568' | fill=FF00B0F0 | rows=[36] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B37 | value='Brownsville Academy High School' | fill=FF00B050 | rows=[36] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C37 | value='10.8' | fill=7 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='C' | fill=7 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='0.594' | fill=00000000 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='0.282' | fill=00000000 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='0.786' | fill=00000000 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='0.619' | fill=00000000 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='0.237' | fill=00000000 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='0.813' | fill=00000000 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='0.62' | fill=00000000 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='1.837' | fill=00000000 | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='0.082' | fill=00000000 | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='3.43' | fill=00000000 | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='0.524' | fill=00000000 | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='0.153' | fill=00000000 | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='3.087' | fill=00000000 | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='0.574' | fill=00000000 | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S37 | value='0.636' | fill=00000000 | rows=[36] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T37 | value='0.077' | fill=00000000 | rows=[36] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U37 | value='0.699' | fill=00000000 | rows=[36] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V37 | value='0.899' | fill=00000000 | rows=[36] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W37 | value='0.04' | fill=00000000 | rows=[36] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X37 | value='0.702' | fill=00000000 | rows=[36] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y37 | value='0.9' | fill=00000000 | rows=[36] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z37 | value='0.415' | fill=00000000 | rows=[36] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA37 | value='0.319' | fill=00000000 | rows=[36] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB37 | value='0.769' | fill=00000000 | rows=[36] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC37 | value='0.213' | fill=00000000 | rows=[36] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD37 | value='0.303' | fill=00000000 | rows=[36] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE37 | value='0.761' | fill=00000000 | rows=[36] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF37 | value='0.245' | fill=00000000 | rows=[36] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG37 | value='0.763' | fill=00000000 | rows=[36] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH37 | value='0.485' | fill=00000000 | rows=[36] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI37 | value='0.937' | fill=00000000 | rows=[36] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ37 | value='0.615' | fill=00000000 | rows=[36] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK37 | value='0.466' | fill=00000000 | rows=[36] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL37 | value='0.944' | fill=00000000 | rows=[36] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM37 | value='0.621' | fill=00000000 | rows=[36] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A38 | value='18K578' | fill=FF00B0F0 | rows=[37] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B38 | value='Brooklyn Bridge Academy' | fill=FF00B050 | rows=[37] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C38 | value='11.3' | fill=7 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='B' | fill=7 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='0.505' | fill=00000000 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='0.219' | fill=00000000 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='0.721' | fill=00000000 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='0.57' | fill=00000000 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='0.237' | fill=00000000 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='0.813' | fill=00000000 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='0.465' | fill=00000000 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='1.459' | fill=00000000 | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='0.383' | fill=00000000 | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='2.467' | fill=00000000 | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='0.516' | fill=00000000 | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='0.153' | fill=00000000 | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='3.087' | fill=00000000 | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R38 | value='0.445' | fill=00000000 | rows=[37] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S38 | value='0.321' | fill=00000000 | rows=[37] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T38 | value='0.082' | fill=00000000 | rows=[37] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U38 | value='0.54' | fill=00000000 | rows=[37] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V38 | value='0.522' | fill=00000000 | rows=[37] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W38 | value='0.04' | fill=00000000 | rows=[37] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X38 | value='0.702' | fill=00000000 | rows=[37] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y38 | value='0.424' | fill=00000000 | rows=[37] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z38 | value='0.652' | fill=00000000 | rows=[37] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA38 | value='0.299' | fill=00000000 | rows=[37] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB38 | value='0.731' | fill=00000000 | rows=[37] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC38 | value='0.817' | fill=00000000 | rows=[37] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD38 | value='0.303' | fill=00000000 | rows=[37] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE38 | value='0.761' | fill=00000000 | rows=[37] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF38 | value='0.762' | fill=00000000 | rows=[37] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG38 | value='0.733' | fill=00000000 | rows=[37] | cols=[32] | col_header=False | row_header=False | metadata=False
