=== science-table50.xlsx ===
Cell A1 | value='Quantification of Brca1;Trp53 confetti clone sizes in nulliparous and parous glands used for Extended Data Figure 10b,c' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=True | row_header=True | metadata=True
Cell C302 | value='18' | fill=00000000 | rows=[301] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B303 | value='66' | fill=00000000 | rows=[302] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C303 | value='13' | fill=2 | rows=[302] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B304 | value='201' | fill=00000000 | rows=[303] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C304 | value='2' | fill=00000000 | rows=[303] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B305 | value='194' | fill=00000000 | rows=[304] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C305 | value='35' | fill=00000000 | rows=[304] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B306 | value='157' | fill=00000000 | rows=[305] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C306 | value='35' | fill=00000000 | rows=[305] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B307 | value='745' | fill=00000000 | rows=[306] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C307 | value='9' | fill=00000000 | rows=[306] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B308 | value='1026' | fill=FFFF0000 | rows=[307] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C308 | value='5' | fill=00000000 | rows=[307] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B309 | value='160' | fill=00000000 | rows=[308] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C309 | value='16' | fill=00000000 | rows=[308] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B310 | value='72' | fill=00000000 | rows=[309] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C310 | value='5' | fill=00000000 | rows=[309] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B311 | value='153' | fill=00000000 | rows=[310] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C311 | value='89' | fill=00000000 | rows=[310] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B312 | value='196' | fill=00000000 | rows=[311] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C312 | value='33' | fill=00000000 | rows=[311] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B313 | value='99' | fill=00000000 | rows=[312] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C313 | value='9' | fill=00000000 | rows=[312] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B314 | value='83' | fill=00000000 | rows=[313] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C314 | value='20' | fill=00000000 | rows=[313] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B315 | value='1' | fill=00000000 | rows=[314] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C315 | value='3' | fill=00000000 | rows=[314] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B316 | value='1' | fill=00000000 | rows=[315] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C316 | value='10' | fill=00000000 | rows=[315] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B317 | value='2' | fill=00000000 | rows=[316] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C317 | value='33' | fill=00000000 | rows=[316] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B318 | value='3' | fill=00000000 | rows=[317] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C318 | value='472' | fill=00000000 | rows=[317] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B319 | value='683' | fill=00000000 | rows=[318] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C319 | value='2' | fill=00000000 | rows=[318] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B320 | value='453' | fill=00000000 | rows=[319] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C320 | value='1' | fill=2 | rows=[319] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B321 | value='347' | fill=00000000 | rows=[320] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C321 | value='13' | fill=00000000 | rows=[320] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B322 | value='131' | fill=00000000 | rows=[321] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C322 | value='51' | fill=00000000 | rows=[321] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B323 | value='297' | fill=00000000 | rows=[322] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C323 | value='114' | fill=00000000 | rows=[322] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B324 | value='499' | fill=00000000 | rows=[323] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C324 | value='53' | fill=00000000 | rows=[323] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B325 | value='605' | fill=00000000 | rows=[324] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C325 | value='28' | fill=00000000 | rows=[324] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B326 | value='29' | fill=00000000 | rows=[325] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C326 | value='74' | fill=00000000 | rows=[325] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B327 | value='289' | fill=00000000 | rows=[326] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C327 | value='46' | fill=00000000 | rows=[326] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B328 | value='1811' | fill=00000000 | rows=[327] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C328 | value='46' | fill=00000000 | rows=[327] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B329 | value='742' | fill=00000000 | rows=[328] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C329 | value='10' | fill=00000000 | rows=[328] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B330 | value='2144' | fill=00000000 | rows=[329] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C330 | value='2' | fill=00000000 | rows=[329] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B331 | value='6' | fill=00000000 | rows=[330] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C331 | value='3' | fill=00000000 | rows=[330] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B332 | value='59' | fill=00000000 | rows=[331] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C332 | value='3' | fill=00000000 | rows=[331] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B333 | value='3' | fill=00000000 | rows=[332] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C333 | value='24' | fill=00000000 | rows=[332] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B334 | value='2' | fill=00000000 | rows=[333] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C334 | value='25' | fill=00000000 | rows=[333] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B335 | value='1' | fill=00000000 | rows=[334] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C335 | value='52' | fill=00000000 | rows=[334] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B336 | value='20' | fill=00000000 | rows=[335] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C336 | value='30' | fill=00000000 | rows=[335] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B337 | value='2' | fill=00000000 | rows=[336] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C337 | value='29' | fill=00000000 | rows=[336] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B338 | value='2' | fill=00000000 | rows=[337] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C338 | value='3' | fill=00000000 | rows=[337] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B339 | value='3' | fill=00000000 | rows=[338] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C339 | value='4' | fill=00000000 | rows=[338] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B340 | value='1' | fill=00000000 | rows=[339] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C340 | value='3' | fill=00000000 | rows=[339] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B341 | value='1' | fill=00000000 | rows=[340] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C341 | value='17' | fill=00000000 | rows=[340] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B342 | value='1' | fill=00000000 | rows=[341] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C342 | value='22' | fill=00000000 | rows=[341] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B343 | value='1' | fill=00000000 | rows=[342] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C343 | value='44' | fill=00000000 | rows=[342] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B344 | value='310' | fill=00000000 | rows=[343] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C344 | value='13' | fill=00000000 | rows=[343] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B345 | value='752' | fill=00000000 | rows=[344] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C345 | value='42' | fill=00000000 | rows=[344] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B346 | value='375' | fill=00000000 | rows=[345] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C346 | value='21' | fill=00000000 | rows=[345] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B347 | value='1' | fill=00000000 | rows=[346] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C347 | value='22' | fill=00000000 | rows=[346] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B348 | value='1' | fill=00000000 | rows=[347] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C348 | value='3' | fill=00000000 | rows=[347] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B349 | value='1' | fill=00000000 | rows=[348] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C349 | value='10' | fill=00000000 | rows=[348] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B350 | value='837' | fill=00000000 | rows=[349] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C350 | value='129' | fill=00000000 | rows=[349] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B351 | value='2' | fill=00000000 | rows=[350] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C351 | value='14' | fill=2 | rows=[350] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B352 | value='1' | fill=00000000 | rows=[351] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C352 | value='63' | fill=00000000 | rows=[351] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B353 | value='1' | fill=00000000 | rows=[352] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C353 | value='1' | fill=00000000 | rows=[352] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B354 | value='2' | fill=00000000 | rows=[353] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C354 | value='35' | fill=00000000 | rows=[353] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B355 | value='551' | fill=00000000 | rows=[354] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C355 | value='2' | fill=00000000 | rows=[354] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B356 | value='1' | fill=00000000 | rows=[355] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C356 | value='15' | fill=00000000 | rows=[355] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B357 | value='1' | fill=00000000 | rows=[356] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C357 | value='14' | fill=00000000 | rows=[356] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B358 | value='2' | fill=00000000 | rows=[357] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C358 | value='8' | fill=00000000 | rows=[357] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B359 | value='1' | fill=00000000 | rows=[358] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C359 | value='18' | fill=00000000 | rows=[358] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B360 | value='681' | fill=00000000 | rows=[359] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C360 | value='43' | fill=00000000 | rows=[359] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B361 | value='7' | fill=00000000 | rows=[360] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C361 | value='15' | fill=00000000 | rows=[360] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B362 | value='1' | fill=00000000 | rows=[361] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C362 | value='37' | fill=00000000 | rows=[361] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B363 | value='1' | fill=00000000 | rows=[362] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C363 | value='140' | fill=00000000 | rows=[362] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B364 | value='3' | fill=00000000 | rows=[363] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C364 | value='82' | fill=00000000 | rows=[363] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B365 | value='3' | fill=00000000 | rows=[364] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C365 | value='9' | fill=00000000 | rows=[364] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B366 | value='2' | fill=00000000 | rows=[365] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C366 | value='10' | fill=00000000 | rows=[365] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B367 | value='1' | fill=00000000 | rows=[366] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C367 | value='1' | fill=00000000 | rows=[366] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B368 | value='1' | fill=00000000 | rows=[367] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C368 | value='93' | fill=00000000 | rows=[367] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B369 | value='1' | fill=00000000 | rows=[368] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C369 | value='14' | fill=00000000 | rows=[368] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B370 | value='1' | fill=00000000 | rows=[369] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C370 | value='7' | fill=00000000 | rows=[369] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B371 | value='16' | fill=00000000 | rows=[370] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C371 | value='5' | fill=00000000 | rows=[370] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B372 | value='164' | fill=00000000 | rows=[371] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C372 | value='51' | fill=00000000 | rows=[371] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B373 | value='16' | fill=00000000 | rows=[372] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C373 | value='67' | fill=00000000 | rows=[372] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B374 | value='8' | fill=00000000 | rows=[373] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C374 | value='13' | fill=00000000 | rows=[373] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B375 | value='2' | fill=00000000 | rows=[374] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C375 | value='28' | fill=00000000 | rows=[374] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B376 | value='2' | fill=00000000 | rows=[375] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C376 | value='14' | fill=00000000 | rows=[375] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B377 | value='466' | fill=00000000 | rows=[376] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C377 | value='40' | fill=00000000 | rows=[376] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B378 | value='1' | fill=00000000 | rows=[377] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C378 | value='266' | fill=00000000 | rows=[377] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B379 | value='1' | fill=00000000 | rows=[378] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C379 | value='67' | fill=00000000 | rows=[378] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B380 | value='1' | fill=00000000 | rows=[379] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C380 | value='10' | fill=00000000 | rows=[379] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B381 | value='1' | fill=00000000 | rows=[380] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C381 | value='35' | fill=00000000 | rows=[380] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B382 | value='1' | fill=00000000 | rows=[381] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C382 | value='125' | fill=00000000 | rows=[381] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B383 | value='2' | fill=00000000 | rows=[382] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C383 | value='10' | fill=00000000 | rows=[382] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B384 | value='1' | fill=00000000 | rows=[383] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C384 | value='29' | fill=00000000 | rows=[383] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B385 | value='1' | fill=00000000 | rows=[384] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C385 | value='101' | fill=00000000 | rows=[384] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B386 | value='2' | fill=00000000 | rows=[385] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C386 | value='126' | fill=00000000 | rows=[385] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B387 | value='1' | fill=00000000 | rows=[386] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C387 | value='136' | fill=00000000 | rows=[386] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B388 | value='3' | fill=00000000 | rows=[387] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C388 | value='42' | fill=00000000 | rows=[387] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B389 | value='2' | fill=00000000 | rows=[388] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C389 | value='96' | fill=00000000 | rows=[388] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B390 | value='2' | fill=00000000 | rows=[389] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C390 | value='176' | fill=00000000 | rows=[389] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B391 | value='1' | fill=00000000 | rows=[390] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C391 | value='53' | fill=00000000 | rows=[390] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B392 | value='3' | fill=00000000 | rows=[391] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C392 | value='57' | fill=00000000 | rows=[391] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B393 | value='1' | fill=00000000 | rows=[392] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C393 | value='66' | fill=00000000 | rows=[392] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B394 | value='1' | fill=00000000 | rows=[393] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C394 | value='133' | fill=00000000 | rows=[393] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B395 | value='1' | fill=00000000 | rows=[394] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C395 | value='127' | fill=00000000 | rows=[394] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B396 | value='1' | fill=00000000 | rows=[395] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C396 | value='7' | fill=00000000 | rows=[395] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B397 | value='1' | fill=00000000 | rows=[396] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C397 | value='9' | fill=00000000 | rows=[396] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B398 | value='28' | fill=2 | rows=[397] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C398 | value='157' | fill=00000000 | rows=[397] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B399 | value='9' | fill=2 | rows=[398] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C399 | value='76' | fill=00000000 | rows=[398] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B400 | value='9' | fill=2 | rows=[399] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C400 | value='20' | fill=00000000 | rows=[399] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B401 | value='50' | fill=2 | rows=[400] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C401 | value='11' | fill=00000000 | rows=[400] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B402 | value='37' | fill=2 | rows=[401] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C402 | value='20' | fill=00000000 | rows=[401] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B403 | value='14' | fill=2 | rows=[402] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C403 | value='27' | fill=00000000 | rows=[402] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B404 | value='3' | fill=2 | rows=[403] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C404 | value='74' | fill=00000000 | rows=[403] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B405 | value='1' | fill=2 | rows=[404] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C405 | value='96' | fill=00000000 | rows=[404] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B406 | value='62' | fill=2 | rows=[405] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C406 | value='15' | fill=00000000 | rows=[405] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B407 | value='37' | fill=2 | rows=[406] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C407 | value='32' | fill=00000000 | rows=[406] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B408 | value='16' | fill=2 | rows=[407] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C408 | value='35' | fill=00000000 | rows=[407] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B409 | value='12' | fill=2 | rows=[408] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C409 | value='23' | fill=00000000 | rows=[408] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B410 | value='60' | fill=2 | rows=[409] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C410 | value='22' | fill=00000000 | rows=[409] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B411 | value='3' | fill=2 | rows=[410] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C411 | value='402' | fill=00000000 | rows=[410] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B412 | value='9' | fill=2 | rows=[411] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C412 | value='16' | fill=00000000 | rows=[411] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B413 | value='120' | fill=2 | rows=[412] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C413 | value='23' | fill=00000000 | rows=[412] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B414 | value='3' | fill=2 | rows=[413] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C414 | value='40' | fill=00000000 | rows=[413] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B415 | value='17' | fill=2 | rows=[414] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C415 | value='74' | fill=00000000 | rows=[414] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B416 | value='2' | fill=2 | rows=[415] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C416 | value='27' | fill=00000000 | rows=[415] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B417 | value='30' | fill=2 | rows=[416] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C417 | value='13' | fill=00000000 | rows=[416] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B418 | value='9' | fill=2 | rows=[417] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C418 | value='133' | fill=00000000 | rows=[417] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B419 | value='4' | fill=2 | rows=[418] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C419 | value='93' | fill=00000000 | rows=[418] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B420 | value='6' | fill=2 | rows=[419] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C420 | value='19' | fill=00000000 | rows=[419] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B421 | value='406' | fill=2 | rows=[420] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C421 | value='7' | fill=00000000 | rows=[420] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B422 | value='15' | fill=2 | rows=[421] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C422 | value='21' | fill=00000000 | rows=[421] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B423 | value='20' | fill=2 | rows=[422] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C423 | value='4' | fill=00000000 | rows=[422] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B424 | value='8' | fill=2 | rows=[423] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C424 | value='72' | fill=00000000 | rows=[423] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B425 | value='2' | fill=2 | rows=[424] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C425 | value='23' | fill=00000000 | rows=[424] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B426 | value='3' | fill=2 | rows=[425] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C426 | value='7' | fill=00000000 | rows=[425] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B427 | value='2' | fill=2 | rows=[426] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C427 | value='40' | fill=00000000 | rows=[426] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B428 | value='29' | fill=2 | rows=[427] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C428 | value='15' | fill=00000000 | rows=[427] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B429 | value='22' | fill=2 | rows=[428] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C429 | value='70' | fill=00000000 | rows=[428] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B430 | value='44' | fill=2 | rows=[429] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C430 | value='80' | fill=00000000 | rows=[429] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B431 | value='35' | fill=2 | rows=[430] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C431 | value='32' | fill=00000000 | rows=[430] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B432 | value='42' | fill=2 | rows=[431] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C432 | value='38' | fill=00000000 | rows=[431] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B433 | value='255' | fill=2 | rows=[432] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C433 | value='13' | fill=00000000 | rows=[432] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B434 | value='430' | fill=2 | rows=[433] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C434 | value='110' | fill=00000000 | rows=[433] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B435 | value='9' | fill=2 | rows=[434] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C435 | value='119' | fill=00000000 | rows=[434] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B436 | value='5' | fill=2 | rows=[435] | cols=[1] | col_header=False | row_header=False | metadata=False
