=== environment-table11.xlsx ===
Cell A1 | value='Date Rec'd' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell E294 | value='31000' | fill=FF00B0F0 | rows=[293] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A295 | value='2022-11-23 00:00:00' | fill=00000000 | rows=[294, 295, 296] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B295 | value='Ramsey 1st (Hollow)' | fill=FF00B050 | rows=[294] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C296 | value='Huntingdonshire District Council' | fill=00000000 | rows=[295] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D296 | value='4882' | fill=00000000 | rows=[295] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G296 | value='JB' | fill=FF92D050 | rows=[295] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E297 | value='4882' | fill=FF00B0F0 | rows=[296] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A298 | value='2022-11-23 00:00:00' | fill=00000000 | rows=[297, 298, 299] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B298 | value='Ramsey 4th (Middlemoor)' | fill=FF00B050 | rows=[297] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C299 | value='Huntingdonshire District Council' | fill=00000000 | rows=[298] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D299 | value='21689' | fill=00000000 | rows=[298] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G299 | value='JB' | fill=FF92D050 | rows=[298] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E300 | value='21689' | fill=FF00B0F0 | rows=[299] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A301 | value='2022-11-23 00:00:00' | fill=00000000 | rows=[300, 301, 302] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B301 | value='Ramsey Upwood and Gt Raveley' | fill=FF00B050 | rows=[300] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C302 | value='Huntingdonshire District Council' | fill=00000000 | rows=[301] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D302 | value='35644' | fill=00000000 | rows=[301] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G302 | value='JB' | fill=FF92D050 | rows=[301] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E303 | value='35644' | fill=FF00B0F0 | rows=[302] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A304 | value='2022-11-23 00:00:00' | fill=00000000 | rows=[303, 304, 305] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B304 | value='Ransonmoor' | fill=FF00B050 | rows=[303] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C305 | value='Fenland District Council' | fill=00000000 | rows=[304] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D305 | value='9249' | fill=00000000 | rows=[304] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G305 | value='JB' | fill=FF92D050 | rows=[304] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E306 | value='9249' | fill=FF00B0F0 | rows=[305] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A307 | value='2022-11-08 00:00:00' | fill=00000000 | rows=[306, 307, 308] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B307 | value='Rawcliffe' | fill=FF00B050 | rows=[306] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C308 | value='East Riding of Yorkshire Council' | fill=00000000 | rows=[307] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D308 | value='81148' | fill=00000000 | rows=[307] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G308 | value='JB' | fill=FF92D050 | rows=[307] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E309 | value='81148' | fill=FF00B0F0 | rows=[308] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A310 | value='2022-11-08 00:00:00' | fill=00000000 | rows=[309, 310, 311] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B310 | value='Rea Internal Drainage Board' | fill=FF00B050 | rows=[309] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C311 | value='Shropshire Council' | fill=00000000 | rows=[310] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D311 | value='638' | fill=00000000 | rows=[310] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G311 | value='JB' | fill=FF92D050 | rows=[310] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E312 | value='638' | fill=FF00B0F0 | rows=[311] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A313 | value='2022-11-09 00:00:00' | fill=00000000 | rows=[312, 313, 314] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B313 | value='Reedness and Swinefleet' | fill=FF00B050 | rows=[312] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C314 | value='East Riding of Yorkshire Council' | fill=00000000 | rows=[313] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D314 | value='33354' | fill=00000000 | rows=[313] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G314 | value='JB' | fill=FF92D050 | rows=[313] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E315 | value='33354' | fill=FF00B0F0 | rows=[314] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A316 | value='2022-11-03 00:00:00' | fill=00000000 | rows=[315, 316, 317, 318, 319] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B316 | value='River Arun' | fill=FF00B050 | rows=[315] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C317 | value='Arun District Council' | fill=00000000 | rows=[316] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D317 | value='65447' | fill=00000000 | rows=[316] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C318 | value='Horsham District Council' | fill=00000000 | rows=[317] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D318 | value='717' | fill=00000000 | rows=[317] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G318 | value='JB' | fill=FF92D050 | rows=[317] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C319 | value='Chichester District Council' | fill=00000000 | rows=[318] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D319 | value='298' | fill=00000000 | rows=[318] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E320 | value='66462' | fill=FF00B0F0 | rows=[319] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A321 | value='2022-11-21 00:00:00' | fill=00000000 | rows=[320, 321, 322] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B321 | value='River Lugg' | fill=FF00B050 | rows=[320] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C322 | value='Herefordshire' | fill=00000000 | rows=[321] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D322 | value='134417' | fill=00000000 | rows=[321] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G322 | value='JB' | fill=FF92D050 | rows=[321] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E323 | value='134417' | fill=FF00B0F0 | rows=[322] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A324 | value='2022-11-03 00:00:00' | fill=00000000 | rows=[323, 324, 325, 326, 327, 328, 329] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B324 | value='River Stour' | fill=FF00B050 | rows=[323] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C325 | value='Ashford Borough Council' | fill=00000000 | rows=[324] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D325 | value='284908' | fill=00000000 | rows=[324] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C326 | value='Canterbury City Council' | fill=00000000 | rows=[325] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D326 | value='137438' | fill=00000000 | rows=[325] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C327 | value='Dover District Council' | fill=00000000 | rows=[326] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D327 | value='83284' | fill=00000000 | rows=[326] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C328 | value='Folkestone & Hythe District Council' | fill=00000000 | rows=[327] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D328 | value='604' | fill=00000000 | rows=[327] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G328 | value='JB' | fill=FF92D050 | rows=[327] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C329 | value='Thanet District Council' | fill=00000000 | rows=[328] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D329 | value='98152' | fill=00000000 | rows=[328] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E330 | value='604386' | fill=FF00B0F0 | rows=[329] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A331 | value='2022-11-07 00:00:00' | fill=00000000 | rows=[330, 331, 332, 333, 334] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B331 | value='Romney Marshes' | fill=FF00B050 | rows=[330] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C332 | value='Ashford Borough Council' | fill=00000000 | rows=[331] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D332 | value='12073' | fill=00000000 | rows=[331] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C333 | value='Rother District Council' | fill=00000000 | rows=[332] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D333 | value='504916' | fill=00000000 | rows=[332] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G333 | value='JB' | fill=FF92D050 | rows=[332] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C334 | value='Folkestone & Hythe District Council' | fill=00000000 | rows=[333] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D334 | value='137819' | fill=00000000 | rows=[333] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E335 | value='654808' | fill=FF00B0F0 | rows=[334] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A336 | value='2022-11-23 00:00:00' | fill=00000000 | rows=[335, 336, 337] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B336 | value='Sawtry' | fill=FF00B050 | rows=[335] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C337 | value='Huntingdonshire District Council' | fill=00000000 | rows=[336] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E337 | value='20569' | fill=FF00B0F0 | rows=[336] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell G337 | value='JB' | fill=FF92D050 | rows=[336] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E338 | value='0' | fill=FF00B0F0 | rows=[337] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A339 | value='2022-11-21 00:00:00' | fill=00000000 | rows=[338, 339, 340, 341] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B339 | value='Scunthorpe and Gainsborough WLM Board' | fill=FF00B050 | rows=[338] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C340 | value='North Lincolnshire Council' | fill=00000000 | rows=[339] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D340 | value='255191' | fill=00000000 | rows=[339] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C341 | value='West Lindsey District Council' | fill=00000000 | rows=[340] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D341 | value='57496' | fill=00000000 | rows=[340] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G341 | value='JB' | fill=FF92D050 | rows=[340] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E342 | value='312687' | fill=FF00B0F0 | rows=[341] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A343 | value='2022-11-09 00:00:00' | fill=00000000 | rows=[342, 343, 344] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B343 | value='Selby Area' | fill=FF00B050 | rows=[342] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C344 | value='Selby District Council' | fill=00000000 | rows=[343] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D344 | value='1048230' | fill=00000000 | rows=[343] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G344 | value='JB' | fill=FF92D050 | rows=[343] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E345 | value='1048230' | fill=FF00B0F0 | rows=[344] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A346 | value='2022-11-14 00:00:00' | fill=00000000 | rows=[345, 346, 347, 348] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B346 | value='South Holland' | fill=FF00B050 | rows=[345] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C347 | value='Boston Borough Council' | fill=00000000 | rows=[346] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D347 | value='1027' | fill=00000000 | rows=[346] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G347 | value='JB' | fill=FF92D050 | rows=[346] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C348 | value='South Holland District Council' | fill=00000000 | rows=[347] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D348 | value='1461582' | fill=00000000 | rows=[347] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E349 | value='1462609' | fill=FF00B0F0 | rows=[348] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A350 | value='2022-11-17 00:00:00' | fill=00000000 | rows=[349, 350, 351] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B350 | value='Southery & District' | fill=FF00B050 | rows=[349] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C351 | value='Kings Lynn & West Norfolk Borough Council' | fill=00000000 | rows=[350] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D351 | value='211062' | fill=00000000 | rows=[350] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G351 | value='JB' | fill=FF92D050 | rows=[350] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E352 | value='211062' | fill=FF00B0F0 | rows=[351] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A353 | value='2022-11-04 00:00:00' | fill=00000000 | rows=[352, 353, 354] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B353 | value='South Holderness' | fill=FF00B050 | rows=[352] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C354 | value='East Riding of Yorkshire Council' | fill=00000000 | rows=[353] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D354 | value='6127640' | fill=00000000 | rows=[353] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G354 | value='JB' | fill=FF92D050 | rows=[353] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E355 | value='6127640' | fill=FF00B0F0 | rows=[354] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A356 | value='2022-11-21 00:00:00' | fill=00000000 | rows=[355, 356, 357, 358] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B356 | value='Sow and Penk' | fill=FF00B050 | rows=[355] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C357 | value='Stafford Borough Council' | fill=00000000 | rows=[356] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D357 | value='108979' | fill=00000000 | rows=[356] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C358 | value='South Staffordshire District Council' | fill=00000000 | rows=[357] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D358 | value='3873' | fill=00000000 | rows=[357] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G358 | value='JB' | fill=FF92D050 | rows=[357] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E359 | value='112852' | fill=FF00B0F0 | rows=[358] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A360 | value='2022-11-17 00:00:00' | fill=00000000 | rows=[359, 360, 361] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B360 | value='Stoke Ferry' | fill=FF00B050 | rows=[359] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C361 | value='Kings Lynn & West Norfolk Borough Council' | fill=00000000 | rows=[360] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D361 | value='45982.45' | fill=00000000 | rows=[360] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G361 | value='JB' | fill=FF92D050 | rows=[360] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E362 | value='45982.45' | fill=FF00B0F0 | rows=[361] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A363 | value='2022-11-17 00:00:00' | fill=00000000 | rows=[362, 363, 364] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B363 | value='Stringside' | fill=FF00B050 | rows=[362] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C364 | value='Kings Lynn & West Norfolk Borough Council' | fill=00000000 | rows=[363] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D364 | value='2027' | fill=00000000 | rows=[363] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G364 | value='JB' | fill=FF92D050 | rows=[363] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E365 | value='2027' | fill=FF00B0F0 | rows=[364] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A366 | value='2022-11-23 00:00:00' | fill=00000000 | rows=[365, 366, 367, 368, 369] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B366 | value='Sutton & Mepal' | fill=FF00B050 | rows=[365] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C367 | value='Fenland District Council' | fill=00000000 | rows=[366] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D367 | value='21891' | fill=00000000 | rows=[366] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C368 | value='Huntingdonshire District Council' | fill=00000000 | rows=[367] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D368 | value='18526' | fill=00000000 | rows=[367] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G368 | value='JB' | fill=FF92D050 | rows=[367] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C369 | value='East Cambridgeshire District Council' | fill=00000000 | rows=[368] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D369 | value='9861' | fill=00000000 | rows=[368] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E370 | value='50278' | fill=FF00B0F0 | rows=[369] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A371 | value='2022-11-17 00:00:00' | fill=00000000 | rows=[370, 371, 372, 373] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B371 | value='Swaffham' | fill=FF00B050 | rows=[370] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C372 | value='East Cambridgeshire District Council' | fill=00000000 | rows=[371] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D372 | value='39124' | fill=00000000 | rows=[371] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G372 | value='JB' | fill=FF92D050 | rows=[371] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C373 | value='South Cambridgeshire District Council' | fill=00000000 | rows=[372] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D373 | value='1693' | fill=00000000 | rows=[372] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E374 | value='40817' | fill=FF00B0F0 | rows=[373] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A375 | value='2022-11-09 00:00:00' | fill=00000000 | rows=[374, 375, 376, 377, 378] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B375 | value='Swale and Ure' | fill=FF00B050 | rows=[374] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C376 | value='Hambleton District Council' | fill=00000000 | rows=[375] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D376 | value='117054' | fill=00000000 | rows=[375] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C377 | value='Harrogate Borough Council' | fill=00000000 | rows=[376] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D377 | value='94332' | fill=00000000 | rows=[376] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G377 | value='JB' | fill=FF92D050 | rows=[376] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C378 | value='Richmondshire District Council' | fill=00000000 | rows=[377] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D378 | value='18426' | fill=00000000 | rows=[377] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E379 | value='229812' | fill=FF00B0F0 | rows=[378] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A380 | value='2022-11-24 00:00:00' | fill=00000000 | rows=[379, 380, 381] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B380 | value='Swavesey' | fill=FF00B050 | rows=[379] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C381 | value='South Cambridgeshire District Council' | fill=00000000 | rows=[380] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D381 | value='6927' | fill=00000000 | rows=[380] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G381 | value='JB' | fill=FF92D050 | rows=[380] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E382 | value='6927' | fill=FF00B0F0 | rows=[381] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A383 | value='2022-11-02 00:00:00' | fill=00000000 | rows=[382, 383, 384] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B383 | value='Thorntree' | fill=FF00B050 | rows=[382] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C384 | value='East Riding of Yorkshire' | fill=00000000 | rows=[383] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D384 | value='2424' | fill=00000000 | rows=[383] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G384 | value='JB' | fill=FF92D050 | rows=[383] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E385 | value='2424' | fill=FF00B0F0 | rows=[384] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A386 | value='2022-11-11 00:00:00' | fill=00000000 | rows=[385, 386, 387, 388, 389, 390, 391, 392, 393] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B386 | value='Trent Valley' | fill=FF00B050 | rows=[385] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C387 | value='Newark & Sherwood' | fill=00000000 | rows=[386] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D387 | value='666146' | fill=00000000 | rows=[386] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C388 | value='Bassetlaw District Council' | fill=00000000 | rows=[387] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D388 | value='487346' | fill=00000000 | rows=[387] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C389 | value='Rushcliffe District Council' | fill=00000000 | rows=[388] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D389 | value='327575' | fill=00000000 | rows=[388] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C390 | value='West Lindsey District Council' | fill=00000000 | rows=[389] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D390 | value='46689' | fill=00000000 | rows=[389] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G390 | value='JB' | fill=FF92D050 | rows=[389] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C391 | value='North Kesteven District Council' | fill=00000000 | rows=[390] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D391 | value='38956' | fill=00000000 | rows=[390] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C392 | value='Gedling Borough Council' | fill=00000000 | rows=[391] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D392 | value='27497' | fill=00000000 | rows=[391] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C393 | value='Melton Borough Council' | fill=00000000 | rows=[392] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D393 | value='21130' | fill=00000000 | rows=[392] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E394 | value='1615339' | fill=FF00B0F0 | rows=[393] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A395 | value='2022-11-04 00:00:00' | fill=00000000 | rows=[394, 395, 396, 397, 398, 399, 400, 401, 402, 403] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B395 | value='Upper Medway' | fill=FF00B050 | rows=[394] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C396 | value='Ashford Borough Council' | fill=00000000 | rows=[395] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D396 | value='1140' | fill=00000000 | rows=[395] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C397 | value='Maidstone Borough Council' | fill=00000000 | rows=[396] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D397 | value='127990' | fill=00000000 | rows=[396] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C398 | value='Mid Sussex District Council' | fill=00000000 | rows=[397] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D398 | value='1032' | fill=00000000 | rows=[397] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C399 | value='Sevenoaks District Council' | fill=00000000 | rows=[398] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D399 | value='18232' | fill=00000000 | rows=[398] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C400 | value='Tandridge District Council' | fill=00000000 | rows=[399] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D400 | value='8223' | fill=00000000 | rows=[399] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G400 | value='JB' | fill=FF92D050 | rows=[399] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C401 | value='Tonbridge and Malling Borough Council' | fill=00000000 | rows=[400] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D401 | value='244769' | fill=00000000 | rows=[400] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C402 | value='Tonbridge Wells Borough Council' | fill=00000000 | rows=[401] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D402 | value='98343' | fill=00000000 | rows=[401] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C403 | value='Wealdon District Council' | fill=00000000 | rows=[402] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D403 | value='19100' | fill=00000000 | rows=[402] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E404 | value='518829' | fill=FF00B0F0 | rows=[403] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A405 | value='2022-11-03 00:00:00' | fill=00000000 | rows=[404, 405, 406, 407, 408, 409, 410] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B405 | value='Upper Witham' | fill=FF00B050 | rows=[404] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C406 | value='North Kesteven District Council' | fill=00000000 | rows=[405] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D406 | value='250692' | fill=00000000 | rows=[405] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C407 | value='Newark and Sherwood District Council' | fill=00000000 | rows=[406] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D407 | value='11827' | fill=00000000 | rows=[406] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C408 | value='South Kesteven District Council' | fill=00000000 | rows=[407] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D408 | value='148760' | fill=00000000 | rows=[407] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C409 | value='West Lindsey District Council' | fill=00000000 | rows=[408] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D409 | value='51001' | fill=00000000 | rows=[408] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G409 | value='JB' | fill=FF92D050 | rows=[408] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C410 | value='City of Lincoln Council' | fill=00000000 | rows=[409] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D410 | value='493068' | fill=00000000 | rows=[409] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E411 | value='955348' | fill=FF00B0F0 | rows=[410] | cols=[4] | col_header=False | row_header=False | metadata=True
