=== science-table18.xlsx ===
Cell A1 | value='Time = 15 min' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell K20 | value='4' | fill=00000000 | rows=[19] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A21 | value='% Phagocytosis' | fill=FF00B050 | rows=[20] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B21 | value='85.7142857142857' | fill=00000000 | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C21 | value='51.3513513513513' | fill=00000000 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D21 | value='0' | fill=00000000 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E21 | value='25' | fill=00000000 | rows=[20] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G21 | value='% Phagocytosis' | fill=FF00B050 | rows=[20] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H21 | value='#DIV/0!' | fill=00000000 | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I21 | value='88.8888888888889' | fill=00000000 | rows=[20] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J21 | value='11.1111111111111' | fill=00000000 | rows=[20] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K21 | value='25' | fill=00000000 | rows=[20] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A23 | value='Time = 30 min' | fill=FFFFFF00 | rows=[22] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A24 | value='ROI 1' | fill=FFFFFF00 | rows=[23] | cols=[0, 1, 2, 3, 4] | col_header=True | row_header=False | metadata=False
Cell G24 | value='ROI 2' | fill=FFFFFF00 | rows=[23] | cols=[6, 7, 8, 9, 10] | col_header=True | row_header=False | metadata=False
Cell B25 | value='M0' | fill=FFFFFF00 | rows=[24] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C25 | value='IFN-y' | fill=FFFFFF00 | rows=[24] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D25 | value='LPS' | fill=FFFFFF00 | rows=[24] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E25 | value='M2' | fill=FFFFFF00 | rows=[24] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell H25 | value='M0' | fill=FFFFFF00 | rows=[24] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I25 | value='IFN-y' | fill=FFFFFF00 | rows=[24] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J25 | value='LPS' | fill=FFFFFF00 | rows=[24] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K25 | value='M2' | fill=FFFFFF00 | rows=[24] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell A26 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[25] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B26 | value='7' | fill=00000000 | rows=[25] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C26 | value='4' | fill=00000000 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='0' | fill=00000000 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='25' | fill=00000000 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G26 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[25] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H26 | value='1' | fill=00000000 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='26' | fill=00000000 | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J26 | value='15' | fill=00000000 | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K26 | value='11' | fill=00000000 | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A27 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[26] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B27 | value='2' | fill=00000000 | rows=[26] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C27 | value='0' | fill=00000000 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D27 | value='0' | fill=00000000 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E27 | value='0' | fill=00000000 | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G27 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[26] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H27 | value='0' | fill=00000000 | rows=[26] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I27 | value='0' | fill=00000000 | rows=[26] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J27 | value='0' | fill=00000000 | rows=[26] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K27 | value='0' | fill=00000000 | rows=[26] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A28 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[27] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B28 | value='2' | fill=00000000 | rows=[27] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C28 | value='0' | fill=00000000 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D28 | value='0' | fill=00000000 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E28 | value='0' | fill=00000000 | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G28 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[27] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H28 | value='0' | fill=00000000 | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I28 | value='0' | fill=00000000 | rows=[27] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J28 | value='0' | fill=00000000 | rows=[27] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K28 | value='0' | fill=00000000 | rows=[27] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A29 | value='% Phagocytosis' | fill=FF00B050 | rows=[28] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B29 | value='28.5714285714286' | fill=00000000 | rows=[28] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C29 | value='0' | fill=00000000 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='#DIV/0!' | fill=00000000 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='0' | fill=00000000 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G29 | value='% Phagocytosis' | fill=FF00B050 | rows=[28] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H29 | value='0' | fill=00000000 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='0' | fill=00000000 | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='0' | fill=00000000 | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K29 | value='0' | fill=00000000 | rows=[28] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A31 | value='ROI 3' | fill=FFFFFF00 | rows=[30] | cols=[0, 1, 2, 3, 4] | col_header=True | row_header=False | metadata=False
Cell G31 | value='ROI 4' | fill=FFFFFF00 | rows=[30] | cols=[6, 7, 8, 9, 10] | col_header=True | row_header=False | metadata=False
Cell B32 | value='M0' | fill=FFFFFF00 | rows=[31] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C32 | value='IFN-y' | fill=FFFFFF00 | rows=[31] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D32 | value='LPS' | fill=FFFFFF00 | rows=[31] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E32 | value='M2' | fill=FFFFFF00 | rows=[31] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell H32 | value='M0' | fill=FFFFFF00 | rows=[31] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I32 | value='IFN-y' | fill=FFFFFF00 | rows=[31] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J32 | value='LPS' | fill=FFFFFF00 | rows=[31] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K32 | value='M2' | fill=FFFFFF00 | rows=[31] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell A33 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[32] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B33 | value='1' | fill=00000000 | rows=[32] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C33 | value='17' | fill=00000000 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D33 | value='19' | fill=00000000 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E33 | value='11' | fill=00000000 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G33 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[32] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H33 | value='10' | fill=00000000 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I33 | value='200' | fill=00000000 | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J33 | value='44' | fill=00000000 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K33 | value='9' | fill=00000000 | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A34 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[33] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B34 | value='0' | fill=00000000 | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C34 | value='4' | fill=00000000 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='1' | fill=00000000 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='0' | fill=00000000 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G34 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[33] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H34 | value='8' | fill=00000000 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='110' | fill=00000000 | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='0' | fill=00000000 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='5' | fill=00000000 | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A35 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[34] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B35 | value='0' | fill=00000000 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C35 | value='40' | fill=00000000 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='2' | fill=00000000 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='0' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G35 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[34] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H35 | value='38' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='450' | fill=00000000 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='0' | fill=00000000 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='13' | fill=00000000 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A36 | value='% Phagocytosis' | fill=FF00B050 | rows=[35] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B36 | value='0' | fill=00000000 | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='23.5294117647059' | fill=00000000 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='5.26315789473684' | fill=00000000 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='0' | fill=00000000 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G36 | value='% Phagocytosis' | fill=FF00B050 | rows=[35] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H36 | value='80' | fill=00000000 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='55' | fill=00000000 | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='0' | fill=00000000 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='55.5555555555556' | fill=00000000 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A38 | value='ROI 5' | fill=FFFFFF00 | rows=[37] | cols=[0, 1, 2, 3, 4] | col_header=True | row_header=False | metadata=False
Cell G38 | value='ROI 6' | fill=FFFFFF00 | rows=[37] | cols=[6, 7, 8, 9, 10] | col_header=True | row_header=False | metadata=False
Cell B39 | value='M0' | fill=FFFFFF00 | rows=[38] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C39 | value='IFN-y' | fill=FFFFFF00 | rows=[38] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D39 | value='LPS' | fill=FFFFFF00 | rows=[38] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E39 | value='M2' | fill=FFFFFF00 | rows=[38] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell H39 | value='M0' | fill=FFFFFF00 | rows=[38] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I39 | value='IFN-y' | fill=FFFFFF00 | rows=[38] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J39 | value='LPS' | fill=FFFFFF00 | rows=[38] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K39 | value='M2' | fill=FFFFFF00 | rows=[38] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell A40 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[39] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B40 | value='8' | fill=00000000 | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='44' | fill=00000000 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='29' | fill=00000000 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='4' | fill=00000000 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G40 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[39] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H40 | value='0' | fill=00000000 | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I40 | value='39' | fill=00000000 | rows=[39] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J40 | value='42' | fill=00000000 | rows=[39] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K40 | value='9' | fill=00000000 | rows=[39] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A41 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[40] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B41 | value='6' | fill=00000000 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='36' | fill=00000000 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='0' | fill=00000000 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='0' | fill=00000000 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G41 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[40] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H41 | value='0' | fill=00000000 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='29' | fill=00000000 | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J41 | value='9' | fill=00000000 | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K41 | value='1' | fill=00000000 | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A42 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[41] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B42 | value='34' | fill=00000000 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='61' | fill=00000000 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='0' | fill=00000000 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='0' | fill=00000000 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G42 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[41] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H42 | value='0' | fill=00000000 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='14' | fill=00000000 | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='69' | fill=00000000 | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='6' | fill=00000000 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A43 | value='% Phagocytosis' | fill=FF00B050 | rows=[42] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B43 | value='75' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='81.8181818181818' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='0' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='0' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G43 | value='% Phagocytosis' | fill=FF00B050 | rows=[42] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H43 | value='#DIV/0!' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='74.3589743589744' | fill=00000000 | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='21.4285714285714' | fill=00000000 | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='11.1111111111111' | fill=00000000 | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A45 | value='Time = 75 min' | fill=FFFFFF00 | rows=[44] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A46 | value='ROI 1' | fill=FFFFFF00 | rows=[45] | cols=[0, 1, 2, 3, 4] | col_header=True | row_header=False | metadata=False
Cell G46 | value='ROI 2' | fill=FFFFFF00 | rows=[45] | cols=[6, 7, 8, 9, 10] | col_header=True | row_header=False | metadata=False
Cell B47 | value='M0' | fill=FFFFFF00 | rows=[46] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C47 | value='IFN-y' | fill=FFFFFF00 | rows=[46] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D47 | value='LPS' | fill=FFFFFF00 | rows=[46] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E47 | value='M2' | fill=FFFFFF00 | rows=[46] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell H47 | value='M0' | fill=FFFFFF00 | rows=[46] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I47 | value='IFN-y' | fill=FFFFFF00 | rows=[46] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J47 | value='LPS' | fill=FFFFFF00 | rows=[46] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K47 | value='M2' | fill=FFFFFF00 | rows=[46] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell A48 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[47] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B48 | value='6' | fill=00000000 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='4' | fill=00000000 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='0' | fill=00000000 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='25' | fill=00000000 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G48 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[47] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H48 | value='1' | fill=00000000 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='27' | fill=00000000 | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='15' | fill=00000000 | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='10' | fill=00000000 | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A49 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[48] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B49 | value='1' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='0' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='0' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='0' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G49 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[48] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H49 | value='0' | fill=00000000 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I49 | value='0' | fill=00000000 | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='0' | fill=00000000 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='0' | fill=00000000 | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A50 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[49] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B50 | value='12' | fill=00000000 | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='0' | fill=00000000 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='0' | fill=00000000 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='0' | fill=00000000 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G50 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[49] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H50 | value='0' | fill=00000000 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I50 | value='0' | fill=00000000 | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J50 | value='0' | fill=00000000 | rows=[49] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K50 | value='0' | fill=00000000 | rows=[49] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A51 | value='% Phagocytosis' | fill=FF00B050 | rows=[50] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B51 | value='16.6666666666667' | fill=00000000 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='0' | fill=00000000 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='#DIV/0!' | fill=00000000 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='0' | fill=00000000 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G51 | value='% Phagocytosis' | fill=FF00B050 | rows=[50] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H51 | value='0' | fill=00000000 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I51 | value='0' | fill=00000000 | rows=[50] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J51 | value='0' | fill=00000000 | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K51 | value='0' | fill=00000000 | rows=[50] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A53 | value='ROI 3' | fill=FFFFFF00 | rows=[52] | cols=[0, 1, 2, 3, 4] | col_header=True | row_header=False | metadata=False
Cell G53 | value='ROI 4' | fill=FFFFFF00 | rows=[52] | cols=[6, 7, 8, 9, 10] | col_header=True | row_header=False | metadata=False
Cell B54 | value='M0' | fill=FFFFFF00 | rows=[53] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C54 | value='IFN-y' | fill=FFFFFF00 | rows=[53] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D54 | value='LPS' | fill=FFFFFF00 | rows=[53] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E54 | value='M2' | fill=FFFFFF00 | rows=[53] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell H54 | value='M0' | fill=FFFFFF00 | rows=[53] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I54 | value='IFN-y' | fill=FFFFFF00 | rows=[53] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J54 | value='LPS' | fill=FFFFFF00 | rows=[53] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K54 | value='M2' | fill=FFFFFF00 | rows=[53] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell A55 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[54] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B55 | value='1' | fill=00000000 | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C55 | value='18' | fill=00000000 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D55 | value='20' | fill=00000000 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E55 | value='12' | fill=00000000 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G55 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[54] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H55 | value='12' | fill=00000000 | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I55 | value='230' | fill=00000000 | rows=[54] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J55 | value='40' | fill=00000000 | rows=[54] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K55 | value='9' | fill=00000000 | rows=[54] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A56 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[55] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B56 | value='0' | fill=00000000 | rows=[55] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C56 | value='0' | fill=00000000 | rows=[55] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D56 | value='1' | fill=00000000 | rows=[55] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E56 | value='0' | fill=00000000 | rows=[55] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G56 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[55] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H56 | value='9' | fill=00000000 | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I56 | value='90' | fill=00000000 | rows=[55] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J56 | value='0' | fill=00000000 | rows=[55] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K56 | value='3' | fill=00000000 | rows=[55] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A57 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[56] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B57 | value='0' | fill=00000000 | rows=[56] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C57 | value='0' | fill=00000000 | rows=[56] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D57 | value='2' | fill=00000000 | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E57 | value='0' | fill=00000000 | rows=[56] | cols=[4] | col_header=False | row_header=False | metadata=False
