=== employment-table19.xlsx ===
Cell A1 | value='Industry' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell G270 | value='6.6' | fill=00000000 | rows=[269] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A271 | value='Health services, except hospitals' | fill=FF00B050 | rows=[270] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B271 | value='11201' | fill=00000000 | rows=[270] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C271 | value='78.1' | fill=00000000 | rows=[270] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D271 | value='72.1' | fill=00000000 | rows=[270] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E271 | value='17.5' | fill=00000000 | rows=[270] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F271 | value='6.8' | fill=00000000 | rows=[270] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G271 | value='15.1' | fill=00000000 | rows=[270] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A272 | value='Offices of physicians' | fill=FF00B050 | rows=[271] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B272 | value='1626' | fill=00000000 | rows=[271] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C272 | value='76.7' | fill=00000000 | rows=[271] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D272 | value='79.5' | fill=00000000 | rows=[271] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E272 | value='10.3' | fill=00000000 | rows=[271] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F272 | value='7.1' | fill=00000000 | rows=[271] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G272 | value='15.3' | fill=00000000 | rows=[271] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A273 | value='Offices of dentists' | fill=FF00B050 | rows=[272] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B273 | value='942' | fill=00000000 | rows=[272] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C273 | value='82.4' | fill=00000000 | rows=[272] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D273 | value='84' | fill=00000000 | rows=[272] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E273 | value='6.2' | fill=00000000 | rows=[272] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F273 | value='6.4' | fill=00000000 | rows=[272] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G273 | value='20.1' | fill=00000000 | rows=[272] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A274 | value='Offices of chiropractors' | fill=FF00B050 | rows=[273] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B274 | value='136' | fill=00000000 | rows=[273] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C274 | value='69.9' | fill=00000000 | rows=[273] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D274 | value='86.6' | fill=00000000 | rows=[273] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E274 | value='4.3' | fill=00000000 | rows=[273] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F274 | value='5.2' | fill=00000000 | rows=[273] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G274 | value='4.4' | fill=00000000 | rows=[273] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A275 | value='Offices of optometrists' | fill=FF00B050 | rows=[274] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B275 | value='166' | fill=00000000 | rows=[274] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C275 | value='74.7' | fill=00000000 | rows=[274] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D275 | value='83.1' | fill=00000000 | rows=[274] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E275 | value='5.3' | fill=00000000 | rows=[274] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F275 | value='4.5' | fill=00000000 | rows=[274] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G275 | value='12.5' | fill=00000000 | rows=[274] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A276 | value='Offices of other health practitioners' | fill=FF00B050 | rows=[275] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B276 | value='421' | fill=00000000 | rows=[275] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C276 | value='81.9' | fill=00000000 | rows=[275] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D276 | value='81.4' | fill=00000000 | rows=[275] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E276 | value='10.5' | fill=00000000 | rows=[275] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F276 | value='6.4' | fill=00000000 | rows=[275] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G276 | value='10.7' | fill=00000000 | rows=[275] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A277 | value='Outpatient care centers' | fill=FF00B050 | rows=[276] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B277 | value='2529' | fill=00000000 | rows=[276] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C277 | value='77.3' | fill=00000000 | rows=[276] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D277 | value='76.7' | fill=00000000 | rows=[276] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E277 | value='13.8' | fill=00000000 | rows=[276] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F277 | value='5.9' | fill=00000000 | rows=[276] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G277 | value='15.8' | fill=00000000 | rows=[276] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A278 | value='Home health care services' | fill=FF00B050 | rows=[277] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B278 | value='1387' | fill=00000000 | rows=[277] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C278 | value='85' | fill=00000000 | rows=[277] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D278 | value='62.3' | fill=00000000 | rows=[277] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E278 | value='26.4' | fill=00000000 | rows=[277] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F278 | value='8' | fill=00000000 | rows=[277] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G278 | value='19.5' | fill=00000000 | rows=[277] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A279 | value='Other health care services' | fill=FF00B050 | rows=[278] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B279 | value='1745' | fill=00000000 | rows=[278] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C279 | value='72' | fill=00000000 | rows=[278] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D279 | value='66.8' | fill=00000000 | rows=[278] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E279 | value='19.8' | fill=00000000 | rows=[278] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F279 | value='9.3' | fill=00000000 | rows=[278] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G279 | value='14.2' | fill=00000000 | rows=[278] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A280 | value='Nursing care facilities (skilled nursing facilities)' | fill=FF00B050 | rows=[279] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B280 | value='1333' | fill=00000000 | rows=[279] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C280 | value='81.4' | fill=00000000 | rows=[279] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D280 | value='62.8' | fill=00000000 | rows=[279] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E280 | value='27.7' | fill=00000000 | rows=[279] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F280 | value='5.9' | fill=00000000 | rows=[279] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G280 | value='10.6' | fill=00000000 | rows=[279] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A281 | value='Residential care facilities, except skilled nursing facilities' | fill=FF00B050 | rows=[280] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B281 | value='918' | fill=00000000 | rows=[280] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C281 | value='75' | fill=00000000 | rows=[280] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D281 | value='63.8' | fill=00000000 | rows=[280] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E281 | value='27.3' | fill=00000000 | rows=[280] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F281 | value='5.2' | fill=00000000 | rows=[280] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G281 | value='13.2' | fill=00000000 | rows=[280] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A282 | value='Social assistance' | fill=FF00B050 | rows=[281] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B282 | value='3680' | fill=00000000 | rows=[281] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C282 | value='83.5' | fill=00000000 | rows=[281] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D282 | value='70.3' | fill=00000000 | rows=[281] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E282 | value='20.2' | fill=00000000 | rows=[281] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F282 | value='4.5' | fill=00000000 | rows=[281] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G282 | value='19.3' | fill=00000000 | rows=[281] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A283 | value='Individual and family services' | fill=FF00B050 | rows=[282] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B283 | value='1932' | fill=00000000 | rows=[282] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C283 | value='77.4' | fill=00000000 | rows=[282] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D283 | value='68.7' | fill=00000000 | rows=[282] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E283 | value='21.3' | fill=00000000 | rows=[282] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F283 | value='5.3' | fill=00000000 | rows=[282] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G283 | value='18' | fill=00000000 | rows=[282] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A284 | value='Community food and housing, and emergency services' | fill=FF00B050 | rows=[283] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B284 | value='174' | fill=00000000 | rows=[283] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C284 | value='61.7' | fill=00000000 | rows=[283] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D284 | value='68.6' | fill=00000000 | rows=[283] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E284 | value='23.3' | fill=00000000 | rows=[283] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F284 | value='0.7' | fill=00000000 | rows=[283] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G284 | value='18.8' | fill=00000000 | rows=[283] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A285 | value='Vocational rehabilitation services' | fill=FF00B050 | rows=[284] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B285 | value='82' | fill=00000000 | rows=[284] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C285 | value='70.3' | fill=00000000 | rows=[284] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D285 | value='68.1' | fill=00000000 | rows=[284] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E285 | value='25.9' | fill=00000000 | rows=[284] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F285 | value='3.1' | fill=00000000 | rows=[284] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G285 | value='10.5' | fill=00000000 | rows=[284] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A286 | value='Child day care services' | fill=FF00B050 | rows=[285] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B286 | value='1491' | fill=00000000 | rows=[285] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C286 | value='94.6' | fill=00000000 | rows=[285] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D286 | value='72.6' | fill=00000000 | rows=[285] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E286 | value='18.2' | fill=00000000 | rows=[285] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F286 | value='4' | fill=00000000 | rows=[285] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G286 | value='21.4' | fill=00000000 | rows=[285] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A288 | value='Leisure and hospitality' | fill=FF00B050 | rows=[287] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B288 | value='14288' | fill=00000000 | rows=[287] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C288 | value='50.8' | fill=00000000 | rows=[287] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D288 | value='74.5' | fill=00000000 | rows=[287] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E288 | value='12.5' | fill=00000000 | rows=[287] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F288 | value='7.2' | fill=00000000 | rows=[287] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G288 | value='25.9' | fill=00000000 | rows=[287] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A289 | value='Arts, entertainment, and recreation' | fill=FF00B050 | rows=[288] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B289 | value='3529' | fill=00000000 | rows=[288] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C289 | value='44.1' | fill=00000000 | rows=[288] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D289 | value='78.4' | fill=00000000 | rows=[288] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E289 | value='11.6' | fill=00000000 | rows=[288] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F289 | value='4.8' | fill=00000000 | rows=[288] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G289 | value='16.6' | fill=00000000 | rows=[288] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A290 | value='Performing arts companies' | fill=FF00B050 | rows=[289] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B290 | value='187' | fill=00000000 | rows=[289] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C290 | value='51.4' | fill=00000000 | rows=[289] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D290 | value='82.5' | fill=00000000 | rows=[289] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E290 | value='9.5' | fill=00000000 | rows=[289] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F290 | value='6' | fill=00000000 | rows=[289] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G290 | value='13.3' | fill=00000000 | rows=[289] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A291 | value='Spectator sports' | fill=FF00B050 | rows=[290] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B291 | value='167' | fill=00000000 | rows=[290] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C291 | value='19.1' | fill=00000000 | rows=[290] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D291 | value='70.6' | fill=00000000 | rows=[290] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E291 | value='20.6' | fill=00000000 | rows=[290] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F291 | value='1' | fill=00000000 | rows=[290] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G291 | value='13' | fill=00000000 | rows=[290] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A292 | value='Promoters of performing arts, sports, and similar events, agents and managers for artists, athletes, entertainers, and other public figures' | fill=FF00B050 | rows=[291] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B292 | value='133' | fill=00000000 | rows=[291] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C292 | value='34.5' | fill=00000000 | rows=[291] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D292 | value='76.1' | fill=00000000 | rows=[291] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E292 | value='15.2' | fill=00000000 | rows=[291] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F292 | value='3.8' | fill=00000000 | rows=[291] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G292 | value='20.7' | fill=00000000 | rows=[291] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A293 | value='Independent artists, writers, and performers' | fill=FF00B050 | rows=[292] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B293 | value='493' | fill=00000000 | rows=[292] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C293 | value='47' | fill=00000000 | rows=[292] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D293 | value='80' | fill=00000000 | rows=[292] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E293 | value='11.8' | fill=00000000 | rows=[292] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F293 | value='4.3' | fill=00000000 | rows=[292] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G293 | value='10.4' | fill=00000000 | rows=[292] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A294 | value='Museums, art galleries, historical sites, and similar institutions' | fill=FF00B050 | rows=[293] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B294 | value='407' | fill=00000000 | rows=[293] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C294 | value='49.4' | fill=00000000 | rows=[293] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D294 | value='81.3' | fill=00000000 | rows=[293] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E294 | value='8.5' | fill=00000000 | rows=[293] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F294 | value='4.1' | fill=00000000 | rows=[293] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G294 | value='15' | fill=00000000 | rows=[293] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A295 | value='Bowling centers' | fill=FF00B050 | rows=[294] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B295 | value='40' | fill=00000000 | rows=[294] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C295 | value='–' | fill=00000000 | rows=[294] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D295 | value='–' | fill=00000000 | rows=[294] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E295 | value='–' | fill=00000000 | rows=[294] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F295 | value='–' | fill=00000000 | rows=[294] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G295 | value='–' | fill=00000000 | rows=[294] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A296 | value='Other amusement, gambling, and recreation industries' | fill=FF00B050 | rows=[295] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B296 | value='2103' | fill=00000000 | rows=[295] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C296 | value='44.4' | fill=00000000 | rows=[295] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D296 | value='77.7' | fill=00000000 | rows=[295] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E296 | value='11.5' | fill=00000000 | rows=[295] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F296 | value='5.4' | fill=00000000 | rows=[295] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G296 | value='18.6' | fill=00000000 | rows=[295] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A297 | value='Accommodation and food services' | fill=FF00B050 | rows=[296] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B297 | value='10759' | fill=00000000 | rows=[296] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C297 | value='53' | fill=00000000 | rows=[296] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D297 | value='73.3' | fill=00000000 | rows=[296] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E297 | value='12.8' | fill=00000000 | rows=[296] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F297 | value='8' | fill=00000000 | rows=[296] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G297 | value='29' | fill=00000000 | rows=[296] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A298 | value='Accommodation' | fill=FF00B050 | rows=[297] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B298 | value='1279' | fill=00000000 | rows=[297] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C298 | value='58.7' | fill=00000000 | rows=[297] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D298 | value='68.6' | fill=00000000 | rows=[297] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E298 | value='16.3' | fill=00000000 | rows=[297] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F298 | value='8.9' | fill=00000000 | rows=[297] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G298 | value='30.5' | fill=00000000 | rows=[297] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A299 | value='Traveler accommodation' | fill=FF00B050 | rows=[298] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B299 | value='1186' | fill=00000000 | rows=[298] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C299 | value='59.3' | fill=00000000 | rows=[298] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D299 | value='67.3' | fill=00000000 | rows=[298] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E299 | value='17' | fill=00000000 | rows=[298] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F299 | value='9.3' | fill=00000000 | rows=[298] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G299 | value='32.4' | fill=00000000 | rows=[298] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A300 | value='Recreational vehicle parks and camps, and rooming and boarding houses, dormitories, and workers' camps' | fill=FF00B050 | rows=[299] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B300 | value='93' | fill=00000000 | rows=[299] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C300 | value='51.7' | fill=00000000 | rows=[299] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D300 | value='85.3' | fill=00000000 | rows=[299] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E300 | value='7.3' | fill=00000000 | rows=[299] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F300 | value='3.3' | fill=00000000 | rows=[299] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G300 | value='6.4' | fill=00000000 | rows=[299] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A301 | value='Food services and drinking places' | fill=FF00B050 | rows=[300] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B301 | value='9479' | fill=00000000 | rows=[300] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C301 | value='52.3' | fill=00000000 | rows=[300] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D301 | value='73.9' | fill=00000000 | rows=[300] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E301 | value='12.3' | fill=00000000 | rows=[300] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F301 | value='7.8' | fill=00000000 | rows=[300] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G301 | value='28.8' | fill=00000000 | rows=[300] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A302 | value='Restaurants and other food services' | fill=FF00B050 | rows=[301] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B302 | value='9270' | fill=00000000 | rows=[301] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C302 | value='52.2' | fill=00000000 | rows=[301] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D302 | value='73.7' | fill=00000000 | rows=[301] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E302 | value='12.3' | fill=00000000 | rows=[301] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F302 | value='7.9' | fill=00000000 | rows=[301] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G302 | value='28.9' | fill=00000000 | rows=[301] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A303 | value='Drinking places, alcoholic beverages' | fill=FF00B050 | rows=[302] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B303 | value='209' | fill=00000000 | rows=[302] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C303 | value='53.9' | fill=00000000 | rows=[302] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D303 | value='83.2' | fill=00000000 | rows=[302] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E303 | value='10.1' | fill=00000000 | rows=[302] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F303 | value='3' | fill=00000000 | rows=[302] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G303 | value='21.6' | fill=00000000 | rows=[302] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A305 | value='Other services' | fill=FF00B050 | rows=[304] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B305 | value='7605' | fill=00000000 | rows=[304] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C305 | value='53.3' | fill=00000000 | rows=[304] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D305 | value='77.8' | fill=00000000 | rows=[304] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E305 | value='10.9' | fill=00000000 | rows=[304] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F305 | value='7.8' | fill=00000000 | rows=[304] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G305 | value='21.7' | fill=00000000 | rows=[304] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A306 | value='Other services, except private households' | fill=FF00B050 | rows=[305] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B306 | value='6932' | fill=00000000 | rows=[305] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C306 | value='49.6' | fill=00000000 | rows=[305] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D306 | value='77.4' | fill=00000000 | rows=[305] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E306 | value='10.8' | fill=00000000 | rows=[305] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F306 | value='8.2' | fill=00000000 | rows=[305] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G306 | value='19.5' | fill=00000000 | rows=[305] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A307 | value='Repair and maintenance' | fill=FF00B050 | rows=[306] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B307 | value='2155' | fill=00000000 | rows=[306] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C307 | value='13.2' | fill=00000000 | rows=[306] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D307 | value='84.9' | fill=00000000 | rows=[306] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E307 | value='8' | fill=00000000 | rows=[306] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F307 | value='3.3' | fill=00000000 | rows=[306] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G307 | value='27.9' | fill=00000000 | rows=[306] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A308 | value='Automotive repair and maintenance' | fill=FF00B050 | rows=[307] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B308 | value='1353' | fill=00000000 | rows=[307] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C308 | value='12.3' | fill=00000000 | rows=[307] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D308 | value='85.3' | fill=00000000 | rows=[307] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E308 | value='7.3' | fill=00000000 | rows=[307] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F308 | value='3.5' | fill=00000000 | rows=[307] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G308 | value='29.5' | fill=00000000 | rows=[307] | cols=[6] | col_header=False | row_header=False | metadata=False
