=== economy-table19.xlsx ===
Cell A1 | value='Table 2b: Bankruptcy rates per 10,000 adults, by location, England and Wales, 2011 to 2021 [r][note 11]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell I299 | value='3.38406380332187' | fill=00000000 | rows=[298] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J299 | value='3.00486241372403' | fill=00000000 | rows=[298] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K299 | value='3.08024025874018' | fill=00000000 | rows=[298] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L299 | value='3.58455058697016' | fill=00000000 | rows=[298] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M299 | value='2.03761616626948' | fill=00000000 | rows=[298] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N299 | value='1.77184014458216' | fill=00000000 | rows=[298] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A300 | value='E07000180' | fill=00000000 | rows=[299] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B300 | value='Vale of White Horse' | fill=00000000 | rows=[299] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C300 | value='Non-metropolitan District' | fill=00000000 | rows=[299] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D300 | value='9.31537245789766' | fill=00000000 | rows=[299] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E300 | value='5.71636439224653' | fill=00000000 | rows=[299] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F300 | value='5.99086908918132' | fill=00000000 | rows=[299] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G300 | value='2.04465527112129' | fill=00000000 | rows=[299] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H300 | value='2.31633012739816' | fill=00000000 | rows=[299] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I300 | value='2.27790432801822' | fill=00000000 | rows=[299] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J300 | value='2.42989745832726' | fill=00000000 | rows=[299] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K300 | value='2.09729544219568' | fill=00000000 | rows=[299] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L300 | value='2.06114093519586' | fill=00000000 | rows=[299] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M300 | value='2.40533614572637' | fill=00000000 | rows=[299] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N300 | value='0.925129286817833' | fill=00000000 | rows=[299] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A301 | value='E07000181' | fill=00000000 | rows=[300] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B301 | value='West Oxfordshire' | fill=00000000 | rows=[300] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C301 | value='Non-metropolitan District' | fill=00000000 | rows=[300] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D301 | value='7.55975808774119' | fill=00000000 | rows=[300] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E301 | value='4.60041285756414' | fill=00000000 | rows=[300] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F301 | value='3.74768697444546' | fill=00000000 | rows=[300] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G301 | value='3.50967500409462' | fill=00000000 | rows=[300] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H301 | value='3.37483998603515' | fill=00000000 | rows=[300] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I301 | value='3.83217400392508' | fill=00000000 | rows=[300] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J301 | value='2.5388911969718' | fill=00000000 | rows=[300] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K301 | value='2.6401882569018' | fill=00000000 | rows=[300] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L301 | value='3.18765013262901' | fill=00000000 | rows=[300] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M301 | value='2.36817177139249' | fill=00000000 | rows=[300] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N301 | value='1.4660110965763' | fill=00000000 | rows=[300] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A302 | value='E10000030' | fill=00000000 | rows=[301] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B302 | value='Surrey' | fill=00000000 | rows=[301] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C302 | value='County' | fill=00000000 | rows=[301] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D302 | value='7.33905299201484' | fill=00000000 | rows=[301] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E302 | value='5.13307410749932' | fill=00000000 | rows=[301] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F302 | value='4.26949495756011' | fill=00000000 | rows=[301] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G302 | value='3.68377183047172' | fill=00000000 | rows=[301] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H302 | value='2.71899364476184' | fill=00000000 | rows=[301] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I302 | value='2.91849479444683' | fill=00000000 | rows=[301] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J302 | value='2.8864365589352' | fill=00000000 | rows=[301] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K302 | value='2.99559604279608' | fill=00000000 | rows=[301] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L302 | value='2.93841342833488' | fill=00000000 | rows=[301] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M302 | value='2.46032195987108' | fill=00000000 | rows=[301] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N302 | value='1.82919589190415' | fill=00000000 | rows=[301] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A303 | value='E07000207' | fill=00000000 | rows=[302] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B303 | value='Elmbridge' | fill=00000000 | rows=[302] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C303 | value='Non-metropolitan District' | fill=00000000 | rows=[302] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D303 | value='7.18993409227082' | fill=00000000 | rows=[302] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E303 | value='5.67802603922819' | fill=00000000 | rows=[302] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F303 | value='5.04925498737686' | fill=00000000 | rows=[302] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G303 | value='3.92445425558008' | fill=00000000 | rows=[302] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H303 | value='2.74120123354056' | fill=00000000 | rows=[302] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I303 | value='3.4127696087991' | fill=00000000 | rows=[302] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J303 | value='2.92093041370111' | fill=00000000 | rows=[302] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K303 | value='3.40679021959196' | fill=00000000 | rows=[302] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L303 | value='3.50133245151627' | fill=00000000 | rows=[302] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M303 | value='2.80890714140426' | fill=00000000 | rows=[302] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N303 | value='1.84031847195452' | fill=00000000 | rows=[302] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A304 | value='E07000208' | fill=00000000 | rows=[303] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B304 | value='Epsom and Ewell' | fill=00000000 | rows=[303] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C304 | value='Non-metropolitan District' | fill=00000000 | rows=[303] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D304 | value='6.15542446781226' | fill=00000000 | rows=[303] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E304 | value='4.08052230685528' | fill=00000000 | rows=[303] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F304 | value='3.18385950800992' | fill=00000000 | rows=[303] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G304 | value='2.8162014412325' | fill=00000000 | rows=[303] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H304 | value='1.1526428453812' | fill=00000000 | rows=[303] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I304 | value='2.2964749110116' | fill=00000000 | rows=[303] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J304 | value='2.77850418410042' | fill=00000000 | rows=[303] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K304 | value='2.60463299093262' | fill=00000000 | rows=[303] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L304 | value='2.75027502750275' | fill=00000000 | rows=[303] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M304 | value='1.29150993655457' | fill=00000000 | rows=[303] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N304 | value='0.968632452415931' | fill=00000000 | rows=[303] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A305 | value='E07000209' | fill=00000000 | rows=[304] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B305 | value='Guildford' | fill=00000000 | rows=[304] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C305 | value='Non-metropolitan District' | fill=00000000 | rows=[304] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D305 | value='8.82492084864806' | fill=00000000 | rows=[304] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E305 | value='4.94973766390381' | fill=00000000 | rows=[304] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F305 | value='3.74702245537029' | fill=00000000 | rows=[304] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G305 | value='5.10684757820961' | fill=00000000 | rows=[304] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H305 | value='2.32921263986059' | fill=00000000 | rows=[304] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I305 | value='1.95801338259582' | fill=00000000 | rows=[304] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J305 | value='2.6184422802409' | fill=00000000 | rows=[304] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K305 | value='2.5272522029215' | fill=00000000 | rows=[304] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L305 | value='2.84022086894051' | fill=00000000 | rows=[304] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M305 | value='2.231700059512' | fill=00000000 | rows=[304] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N305 | value='1.23983336639556' | fill=00000000 | rows=[304] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A306 | value='E07000210' | fill=00000000 | rows=[305] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B306 | value='Mole Valley' | fill=00000000 | rows=[305] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C306 | value='Non-metropolitan District' | fill=00000000 | rows=[305] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D306 | value='6.51456152559186' | fill=00000000 | rows=[305] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E306 | value='5.14584803575629' | fill=00000000 | rows=[305] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F306 | value='4.37177581533619' | fill=00000000 | rows=[305] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G306 | value='4.06923512912555' | fill=00000000 | rows=[305] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H306 | value='2.60952767549074' | fill=00000000 | rows=[305] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I306 | value='2.74075356297963' | fill=00000000 | rows=[305] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J306 | value='2.30550872490958' | fill=00000000 | rows=[305] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K306 | value='2.01210135241955' | fill=00000000 | rows=[305] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L306 | value='3.44594885637572' | fill=00000000 | rows=[305] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M306 | value='2.56926304971524' | fill=00000000 | rows=[305] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N306 | value='2.56926304971524' | fill=00000000 | rows=[305] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A307 | value='E07000211' | fill=00000000 | rows=[306] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B307 | value='Reigate and Banstead' | fill=00000000 | rows=[306] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C307 | value='Non-metropolitan District' | fill=00000000 | rows=[306] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D307 | value='8.34608429545138' | fill=00000000 | rows=[306] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E307 | value='4.59892753009998' | fill=00000000 | rows=[306] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F307 | value='3.74292495891912' | fill=00000000 | rows=[306] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G307 | value='3.24692894637156' | fill=00000000 | rows=[306] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H307 | value='3.22612443878877' | fill=00000000 | rows=[306] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I307 | value='3.1123007016015' | fill=00000000 | rows=[306] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J307 | value='2.91455067343785' | fill=00000000 | rows=[306] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K307 | value='4.03098601423113' | fill=00000000 | rows=[306] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L307 | value='3.14007344282886' | fill=00000000 | rows=[306] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M307 | value='2.78604886033189' | fill=00000000 | rows=[306] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N307 | value='2.4377927527904' | fill=00000000 | rows=[306] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A308 | value='E07000212' | fill=00000000 | rows=[307] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B308 | value='Runnymede' | fill=00000000 | rows=[307] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C308 | value='Non-metropolitan District' | fill=00000000 | rows=[307] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D308 | value='5.70318761945866' | fill=00000000 | rows=[307] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E308 | value='4.85135155622262' | fill=00000000 | rows=[307] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F308 | value='3.5812343320998' | fill=00000000 | rows=[307] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G308 | value='3.25193638029918' | fill=00000000 | rows=[307] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H308 | value='1.8945466204203' | fill=00000000 | rows=[307] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I308 | value='4.01404917210236' | fill=00000000 | rows=[307] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J308 | value='3.70560401345419' | fill=00000000 | rows=[307] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K308 | value='2.95416819064232' | fill=00000000 | rows=[307] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L308 | value='2.63168829729767' | fill=00000000 | rows=[307] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M308 | value='1.64783104239045' | fill=00000000 | rows=[307] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N308 | value='1.78515029592299' | fill=00000000 | rows=[307] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A309 | value='E07000213' | fill=00000000 | rows=[308] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B309 | value='Spelthorne' | fill=00000000 | rows=[308] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C309 | value='Non-metropolitan District' | fill=00000000 | rows=[308] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D309 | value='7.36406075350122' | fill=00000000 | rows=[308] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E309 | value='5.60764726594593' | fill=00000000 | rows=[308] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F309 | value='4.27616233867206' | fill=00000000 | rows=[308] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G309 | value='2.19145590017274' | fill=00000000 | rows=[308] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H309 | value='2.57440016476161' | fill=00000000 | rows=[308] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I309 | value='2.82453234731477' | fill=00000000 | rows=[308] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J309 | value='2.56848215547023' | fill=00000000 | rows=[308] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K309 | value='2.44259892525647' | fill=00000000 | rows=[308] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L309 | value='2.17730986961756' | fill=00000000 | rows=[308] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M309 | value='3.46981263011797' | fill=00000000 | rows=[308] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N309 | value='1.92767368339887' | fill=00000000 | rows=[308] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A310 | value='E07000214' | fill=00000000 | rows=[309] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B310 | value='Surrey Heath' | fill=00000000 | rows=[309] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C310 | value='Non-metropolitan District' | fill=00000000 | rows=[309] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D310 | value='7.87776093225126' | fill=00000000 | rows=[309] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E310 | value='5.77298833560306' | fill=00000000 | rows=[309] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F310 | value='4.99830939535157' | fill=00000000 | rows=[309] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G310 | value='4.51914806769975' | fill=00000000 | rows=[309] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H310 | value='3.03455052526625' | fill=00000000 | rows=[309] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I310 | value='2.44981482282075' | fill=00000000 | rows=[309] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J310 | value='4.17200155371092' | fill=00000000 | rows=[309] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K310 | value='3.87196695921528' | fill=00000000 | rows=[309] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L310 | value='2.71552709810199' | fill=00000000 | rows=[309] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M310 | value='2.8604118993135' | fill=00000000 | rows=[309] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N310 | value='2.2883295194508' | fill=00000000 | rows=[309] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A311 | value='E07000215' | fill=00000000 | rows=[310] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B311 | value='Tandridge' | fill=00000000 | rows=[310] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C311 | value='Non-metropolitan District' | fill=00000000 | rows=[310] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D311 | value='7.5533357997287' | fill=00000000 | rows=[310] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E311 | value='5.96366750259955' | fill=00000000 | rows=[310] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F311 | value='4.82887668256172' | fill=00000000 | rows=[310] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G311 | value='4.32822900808931' | fill=00000000 | rows=[310] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H311 | value='3.70502104451953' | fill=00000000 | rows=[310] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I311 | value='3.38818260831136' | fill=00000000 | rows=[310] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J311 | value='2.77424912757166' | fill=00000000 | rows=[310] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K311 | value='3.20858734649826' | fill=00000000 | rows=[310] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L311 | value='2.46366100024637' | fill=00000000 | rows=[310] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M311 | value='2.45271313355744' | fill=00000000 | rows=[310] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N311 | value='1.73132691780525' | fill=00000000 | rows=[310] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A312 | value='E07000216' | fill=00000000 | rows=[311] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B312 | value='Waverley' | fill=00000000 | rows=[311] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C312 | value='Non-metropolitan District' | fill=00000000 | rows=[311] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D312 | value='6.79318982719823' | fill=00000000 | rows=[311] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E312 | value='5.18754565569518' | fill=00000000 | rows=[311] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F312 | value='4.63313958385983' | fill=00000000 | rows=[311] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G312 | value='3.87564419491348' | fill=00000000 | rows=[311] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H312 | value='3.7522669946426' | fill=00000000 | rows=[311] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I312 | value='2.80309794231847' | fill=00000000 | rows=[311] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J312 | value='3.20519448292975' | fill=00000000 | rows=[311] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K312 | value='2.47279920870425' | fill=00000000 | rows=[311] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L312 | value='3.47680256874355' | fill=00000000 | rows=[311] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M312 | value='2.76087734546756' | fill=00000000 | rows=[311] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N312 | value='1.63607546398078' | fill=00000000 | rows=[311] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A313 | value='E07000217' | fill=00000000 | rows=[312] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B313 | value='Woking' | fill=00000000 | rows=[312] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C313 | value='Non-metropolitan District' | fill=00000000 | rows=[312] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D313 | value='6.99499987046297' | fill=00000000 | rows=[312] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E313 | value='4.66968466657154' | fill=00000000 | rows=[312] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F313 | value='4.52389261571471' | fill=00000000 | rows=[312] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G313 | value='2.57881503449165' | fill=00000000 | rows=[312] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H313 | value='2.32282042017241' | fill=00000000 | rows=[312] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I313 | value='3.34620334620335' | fill=00000000 | rows=[312] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J313 | value='1.93891136589843' | fill=00000000 | rows=[312] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K313 | value='3.10731903103435' | fill=00000000 | rows=[312] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L313 | value='2.73416139364112' | fill=00000000 | rows=[312] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M313 | value='1.70857045224546' | fill=00000000 | rows=[312] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N313 | value='1.70857045224546' | fill=00000000 | rows=[312] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A314 | value='E10000032' | fill=00000000 | rows=[313] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B314 | value='West Sussex' | fill=00000000 | rows=[313] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C314 | value='County' | fill=00000000 | rows=[313] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D314 | value='8.68898701927404' | fill=00000000 | rows=[313] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E314 | value='6.2929563508854' | fill=00000000 | rows=[313] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F314 | value='4.88330428784637' | fill=00000000 | rows=[313] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G314 | value='3.82427097000441' | fill=00000000 | rows=[313] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H314 | value='3.14376904974341' | fill=00000000 | rows=[313] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I314 | value='3.43756158347126' | fill=00000000 | rows=[313] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J314 | value='3.44587908204137' | fill=00000000 | rows=[313] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K314 | value='3.77093747259493' | fill=00000000 | rows=[313] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L314 | value='3.95421829320238' | fill=00000000 | rows=[313] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M314 | value='3.01330490009735' | fill=00000000 | rows=[313] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N314 | value='2.33241388901766' | fill=00000000 | rows=[313] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A315 | value='E07000223' | fill=00000000 | rows=[314] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B315 | value='Adur' | fill=00000000 | rows=[314] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C315 | value='Non-metropolitan District' | fill=00000000 | rows=[314] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D315 | value='8.12975082313727' | fill=00000000 | rows=[314] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E315 | value='3.42603788794841' | fill=00000000 | rows=[314] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F315 | value='4.79233226837061' | fill=00000000 | rows=[314] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G315 | value='4.34963126989462' | fill=00000000 | rows=[314] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H315 | value='3.94391749324604' | fill=00000000 | rows=[314] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I315 | value='3.93863605033577' | fill=00000000 | rows=[314] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J315 | value='5.11589469127543' | fill=00000000 | rows=[314] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K315 | value='3.73200290703384' | fill=00000000 | rows=[314] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L315 | value='5.67614648372512' | fill=00000000 | rows=[314] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M315 | value='3.33359479174837' | fill=00000000 | rows=[314] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N315 | value='3.13750098046906' | fill=00000000 | rows=[314] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A316 | value='E07000224' | fill=00000000 | rows=[315] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B316 | value='Arun' | fill=00000000 | rows=[315] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C316 | value='Non-metropolitan District' | fill=00000000 | rows=[315] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D316 | value='10.5525476285179' | fill=00000000 | rows=[315] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E316 | value='7.55171721229163' | fill=00000000 | rows=[315] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F316 | value='5.73116079886014' | fill=00000000 | rows=[315] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G316 | value='4.87904685458866' | fill=00000000 | rows=[315] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H316 | value='2.2642275470608' | fill=00000000 | rows=[315] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I316 | value='3.71433656532203' | fill=00000000 | rows=[315] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J316 | value='3.68233705658525' | fill=00000000 | rows=[315] | cols=[9] | col_header=False | row_header=False | metadata=False
