=== health-table22.xlsx ===
Cell A1 | value='Knowledge of HST' | fill=FFFFFF00 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14] | col_header=True | row_header=True | metadata=False
Cell AF84 | value='5' | fill=00000000 | rows=[83] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG84 | value='5' | fill=00000000 | rows=[83] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH84 | value='2' | fill=00000000 | rows=[83] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI84 | value='5' | fill=00000000 | rows=[83] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ84 | value='5' | fill=00000000 | rows=[83] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK84 | value='5' | fill=00000000 | rows=[83] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL84 | value='5' | fill=00000000 | rows=[83] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM84 | value='3' | fill=00000000 | rows=[83] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN84 | value='2' | fill=00000000 | rows=[83] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO84 | value='5' | fill=00000000 | rows=[83] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP84 | value='5' | fill=00000000 | rows=[83] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ84 | value='3' | fill=00000000 | rows=[83] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR84 | value='2' | fill=00000000 | rows=[83] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS84 | value='1' | fill=00000000 | rows=[83] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT84 | value='4.6' | fill=00000000 | rows=[83] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU84 | value='5' | fill=00000000 | rows=[83] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV84 | value='4.5' | fill=00000000 | rows=[83] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW84 | value='3.66666666666667' | fill=00000000 | rows=[83] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX84 | value='4.375' | fill=00000000 | rows=[83] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A85 | value='5' | fill=00000000 | rows=[84] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B85 | value='5' | fill=00000000 | rows=[84] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C85 | value='5' | fill=00000000 | rows=[84] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D85 | value='5' | fill=00000000 | rows=[84] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E85 | value='5' | fill=00000000 | rows=[84] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F85 | value='5' | fill=00000000 | rows=[84] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G85 | value='5' | fill=00000000 | rows=[84] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H85 | value='1' | fill=00000000 | rows=[84] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I85 | value='5' | fill=00000000 | rows=[84] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J85 | value='5' | fill=00000000 | rows=[84] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K85 | value='5' | fill=00000000 | rows=[84] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L85 | value='3' | fill=00000000 | rows=[84] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M85 | value='5' | fill=00000000 | rows=[84] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N85 | value='5' | fill=00000000 | rows=[84] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O85 | value='5' | fill=00000000 | rows=[84] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P85 | value='5' | fill=00000000 | rows=[84] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q85 | value='5' | fill=00000000 | rows=[84] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R85 | value='5' | fill=00000000 | rows=[84] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S85 | value='2' | fill=00000000 | rows=[84] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T85 | value='5' | fill=00000000 | rows=[84] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U85 | value='5' | fill=00000000 | rows=[84] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V85 | value='2' | fill=00000000 | rows=[84] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W85 | value='3' | fill=00000000 | rows=[84] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X85 | value='5' | fill=00000000 | rows=[84] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y85 | value='5' | fill=00000000 | rows=[84] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z85 | value='5' | fill=00000000 | rows=[84] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA85 | value='1' | fill=00000000 | rows=[84] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB85 | value='3' | fill=00000000 | rows=[84] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC85 | value='1' | fill=00000000 | rows=[84] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD85 | value='5' | fill=00000000 | rows=[84] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE85 | value='5' | fill=00000000 | rows=[84] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF85 | value='5' | fill=00000000 | rows=[84] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG85 | value='5' | fill=00000000 | rows=[84] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH85 | value='5' | fill=00000000 | rows=[84] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI85 | value='5' | fill=00000000 | rows=[84] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ85 | value='5' | fill=00000000 | rows=[84] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK85 | value='5' | fill=00000000 | rows=[84] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL85 | value='5' | fill=00000000 | rows=[84] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM85 | value='5' | fill=00000000 | rows=[84] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN85 | value='2' | fill=00000000 | rows=[84] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO85 | value='2' | fill=00000000 | rows=[84] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP85 | value='3' | fill=00000000 | rows=[84] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ85 | value='1' | fill=00000000 | rows=[84] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR85 | value='2' | fill=00000000 | rows=[84] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS85 | value='1' | fill=00000000 | rows=[84] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT85 | value='4.6' | fill=00000000 | rows=[84] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU85 | value='5' | fill=00000000 | rows=[84] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV85 | value='3.66666666666667' | fill=00000000 | rows=[84] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW85 | value='3.33333333333333' | fill=00000000 | rows=[84] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX85 | value='5' | fill=00000000 | rows=[84] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A86 | value='5' | fill=00000000 | rows=[85] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B86 | value='5' | fill=00000000 | rows=[85] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C86 | value='5' | fill=00000000 | rows=[85] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D86 | value='5' | fill=00000000 | rows=[85] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E86 | value='1' | fill=00000000 | rows=[85] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F86 | value='1' | fill=00000000 | rows=[85] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G86 | value='5' | fill=00000000 | rows=[85] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H86 | value='1' | fill=00000000 | rows=[85] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I86 | value='5' | fill=00000000 | rows=[85] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J86 | value='5' | fill=00000000 | rows=[85] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K86 | value='5' | fill=00000000 | rows=[85] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L86 | value='3' | fill=00000000 | rows=[85] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M86 | value='5' | fill=00000000 | rows=[85] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N86 | value='5' | fill=00000000 | rows=[85] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O86 | value='5' | fill=00000000 | rows=[85] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P86 | value='5' | fill=00000000 | rows=[85] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q86 | value='5' | fill=00000000 | rows=[85] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R86 | value='5' | fill=00000000 | rows=[85] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S86 | value='2' | fill=00000000 | rows=[85] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T86 | value='5' | fill=00000000 | rows=[85] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U86 | value='2' | fill=00000000 | rows=[85] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V86 | value='5' | fill=00000000 | rows=[85] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W86 | value='3' | fill=00000000 | rows=[85] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X86 | value='5' | fill=00000000 | rows=[85] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y86 | value='5' | fill=00000000 | rows=[85] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z86 | value='5' | fill=00000000 | rows=[85] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA86 | value='1' | fill=00000000 | rows=[85] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB86 | value='5' | fill=00000000 | rows=[85] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC86 | value='1' | fill=00000000 | rows=[85] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD86 | value='2' | fill=00000000 | rows=[85] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE86 | value='5' | fill=00000000 | rows=[85] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF86 | value='5' | fill=00000000 | rows=[85] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG86 | value='5' | fill=00000000 | rows=[85] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH86 | value='5' | fill=00000000 | rows=[85] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI86 | value='5' | fill=00000000 | rows=[85] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ86 | value='5' | fill=00000000 | rows=[85] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK86 | value='5' | fill=00000000 | rows=[85] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL86 | value='5' | fill=00000000 | rows=[85] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM86 | value='5' | fill=00000000 | rows=[85] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN86 | value='2' | fill=00000000 | rows=[85] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO86 | value='2' | fill=00000000 | rows=[85] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP86 | value='5' | fill=00000000 | rows=[85] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ86 | value='3' | fill=00000000 | rows=[85] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR86 | value='2' | fill=00000000 | rows=[85] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS86 | value='1' | fill=00000000 | rows=[85] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT86 | value='4.06666666666667' | fill=00000000 | rows=[85] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU86 | value='5' | fill=00000000 | rows=[85] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV86 | value='3.66666666666667' | fill=00000000 | rows=[85] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW86 | value='3.16666666666667' | fill=00000000 | rows=[85] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX86 | value='5' | fill=00000000 | rows=[85] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A87 | value='5' | fill=00000000 | rows=[86] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B87 | value='5' | fill=00000000 | rows=[86] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C87 | value='5' | fill=00000000 | rows=[86] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D87 | value='5' | fill=00000000 | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E87 | value='5' | fill=00000000 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F87 | value='5' | fill=00000000 | rows=[86] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G87 | value='5' | fill=00000000 | rows=[86] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H87 | value='1' | fill=00000000 | rows=[86] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I87 | value='5' | fill=00000000 | rows=[86] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J87 | value='5' | fill=00000000 | rows=[86] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K87 | value='5' | fill=00000000 | rows=[86] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L87 | value='3' | fill=00000000 | rows=[86] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M87 | value='3' | fill=00000000 | rows=[86] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N87 | value='5' | fill=00000000 | rows=[86] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O87 | value='5' | fill=00000000 | rows=[86] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P87 | value='5' | fill=00000000 | rows=[86] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q87 | value='5' | fill=00000000 | rows=[86] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R87 | value='5' | fill=00000000 | rows=[86] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S87 | value='2' | fill=00000000 | rows=[86] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T87 | value='5' | fill=00000000 | rows=[86] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U87 | value='5' | fill=00000000 | rows=[86] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V87 | value='2' | fill=00000000 | rows=[86] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W87 | value='3' | fill=00000000 | rows=[86] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X87 | value='5' | fill=00000000 | rows=[86] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y87 | value='5' | fill=00000000 | rows=[86] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z87 | value='1' | fill=00000000 | rows=[86] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA87 | value='1' | fill=00000000 | rows=[86] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB87 | value='5' | fill=00000000 | rows=[86] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC87 | value='1' | fill=00000000 | rows=[86] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD87 | value='5' | fill=00000000 | rows=[86] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE87 | value='5' | fill=00000000 | rows=[86] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF87 | value='5' | fill=00000000 | rows=[86] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG87 | value='5' | fill=00000000 | rows=[86] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH87 | value='2' | fill=00000000 | rows=[86] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI87 | value='1' | fill=00000000 | rows=[86] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ87 | value='5' | fill=00000000 | rows=[86] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK87 | value='5' | fill=00000000 | rows=[86] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL87 | value='5' | fill=00000000 | rows=[86] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM87 | value='5' | fill=00000000 | rows=[86] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN87 | value='2' | fill=00000000 | rows=[86] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO87 | value='1' | fill=00000000 | rows=[86] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP87 | value='1' | fill=00000000 | rows=[86] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ87 | value='1' | fill=00000000 | rows=[86] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR87 | value='5' | fill=00000000 | rows=[86] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS87 | value='1' | fill=00000000 | rows=[86] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT87 | value='4.46666666666667' | fill=00000000 | rows=[86] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU87 | value='5' | fill=00000000 | rows=[86] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV87 | value='3.66666666666667' | fill=00000000 | rows=[86] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW87 | value='3' | fill=00000000 | rows=[86] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX87 | value='4.125' | fill=00000000 | rows=[86] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A88 | value='5' | fill=00000000 | rows=[87] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B88 | value='5' | fill=00000000 | rows=[87] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C88 | value='5' | fill=00000000 | rows=[87] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D88 | value='5' | fill=00000000 | rows=[87] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E88 | value='5' | fill=00000000 | rows=[87] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F88 | value='1' | fill=00000000 | rows=[87] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G88 | value='5' | fill=00000000 | rows=[87] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H88 | value='1' | fill=00000000 | rows=[87] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I88 | value='5' | fill=00000000 | rows=[87] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J88 | value='5' | fill=00000000 | rows=[87] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K88 | value='1' | fill=00000000 | rows=[87] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L88 | value='1' | fill=00000000 | rows=[87] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M88 | value='3' | fill=00000000 | rows=[87] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N88 | value='5' | fill=00000000 | rows=[87] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O88 | value='5' | fill=00000000 | rows=[87] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P88 | value='5' | fill=00000000 | rows=[87] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q88 | value='5' | fill=00000000 | rows=[87] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R88 | value='5' | fill=00000000 | rows=[87] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S88 | value='2' | fill=00000000 | rows=[87] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T88 | value='5' | fill=00000000 | rows=[87] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U88 | value='5' | fill=00000000 | rows=[87] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V88 | value='3' | fill=00000000 | rows=[87] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W88 | value='3' | fill=00000000 | rows=[87] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X88 | value='5' | fill=00000000 | rows=[87] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y88 | value='5' | fill=00000000 | rows=[87] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z88 | value='5' | fill=00000000 | rows=[87] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA88 | value='5' | fill=00000000 | rows=[87] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB88 | value='5' | fill=00000000 | rows=[87] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC88 | value='1' | fill=00000000 | rows=[87] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD88 | value='5' | fill=00000000 | rows=[87] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE88 | value='5' | fill=00000000 | rows=[87] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF88 | value='5' | fill=00000000 | rows=[87] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG88 | value='5' | fill=00000000 | rows=[87] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH88 | value='2' | fill=00000000 | rows=[87] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI88 | value='5' | fill=00000000 | rows=[87] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ88 | value='5' | fill=00000000 | rows=[87] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK88 | value='5' | fill=00000000 | rows=[87] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL88 | value='5' | fill=00000000 | rows=[87] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM88 | value='5' | fill=00000000 | rows=[87] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN88 | value='2' | fill=00000000 | rows=[87] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO88 | value='1' | fill=00000000 | rows=[87] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP88 | value='3' | fill=00000000 | rows=[87] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ88 | value='5' | fill=00000000 | rows=[87] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR88 | value='1' | fill=00000000 | rows=[87] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS88 | value='1' | fill=00000000 | rows=[87] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT88 | value='3.8' | fill=00000000 | rows=[87] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU88 | value='5' | fill=00000000 | rows=[87] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV88 | value='3.83333333333333' | fill=00000000 | rows=[87] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW88 | value='4.33333333333333' | fill=00000000 | rows=[87] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX88 | value='4.625' | fill=00000000 | rows=[87] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A89 | value='1' | fill=00000000 | rows=[88] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B89 | value='1' | fill=00000000 | rows=[88] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C89 | value='1' | fill=00000000 | rows=[88] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D89 | value='1' | fill=00000000 | rows=[88] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E89 | value='1' | fill=00000000 | rows=[88] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F89 | value='3' | fill=00000000 | rows=[88] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G89 | value='5' | fill=00000000 | rows=[88] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H89 | value='5' | fill=00000000 | rows=[88] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I89 | value='5' | fill=00000000 | rows=[88] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J89 | value='5' | fill=00000000 | rows=[88] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K89 | value='5' | fill=00000000 | rows=[88] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L89 | value='5' | fill=00000000 | rows=[88] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M89 | value='3' | fill=00000000 | rows=[88] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N89 | value='5' | fill=00000000 | rows=[88] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O89 | value='5' | fill=00000000 | rows=[88] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P89 | value='5' | fill=00000000 | rows=[88] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q89 | value='5' | fill=00000000 | rows=[88] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R89 | value='5' | fill=00000000 | rows=[88] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S89 | value='5' | fill=00000000 | rows=[88] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T89 | value='5' | fill=00000000 | rows=[88] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U89 | value='5' | fill=00000000 | rows=[88] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V89 | value='5' | fill=00000000 | rows=[88] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W89 | value='5' | fill=00000000 | rows=[88] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X89 | value='5' | fill=00000000 | rows=[88] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y89 | value='5' | fill=00000000 | rows=[88] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z89 | value='5' | fill=00000000 | rows=[88] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA89 | value='5' | fill=00000000 | rows=[88] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB89 | value='5' | fill=00000000 | rows=[88] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC89 | value='3' | fill=00000000 | rows=[88] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD89 | value='5' | fill=00000000 | rows=[88] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE89 | value='5' | fill=00000000 | rows=[88] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF89 | value='5' | fill=00000000 | rows=[88] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG89 | value='5' | fill=00000000 | rows=[88] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH89 | value='5' | fill=00000000 | rows=[88] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI89 | value='1' | fill=00000000 | rows=[88] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ89 | value='1' | fill=00000000 | rows=[88] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK89 | value='1' | fill=00000000 | rows=[88] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL89 | value='1' | fill=00000000 | rows=[88] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM89 | value='1' | fill=00000000 | rows=[88] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN89 | value='1' | fill=00000000 | rows=[88] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO89 | value='2' | fill=00000000 | rows=[88] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP89 | value='1' | fill=00000000 | rows=[88] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ89 | value='5' | fill=00000000 | rows=[88] | cols=[42] | col_header=False | row_header=False | metadata=False
