=== science-table36.xlsx ===
Cell A1 | value='raw clone size data used for Figure 5a,d, Extended Data Figure 11a,b from ovariectomized confetti mouse model' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell B2273 | value='1' | fill=00000000 | rows=[2272] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2274 | value='1' | fill=00000000 | rows=[2273] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2275 | value='1' | fill=00000000 | rows=[2274] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2276 | value='1' | fill=00000000 | rows=[2275] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2277 | value='1' | fill=00000000 | rows=[2276] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2278 | value='1' | fill=00000000 | rows=[2277] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2279 | value='2' | fill=00000000 | rows=[2278] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2280 | value='1' | fill=00000000 | rows=[2279] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2281 | value='1' | fill=00000000 | rows=[2280] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2282 | value='1' | fill=00000000 | rows=[2281] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2283 | value='1' | fill=00000000 | rows=[2282] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2284 | value='1' | fill=00000000 | rows=[2283] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2285 | value='1' | fill=00000000 | rows=[2284] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2286 | value='1' | fill=00000000 | rows=[2285] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2287 | value='1' | fill=00000000 | rows=[2286] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2288 | value='2' | fill=00000000 | rows=[2287] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2289 | value='1' | fill=00000000 | rows=[2288] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2290 | value='1' | fill=00000000 | rows=[2289] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2291 | value='1' | fill=00000000 | rows=[2290] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2292 | value='1' | fill=00000000 | rows=[2291] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2293 | value='1' | fill=00000000 | rows=[2292] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2294 | value='1' | fill=00000000 | rows=[2293] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2295 | value='1' | fill=00000000 | rows=[2294] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2296 | value='1' | fill=00000000 | rows=[2295] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2297 | value='1' | fill=00000000 | rows=[2296] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2298 | value='1' | fill=00000000 | rows=[2297] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2299 | value='1' | fill=00000000 | rows=[2298] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2300 | value='1' | fill=00000000 | rows=[2299] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2301 | value='1' | fill=00000000 | rows=[2300] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2302 | value='1' | fill=00000000 | rows=[2301] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2303 | value='1' | fill=00000000 | rows=[2302] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2304 | value='2' | fill=00000000 | rows=[2303] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2305 | value='1' | fill=00000000 | rows=[2304] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2306 | value='1' | fill=00000000 | rows=[2305] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2307 | value='1' | fill=00000000 | rows=[2306] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2308 | value='1' | fill=00000000 | rows=[2307] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2309 | value='1' | fill=00000000 | rows=[2308] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2310 | value='1' | fill=00000000 | rows=[2309] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2311 | value='1' | fill=00000000 | rows=[2310] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2312 | value='2' | fill=00000000 | rows=[2311] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2313 | value='1' | fill=00000000 | rows=[2312] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2314 | value='1' | fill=00000000 | rows=[2313] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2315 | value='1' | fill=00000000 | rows=[2314] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2316 | value='1' | fill=00000000 | rows=[2315] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2317 | value='1' | fill=00000000 | rows=[2316] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2318 | value='2' | fill=00000000 | rows=[2317] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2319 | value='2' | fill=00000000 | rows=[2318] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2320 | value='1' | fill=00000000 | rows=[2319] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2321 | value='1' | fill=00000000 | rows=[2320] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2322 | value='1' | fill=00000000 | rows=[2321] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2323 | value='1' | fill=00000000 | rows=[2322] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2324 | value='1' | fill=00000000 | rows=[2323] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2325 | value='1' | fill=00000000 | rows=[2324] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2326 | value='1' | fill=00000000 | rows=[2325] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2327 | value='1' | fill=00000000 | rows=[2326] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2328 | value='1' | fill=00000000 | rows=[2327] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2329 | value='2' | fill=00000000 | rows=[2328] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2330 | value='1' | fill=00000000 | rows=[2329] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2331 | value='1' | fill=00000000 | rows=[2330] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2332 | value='1' | fill=00000000 | rows=[2331] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2333 | value='1' | fill=00000000 | rows=[2332] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2334 | value='1' | fill=00000000 | rows=[2333] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2335 | value='1' | fill=00000000 | rows=[2334] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2336 | value='1' | fill=00000000 | rows=[2335] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2337 | value='1' | fill=00000000 | rows=[2336] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2338 | value='1' | fill=00000000 | rows=[2337] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2339 | value='2' | fill=00000000 | rows=[2338] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2340 | value='1' | fill=00000000 | rows=[2339] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2341 | value='1' | fill=00000000 | rows=[2340] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2342 | value='1' | fill=00000000 | rows=[2341] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2343 | value='3' | fill=00000000 | rows=[2342] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2344 | value='1' | fill=00000000 | rows=[2343] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2345 | value='1' | fill=00000000 | rows=[2344] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2346 | value='1' | fill=00000000 | rows=[2345] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2347 | value='1' | fill=00000000 | rows=[2346] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2348 | value='1' | fill=00000000 | rows=[2347] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2349 | value='2' | fill=00000000 | rows=[2348] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2350 | value='1' | fill=00000000 | rows=[2349] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2351 | value='1' | fill=00000000 | rows=[2350] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2352 | value='1' | fill=00000000 | rows=[2351] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2353 | value='1' | fill=00000000 | rows=[2352] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2354 | value='1' | fill=00000000 | rows=[2353] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2355 | value='1' | fill=00000000 | rows=[2354] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2356 | value='1' | fill=00000000 | rows=[2355] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2357 | value='1' | fill=00000000 | rows=[2356] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2358 | value='1' | fill=00000000 | rows=[2357] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2359 | value='1' | fill=00000000 | rows=[2358] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2360 | value='1' | fill=00000000 | rows=[2359] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2361 | value='1' | fill=00000000 | rows=[2360] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2362 | value='1' | fill=00000000 | rows=[2361] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2363 | value='1' | fill=00000000 | rows=[2362] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2364 | value='1' | fill=00000000 | rows=[2363] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2365 | value='1' | fill=00000000 | rows=[2364] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2366 | value='1' | fill=00000000 | rows=[2365] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2367 | value='1' | fill=00000000 | rows=[2366] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2368 | value='1' | fill=00000000 | rows=[2367] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2369 | value='1' | fill=00000000 | rows=[2368] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2370 | value='2' | fill=00000000 | rows=[2369] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2371 | value='1' | fill=00000000 | rows=[2370] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2372 | value='1' | fill=00000000 | rows=[2371] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2373 | value='1' | fill=00000000 | rows=[2372] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2374 | value='1' | fill=00000000 | rows=[2373] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2375 | value='1' | fill=00000000 | rows=[2374] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2376 | value='2' | fill=00000000 | rows=[2375] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2377 | value='1' | fill=00000000 | rows=[2376] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2378 | value='1' | fill=00000000 | rows=[2377] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2379 | value='1' | fill=00000000 | rows=[2378] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2380 | value='1' | fill=00000000 | rows=[2379] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2381 | value='1' | fill=00000000 | rows=[2380] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2382 | value='1' | fill=00000000 | rows=[2381] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2383 | value='1' | fill=00000000 | rows=[2382] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2384 | value='1' | fill=00000000 | rows=[2383] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2385 | value='1' | fill=00000000 | rows=[2384] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2386 | value='2' | fill=00000000 | rows=[2385] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2387 | value='1' | fill=00000000 | rows=[2386] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2388 | value='1' | fill=00000000 | rows=[2387] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2389 | value='2' | fill=00000000 | rows=[2388] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2390 | value='1' | fill=00000000 | rows=[2389] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2391 | value='1' | fill=00000000 | rows=[2390] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2392 | value='1' | fill=00000000 | rows=[2391] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2393 | value='1' | fill=00000000 | rows=[2392] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2394 | value='1' | fill=00000000 | rows=[2393] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2395 | value='1' | fill=00000000 | rows=[2394] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2396 | value='1' | fill=00000000 | rows=[2395] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2397 | value='1' | fill=00000000 | rows=[2396] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2398 | value='1' | fill=00000000 | rows=[2397] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2399 | value='1' | fill=00000000 | rows=[2398] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2400 | value='1' | fill=00000000 | rows=[2399] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2401 | value='1' | fill=00000000 | rows=[2400] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2402 | value='1' | fill=00000000 | rows=[2401] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2403 | value='1' | fill=00000000 | rows=[2402] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2404 | value='2' | fill=00000000 | rows=[2403] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2405 | value='1' | fill=00000000 | rows=[2404] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2406 | value='1' | fill=00000000 | rows=[2405] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2407 | value='2' | fill=00000000 | rows=[2406] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2408 | value='1' | fill=00000000 | rows=[2407] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2409 | value='1' | fill=00000000 | rows=[2408] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2410 | value='1' | fill=00000000 | rows=[2409] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2411 | value='2' | fill=00000000 | rows=[2410] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2412 | value='2' | fill=00000000 | rows=[2411] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2413 | value='1' | fill=00000000 | rows=[2412] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2414 | value='1' | fill=00000000 | rows=[2413] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2415 | value='1' | fill=00000000 | rows=[2414] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2416 | value='1' | fill=00000000 | rows=[2415] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2417 | value='1' | fill=00000000 | rows=[2416] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2418 | value='1' | fill=00000000 | rows=[2417] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2419 | value='1' | fill=00000000 | rows=[2418] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2420 | value='1' | fill=00000000 | rows=[2419] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2421 | value='1' | fill=00000000 | rows=[2420] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2422 | value='2' | fill=00000000 | rows=[2421] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2423 | value='1' | fill=00000000 | rows=[2422] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2424 | value='1' | fill=00000000 | rows=[2423] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2425 | value='1' | fill=00000000 | rows=[2424] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2426 | value='1' | fill=00000000 | rows=[2425] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2427 | value='2' | fill=00000000 | rows=[2426] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2428 | value='1' | fill=00000000 | rows=[2427] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2429 | value='1' | fill=00000000 | rows=[2428] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2430 | value='1' | fill=00000000 | rows=[2429] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2431 | value='1' | fill=00000000 | rows=[2430] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2432 | value='1' | fill=00000000 | rows=[2431] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2433 | value='1' | fill=00000000 | rows=[2432] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2434 | value='1' | fill=00000000 | rows=[2433] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2435 | value='1' | fill=00000000 | rows=[2434] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2436 | value='1' | fill=00000000 | rows=[2435] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2437 | value='1' | fill=00000000 | rows=[2436] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2438 | value='1' | fill=00000000 | rows=[2437] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2439 | value='1' | fill=00000000 | rows=[2438] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2440 | value='1' | fill=00000000 | rows=[2439] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2441 | value='1' | fill=00000000 | rows=[2440] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2442 | value='1' | fill=00000000 | rows=[2441] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2443 | value='1' | fill=00000000 | rows=[2442] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2444 | value='1' | fill=00000000 | rows=[2443] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2445 | value='1' | fill=00000000 | rows=[2444] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2446 | value='1' | fill=00000000 | rows=[2445] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2447 | value='1' | fill=00000000 | rows=[2446] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2448 | value='1' | fill=00000000 | rows=[2447] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2449 | value='1' | fill=00000000 | rows=[2448] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2450 | value='1' | fill=00000000 | rows=[2449] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2451 | value='1' | fill=00000000 | rows=[2450] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2452 | value='1' | fill=00000000 | rows=[2451] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2453 | value='1' | fill=00000000 | rows=[2452] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2454 | value='1' | fill=00000000 | rows=[2453] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2455 | value='1' | fill=00000000 | rows=[2454] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2456 | value='1' | fill=00000000 | rows=[2455] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2457 | value='2' | fill=00000000 | rows=[2456] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2458 | value='1' | fill=00000000 | rows=[2457] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2459 | value='2' | fill=00000000 | rows=[2458] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2460 | value='1' | fill=00000000 | rows=[2459] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2461 | value='2' | fill=00000000 | rows=[2460] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2462 | value='1' | fill=00000000 | rows=[2461] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2463 | value='1' | fill=00000000 | rows=[2462] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2464 | value='1' | fill=00000000 | rows=[2463] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2465 | value='1' | fill=00000000 | rows=[2464] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2466 | value='1' | fill=00000000 | rows=[2465] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2467 | value='1' | fill=00000000 | rows=[2466] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2468 | value='1' | fill=00000000 | rows=[2467] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2469 | value='1' | fill=00000000 | rows=[2468] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2470 | value='2' | fill=00000000 | rows=[2469] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2471 | value='2' | fill=00000000 | rows=[2470] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2472 | value='1' | fill=00000000 | rows=[2471] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2473 | value='1' | fill=00000000 | rows=[2472] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2474 | value='1' | fill=00000000 | rows=[2473] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2475 | value='1' | fill=00000000 | rows=[2474] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2476 | value='1' | fill=00000000 | rows=[2475] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2477 | value='1' | fill=00000000 | rows=[2476] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2478 | value='1' | fill=00000000 | rows=[2477] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2479 | value='1' | fill=00000000 | rows=[2478] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2480 | value='1' | fill=00000000 | rows=[2479] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2481 | value='1' | fill=00000000 | rows=[2480] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2482 | value='1' | fill=00000000 | rows=[2481] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2483 | value='1' | fill=00000000 | rows=[2482] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2484 | value='1' | fill=00000000 | rows=[2483] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2485 | value='1' | fill=00000000 | rows=[2484] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2486 | value='1' | fill=00000000 | rows=[2485] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2487 | value='1' | fill=00000000 | rows=[2486] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2488 | value='1' | fill=00000000 | rows=[2487] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2489 | value='1' | fill=00000000 | rows=[2488] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2490 | value='1' | fill=00000000 | rows=[2489] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2491 | value='1' | fill=00000000 | rows=[2490] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2492 | value='1' | fill=00000000 | rows=[2491] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2493 | value='1' | fill=00000000 | rows=[2492] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2494 | value='1' | fill=00000000 | rows=[2493] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2495 | value='1' | fill=00000000 | rows=[2494] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2496 | value='1' | fill=00000000 | rows=[2495] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2497 | value='1' | fill=00000000 | rows=[2496] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2498 | value='1' | fill=00000000 | rows=[2497] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2499 | value='1' | fill=00000000 | rows=[2498] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2500 | value='2' | fill=00000000 | rows=[2499] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2501 | value='1' | fill=00000000 | rows=[2500] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2502 | value='1' | fill=00000000 | rows=[2501] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2503 | value='1' | fill=00000000 | rows=[2502] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2504 | value='1' | fill=00000000 | rows=[2503] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2505 | value='1' | fill=00000000 | rows=[2504] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2506 | value='1' | fill=00000000 | rows=[2505] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2507 | value='2' | fill=00000000 | rows=[2506] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2508 | value='1' | fill=00000000 | rows=[2507] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2509 | value='1' | fill=00000000 | rows=[2508] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2510 | value='1' | fill=00000000 | rows=[2509] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2511 | value='1' | fill=00000000 | rows=[2510] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2512 | value='1' | fill=00000000 | rows=[2511] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2513 | value='1' | fill=00000000 | rows=[2512] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2514 | value='1' | fill=00000000 | rows=[2513] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2515 | value='1' | fill=00000000 | rows=[2514] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2516 | value='1' | fill=00000000 | rows=[2515] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2517 | value='1' | fill=00000000 | rows=[2516] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2518 | value='1' | fill=00000000 | rows=[2517] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2519 | value='1' | fill=00000000 | rows=[2518] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2520 | value='1' | fill=00000000 | rows=[2519] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2521 | value='1' | fill=00000000 | rows=[2520] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2522 | value='1' | fill=00000000 | rows=[2521] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2523 | value='1' | fill=00000000 | rows=[2522] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2524 | value='1' | fill=00000000 | rows=[2523] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2525 | value='1' | fill=00000000 | rows=[2524] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2526 | value='1' | fill=00000000 | rows=[2525] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2527 | value='1' | fill=00000000 | rows=[2526] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2528 | value='1' | fill=00000000 | rows=[2527] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B2529 | value='1' | fill=00000000 | rows=[2528] | cols=[1] | col_header=False | row_header=False | metadata=False
