=== society-table44.xlsx ===
Cell A1 | value='HIDDEN' | fill=00000000 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell L55 | value='152000' | fill=None | rows=[54] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M55 | value='151000' | fill=None | rows=[54] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N55 | value='150300' | fill=None | rows=[54] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O55 | value='153300' | fill=None | rows=[54] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P55 | value='135300' | fill=None | rows=[54] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q55 | value='156900' | fill=None | rows=[54] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B56 | value='50' | fill=None | rows=[55] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C56 | value='46' | fill=None | rows=[55] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E56 | value='Complementary feeding - Supplementary feeding + Education' | fill=FF00B050 | rows=[55] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F56 | value='0.223' | fill=None | rows=[55] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G56 | value='0.223' | fill=None | rows=[55] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H56 | value='0.223' | fill=None | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I56 | value='0.22746' | fill=2 | rows=[55] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J56 | value='0.2007' | fill=None | rows=[55] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K56 | value='0.232812' | fill=2 | rows=[55] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L56 | value='76000' | fill=None | rows=[55] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M56 | value='75500' | fill=None | rows=[55] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N56 | value='75200' | fill=None | rows=[55] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O56 | value='76700' | fill=None | rows=[55] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P56 | value='67600' | fill=None | rows=[55] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q56 | value='78500' | fill=None | rows=[55] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A57 | value='x' | fill=00000000 | rows=[56] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B57 | value='51' | fill=7 | rows=[56] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C57 | value='55' | fill=7 | rows=[56] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D57 | value='Vaccines' | fill=FF00B050 | rows=[56] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E57 | value='BCG - Single dose' | fill=FF00B050 | rows=[56] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F57 | value='0.99' | fill=None | rows=[56] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G57 | value='0.8217' | fill=None | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H57 | value='0.8217' | fill=None | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I57 | value='0.953172' | fill=2 | rows=[56] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J57 | value='0.891' | fill=None | rows=[56] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K57 | value='1' | fill=2 | rows=[56] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L57 | value='674800' | fill=None | rows=[56] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M57 | value='556500' | fill=None | rows=[56] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N57 | value='553800' | fill=None | rows=[56] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O57 | value='642500' | fill=None | rows=[56] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P57 | value='600600' | fill=None | rows=[56] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q57 | value='674000' | fill=None | rows=[56] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A58 | value='x' | fill=00000000 | rows=[57] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B58 | value='52' | fill=7 | rows=[57] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C58 | value='56' | fill=7 | rows=[57] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E58 | value='Polio - Three doses' | fill=FF00B050 | rows=[57] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F58 | value='0.99' | fill=None | rows=[57] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G58 | value='0.8217' | fill=None | rows=[57] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H58 | value='0.8217' | fill=None | rows=[57] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I58 | value='0.953172' | fill=2 | rows=[57] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J58 | value='0.891' | fill=None | rows=[57] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K58 | value='1' | fill=2 | rows=[57] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L58 | value='674800' | fill=None | rows=[57] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M58 | value='556500' | fill=None | rows=[57] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N58 | value='553800' | fill=None | rows=[57] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O58 | value='642500' | fill=None | rows=[57] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P58 | value='600600' | fill=None | rows=[57] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q58 | value='674000' | fill=None | rows=[57] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell E59 | value='Pentavalent' | fill=FF00B050 | rows=[58] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A60 | value='x' | fill=00000000 | rows=[59] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B60 | value='53' | fill=7 | rows=[59] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C60 | value='57' | fill=7 | rows=[59] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E60 | value='DPT - Three doses' | fill=FF00B050 | rows=[59] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F60 | value='0.99' | fill=None | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G60 | value='0.8217' | fill=None | rows=[59] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H60 | value='0.8217' | fill=None | rows=[59] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I60 | value='0.953172' | fill=2 | rows=[59] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J60 | value='0.891' | fill=None | rows=[59] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K60 | value='1' | fill=2 | rows=[59] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L60 | value='674800' | fill=00000000 | rows=[59] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M60 | value='556500' | fill=00000000 | rows=[59] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N60 | value='553800' | fill=None | rows=[59] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O60 | value='642500' | fill=00000000 | rows=[59] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P60 | value='600600' | fill=00000000 | rows=[59] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q60 | value='674000' | fill=00000000 | rows=[59] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A61 | value='x' | fill=00000000 | rows=[60] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B61 | value='54' | fill=7 | rows=[60] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C61 | value='58' | fill=7 | rows=[60] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E61 | value='Hib - Three doses' | fill=FF00B050 | rows=[60] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F61 | value='0.99' | fill=None | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G61 | value='0.8217' | fill=None | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H61 | value='0.8217' | fill=None | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I61 | value='0.953172' | fill=2 | rows=[60] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J61 | value='0.891' | fill=None | rows=[60] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K61 | value='1' | fill=2 | rows=[60] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L61 | value='674800' | fill=00000000 | rows=[60] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M61 | value='556500' | fill=00000000 | rows=[60] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N61 | value='553800' | fill=None | rows=[60] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O61 | value='642500' | fill=00000000 | rows=[60] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P61 | value='600600' | fill=00000000 | rows=[60] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q61 | value='674000' | fill=00000000 | rows=[60] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A62 | value='x' | fill=00000000 | rows=[61] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B62 | value='55' | fill=7 | rows=[61] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C62 | value='59' | fill=7 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E62 | value='HepB - Three doses' | fill=FF00B050 | rows=[61] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F62 | value='0.99' | fill=None | rows=[61] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G62 | value='0.8217' | fill=None | rows=[61] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H62 | value='0.8217' | fill=None | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I62 | value='0.953172' | fill=2 | rows=[61] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J62 | value='0.891' | fill=None | rows=[61] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K62 | value='1' | fill=2 | rows=[61] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L62 | value='674800' | fill=00000000 | rows=[61] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M62 | value='556500' | fill=00000000 | rows=[61] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N62 | value='553800' | fill=None | rows=[61] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O62 | value='642500' | fill=00000000 | rows=[61] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P62 | value='600600' | fill=00000000 | rows=[61] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q62 | value='674000' | fill=00000000 | rows=[61] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A63 | value='x' | fill=00000000 | rows=[62] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B63 | value='56' | fill=7 | rows=[62] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C63 | value='60' | fill=7 | rows=[62] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E63 | value='Pneumococcal - Three doses' | fill=FF00B050 | rows=[62] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F63 | value='0.99' | fill=None | rows=[62] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G63 | value='0.8217' | fill=None | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H63 | value='0.8217' | fill=None | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I63 | value='0.953172' | fill=2 | rows=[62] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J63 | value='0.891' | fill=None | rows=[62] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K63 | value='1' | fill=2 | rows=[62] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L63 | value='674800' | fill=00000000 | rows=[62] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M63 | value='556500' | fill=00000000 | rows=[62] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N63 | value='553800' | fill=None | rows=[62] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O63 | value='642500' | fill=00000000 | rows=[62] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P63 | value='600600' | fill=00000000 | rows=[62] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q63 | value='674000' | fill=00000000 | rows=[62] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A64 | value='x' | fill=00000000 | rows=[63] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B64 | value='57' | fill=7 | rows=[63] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C64 | value='61' | fill=7 | rows=[63] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E64 | value='Rotavirus - Two doses' | fill=FF00B050 | rows=[63] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F64 | value='0.99' | fill=None | rows=[63] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G64 | value='0.8217' | fill=None | rows=[63] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H64 | value='0.8217' | fill=None | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I64 | value='0.953172' | fill=2 | rows=[63] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J64 | value='0.891' | fill=None | rows=[63] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K64 | value='1' | fill=2 | rows=[63] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L64 | value='674800' | fill=00000000 | rows=[63] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M64 | value='556500' | fill=00000000 | rows=[63] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N64 | value='553800' | fill=None | rows=[63] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O64 | value='642500' | fill=00000000 | rows=[63] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P64 | value='600600' | fill=00000000 | rows=[63] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q64 | value='674000' | fill=00000000 | rows=[63] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B65 | value='58' | fill=7 | rows=[64] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C65 | value='62' | fill=7 | rows=[64] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E65 | value='Meningococcal A - Single dose' | fill=FF00B050 | rows=[64] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F65 | value='0' | fill=None | rows=[64] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G65 | value='0' | fill=None | rows=[64] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H65 | value='0' | fill=None | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I65 | value='0' | fill=2 | rows=[64] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J65 | value='0' | fill=None | rows=[64] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K65 | value='0' | fill=2 | rows=[64] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L65 | value='0' | fill=00000000 | rows=[64] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M65 | value='0' | fill=00000000 | rows=[64] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N65 | value='0' | fill=None | rows=[64] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O65 | value='0' | fill=00000000 | rows=[64] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P65 | value='0' | fill=00000000 | rows=[64] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q65 | value='0' | fill=00000000 | rows=[64] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B66 | value='59' | fill=7 | rows=[65] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C66 | value='63' | fill=7 | rows=[65] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E66 | value='Malaria vaccine - Three doses' | fill=FF00B050 | rows=[65] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F66 | value='0' | fill=None | rows=[65] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G66 | value='0' | fill=None | rows=[65] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H66 | value='0' | fill=None | rows=[65] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I66 | value='0' | fill=2 | rows=[65] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J66 | value='0' | fill=None | rows=[65] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K66 | value='0' | fill=2 | rows=[65] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L66 | value='0' | fill=00000000 | rows=[65] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M66 | value='0' | fill=00000000 | rows=[65] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N66 | value='0' | fill=None | rows=[65] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O66 | value='0' | fill=00000000 | rows=[65] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P66 | value='0' | fill=00000000 | rows=[65] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q66 | value='0' | fill=00000000 | rows=[65] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A67 | value='x' | fill=00000000 | rows=[66] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B67 | value='60' | fill=7 | rows=[66] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C67 | value='64' | fill=7 | rows=[66] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E67 | value='Measles - Single dose' | fill=FF00B050 | rows=[66] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F67 | value='0.99' | fill=None | rows=[66] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G67 | value='0.8217' | fill=None | rows=[66] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H67 | value='0.8217' | fill=None | rows=[66] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I67 | value='0.953172' | fill=2 | rows=[66] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J67 | value='0.891' | fill=None | rows=[66] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K67 | value='1' | fill=2 | rows=[66] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L67 | value='674800' | fill=00000000 | rows=[66] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M67 | value='556500' | fill=00000000 | rows=[66] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N67 | value='553800' | fill=None | rows=[66] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O67 | value='642500' | fill=00000000 | rows=[66] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P67 | value='600600' | fill=00000000 | rows=[66] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q67 | value='674000' | fill=00000000 | rows=[66] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A68 | value='x' | fill=00000000 | rows=[67] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B68 | value='61' | fill=5 | rows=[67] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C68 | value='47' | fill=5 | rows=[67] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D68 | value='Child Health' | fill=FF00B050 | rows=[67, 68, 69, 70, 71, 72, 73, 74] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E68 | value='Vitamin A supplementation' | fill=FF00B050 | rows=[67] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F68 | value='0.99' | fill=None | rows=[67] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G68 | value='0.8217' | fill=None | rows=[67] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H68 | value='0.8217' | fill=None | rows=[67] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I68 | value='0.953172' | fill=2 | rows=[67] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J68 | value='0.891' | fill=None | rows=[67] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K68 | value='1' | fill=2 | rows=[67] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L68 | value='238400' | fill=00000000 | rows=[67] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M68 | value='196500' | fill=00000000 | rows=[67] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N68 | value='195600' | fill=None | rows=[67] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O68 | value='226900' | fill=00000000 | rows=[67] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P68 | value='212100' | fill=00000000 | rows=[67] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q68 | value='238100' | fill=00000000 | rows=[67] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B69 | value='62' | fill=5 | rows=[68] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C69 | value='48' | fill=5 | rows=[68] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E69 | value='Zinc supplementation' | fill=FF00B050 | rows=[68] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F69 | value='0' | fill=None | rows=[68] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G69 | value='0' | fill=None | rows=[68] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H69 | value='0' | fill=None | rows=[68] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I69 | value='0' | fill=2 | rows=[68] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J69 | value='0' | fill=None | rows=[68] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K69 | value='0' | fill=2 | rows=[68] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L69 | value='0' | fill=00000000 | rows=[68] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M69 | value='0' | fill=00000000 | rows=[68] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N69 | value='0' | fill=None | rows=[68] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O69 | value='0' | fill=00000000 | rows=[68] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P69 | value='0' | fill=00000000 | rows=[68] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q69 | value='0' | fill=00000000 | rows=[68] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A70 | value='x' | fill=00000000 | rows=[69] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B70 | value='63' | fill=5 | rows=[69] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C70 | value='71' | fill=5 | rows=[69] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E70 | value='ORS - Oral Rehydration Solution' | fill=FF00B050 | rows=[69] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F70 | value='0.229' | fill=None | rows=[69] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G70 | value='0.19007' | fill=None | rows=[69] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H70 | value='0.19007' | fill=None | rows=[69] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I70 | value='0.2204812' | fill=2 | rows=[69] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J70 | value='0.2061' | fill=None | rows=[69] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K70 | value='0.239076' | fill=2 | rows=[69] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L70 | value='358900' | fill=00000000 | rows=[69] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M70 | value='297900' | fill=00000000 | rows=[69] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N70 | value='297900' | fill=None | rows=[69] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O70 | value='345500' | fill=00000000 | rows=[69] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P70 | value='323000' | fill=00000000 | rows=[69] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q70 | value='374700' | fill=00000000 | rows=[69] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B71 | value='64' | fill=5 | rows=[70] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C71 | value='72' | fill=5 | rows=[70] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E71 | value='Antibiotics for treatment of dysentery' | fill=FF00B050 | rows=[70] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F71 | value='0' | fill=None | rows=[70] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G71 | value='0' | fill=None | rows=[70] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H71 | value='0' | fill=None | rows=[70] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I71 | value='0' | fill=2 | rows=[70] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J71 | value='0' | fill=None | rows=[70] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K71 | value='0' | fill=2 | rows=[70] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L71 | value='0' | fill=00000000 | rows=[70] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M71 | value='0' | fill=00000000 | rows=[70] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N71 | value='0' | fill=None | rows=[70] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O71 | value='0' | fill=00000000 | rows=[70] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P71 | value='0' | fill=00000000 | rows=[70] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q71 | value='0' | fill=00000000 | rows=[70] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B72 | value='65' | fill=5 | rows=[71] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C72 | value='73' | fill=5 | rows=[71] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E72 | value='Zinc for treatment of diarrhea' | fill=FF00B050 | rows=[71] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F72 | value='0' | fill=None | rows=[71] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G72 | value='0' | fill=None | rows=[71] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H72 | value='0' | fill=None | rows=[71] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I72 | value='0' | fill=2 | rows=[71] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J72 | value='0' | fill=None | rows=[71] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K72 | value='0' | fill=2 | rows=[71] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L72 | value='0' | fill=00000000 | rows=[71] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M72 | value='0' | fill=00000000 | rows=[71] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N72 | value='0' | fill=None | rows=[71] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O72 | value='0' | fill=00000000 | rows=[71] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P72 | value='0' | fill=00000000 | rows=[71] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q72 | value='0' | fill=00000000 | rows=[71] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B73 | value='66' | fill=5 | rows=[72] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C73 | value='74' | fill=5 | rows=[72] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E73 | value='Oral antibiotics for pneumonia' | fill=FF00B050 | rows=[72] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F73 | value='0' | fill=None | rows=[72] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G73 | value='0' | fill=None | rows=[72] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H73 | value='0' | fill=None | rows=[72] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I73 | value='0' | fill=2 | rows=[72] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J73 | value='0' | fill=None | rows=[72] | cols=[9] | col_header=False | row_header=False | metadata=False
