=== economy-table93.xlsx ===
Cell A1 | value='Annual percent changes in selected Consumer Price Indexes, 1974 through 2023' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell AR16 | value='0.8' | fill=00000000 | rows=[15] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS16 | value='-0.2' | fill=00000000 | rows=[15] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT16 | value='0.7' | fill=00000000 | rows=[15] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU16 | value='1' | fill=00000000 | rows=[15] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV16 | value='1.4' | fill=00000000 | rows=[15] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW16 | value='3.2' | fill=00000000 | rows=[15] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX16 | value='8.5' | fill=00000000 | rows=[15] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY16 | value='2.5' | fill=00000000 | rows=[15] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell A17 | value='Fresh fruits and vegetables' | fill=FF00B050 | rows=[16] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B17 | value='7.8' | fill=00000000 | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C17 | value='2.3' | fill=00000000 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='2.4' | fill=00000000 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='13.6' | fill=00000000 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='12.9' | fill=00000000 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='7.6' | fill=00000000 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='7.5' | fill=00000000 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='12' | fill=00000000 | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J17 | value='5.6' | fill=00000000 | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K17 | value='-0.3' | fill=00000000 | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L17 | value='10.9' | fill=00000000 | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M17 | value='2.6' | fill=00000000 | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N17 | value='3' | fill=00000000 | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O17 | value='12.2' | fill=00000000 | rows=[16] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P17 | value='7.3' | fill=00000000 | rows=[16] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q17 | value='8.5' | fill=00000000 | rows=[16] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R17 | value='9' | fill=00000000 | rows=[16] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S17 | value='8.1' | fill=00000000 | rows=[16] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T17 | value='-1.8' | fill=00000000 | rows=[16] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U17 | value='4.4' | fill=00000000 | rows=[16] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V17 | value='4.5' | fill=00000000 | rows=[16] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W17 | value='10.3' | fill=00000000 | rows=[16] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X17 | value='2.8' | fill=00000000 | rows=[16] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y17 | value='1.7' | fill=00000000 | rows=[16] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z17 | value='7.3' | fill=00000000 | rows=[16] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA17 | value='2.6' | fill=00000000 | rows=[16] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB17 | value='0.7' | fill=00000000 | rows=[16] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC17 | value='3.8' | fill=00000000 | rows=[16] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD17 | value='4.2' | fill=00000000 | rows=[16] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE17 | value='2.7' | fill=00000000 | rows=[16] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF17 | value='3.5' | fill=00000000 | rows=[16] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG17 | value='3.9' | fill=00000000 | rows=[16] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH17 | value='5.3' | fill=00000000 | rows=[16] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI17 | value='3.9' | fill=00000000 | rows=[16] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ17 | value='5.2' | fill=00000000 | rows=[16] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK17 | value='-4.8' | fill=00000000 | rows=[16] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL17 | value='0.7' | fill=00000000 | rows=[16] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM17 | value='4.5' | fill=00000000 | rows=[16] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN17 | value='-2' | fill=00000000 | rows=[16] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO17 | value='3.3' | fill=00000000 | rows=[16] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP17 | value='1.9' | fill=00000000 | rows=[16] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ17 | value='-0.5' | fill=00000000 | rows=[16] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR17 | value='1.2' | fill=00000000 | rows=[16] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS17 | value='0.2' | fill=00000000 | rows=[16] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT17 | value='1.1' | fill=00000000 | rows=[16] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU17 | value='1' | fill=00000000 | rows=[16] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV17 | value='0.8' | fill=00000000 | rows=[16] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW17 | value='3.3' | fill=00000000 | rows=[16] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX17 | value='7.5' | fill=00000000 | rows=[16] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY17 | value='0.8' | fill=00000000 | rows=[16] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell A18 | value='Fresh fruits' | fill=FF00B050 | rows=[17] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B18 | value='8.7' | fill=00000000 | rows=[17] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C18 | value='6.8' | fill=00000000 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D18 | value='-0.2' | fill=00000000 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E18 | value='14.9' | fill=00000000 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F18 | value='19.5' | fill=00000000 | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G18 | value='12.4' | fill=00000000 | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='6.3' | fill=00000000 | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I18 | value='5.4' | fill=00000000 | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J18 | value='11.1' | fill=00000000 | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K18 | value='-4.2' | fill=00000000 | rows=[17] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L18 | value='11' | fill=00000000 | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M18 | value='10.1' | fill=00000000 | rows=[17] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N18 | value='2.1' | fill=00000000 | rows=[17] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O18 | value='11.2' | fill=00000000 | rows=[17] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P18 | value='8.3' | fill=00000000 | rows=[17] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q18 | value='6.6' | fill=00000000 | rows=[17] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R18 | value='12.1' | fill=00000000 | rows=[17] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S18 | value='13.5' | fill=00000000 | rows=[17] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T18 | value='-5' | fill=00000000 | rows=[17] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U18 | value='2.5' | fill=00000000 | rows=[17] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V18 | value='6.6' | fill=00000000 | rows=[17] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W18 | value='8.8' | fill=00000000 | rows=[17] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X18 | value='7' | fill=00000000 | rows=[17] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y18 | value='0.8' | fill=00000000 | rows=[17] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z18 | value='4.3' | fill=00000000 | rows=[17] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA18 | value='8' | fill=00000000 | rows=[17] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB18 | value='-3' | fill=00000000 | rows=[17] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC18 | value='2.6' | fill=00000000 | rows=[17] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD18 | value='1.9' | fill=00000000 | rows=[17] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE18 | value='3.3' | fill=00000000 | rows=[17] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF18 | value='2.8' | fill=00000000 | rows=[17] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG18 | value='3.7' | fill=00000000 | rows=[17] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH18 | value='6' | fill=00000000 | rows=[17] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI18 | value='4.5' | fill=00000000 | rows=[17] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ18 | value='4.8' | fill=00000000 | rows=[17] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK18 | value='-6.1' | fill=00000000 | rows=[17] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL18 | value='-0.6' | fill=00000000 | rows=[17] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM18 | value='3.3' | fill=00000000 | rows=[17] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN18 | value='1' | fill=00000000 | rows=[17] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO18 | value='2' | fill=00000000 | rows=[17] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP18 | value='4.8' | fill=00000000 | rows=[17] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ18 | value='-2.2' | fill=00000000 | rows=[17] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR18 | value='2.2' | fill=00000000 | rows=[17] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS18 | value='0.5' | fill=00000000 | rows=[17] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT18 | value='1' | fill=00000000 | rows=[17] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU18 | value='-1.4' | fill=00000000 | rows=[17] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV18 | value='-0.8' | fill=00000000 | rows=[17] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW18 | value='5.5' | fill=00000000 | rows=[17] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX18 | value='7.9' | fill=00000000 | rows=[17] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY18 | value='0.7' | fill=00000000 | rows=[17] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell A19 | value='Fresh vegetables' | fill=FF00B050 | rows=[18] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B19 | value='7.3' | fill=00000000 | rows=[18] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C19 | value='-1.1' | fill=00000000 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='4.3' | fill=00000000 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='12.6' | fill=00000000 | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F19 | value='8' | fill=00000000 | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G19 | value='3' | fill=00000000 | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='8.8' | fill=00000000 | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='18.6' | fill=00000000 | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J19 | value='0.5' | fill=00000000 | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K19 | value='3.6' | fill=00000000 | rows=[18] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L19 | value='10.9' | fill=00000000 | rows=[18] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M19 | value='-4.3' | fill=00000000 | rows=[18] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N19 | value='4.1' | fill=00000000 | rows=[18] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O19 | value='12.9' | fill=00000000 | rows=[18] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P19 | value='6.3' | fill=00000000 | rows=[18] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q19 | value='10.7' | fill=00000000 | rows=[18] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R19 | value='5.6' | fill=00000000 | rows=[18] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S19 | value='2.2' | fill=00000000 | rows=[18] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T19 | value='2.3' | fill=00000000 | rows=[18] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U19 | value='6.6' | fill=00000000 | rows=[18] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V19 | value='2.3' | fill=00000000 | rows=[18] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W19 | value='12.1' | fill=00000000 | rows=[18] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X19 | value='-2' | fill=00000000 | rows=[18] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y19 | value='2.9' | fill=00000000 | rows=[18] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z19 | value='10.9' | fill=00000000 | rows=[18] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA19 | value='-3' | fill=00000000 | rows=[18] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB19 | value='4.8' | fill=00000000 | rows=[18] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC19 | value='5.1' | fill=00000000 | rows=[18] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD19 | value='6.4' | fill=00000000 | rows=[18] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE19 | value='2.1' | fill=00000000 | rows=[18] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF19 | value='4.3' | fill=00000000 | rows=[18] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG19 | value='4' | fill=00000000 | rows=[18] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH19 | value='4.6' | fill=00000000 | rows=[18] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI19 | value='3.2' | fill=00000000 | rows=[18] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ19 | value='5.6' | fill=00000000 | rows=[18] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK19 | value='-3.4' | fill=00000000 | rows=[18] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL19 | value='2' | fill=00000000 | rows=[18] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM19 | value='5.6' | fill=00000000 | rows=[18] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN19 | value='-5.1' | fill=00000000 | rows=[18] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO19 | value='4.7' | fill=00000000 | rows=[18] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP19 | value='-1.3' | fill=00000000 | rows=[18] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ19 | value='1.6' | fill=00000000 | rows=[18] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR19 | value='0' | fill=00000000 | rows=[18] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS19 | value='-0.1' | fill=00000000 | rows=[18] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT19 | value='1.1' | fill=00000000 | rows=[18] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU19 | value='3.8' | fill=00000000 | rows=[18] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV19 | value='2.6' | fill=00000000 | rows=[18] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW19 | value='1.1' | fill=00000000 | rows=[18] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX19 | value='7' | fill=00000000 | rows=[18] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY19 | value='0.9' | fill=00000000 | rows=[18] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell A20 | value='Processed fruits and vegetables' | fill=FF00B050 | rows=[19] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B20 | value='N/A' | fill=00000000 | rows=[19] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C20 | value='N/A' | fill=00000000 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='N/A' | fill=00000000 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='N/A' | fill=00000000 | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F20 | value='N/A' | fill=00000000 | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G20 | value='N/A' | fill=00000000 | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H20 | value='N/A' | fill=00000000 | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I20 | value='N/A' | fill=00000000 | rows=[19] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J20 | value='N/A' | fill=00000000 | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K20 | value='N/A' | fill=00000000 | rows=[19] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L20 | value='N/A' | fill=00000000 | rows=[19] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M20 | value='N/A' | fill=00000000 | rows=[19] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N20 | value='N/A' | fill=00000000 | rows=[19] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O20 | value='N/A' | fill=00000000 | rows=[19] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P20 | value='N/A' | fill=00000000 | rows=[19] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q20 | value='N/A' | fill=00000000 | rows=[19] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R20 | value='N/A' | fill=00000000 | rows=[19] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S20 | value='N/A' | fill=00000000 | rows=[19] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T20 | value='N/A' | fill=00000000 | rows=[19] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U20 | value='N/A' | fill=00000000 | rows=[19] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V20 | value='N/A' | fill=00000000 | rows=[19] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W20 | value='N/A' | fill=00000000 | rows=[19] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X20 | value='N/A' | fill=00000000 | rows=[19] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y20 | value='N/A' | fill=00000000 | rows=[19] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z20 | value='N/A' | fill=00000000 | rows=[19] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA20 | value='2.3' | fill=00000000 | rows=[19] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB20 | value='1.1' | fill=00000000 | rows=[19] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC20 | value='3.2' | fill=00000000 | rows=[19] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD20 | value='3.8' | fill=00000000 | rows=[19] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE20 | value='0.9' | fill=00000000 | rows=[19] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF20 | value='1.2' | fill=00000000 | rows=[19] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG20 | value='3.3' | fill=00000000 | rows=[19] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH20 | value='2.9' | fill=00000000 | rows=[19] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI20 | value='3.6' | fill=00000000 | rows=[19] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ20 | value='9.5' | fill=00000000 | rows=[19] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK20 | value='6.6' | fill=00000000 | rows=[19] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL20 | value='-1.3' | fill=00000000 | rows=[19] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM20 | value='2.9' | fill=00000000 | rows=[19] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN20 | value='3.8' | fill=00000000 | rows=[19] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO20 | value='0.3' | fill=00000000 | rows=[19] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP20 | value='0.1' | fill=00000000 | rows=[19] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ20 | value='0.7' | fill=00000000 | rows=[19] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR20 | value='-0.3' | fill=00000000 | rows=[19] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS20 | value='-1.6' | fill=00000000 | rows=[19] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT20 | value='-0.6' | fill=00000000 | rows=[19] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU20 | value='1.1' | fill=00000000 | rows=[19] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV20 | value='3.5' | fill=00000000 | rows=[19] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW20 | value='2.9' | fill=00000000 | rows=[19] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX20 | value='12' | fill=00000000 | rows=[19] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY20 | value='8' | fill=00000000 | rows=[19] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell A21 | value='Sugar and sweets' | fill=FF00B050 | rows=[20] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B21 | value='52.4' | fill=00000000 | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C21 | value='26.1' | fill=00000000 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D21 | value='-11.3' | fill=00000000 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E21 | value='5' | fill=00000000 | rows=[20] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F21 | value='12.3' | fill=00000000 | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G21 | value='7.8' | fill=00000000 | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H21 | value='23' | fill=00000000 | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I21 | value='8' | fill=00000000 | rows=[20] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J21 | value='-0.2' | fill=00000000 | rows=[20] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K21 | value='1.8' | fill=00000000 | rows=[20] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L21 | value='3.9' | fill=00000000 | rows=[20] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M21 | value='2.5' | fill=00000000 | rows=[20] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N21 | value='3' | fill=00000000 | rows=[20] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O21 | value='1.8' | fill=00000000 | rows=[20] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P21 | value='2.7' | fill=00000000 | rows=[20] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q21 | value='4.7' | fill=00000000 | rows=[20] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R21 | value='4.4' | fill=00000000 | rows=[20] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S21 | value='3.7' | fill=00000000 | rows=[20] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T21 | value='2.9' | fill=00000000 | rows=[20] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U21 | value='0.2' | fill=00000000 | rows=[20] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V21 | value='1.3' | fill=00000000 | rows=[20] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W21 | value='1.7' | fill=00000000 | rows=[20] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X21 | value='4.5' | fill=00000000 | rows=[20] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y21 | value='2.9' | fill=00000000 | rows=[20] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z21 | value='1.6' | fill=00000000 | rows=[20] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA21 | value='1.4' | fill=00000000 | rows=[20] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB21 | value='1.1' | fill=00000000 | rows=[20] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC21 | value='1.1' | fill=00000000 | rows=[20] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD21 | value='2.1' | fill=00000000 | rows=[20] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE21 | value='1.9' | fill=00000000 | rows=[20] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF21 | value='0.7' | fill=00000000 | rows=[20] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG21 | value='1.2' | fill=00000000 | rows=[20] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH21 | value='3.8' | fill=00000000 | rows=[20] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI21 | value='3.1' | fill=00000000 | rows=[20] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ21 | value='5.5' | fill=00000000 | rows=[20] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK21 | value='5.6' | fill=00000000 | rows=[20] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL21 | value='2.2' | fill=00000000 | rows=[20] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM21 | value='3.3' | fill=00000000 | rows=[20] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN21 | value='3.3' | fill=00000000 | rows=[20] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO21 | value='-1.7' | fill=00000000 | rows=[20] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP21 | value='-0.8' | fill=00000000 | rows=[20] | cols=[41] | col_header=False | row_header=False | metadata=False
