=== economy-table107.xlsx ===
Cell A1 | value='Table 10. Digital Economy Real Gross Output by Industry' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26] | col_header=True | row_header=True | metadata=True
Cell V75 | value='1.928582330175' | fill=None | rows=[74] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W75 | value='2.19433654550037' | fill=None | rows=[74] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X75 | value='2.34687304390354' | fill=None | rows=[74] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y75 | value='2.46897666250111' | fill=None | rows=[74] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z75 | value='2.68090972110144' | fill=None | rows=[74] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA75 | value='2.91257679092572' | fill=None | rows=[74] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell F76 | value='Hospitals' | fill=None | rows=[75] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G76 | value='0.781742621863904' | fill=None | rows=[75] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H76 | value='0.616473241063816' | fill=None | rows=[75] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I76 | value='0.629738536107631' | fill=None | rows=[75] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J76 | value='0.684442781644197' | fill=None | rows=[75] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K76 | value='0.538433266308893' | fill=None | rows=[75] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L76 | value='0.995880897041433' | fill=None | rows=[75] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M76 | value='1.08391026279805' | fill=None | rows=[75] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N76 | value='1.25758007176922' | fill=None | rows=[75] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O76 | value='1.40398153027343' | fill=None | rows=[75] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P76 | value='1.49871412571574' | fill=None | rows=[75] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q76 | value='1.58118511065742' | fill=None | rows=[75] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R76 | value='1.56854337004889' | fill=None | rows=[75] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S76 | value='1.67340049126851' | fill=None | rows=[75] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T76 | value='1.74334726859547' | fill=None | rows=[75] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U76 | value='1.82695797058694' | fill=None | rows=[75] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V76 | value='1.915677490575' | fill=None | rows=[75] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W76 | value='2.18316132972761' | fill=None | rows=[75] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X76 | value='2.33949010564758' | fill=None | rows=[75] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y76 | value='2.46560819186471' | fill=None | rows=[75] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z76 | value='2.67214453617162' | fill=None | rows=[75] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA76 | value='2.89396703449433' | fill=None | rows=[75] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell F77 | value='Nursing and residential care facilities' | fill=None | rows=[76] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G77 | value='0.0497291744188233' | fill=None | rows=[76] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H77 | value='0.0372096409777507' | fill=None | rows=[76] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I77 | value='0.034492721070058' | fill=None | rows=[76] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J77 | value='0.0297583818106172' | fill=None | rows=[76] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K77 | value='0.0181387093260088' | fill=None | rows=[76] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L77 | value='0.0219175519182404' | fill=None | rows=[76] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M77 | value='0.0198726983916243' | fill=None | rows=[76] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N77 | value='0.016348734660397' | fill=None | rows=[76] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O77 | value='0.0206489453744199' | fill=None | rows=[76] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P77 | value='0.0180044631998376' | fill=None | rows=[76] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q77 | value='0.0170667562561017' | fill=None | rows=[76] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R77 | value='0.0145302336759157' | fill=None | rows=[76] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S77 | value='0.0104166165166125' | fill=None | rows=[76] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T77 | value='0.0101881978905697' | fill=None | rows=[76] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U77 | value='0.0089176123323496' | fill=None | rows=[76] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V77 | value='0.0129048396' | fill=None | rows=[76] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W77 | value='0.011175215772759' | fill=None | rows=[76] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X77 | value='0.00738293825595539' | fill=None | rows=[76] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y77 | value='0.0033684706363972' | fill=None | rows=[76] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z77 | value='0.00876518492981804' | fill=None | rows=[76] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA77 | value='0.018609756431392' | fill=None | rows=[76] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E78 | value='Social assistance' | fill=None | rows=[77] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G78 | value='0.0566912588374586' | fill=None | rows=[77] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H78 | value='0.0452549687567238' | fill=None | rows=[77] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I78 | value='0.0551883537120928' | fill=None | rows=[77] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J78 | value='0.0623966070222619' | fill=None | rows=[77] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K78 | value='0.0534614590661312' | fill=None | rows=[77] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L78 | value='0.0558259201956636' | fill=None | rows=[77] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M78 | value='0.0530650140722053' | fill=None | rows=[77] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N78 | value='0.055194650214158' | fill=None | rows=[77] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O78 | value='0.0560948197410273' | fill=None | rows=[77] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P78 | value='0.0561938152169919' | fill=None | rows=[77] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q78 | value='0.0427256317698589' | fill=None | rows=[77] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R78 | value='0.0399515395547945' | fill=None | rows=[77] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S78 | value='0.040827374516816' | fill=None | rows=[77] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T78 | value='0.0436968891534888' | fill=None | rows=[77] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U78 | value='0.0663783646161872' | fill=None | rows=[77] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V78 | value='0.0699882114' | fill=None | rows=[77] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W78 | value='0.0774239805842999' | fill=None | rows=[77] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X78 | value='0.0691511343092022' | fill=None | rows=[77] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y78 | value='0.064702330804197' | fill=None | rows=[77] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z78 | value='0.0764974703932508' | fill=None | rows=[77] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA78 | value='0.0770589606698915' | fill=None | rows=[77] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell C79 | value='Arts, entertainment, recreation, accommodation, and food services' | fill=None | rows=[78] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell G79 | value='0.200058372997434' | fill=None | rows=[78] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H79 | value='0.177343265098503' | fill=None | rows=[78] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I79 | value='0.214936243999831' | fill=None | rows=[78] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J79 | value='0.232048099253872' | fill=None | rows=[78] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K79 | value='0.192109977341682' | fill=None | rows=[78] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L79 | value='0.132258487823542' | fill=None | rows=[78] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M79 | value='0.0748571879246856' | fill=None | rows=[78] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N79 | value='0.103253764101856' | fill=None | rows=[78] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O79 | value='0.143259574412001' | fill=None | rows=[78] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P79 | value='0.20735903954453' | fill=None | rows=[78] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q79 | value='0.322680820522824' | fill=None | rows=[78] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R79 | value='0.322018494882855' | fill=None | rows=[78] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S79 | value='0.323207361825012' | fill=None | rows=[78] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T79 | value='0.299156493420554' | fill=None | rows=[78] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U79 | value='0.299755579500781' | fill=None | rows=[78] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V79 | value='0.256594244285947' | fill=None | rows=[78] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W79 | value='0.2912569957625' | fill=None | rows=[78] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X79 | value='0.355308950731932' | fill=None | rows=[78] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y79 | value='0.400327491836698' | fill=None | rows=[78] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z79 | value='0.391675712047737' | fill=None | rows=[78] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA79 | value='0.416475695930855' | fill=None | rows=[78] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D80 | value='Arts, entertainment, and recreation' | fill=None | rows=[79] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G80 | value='0.0288429211629176' | fill=None | rows=[79] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H80 | value='0.0311756451435209' | fill=None | rows=[79] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I80 | value='0.050260822130656' | fill=None | rows=[79] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J80 | value='0.0710361372253444' | fill=None | rows=[79] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K80 | value='0.0725548373040352' | fill=None | rows=[79] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L80 | value='0.05431356497919' | fill=None | rows=[79] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M80 | value='0.0557655671047599' | fill=None | rows=[79] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N80 | value='0.0489588327209331' | fill=None | rows=[79] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O80 | value='0.0309247721918044' | fill=None | rows=[79] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P80 | value='0.0350648203960585' | fill=None | rows=[79] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q80 | value='0.0321100605205404' | fill=None | rows=[79] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R80 | value='0.0494738965850094' | fill=None | rows=[79] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S80 | value='0.0664425676844932' | fill=None | rows=[79] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T80 | value='0.0551839536284158' | fill=None | rows=[79] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U80 | value='0.0728828771134577' | fill=None | rows=[79] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V80 | value='0.0432998451854201' | fill=None | rows=[79] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W80 | value='0.0672569131313629' | fill=None | rows=[79] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X80 | value='0.108154207644738' | fill=None | rows=[79] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y80 | value='0.136001352979654' | fill=None | rows=[79] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z80 | value='0.11423196702575' | fill=None | rows=[79] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA80 | value='0.125745002815793' | fill=None | rows=[79] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E81 | value='Performing arts, spectator sports, museums, and related activities' | fill=None | rows=[80] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G81 | value='0.0119350018605176' | fill=None | rows=[80] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H81 | value='0.0191076534750612' | fill=None | rows=[80] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I81 | value='0.0335072147537707' | fill=None | rows=[80] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J81 | value='0.0479973900171246' | fill=None | rows=[80] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K81 | value='0.0544161279780264' | fill=None | rows=[80] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L81 | value='0.0440917501038805' | fill=None | rows=[80] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M81 | value='0.0467435523080412' | fill=None | rows=[80] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N81 | value='0.039022189112716' | fill=None | rows=[80] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O81 | value='0.0242005026604968' | fill=None | rows=[80] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P81 | value='0.0213792459064809' | fill=None | rows=[80] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q81 | value='0.01830898670184' | fill=None | rows=[80] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R81 | value='0.0209831497684337' | fill=None | rows=[80] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S81 | value='0.0244667620077309' | fill=None | rows=[80] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T81 | value='0.0276522185977147' | fill=None | rows=[80] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U81 | value='0.0326196790765288' | fill=None | rows=[80] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V81 | value='0.031164365556197' | fill=None | rows=[80] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W81 | value='0.0578537238105935' | fill=None | rows=[80] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X81 | value='0.0757296438120874' | fill=None | rows=[80] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y81 | value='0.0952140745809691' | fill=None | rows=[80] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z81 | value='0.0847562542933054' | fill=None | rows=[80] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA81 | value='0.080756424742535' | fill=None | rows=[80] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E82 | value='Amusements, gambling, and recreation industries' | fill=None | rows=[81] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G82 | value='0.0169079193023999' | fill=None | rows=[81] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H82 | value='0.0120679916684597' | fill=None | rows=[81] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I82 | value='0.0167536073768853' | fill=None | rows=[81] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J82 | value='0.0230387472082198' | fill=None | rows=[81] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K82 | value='0.0181387093260088' | fill=None | rows=[81] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L82 | value='0.0102218148753096' | fill=None | rows=[81] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M82 | value='0.00902201479671867' | fill=None | rows=[81] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N82 | value='0.00993664360821718' | fill=None | rows=[81] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O82 | value='0.00672426953130763' | fill=None | rows=[81] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P82 | value='0.0136855744895776' | fill=None | rows=[81] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q82 | value='0.0138010738187003' | fill=None | rows=[81] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R82 | value='0.0284907468165757' | fill=None | rows=[81] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S82 | value='0.0419758056767623' | fill=None | rows=[81] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T82 | value='0.0275317350307011' | fill=None | rows=[81] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U82 | value='0.040263198036929' | fill=None | rows=[81] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V82 | value='0.0121354796292231' | fill=None | rows=[81] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W82 | value='0.00940318932076937' | fill=None | rows=[81] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X82 | value='0.0324245638326508' | fill=None | rows=[81] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y82 | value='0.0407872783986847' | fill=None | rows=[81] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z82 | value='0.0294757127324447' | fill=None | rows=[81] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA82 | value='0.0449885780732577' | fill=None | rows=[81] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D83 | value='Accommodation and food services' | fill=None | rows=[82] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G83 | value='0.178418142416803' | fill=None | rows=[82] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H83 | value='0.153858379452707' | fill=None | rows=[82] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I83 | value='0.176934965685996' | fill=None | rows=[82] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J83 | value='0.177738010948461' | fill=None | rows=[82] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K83 | value='0.13607965968235' | fill=None | rows=[82] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L83 | value='0.0902276010537464' | fill=None | rows=[82] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M83 | value='0.0322766189408909' | fill=None | rows=[82] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N83 | value='0.0641051466562544' | fill=None | rows=[82] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O83 | value='0.114920236285516' | fill=None | rows=[82] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P83 | value='0.173557855165397' | fill=None | rows=[82] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q83 | value='0.289790473402569' | fill=None | rows=[82] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R83 | value='0.272144247391854' | fill=None | rows=[82] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S83 | value='0.256733534635483' | fill=None | rows=[82] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T83 | value='0.24381876800057' | fill=None | rows=[82] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U83 | value='0.226867305625357' | fill=None | rows=[82] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V83 | value='0.213294399100527' | fill=None | rows=[82] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W83 | value='0.223980026496097' | fill=None | rows=[82] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X83 | value='0.247108264293261' | fill=None | rows=[82] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y83 | value='0.264279713733866' | fill=None | rows=[82] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z83 | value='0.27736605926636' | fill=None | rows=[82] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA83 | value='0.290648782218919' | fill=None | rows=[82] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell C84 | value='Other services, except government' | fill=None | rows=[83] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell G84 | value='21.1147139376855' | fill=None | rows=[83] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H84 | value='20.6585919921945' | fill=None | rows=[83] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I84 | value='20.5643904772185' | fill=None | rows=[83] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J84 | value='19.3966282666968' | fill=None | rows=[83] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K84 | value='18.2182888297168' | fill=None | rows=[83] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L84 | value='16.7824681509112' | fill=None | rows=[83] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M84 | value='14.8668877900035' | fill=None | rows=[83] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N84 | value='14.3167508087367' | fill=None | rows=[83] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O84 | value='11.2719392680271' | fill=None | rows=[83] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P84 | value='9.70023322347272' | fill=None | rows=[83] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q84 | value='8.33562038796829' | fill=None | rows=[83] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R84 | value='8.35104121812611' | fill=None | rows=[83] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S84 | value='8.54251234548905' | fill=None | rows=[83] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T84 | value='9.03336248874827' | fill=None | rows=[83] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U84 | value='9.43180298542897' | fill=None | rows=[83] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V84 | value='9.75090711151691' | fill=None | rows=[83] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W84 | value='9.60037053127581' | fill=None | rows=[83] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X84 | value='9.46188487559895' | fill=None | rows=[83] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y84 | value='9.46499400095804' | fill=None | rows=[83] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z84 | value='9.23929790803499' | fill=None | rows=[83] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA84 | value='8.65229859513297' | fill=None | rows=[83] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell B85 | value='Government' | fill=None | rows=[84] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell G85 | value='7.90263237045305' | fill=None | rows=[84] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H85 | value='8.35282126921177' | fill=None | rows=[84] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I85 | value='7.91823902121943' | fill=None | rows=[84] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J85 | value='7.55479311545726' | fill=None | rows=[84] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K85 | value='8.99861355184355' | fill=None | rows=[84] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L85 | value='9.65689997846433' | fill=None | rows=[84] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M85 | value='10.0103743504618' | fill=None | rows=[84] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N85 | value='10.6617624759844' | fill=None | rows=[84] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O85 | value='11.0744378078635' | fill=None | rows=[84] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P85 | value='11.6382797241577' | fill=None | rows=[84] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q85 | value='11.9946473938796' | fill=None | rows=[84] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R85 | value='12.5115105046643' | fill=None | rows=[84] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S85 | value='12.9592389451471' | fill=None | rows=[84] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T85 | value='13.7995717901339' | fill=None | rows=[84] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U85 | value='13.6437950083278' | fill=None | rows=[84] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V85 | value='10.8497425944063' | fill=None | rows=[84] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W85 | value='12.7462194609926' | fill=None | rows=[84] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X85 | value='12.6037442467921' | fill=None | rows=[84] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y85 | value='12.7842725958235' | fill=None | rows=[84] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z85 | value='13.2943913327647' | fill=None | rows=[84] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA85 | value='13.8355110661123' | fill=None | rows=[84] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell C86 | value='Federal' | fill=None | rows=[85] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell G86 | value='4.36315878124419' | fill=None | rows=[85] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H86 | value='4.5202251332195' | fill=None | rows=[85] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I86 | value='4.07268957128968' | fill=None | rows=[85] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J86 | value='3.40056519493287' | fill=None | rows=[85] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K86 | value='4.23549709444684' | fill=None | rows=[85] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L86 | value='4.5842130833899' | fill=None | rows=[85] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M86 | value='4.4997100618487' | fill=None | rows=[85] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N86 | value='4.74857840682215' | fill=None | rows=[85] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O86 | value='4.92857499622144' | fill=None | rows=[85] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P86 | value='5.0376263589483' | fill=None | rows=[85] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q86 | value='4.98298843663443' | fill=None | rows=[85] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R86 | value='5.20041410959679' | fill=None | rows=[85] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S86 | value='5.30960213352306' | fill=None | rows=[85] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T86 | value='6.12885335461586' | fill=None | rows=[85] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U86 | value='6.09692412081404' | fill=None | rows=[85] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V86 | value='5.54773681875' | fill=None | rows=[85] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W86 | value='5.25015620140119' | fill=None | rows=[85] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X86 | value='5.01970064851162' | fill=None | rows=[85] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y86 | value='4.89913669821843' | fill=None | rows=[85] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z86 | value='5.12310465899042' | fill=None | rows=[85] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA86 | value='5.34567965031403' | fill=None | rows=[85] | cols=[26] | col_header=False | row_header=False | metadata=False
