=== economy-table46.xlsx ===
Cell A1 | value='location' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell D814 | value='2.87' | fill=00000000 | rows=[813] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E814 | value='2' | fill=00000000 | rows=[813] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F814 | value='5.02' | fill=00000000 | rows=[813] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B815 | value='Single' | fill=FF00B050 | rows=[814] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C815 | value='18' | fill=00000000 | rows=[814] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D815 | value='2.43' | fill=00000000 | rows=[814] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E815 | value='2' | fill=00000000 | rows=[814] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F815 | value='6.05' | fill=00000000 | rows=[814] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B816 | value='Single' | fill=FF00B050 | rows=[815] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C816 | value='18' | fill=00000000 | rows=[815] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D816 | value='2.12' | fill=00000000 | rows=[815] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E816 | value='2' | fill=00000000 | rows=[815] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F816 | value='6.1' | fill=00000000 | rows=[815] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B817 | value='Single' | fill=FF00B050 | rows=[816] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C817 | value='9' | fill=00000000 | rows=[816] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D817 | value='2.02' | fill=00000000 | rows=[816] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E817 | value='1' | fill=00000000 | rows=[816] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F817 | value='3.54' | fill=00000000 | rows=[816] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B818 | value='Single' | fill=FF00B050 | rows=[817] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C818 | value='18' | fill=00000000 | rows=[817] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D818 | value='2' | fill=00000000 | rows=[817] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E818 | value='2' | fill=00000000 | rows=[817] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F818 | value='6.04' | fill=00000000 | rows=[817] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B819 | value='Single' | fill=FF00B050 | rows=[818] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C819 | value='18' | fill=00000000 | rows=[818] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D819 | value='1.93' | fill=00000000 | rows=[818] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E819 | value='2' | fill=00000000 | rows=[818] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F819 | value='5.83' | fill=00000000 | rows=[818] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B820 | value='Single' | fill=FF00B050 | rows=[819] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C820 | value='7' | fill=00000000 | rows=[819] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D820 | value='1.83' | fill=00000000 | rows=[819] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E820 | value='1' | fill=00000000 | rows=[819] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F820 | value='7.31' | fill=00000000 | rows=[819] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B821 | value='Single' | fill=FF00B050 | rows=[820] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C821 | value='7' | fill=00000000 | rows=[820] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D821 | value='1.62' | fill=00000000 | rows=[820] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E821 | value='1' | fill=00000000 | rows=[820] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F821 | value='4.84' | fill=00000000 | rows=[820] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B822 | value='Single' | fill=FF00B050 | rows=[821] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C822 | value='9' | fill=00000000 | rows=[821] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D822 | value='1.62' | fill=00000000 | rows=[821] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E822 | value='1' | fill=00000000 | rows=[821] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F822 | value='4.82' | fill=00000000 | rows=[821] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B823 | value='Single' | fill=FF00B050 | rows=[822] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C823 | value='10' | fill=00000000 | rows=[822] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D823 | value='1.21' | fill=00000000 | rows=[822] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E823 | value='1' | fill=00000000 | rows=[822] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F823 | value='2.22' | fill=00000000 | rows=[822] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B824 | value='Single' | fill=FF00B050 | rows=[823] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C824 | value='9' | fill=00000000 | rows=[823] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D824 | value='1.07' | fill=00000000 | rows=[823] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E824 | value='1' | fill=00000000 | rows=[823] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F824 | value='3.07' | fill=00000000 | rows=[823] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B825 | value='Single' | fill=FF00B050 | rows=[824] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C825 | value='18' | fill=00000000 | rows=[824] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D825 | value='1.06' | fill=00000000 | rows=[824] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E825 | value='2' | fill=00000000 | rows=[824] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F825 | value='3.08' | fill=00000000 | rows=[824] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B826 | value='Single' | fill=FF00B050 | rows=[825] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C826 | value='8' | fill=00000000 | rows=[825] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D826 | value='0.94' | fill=00000000 | rows=[825] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E826 | value='1' | fill=00000000 | rows=[825] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F826 | value='2.4' | fill=00000000 | rows=[825] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B827 | value='Single' | fill=FF00B050 | rows=[826] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C827 | value='6' | fill=00000000 | rows=[826] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D827 | value='0.93' | fill=00000000 | rows=[826] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E827 | value='1' | fill=00000000 | rows=[826] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F827 | value='2.78' | fill=00000000 | rows=[826] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B828 | value='Single' | fill=FF00B050 | rows=[827] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C828 | value='9' | fill=00000000 | rows=[827] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D828 | value='0.91' | fill=00000000 | rows=[827] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E828 | value='1' | fill=00000000 | rows=[827] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F828 | value='2.66' | fill=00000000 | rows=[827] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B829 | value='Single' | fill=FF00B050 | rows=[828] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C829 | value='8' | fill=00000000 | rows=[828] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D829 | value='0.88' | fill=00000000 | rows=[828] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E829 | value='1' | fill=00000000 | rows=[828] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F829 | value='2.81' | fill=00000000 | rows=[828] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B830 | value='Single' | fill=FF00B050 | rows=[829] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C830 | value='9' | fill=00000000 | rows=[829] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D830 | value='0.87' | fill=00000000 | rows=[829] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E830 | value='1' | fill=00000000 | rows=[829] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F830 | value='2.57' | fill=00000000 | rows=[829] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B831 | value='Single' | fill=FF00B050 | rows=[830] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C831 | value='9' | fill=00000000 | rows=[830] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D831 | value='0.86' | fill=00000000 | rows=[830] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E831 | value='1' | fill=00000000 | rows=[830] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F831 | value='2.56' | fill=00000000 | rows=[830] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B832 | value='Single' | fill=FF00B050 | rows=[831] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C832 | value='9' | fill=00000000 | rows=[831] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D832 | value='0.86' | fill=00000000 | rows=[831] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E832 | value='1' | fill=00000000 | rows=[831] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F832 | value='2.48' | fill=00000000 | rows=[831] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B833 | value='Single' | fill=FF00B050 | rows=[832] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C833 | value='9' | fill=00000000 | rows=[832] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D833 | value='0.76' | fill=00000000 | rows=[832] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E833 | value='1' | fill=00000000 | rows=[832] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F833 | value='2.3' | fill=00000000 | rows=[832] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B834 | value='Single' | fill=FF00B050 | rows=[833] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C834 | value='9' | fill=00000000 | rows=[833] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D834 | value='0.73' | fill=00000000 | rows=[833] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E834 | value='1' | fill=00000000 | rows=[833] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F834 | value='2.09' | fill=00000000 | rows=[833] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B835 | value='Single' | fill=FF00B050 | rows=[834] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C835 | value='9' | fill=00000000 | rows=[834] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D835 | value='0.68' | fill=00000000 | rows=[834] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E835 | value='1' | fill=00000000 | rows=[834] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F835 | value='2.02' | fill=00000000 | rows=[834] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B836 | value='Single' | fill=FF00B050 | rows=[835] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C836 | value='9' | fill=00000000 | rows=[835] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D836 | value='0.67' | fill=00000000 | rows=[835] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E836 | value='1' | fill=00000000 | rows=[835] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F836 | value='1.97' | fill=00000000 | rows=[835] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B837 | value='Single' | fill=FF00B050 | rows=[836] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C837 | value='9' | fill=00000000 | rows=[836] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D837 | value='0.64' | fill=00000000 | rows=[836] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E837 | value='1' | fill=00000000 | rows=[836] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F837 | value='1.92' | fill=00000000 | rows=[836] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B838 | value='Single' | fill=FF00B050 | rows=[837] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C838 | value='7' | fill=00000000 | rows=[837] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D838 | value='0.63' | fill=00000000 | rows=[837] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E838 | value='1' | fill=00000000 | rows=[837] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F838 | value='2.27' | fill=00000000 | rows=[837] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B839 | value='Single' | fill=FF00B050 | rows=[838] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C839 | value='9' | fill=00000000 | rows=[838] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D839 | value='0.51' | fill=00000000 | rows=[838] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E839 | value='1' | fill=00000000 | rows=[838] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F839 | value='0.93' | fill=00000000 | rows=[838] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B840 | value='Single' | fill=FF00B050 | rows=[839] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C840 | value='9' | fill=00000000 | rows=[839] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D840 | value='0.44' | fill=00000000 | rows=[839] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E840 | value='1' | fill=00000000 | rows=[839] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F840 | value='1.32' | fill=00000000 | rows=[839] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B841 | value='Single' | fill=FF00B050 | rows=[840] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C841 | value='9' | fill=00000000 | rows=[840] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D841 | value='0.42' | fill=00000000 | rows=[840] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E841 | value='1' | fill=00000000 | rows=[840] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F841 | value='1.27' | fill=00000000 | rows=[840] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B842 | value='Single' | fill=FF00B050 | rows=[841] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C842 | value='9' | fill=00000000 | rows=[841] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D842 | value='0.38' | fill=00000000 | rows=[841] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E842 | value='1' | fill=00000000 | rows=[841] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F842 | value='1.15' | fill=00000000 | rows=[841] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B843 | value='Single' | fill=FF00B050 | rows=[842] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C843 | value='9' | fill=00000000 | rows=[842] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D843 | value='0.38' | fill=00000000 | rows=[842] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E843 | value='1' | fill=00000000 | rows=[842] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F843 | value='1.14' | fill=00000000 | rows=[842] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B844 | value='Single' | fill=FF00B050 | rows=[843] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C844 | value='8' | fill=00000000 | rows=[843] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D844 | value='0.36' | fill=00000000 | rows=[843] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E844 | value='1' | fill=00000000 | rows=[843] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F844 | value='0.94' | fill=00000000 | rows=[843] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B845 | value='Single' | fill=FF00B050 | rows=[844] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C845 | value='9' | fill=00000000 | rows=[844] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D845 | value='0.36' | fill=00000000 | rows=[844] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E845 | value='1' | fill=00000000 | rows=[844] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F845 | value='0.64' | fill=00000000 | rows=[844] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B846 | value='Single' | fill=FF00B050 | rows=[845] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C846 | value='9' | fill=00000000 | rows=[845] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D846 | value='0.24' | fill=00000000 | rows=[845] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E846 | value='1' | fill=00000000 | rows=[845] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F846 | value='0.64' | fill=00000000 | rows=[845] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B847 | value='Single' | fill=FF00B050 | rows=[846] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C847 | value='9' | fill=00000000 | rows=[846] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D847 | value='0' | fill=00000000 | rows=[846] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E847 | value='1' | fill=00000000 | rows=[846] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F847 | value='0' | fill=00000000 | rows=[846] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B848 | value='Single' | fill=FF00B050 | rows=[847] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C848 | value='9' | fill=00000000 | rows=[847] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D848 | value='0' | fill=00000000 | rows=[847] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E848 | value='1' | fill=00000000 | rows=[847] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F848 | value='0' | fill=00000000 | rows=[847] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell A849 | value='36898' | fill=FF00B050 | rows=[848, 849, 850, 851, 852, 853, 854, 855, 856, 857, 858, 859, 860, 861, 862, 863, 864, 865, 866, 867, 868, 869, 870, 871, 872, 873, 874, 875, 876, 877, 878, 879, 880, 881, 882, 883, 884, 885, 886, 887, 888, 889, 890, 891, 892, 893, 894, 895, 896, 897, 898, 899, 900, 901, 902, 903, 904, 905, 906, 907, 908, 909, 910, 911, 912, 913, 914, 915, 916] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B849 | value='Multi' | fill=FF00B050 | rows=[848] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C849 | value='9' | fill=00000000 | rows=[848] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D849 | value='1.43' | fill=00000000 | rows=[848] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E849 | value='6' | fill=00000000 | rows=[848] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F849 | value='8.53' | fill=00000000 | rows=[848] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B850 | value='Multi' | fill=FF00B050 | rows=[849] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C850 | value='9' | fill=00000000 | rows=[849] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D850 | value='1.39' | fill=00000000 | rows=[849] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E850 | value='15' | fill=00000000 | rows=[849] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F850 | value='15.63' | fill=00000000 | rows=[849] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B851 | value='Multi' | fill=FF00B050 | rows=[850] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C851 | value='6' | fill=00000000 | rows=[850] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D851 | value='1.26' | fill=00000000 | rows=[850] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E851 | value='4' | fill=00000000 | rows=[850] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F851 | value='8.82' | fill=00000000 | rows=[850] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B852 | value='Multi' | fill=FF00B050 | rows=[851] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C852 | value='4' | fill=00000000 | rows=[851] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D852 | value='0.74' | fill=00000000 | rows=[851] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E852 | value='6' | fill=00000000 | rows=[851] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F852 | value='8.11' | fill=00000000 | rows=[851] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B853 | value='Multi' | fill=FF00B050 | rows=[852] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C853 | value='8' | fill=00000000 | rows=[852] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D853 | value='0.69' | fill=00000000 | rows=[852] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E853 | value='12' | fill=00000000 | rows=[852] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F853 | value='5.51' | fill=00000000 | rows=[852] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B854 | value='Multi' | fill=FF00B050 | rows=[853] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C854 | value='9' | fill=00000000 | rows=[853] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D854 | value='0.58' | fill=00000000 | rows=[853] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E854 | value='6' | fill=00000000 | rows=[853] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F854 | value='3.49' | fill=00000000 | rows=[853] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B855 | value='Multi' | fill=FF00B050 | rows=[854] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C855 | value='2' | fill=00000000 | rows=[854] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D855 | value='0.54' | fill=00000000 | rows=[854] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E855 | value='6' | fill=00000000 | rows=[854] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F855 | value='6' | fill=00000000 | rows=[854] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B856 | value='Multi' | fill=FF00B050 | rows=[855] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C856 | value='3' | fill=00000000 | rows=[855] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D856 | value='0.5' | fill=00000000 | rows=[855] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E856 | value='2' | fill=00000000 | rows=[855] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F856 | value='2.53' | fill=00000000 | rows=[855] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B857 | value='Multi' | fill=FF00B050 | rows=[856] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C857 | value='3' | fill=00000000 | rows=[856] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D857 | value='0.41' | fill=00000000 | rows=[856] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E857 | value='2' | fill=00000000 | rows=[856] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F857 | value='2.83' | fill=00000000 | rows=[856] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B858 | value='Multi' | fill=FF00B050 | rows=[857] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C858 | value='2' | fill=00000000 | rows=[857] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D858 | value='0.39' | fill=00000000 | rows=[857] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E858 | value='6' | fill=00000000 | rows=[857] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F858 | value='4.32' | fill=00000000 | rows=[857] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B859 | value='Multi' | fill=FF00B050 | rows=[858] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C859 | value='3' | fill=00000000 | rows=[858] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D859 | value='0.39' | fill=00000000 | rows=[858] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E859 | value='2' | fill=00000000 | rows=[858] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F859 | value='3.53' | fill=00000000 | rows=[858] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B860 | value='Multi' | fill=FF00B050 | rows=[859] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C860 | value='3' | fill=00000000 | rows=[859] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D860 | value='0.39' | fill=00000000 | rows=[859] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E860 | value='2' | fill=00000000 | rows=[859] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F860 | value='2.35' | fill=00000000 | rows=[859] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B861 | value='Multi' | fill=FF00B050 | rows=[860] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C861 | value='6' | fill=00000000 | rows=[860] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D861 | value='0.38' | fill=00000000 | rows=[860] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E861 | value='4' | fill=00000000 | rows=[860] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F861 | value='2.28' | fill=00000000 | rows=[860] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B862 | value='Multi' | fill=FF00B050 | rows=[861] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C862 | value='4' | fill=00000000 | rows=[861] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D862 | value='0.37' | fill=00000000 | rows=[861] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E862 | value='12' | fill=00000000 | rows=[861] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F862 | value='6.27' | fill=00000000 | rows=[861] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B863 | value='Multi' | fill=FF00B050 | rows=[862] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C863 | value='4' | fill=00000000 | rows=[862] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D863 | value='0.35' | fill=00000000 | rows=[862] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E863 | value='6' | fill=00000000 | rows=[862] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F863 | value='2.76' | fill=00000000 | rows=[862] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B864 | value='Multi' | fill=FF00B050 | rows=[863] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C864 | value='2' | fill=00000000 | rows=[863] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D864 | value='0.32' | fill=00000000 | rows=[863] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E864 | value='6' | fill=00000000 | rows=[863] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F864 | value='5.45' | fill=00000000 | rows=[863] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B865 | value='Multi' | fill=FF00B050 | rows=[864] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C865 | value='2' | fill=00000000 | rows=[864] | cols=[2] | col_header=False | row_header=False | metadata=False
