=== society-table82.xlsx ===
Cell A1 | value='Artist Prefix' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell B4330 | value='War' | fill=00000000 | rows=[4329] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4330 | value='Can't We be Friends' | fill=00000000 | rows=[4329] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4330 | value='94' | fill=00000000 | rows=[4329] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4331 | value='War' | fill=00000000 | rows=[4330] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4331 | value='Deliver the Word' | fill=00000000 | rows=[4330] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4331 | value='94' | fill=00000000 | rows=[4330] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4332 | value='War' | fill=00000000 | rows=[4331] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4332 | value='Eric Burdon Declares War' | fill=00000000 | rows=[4331] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4332 | value='94' | fill=00000000 | rows=[4331] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4333 | value='War' | fill=00000000 | rows=[4332] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4333 | value='Grooves and Messages' | fill=00000000 | rows=[4332] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4333 | value='94' | fill=00000000 | rows=[4332] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4334 | value='War' | fill=00000000 | rows=[4333] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4334 | value='Live' | fill=00000000 | rows=[4333] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4334 | value='94' | fill=00000000 | rows=[4333] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4335 | value='War' | fill=00000000 | rows=[4334] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4335 | value='Love is All Around' | fill=00000000 | rows=[4334] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4335 | value='94' | fill=00000000 | rows=[4334] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4336 | value='War' | fill=00000000 | rows=[4335] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4336 | value='War' | fill=00000000 | rows=[4335] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4336 | value='94' | fill=00000000 | rows=[4335] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4337 | value='War' | fill=00000000 | rows=[4336] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4337 | value='World is a Ghetto' | fill=00000000 | rows=[4336] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4337 | value='94' | fill=00000000 | rows=[4336] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4338 | value='Warren Zevon' | fill=00000000 | rows=[4337] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4338 | value='Bad Luck Streak in Dancing School' | fill=00000000 | rows=[4337] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4338 | value='7' | fill=00000000 | rows=[4337] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4339 | value='Warren Zevon' | fill=00000000 | rows=[4338] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4339 | value='Enjoy Every Sandwich' | fill=00000000 | rows=[4338] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4339 | value='7' | fill=00000000 | rows=[4338] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4340 | value='Warren Zevon' | fill=00000000 | rows=[4339] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4340 | value='Envoy' | fill=00000000 | rows=[4339] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4340 | value='7' | fill=00000000 | rows=[4339] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4341 | value='Warren Zevon' | fill=00000000 | rows=[4340] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4341 | value='Excitable Boy' | fill=00000000 | rows=[4340] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4341 | value='7' | fill=00000000 | rows=[4340] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4342 | value='Warren Zevon' | fill=00000000 | rows=[4341] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4342 | value='Learning to Flinch' | fill=00000000 | rows=[4341] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4342 | value='7' | fill=00000000 | rows=[4341] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4343 | value='Warren Zevon' | fill=00000000 | rows=[4342] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4343 | value='Life'll Kill Ya' | fill=00000000 | rows=[4342] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4343 | value='7' | fill=00000000 | rows=[4342] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4344 | value='Warren Zevon' | fill=00000000 | rows=[4343] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4344 | value='Mr. Bad Example' | fill=00000000 | rows=[4343] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4344 | value='7' | fill=00000000 | rows=[4343] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4345 | value='Warren Zevon' | fill=00000000 | rows=[4344] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4345 | value='Mutineer' | fill=00000000 | rows=[4344] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4345 | value='7' | fill=00000000 | rows=[4344] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4346 | value='Warren Zevon' | fill=00000000 | rows=[4345] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4346 | value='My Ride's Here' | fill=00000000 | rows=[4345] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4346 | value='7' | fill=00000000 | rows=[4345] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4347 | value='Warren Zevon' | fill=00000000 | rows=[4346] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4347 | value='Sentimental Hygiene' | fill=00000000 | rows=[4346] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4347 | value='7' | fill=00000000 | rows=[4346] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4348 | value='Warren Zevon' | fill=00000000 | rows=[4347] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4348 | value='Stand in the Fire' | fill=00000000 | rows=[4347] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4348 | value='7' | fill=00000000 | rows=[4347] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4349 | value='Warren Zevon' | fill=00000000 | rows=[4348] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4349 | value='Transverse City' | fill=00000000 | rows=[4348] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4349 | value='7' | fill=00000000 | rows=[4348] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4350 | value='Warren Zevon' | fill=00000000 | rows=[4349] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4350 | value='Wanted Dead or Alive' | fill=00000000 | rows=[4349] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4350 | value='7' | fill=00000000 | rows=[4349] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4351 | value='Warren Zevon' | fill=00000000 | rows=[4350] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4351 | value='Warren Zevon' | fill=00000000 | rows=[4350] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4351 | value='7' | fill=00000000 | rows=[4350] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4352 | value='Warren Zevon' | fill=00000000 | rows=[4351] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4352 | value='Wind, The' | fill=00000000 | rows=[4351] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4352 | value='7' | fill=00000000 | rows=[4351] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4353 | value='Weezer' | fill=00000000 | rows=[4352] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4353 | value='Death to False Metal' | fill=00000000 | rows=[4352] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4353 | value='53' | fill=00000000 | rows=[4352] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4354 | value='Weezer' | fill=00000000 | rows=[4353] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4354 | value='Everything will be Alright in the End' | fill=00000000 | rows=[4353] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4354 | value='53' | fill=00000000 | rows=[4353] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4355 | value='Weezer' | fill=00000000 | rows=[4354] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4355 | value='Good Life' | fill=00000000 | rows=[4354] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4355 | value='53' | fill=00000000 | rows=[4354] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4356 | value='Weezer' | fill=00000000 | rows=[4355] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4356 | value='Hurley' | fill=00000000 | rows=[4355] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4356 | value='53' | fill=00000000 | rows=[4355] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4357 | value='Weezer' | fill=00000000 | rows=[4356] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4357 | value='Lion and the Witch' | fill=00000000 | rows=[4356] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4357 | value='53' | fill=00000000 | rows=[4356] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4358 | value='Weezer' | fill=00000000 | rows=[4357] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4358 | value='Maladroit' | fill=00000000 | rows=[4357] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4358 | value='53' | fill=00000000 | rows=[4357] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4359 | value='Weezer' | fill=00000000 | rows=[4358] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4359 | value='Pinkerton' | fill=00000000 | rows=[4358] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4359 | value='53' | fill=00000000 | rows=[4358] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4360 | value='Weezer' | fill=00000000 | rows=[4359] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4360 | value='Raditude' | fill=00000000 | rows=[4359] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4360 | value='53' | fill=00000000 | rows=[4359] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4361 | value='Weezer' | fill=00000000 | rows=[4360] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4361 | value='Raditude Happy Record Store Day' | fill=00000000 | rows=[4360] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4361 | value='53' | fill=00000000 | rows=[4360] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4362 | value='Weezer' | fill=00000000 | rows=[4361] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4362 | value='Weezer (Blue Album)' | fill=00000000 | rows=[4361] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4362 | value='53' | fill=00000000 | rows=[4361] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4363 | value='Weezer' | fill=00000000 | rows=[4362] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4363 | value='Weezer (Green Album)' | fill=00000000 | rows=[4362] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4363 | value='53' | fill=00000000 | rows=[4362] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4364 | value='Weezer' | fill=00000000 | rows=[4363] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4364 | value='Weezer (Red Album)' | fill=00000000 | rows=[4363] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4364 | value='53' | fill=00000000 | rows=[4363] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4365 | value='Weezer' | fill=00000000 | rows=[4364] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4365 | value='Winter Weezerland' | fill=00000000 | rows=[4364] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4365 | value='53' | fill=00000000 | rows=[4364] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4366 | value='Weird Al Yankovic' | fill=00000000 | rows=[4365] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4366 | value='Alapalooza' | fill=00000000 | rows=[4365] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4366 | value='43' | fill=00000000 | rows=[4365] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4367 | value='Weird Al Yankovic' | fill=00000000 | rows=[4366] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4367 | value='Alpocalypse' | fill=00000000 | rows=[4366] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4367 | value='43' | fill=00000000 | rows=[4366] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4368 | value='Weird Al Yankovic' | fill=00000000 | rows=[4367] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4368 | value='Bad Hair Day' | fill=00000000 | rows=[4367] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4368 | value='43' | fill=00000000 | rows=[4367] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4369 | value='Weird Al Yankovic' | fill=00000000 | rows=[4368] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4369 | value='Compilation' | fill=00000000 | rows=[4368] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4369 | value='12' | fill=00000000 | rows=[4368] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4370 | value='Weird Al Yankovic' | fill=00000000 | rows=[4369] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4370 | value='Dare to be Stupid' | fill=00000000 | rows=[4369] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4370 | value='43' | fill=00000000 | rows=[4369] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4371 | value='Weird Al Yankovic' | fill=00000000 | rows=[4370] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4371 | value='Essential Weird Al' | fill=00000000 | rows=[4370] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4371 | value='43' | fill=00000000 | rows=[4370] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4372 | value='Weird Al Yankovic' | fill=00000000 | rows=[4371] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4372 | value='Even Worse' | fill=00000000 | rows=[4371] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4372 | value='43' | fill=00000000 | rows=[4371] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4373 | value='Weird Al Yankovic' | fill=00000000 | rows=[4372] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4373 | value='Food Album' | fill=00000000 | rows=[4372] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4373 | value='43' | fill=00000000 | rows=[4372] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4374 | value='Weird Al Yankovic' | fill=00000000 | rows=[4373] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4374 | value='Greatest Hits' | fill=00000000 | rows=[4373] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4374 | value='43' | fill=00000000 | rows=[4373] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4375 | value='Weird Al Yankovic' | fill=00000000 | rows=[4374] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4375 | value='Greatest Hits Volume 2' | fill=00000000 | rows=[4374] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4375 | value='43' | fill=00000000 | rows=[4374] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4376 | value='Weird Al Yankovic' | fill=00000000 | rows=[4375] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4376 | value='In 3-D' | fill=00000000 | rows=[4375] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4376 | value='43' | fill=00000000 | rows=[4375] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4377 | value='Weird Al Yankovic' | fill=00000000 | rows=[4376] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4377 | value='Mandatory Fun' | fill=00000000 | rows=[4376] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4377 | value='43' | fill=00000000 | rows=[4376] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4378 | value='Weird Al Yankovic' | fill=00000000 | rows=[4377] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4378 | value='Off the Deep End' | fill=00000000 | rows=[4377] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4378 | value='43' | fill=00000000 | rows=[4377] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4379 | value='Weird Al Yankovic' | fill=00000000 | rows=[4378] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4379 | value='Permanent Record Al in the Box' | fill=00000000 | rows=[4378] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4379 | value='43' | fill=00000000 | rows=[4378] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4380 | value='Weird Al Yankovic' | fill=00000000 | rows=[4379] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4380 | value='Polka Party' | fill=00000000 | rows=[4379] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4380 | value='43' | fill=00000000 | rows=[4379] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4381 | value='Weird Al Yankovic' | fill=00000000 | rows=[4380] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4381 | value='Poodle Hat' | fill=00000000 | rows=[4380] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4381 | value='43' | fill=00000000 | rows=[4380] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4382 | value='Weird Al Yankovic' | fill=00000000 | rows=[4381] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4382 | value='Running with Scissors' | fill=00000000 | rows=[4381] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4382 | value='43' | fill=00000000 | rows=[4381] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4383 | value='Weird Al Yankovic' | fill=00000000 | rows=[4382] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4383 | value='Straight Outta Lynwood' | fill=00000000 | rows=[4382] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4383 | value='43' | fill=00000000 | rows=[4382] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4384 | value='Weird Al Yankovic' | fill=00000000 | rows=[4383] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4384 | value='TV Album' | fill=00000000 | rows=[4383] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4384 | value='43' | fill=00000000 | rows=[4383] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4385 | value='Weird Al Yankovic' | fill=00000000 | rows=[4384] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4385 | value='UHF' | fill=00000000 | rows=[4384] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4385 | value='43' | fill=00000000 | rows=[4384] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4386 | value='Weird Al Yankovic' | fill=00000000 | rows=[4385] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4386 | value='Weird Al Yankovic' | fill=00000000 | rows=[4385] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4386 | value='43' | fill=00000000 | rows=[4385] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4387 | value='West, Bruce and Laing' | fill=00000000 | rows=[4386] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4387 | value='Whatever Turns You On' | fill=00000000 | rows=[4386] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4387 | value='83' | fill=00000000 | rows=[4386] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4388 | value='West, Bruce and Laing' | fill=00000000 | rows=[4387] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4388 | value='Why Dontcha' | fill=00000000 | rows=[4387] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4388 | value='83' | fill=00000000 | rows=[4387] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4389 | value='Wet Willie' | fill=00000000 | rows=[4388] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4389 | value='Dixie Rock' | fill=00000000 | rows=[4388] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4389 | value='67' | fill=00000000 | rows=[4388] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4390 | value='Wet Willie' | fill=00000000 | rows=[4389] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4390 | value='Drippin' Wet' | fill=00000000 | rows=[4389] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4390 | value='67' | fill=00000000 | rows=[4389] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4391 | value='Wet Willie' | fill=00000000 | rows=[4390] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4391 | value='Keep On Smilin'' | fill=00000000 | rows=[4390] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4391 | value='67' | fill=00000000 | rows=[4390] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4392 | value='Wet Willie' | fill=00000000 | rows=[4391] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4392 | value='Left Coast Live' | fill=00000000 | rows=[4391] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4392 | value='67' | fill=00000000 | rows=[4391] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4393 | value='Wet Willie' | fill=00000000 | rows=[4392] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4393 | value='Manorisms' | fill=00000000 | rows=[4392] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4393 | value='67' | fill=00000000 | rows=[4392] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4394 | value='Wet Willie' | fill=00000000 | rows=[4393] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4394 | value='Wet Willie' | fill=00000000 | rows=[4393] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4394 | value='67' | fill=00000000 | rows=[4393] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4395 | value='Wet Willie' | fill=00000000 | rows=[4394] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4395 | value='Wetter the Better' | fill=00000000 | rows=[4394] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4395 | value='67' | fill=00000000 | rows=[4394] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4396 | value='White Stripes' | fill=00000000 | rows=[4395] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4396 | value='De Stijl' | fill=00000000 | rows=[4395] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4396 | value='85' | fill=00000000 | rows=[4395] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4397 | value='White Stripes' | fill=00000000 | rows=[4396] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4397 | value='Elephant' | fill=00000000 | rows=[4396] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4397 | value='85' | fill=00000000 | rows=[4396] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4398 | value='White Stripes' | fill=00000000 | rows=[4397] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4398 | value='Get Behind Me Satan' | fill=00000000 | rows=[4397] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4398 | value='85' | fill=00000000 | rows=[4397] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4399 | value='White Stripes' | fill=00000000 | rows=[4398] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4399 | value='Icky Thump' | fill=00000000 | rows=[4398] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4399 | value='85' | fill=00000000 | rows=[4398] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4400 | value='White Stripes' | fill=00000000 | rows=[4399] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4400 | value='Walking With a Ghost [EP]' | fill=00000000 | rows=[4399] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4400 | value='85' | fill=00000000 | rows=[4399] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4401 | value='White Stripes' | fill=00000000 | rows=[4400] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4401 | value='White Blood Cells' | fill=00000000 | rows=[4400] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4401 | value='85' | fill=00000000 | rows=[4400] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4402 | value='White Stripes' | fill=00000000 | rows=[4401] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4402 | value='White Stripes' | fill=00000000 | rows=[4401] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4402 | value='85' | fill=00000000 | rows=[4401] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4403 | value='Whitesnake' | fill=00000000 | rows=[4402] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4403 | value='Come An' Get It' | fill=00000000 | rows=[4402] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4403 | value='98' | fill=00000000 | rows=[4402] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4404 | value='Whitesnake' | fill=00000000 | rows=[4403] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4404 | value='Forevermore' | fill=00000000 | rows=[4403] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4404 | value='98' | fill=00000000 | rows=[4403] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4405 | value='Whitesnake' | fill=00000000 | rows=[4404] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4405 | value='Good To Be Bad' | fill=00000000 | rows=[4404] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4405 | value='98' | fill=00000000 | rows=[4404] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4406 | value='Whitesnake' | fill=00000000 | rows=[4405] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4406 | value='Lovehunter' | fill=00000000 | rows=[4405] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4406 | value='98' | fill=00000000 | rows=[4405] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4407 | value='Whitesnake' | fill=00000000 | rows=[4406] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4407 | value='Ready An' Willing' | fill=00000000 | rows=[4406] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4407 | value='98' | fill=00000000 | rows=[4406] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4408 | value='Whitesnake' | fill=00000000 | rows=[4407] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4408 | value='Restless Heart' | fill=00000000 | rows=[4407] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4408 | value='98' | fill=00000000 | rows=[4407] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B4409 | value='Whitesnake' | fill=00000000 | rows=[4408] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4409 | value='Saints & Sinners' | fill=00000000 | rows=[4408] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4409 | value='98' | fill=00000000 | rows=[4408] | cols=[3] | col_header=False | row_header=False | metadata=False
