=== environment-table01.xlsx ===
Cell B1 | value='Climate hasard statistics - Regions' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell D204 | value='0.003' | fill=00000000 | rows=[203] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E204 | value='0.003' | fill=00000000 | rows=[203] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F204 | value='0.003' | fill=00000000 | rows=[203] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G204 | value='0.003' | fill=00000000 | rows=[203] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B205 | value='Queensland' | fill=FF00B050 | rows=[204] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D205 | value='0.573' | fill=00000000 | rows=[204] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E205 | value='0.573' | fill=00000000 | rows=[204] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F205 | value='0.575' | fill=00000000 | rows=[204] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G205 | value='0.575' | fill=00000000 | rows=[204] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B206 | value='South Australia' | fill=FF00B050 | rows=[205] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D206 | value='0.01' | fill=00000000 | rows=[205] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E206 | value='0.01' | fill=00000000 | rows=[205] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F206 | value='0.01' | fill=00000000 | rows=[205] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G206 | value='0.011' | fill=00000000 | rows=[205] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B207 | value='Western Australia' | fill=FF00B050 | rows=[206] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D207 | value='0.022' | fill=00000000 | rows=[206] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E207 | value='0.022' | fill=00000000 | rows=[206] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F207 | value='0.022' | fill=00000000 | rows=[206] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G207 | value='0.022' | fill=00000000 | rows=[206] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B208 | value='Tasmania' | fill=FF00B050 | rows=[207] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D208 | value='0.02' | fill=00000000 | rows=[207] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E208 | value='0.02' | fill=00000000 | rows=[207] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F208 | value='0.02' | fill=00000000 | rows=[207] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G208 | value='0.02' | fill=00000000 | rows=[207] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B209 | value='Northern Territory' | fill=FF00B050 | rows=[208] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D209 | value='2.305' | fill=00000000 | rows=[208] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E209 | value='2.323' | fill=00000000 | rows=[208] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F209 | value='2.26' | fill=00000000 | rows=[208] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G209 | value='2.286' | fill=00000000 | rows=[208] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B210 | value='Australian Capital Territory' | fill=FF00B050 | rows=[209] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D210 | value='0' | fill=00000000 | rows=[209] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E210 | value='0' | fill=00000000 | rows=[209] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F210 | value='0' | fill=00000000 | rows=[209] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G210 | value='0' | fill=00000000 | rows=[209] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B211 | value='Measure: Cropland exposure to coastal flooding' | fill=FF00B0F0 | rows=[210] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B212 | value='Combined unit of measure: Percentage of agricultural land area' | fill=FF00B0F0 | rows=[211] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B213 | value='Return period: 20 years' | fill=FF00B0F0 | rows=[212] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B214 | value='Heat stress threshold: Not applicable' | fill=FF00B0F0 | rows=[213] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B215 | value='New South Wales' | fill=FF00B050 | rows=[214] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D215 | value='0.001' | fill=00000000 | rows=[214] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E215 | value='0.001' | fill=00000000 | rows=[214] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F215 | value='0.001' | fill=00000000 | rows=[214] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G215 | value='0.001' | fill=00000000 | rows=[214] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B216 | value='Victoria' | fill=FF00B050 | rows=[215] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D216 | value='0.003' | fill=00000000 | rows=[215] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E216 | value='0.003' | fill=00000000 | rows=[215] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F216 | value='0.003' | fill=00000000 | rows=[215] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G216 | value='0.003' | fill=00000000 | rows=[215] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B217 | value='Queensland' | fill=FF00B050 | rows=[216] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D217 | value='0.594' | fill=00000000 | rows=[216] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E217 | value='0.595' | fill=00000000 | rows=[216] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F217 | value='0.596' | fill=00000000 | rows=[216] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G217 | value='0.597' | fill=00000000 | rows=[216] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B218 | value='South Australia' | fill=FF00B050 | rows=[217] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D218 | value='0.011' | fill=00000000 | rows=[217] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E218 | value='0.011' | fill=00000000 | rows=[217] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F218 | value='0.011' | fill=00000000 | rows=[217] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G218 | value='0.011' | fill=00000000 | rows=[217] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B219 | value='Western Australia' | fill=FF00B050 | rows=[218] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D219 | value='0.023' | fill=00000000 | rows=[218] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E219 | value='0.023' | fill=00000000 | rows=[218] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F219 | value='0.023' | fill=00000000 | rows=[218] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G219 | value='0.023' | fill=00000000 | rows=[218] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B220 | value='Tasmania' | fill=FF00B050 | rows=[219] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D220 | value='0.021' | fill=00000000 | rows=[219] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E220 | value='0.021' | fill=00000000 | rows=[219] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F220 | value='0.021' | fill=00000000 | rows=[219] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G220 | value='0.021' | fill=00000000 | rows=[219] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B221 | value='Northern Territory' | fill=FF00B050 | rows=[220] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D221 | value='2.555' | fill=00000000 | rows=[220] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E221 | value='2.572' | fill=00000000 | rows=[220] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F221 | value='2.496' | fill=00000000 | rows=[220] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G221 | value='2.523' | fill=00000000 | rows=[220] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B222 | value='Australian Capital Territory' | fill=FF00B050 | rows=[221] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D222 | value='0' | fill=00000000 | rows=[221] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E222 | value='0' | fill=00000000 | rows=[221] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F222 | value='0' | fill=00000000 | rows=[221] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G222 | value='0' | fill=00000000 | rows=[221] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B223 | value='Measure: Cropland exposure to coastal flooding' | fill=FF00B0F0 | rows=[222] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B224 | value='Combined unit of measure: Percentage of agricultural land area' | fill=FF00B0F0 | rows=[223] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B225 | value='Return period: 50 years' | fill=FF00B0F0 | rows=[224] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B226 | value='Heat stress threshold: Not applicable' | fill=FF00B0F0 | rows=[225] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B227 | value='New South Wales' | fill=FF00B050 | rows=[226] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D227 | value='0.001' | fill=00000000 | rows=[226] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E227 | value='0.001' | fill=00000000 | rows=[226] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F227 | value='0.001' | fill=00000000 | rows=[226] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G227 | value='0.001' | fill=00000000 | rows=[226] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B228 | value='Victoria' | fill=FF00B050 | rows=[227] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D228 | value='0.003' | fill=00000000 | rows=[227] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E228 | value='0.003' | fill=00000000 | rows=[227] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F228 | value='0.003' | fill=00000000 | rows=[227] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G228 | value='0.003' | fill=00000000 | rows=[227] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B229 | value='Queensland' | fill=FF00B050 | rows=[228] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D229 | value='0.601' | fill=00000000 | rows=[228] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E229 | value='0.602' | fill=00000000 | rows=[228] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F229 | value='0.604' | fill=00000000 | rows=[228] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G229 | value='0.604' | fill=00000000 | rows=[228] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B230 | value='South Australia' | fill=FF00B050 | rows=[229] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D230 | value='0.013' | fill=00000000 | rows=[229] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E230 | value='0.013' | fill=00000000 | rows=[229] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F230 | value='0.013' | fill=00000000 | rows=[229] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G230 | value='0.013' | fill=00000000 | rows=[229] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B231 | value='Western Australia' | fill=FF00B050 | rows=[230] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D231 | value='0.024' | fill=00000000 | rows=[230] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E231 | value='0.024' | fill=00000000 | rows=[230] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F231 | value='0.024' | fill=00000000 | rows=[230] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G231 | value='0.024' | fill=00000000 | rows=[230] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B232 | value='Tasmania' | fill=FF00B050 | rows=[231] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D232 | value='0.022' | fill=00000000 | rows=[231] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E232 | value='0.022' | fill=00000000 | rows=[231] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F232 | value='0.022' | fill=00000000 | rows=[231] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G232 | value='0.022' | fill=00000000 | rows=[231] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B233 | value='Northern Territory' | fill=FF00B050 | rows=[232] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D233 | value='2.741' | fill=00000000 | rows=[232] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E233 | value='2.762' | fill=00000000 | rows=[232] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F233 | value='2.682' | fill=00000000 | rows=[232] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G233 | value='2.743' | fill=00000000 | rows=[232] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B234 | value='Australian Capital Territory' | fill=FF00B050 | rows=[233] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D234 | value='0' | fill=00000000 | rows=[233] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E234 | value='0' | fill=00000000 | rows=[233] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F234 | value='0' | fill=00000000 | rows=[233] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G234 | value='0' | fill=00000000 | rows=[233] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B235 | value='Measure: Cropland exposure to coastal flooding' | fill=FF00B0F0 | rows=[234] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B236 | value='Combined unit of measure: Percentage of agricultural land area' | fill=FF00B0F0 | rows=[235] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B237 | value='Return period: 100 years' | fill=FF00B0F0 | rows=[236] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B238 | value='Heat stress threshold: Not applicable' | fill=FF00B0F0 | rows=[237] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B239 | value='New South Wales' | fill=FF00B050 | rows=[238] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D239 | value='0.001' | fill=00000000 | rows=[238] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E239 | value='0.001' | fill=00000000 | rows=[238] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F239 | value='0.001' | fill=00000000 | rows=[238] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G239 | value='0.001' | fill=00000000 | rows=[238] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B240 | value='Victoria' | fill=FF00B050 | rows=[239] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D240 | value='0.003' | fill=00000000 | rows=[239] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E240 | value='0.003' | fill=00000000 | rows=[239] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F240 | value='0.003' | fill=00000000 | rows=[239] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G240 | value='0.003' | fill=00000000 | rows=[239] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B241 | value='Queensland' | fill=FF00B050 | rows=[240] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D241 | value='0.617' | fill=00000000 | rows=[240] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E241 | value='0.618' | fill=00000000 | rows=[240] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F241 | value='0.619' | fill=00000000 | rows=[240] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G241 | value='0.62' | fill=00000000 | rows=[240] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B242 | value='South Australia' | fill=FF00B050 | rows=[241] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D242 | value='0.014' | fill=00000000 | rows=[241] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E242 | value='0.014' | fill=00000000 | rows=[241] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F242 | value='0.014' | fill=00000000 | rows=[241] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G242 | value='0.014' | fill=00000000 | rows=[241] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B243 | value='Western Australia' | fill=FF00B050 | rows=[242] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D243 | value='0.024' | fill=00000000 | rows=[242] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E243 | value='0.025' | fill=00000000 | rows=[242] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F243 | value='0.024' | fill=00000000 | rows=[242] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G243 | value='0.024' | fill=00000000 | rows=[242] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B244 | value='Tasmania' | fill=FF00B050 | rows=[243] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D244 | value='0.023' | fill=00000000 | rows=[243] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E244 | value='0.023' | fill=00000000 | rows=[243] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F244 | value='0.023' | fill=00000000 | rows=[243] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G244 | value='0.023' | fill=00000000 | rows=[243] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B245 | value='Northern Territory' | fill=FF00B050 | rows=[244] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D245 | value='2.929' | fill=00000000 | rows=[244] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E245 | value='2.949' | fill=00000000 | rows=[244] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F245 | value='2.864' | fill=00000000 | rows=[244] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G245 | value='2.938' | fill=00000000 | rows=[244] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B246 | value='Australian Capital Territory' | fill=FF00B050 | rows=[245] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D246 | value='0' | fill=00000000 | rows=[245] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E246 | value='0' | fill=00000000 | rows=[245] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F246 | value='0' | fill=00000000 | rows=[245] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G246 | value='0' | fill=00000000 | rows=[245] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B247 | value='Measure: Mean population exposure to heat stress' | fill=FF00B0F0 | rows=[246] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B248 | value='Combined unit of measure: Days per year' | fill=FF00B0F0 | rows=[247] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B249 | value='Return period: Not applicable' | fill=FF00B0F0 | rows=[248] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B250 | value='Heat stress threshold: Strong heat stress (> 32°C)' | fill=FF00B0F0 | rows=[249] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B251 | value='New South Wales' | fill=FF00B050 | rows=[250] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D251 | value='53.025' | fill=00000000 | rows=[250] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E251 | value='58.324' | fill=00000000 | rows=[250] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F251 | value='64.755' | fill=00000000 | rows=[250] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G251 | value='41.966' | fill=00000000 | rows=[250] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H251 | value='28.464' | fill=00000000 | rows=[250] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B252 | value='Victoria' | fill=FF00B050 | rows=[251] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D252 | value='38.866' | fill=00000000 | rows=[251] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E252 | value='34.011' | fill=00000000 | rows=[251] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F252 | value='38.079' | fill=00000000 | rows=[251] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G252 | value='24.019' | fill=00000000 | rows=[251] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H252 | value='21.406' | fill=00000000 | rows=[251] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B253 | value='Queensland' | fill=FF00B050 | rows=[252] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D253 | value='109.449' | fill=00000000 | rows=[252] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E253 | value='90.357' | fill=00000000 | rows=[252] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F253 | value='104.21' | fill=00000000 | rows=[252] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G253 | value='104.941' | fill=00000000 | rows=[252] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H253 | value='92.428' | fill=00000000 | rows=[252] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B254 | value='South Australia' | fill=FF00B050 | rows=[253] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D254 | value='36.969' | fill=00000000 | rows=[253] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E254 | value='38.53' | fill=00000000 | rows=[253] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F254 | value='41.573' | fill=00000000 | rows=[253] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G254 | value='25.726' | fill=00000000 | rows=[253] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H254 | value='23.136' | fill=00000000 | rows=[253] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B255 | value='Western Australia' | fill=FF00B050 | rows=[254] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D255 | value='62.832' | fill=00000000 | rows=[254] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E255 | value='53.774' | fill=00000000 | rows=[254] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F255 | value='78.973' | fill=00000000 | rows=[254] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G255 | value='71.005' | fill=00000000 | rows=[254] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H255 | value='66.575' | fill=00000000 | rows=[254] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B256 | value='Tasmania' | fill=FF00B050 | rows=[255] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D256 | value='1.533' | fill=00000000 | rows=[255] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E256 | value='3.409' | fill=00000000 | rows=[255] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F256 | value='5.537' | fill=00000000 | rows=[255] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G256 | value='2.559' | fill=00000000 | rows=[255] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H256 | value='0.702' | fill=00000000 | rows=[255] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B257 | value='Northern Territory' | fill=FF00B050 | rows=[256] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D257 | value='284.37' | fill=00000000 | rows=[256] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E257 | value='287.771' | fill=00000000 | rows=[256] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F257 | value='279.191' | fill=00000000 | rows=[256] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G257 | value='293.484' | fill=00000000 | rows=[256] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H257 | value='287.799' | fill=00000000 | rows=[256] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B258 | value='Australian Capital Territory' | fill=FF00B050 | rows=[257] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D258 | value='14.397' | fill=00000000 | rows=[257] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E258 | value='19.195' | fill=00000000 | rows=[257] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F258 | value='34.452' | fill=00000000 | rows=[257] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G258 | value='13.924' | fill=00000000 | rows=[257] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H258 | value='3.419' | fill=00000000 | rows=[257] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B259 | value='Measure: Mean population exposure to heat stress' | fill=FF00B0F0 | rows=[258] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B260 | value='Combined unit of measure: Days per year' | fill=FF00B0F0 | rows=[259] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B261 | value='Return period: Not applicable' | fill=FF00B0F0 | rows=[260] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B262 | value='Heat stress threshold: Very strong heat stress (> 38°C)' | fill=FF00B0F0 | rows=[261] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B263 | value='New South Wales' | fill=FF00B050 | rows=[262] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D263 | value='15.014' | fill=00000000 | rows=[262] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E263 | value='11.134' | fill=00000000 | rows=[262] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F263 | value='15.237' | fill=00000000 | rows=[262] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G263 | value='10.004' | fill=00000000 | rows=[262] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H263 | value='2.517' | fill=00000000 | rows=[262] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B264 | value='Victoria' | fill=FF00B050 | rows=[263] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D264 | value='3.862' | fill=00000000 | rows=[263] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E264 | value='8.375' | fill=00000000 | rows=[263] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F264 | value='14.689' | fill=00000000 | rows=[263] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G264 | value='3.591' | fill=00000000 | rows=[263] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H264 | value='2.251' | fill=00000000 | rows=[263] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B265 | value='Queensland' | fill=FF00B050 | rows=[264] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D265 | value='14.612' | fill=00000000 | rows=[264] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E265 | value='15.171' | fill=00000000 | rows=[264] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F265 | value='15.856' | fill=00000000 | rows=[264] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G265 | value='12.804' | fill=00000000 | rows=[264] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H265 | value='5.92' | fill=00000000 | rows=[264] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B266 | value='South Australia' | fill=FF00B050 | rows=[265] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D266 | value='8.827' | fill=00000000 | rows=[265] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E266 | value='11.535' | fill=00000000 | rows=[265] | cols=[4] | col_header=False | row_header=False | metadata=False
