=== society-table11.xlsx ===
Cell A1 | value='Table 1.
Number of persons with Social Security (OASDI) taxable earnings, amount taxable, and contributions, by state or other area, sex, and type of earnings, 2020' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12] | col_header=True | row_header=True | metadata=True
Cell A2 | value='State or area,
and sex' | fill=FFFFFF00 | rows=[1, 2] | cols=[0, 1, 2, 3] | col_header=True | row_header=False | metadata=False
Cell E132 | value='277703' | fill=00000000 | rows=[131] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F132 | value='267448' | fill=00000000 | rows=[131] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G132 | value='24508' | fill=00000000 | rows=[131] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H132 | value='9233543' | fill=00000000 | rows=[131] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I132 | value='8867457' | fill=00000000 | rows=[131] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J132 | value='366086' | fill=00000000 | rows=[131] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K132 | value='1144959' | fill=00000000 | rows=[131] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L132 | value='1099565' | fill=00000000 | rows=[131] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M132 | value='45395' | fill=00000000 | rows=[131] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A133 | value='Tennessee' | fill=FF00B050 | rows=[132] | cols=[0, 1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E133 | value='3700025' | fill=00000000 | rows=[132] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F133 | value='3456456' | fill=00000000 | rows=[132] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G133 | value='436680' | fill=00000000 | rows=[132] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H133 | value='149791327' | fill=00000000 | rows=[132] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I133 | value='138369321' | fill=00000000 | rows=[132] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J133 | value='11422007' | fill=00000000 | rows=[132] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K133 | value='18574125' | fill=00000000 | rows=[132] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L133 | value='17157796' | fill=00000000 | rows=[132] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M133 | value='1416329' | fill=00000000 | rows=[132] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B134 | value='Men' | fill=FF00B050 | rows=[133] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E134 | value='1876611' | fill=00000000 | rows=[133] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F134 | value='1732607' | fill=00000000 | rows=[133] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G134 | value='242381' | fill=00000000 | rows=[133] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H134 | value='86785810' | fill=00000000 | rows=[133] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I134 | value='79068839' | fill=00000000 | rows=[133] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J134 | value='7716972' | fill=00000000 | rows=[133] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K134 | value='10761440' | fill=00000000 | rows=[133] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L134 | value='9804536' | fill=00000000 | rows=[133] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M134 | value='956904' | fill=00000000 | rows=[133] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B135 | value='Women' | fill=FF00B050 | rows=[134] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E135 | value='1823414' | fill=00000000 | rows=[134] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F135 | value='1723848' | fill=00000000 | rows=[134] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G135 | value='194299' | fill=00000000 | rows=[134] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H135 | value='63005517' | fill=00000000 | rows=[134] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I135 | value='59300482' | fill=00000000 | rows=[134] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J135 | value='3705035' | fill=00000000 | rows=[134] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K135 | value='7812684' | fill=00000000 | rows=[134] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L135 | value='7353260' | fill=00000000 | rows=[134] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M135 | value='459424' | fill=00000000 | rows=[134] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A136 | value='Texas' | fill=FF00B050 | rows=[135] | cols=[0, 1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E136 | value='14372728' | fill=00000000 | rows=[135] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F136 | value='13334924' | fill=00000000 | rows=[135] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G136 | value='1750771' | fill=00000000 | rows=[135] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H136 | value='627689823' | fill=00000000 | rows=[135] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I136 | value='590974451' | fill=00000000 | rows=[135] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J136 | value='36715371' | fill=00000000 | rows=[135] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K136 | value='77833538' | fill=00000000 | rows=[135] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L136 | value='73280832' | fill=00000000 | rows=[135] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M136 | value='4552706' | fill=00000000 | rows=[135] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B137 | value='Men' | fill=FF00B050 | rows=[136] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E137 | value='7643561' | fill=00000000 | rows=[136] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F137 | value='7062625' | fill=00000000 | rows=[136] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G137 | value='942939' | fill=00000000 | rows=[136] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H137 | value='387623737' | fill=00000000 | rows=[136] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I137 | value='363753188' | fill=00000000 | rows=[136] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J137 | value='23870549' | fill=00000000 | rows=[136] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K137 | value='48065343' | fill=00000000 | rows=[136] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L137 | value='45105395' | fill=00000000 | rows=[136] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M137 | value='2959948' | fill=00000000 | rows=[136] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B138 | value='Women' | fill=FF00B050 | rows=[137] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E138 | value='6729167' | fill=00000000 | rows=[137] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F138 | value='6272299' | fill=00000000 | rows=[137] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G138 | value='807833' | fill=00000000 | rows=[137] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H138 | value='240066086' | fill=00000000 | rows=[137] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I138 | value='227221263' | fill=00000000 | rows=[137] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J138 | value='12844823' | fill=00000000 | rows=[137] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K138 | value='29768195' | fill=00000000 | rows=[137] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L138 | value='28175437' | fill=00000000 | rows=[137] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M138 | value='1592758' | fill=00000000 | rows=[137] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A139 | value='Utah' | fill=FF00B050 | rows=[138] | cols=[0, 1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E139 | value='1789979' | fill=00000000 | rows=[138] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F139 | value='1717738' | fill=00000000 | rows=[138] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G139 | value='160653' | fill=00000000 | rows=[138] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H139 | value='76308351' | fill=00000000 | rows=[138] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I139 | value='73332163' | fill=00000000 | rows=[138] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J139 | value='2976188' | fill=00000000 | rows=[138] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K139 | value='9462236' | fill=00000000 | rows=[138] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L139 | value='9093188' | fill=00000000 | rows=[138] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M139 | value='369047' | fill=00000000 | rows=[138] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B140 | value='Men' | fill=FF00B050 | rows=[139] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E140 | value='972564' | fill=00000000 | rows=[139] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F140 | value='936476' | fill=00000000 | rows=[139] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G140 | value='88063' | fill=00000000 | rows=[139] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H140 | value='49881542' | fill=00000000 | rows=[139] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I140 | value='47845652' | fill=00000000 | rows=[139] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J140 | value='2035890' | fill=00000000 | rows=[139] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K140 | value='6185311' | fill=00000000 | rows=[139] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L140 | value='5932861' | fill=00000000 | rows=[139] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M140 | value='252450' | fill=00000000 | rows=[139] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B141 | value='Women' | fill=FF00B050 | rows=[140] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E141 | value='817416' | fill=00000000 | rows=[140] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F141 | value='781262' | fill=00000000 | rows=[140] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G141 | value='72590' | fill=00000000 | rows=[140] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H141 | value='26426809' | fill=00000000 | rows=[140] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I141 | value='25486511' | fill=00000000 | rows=[140] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J141 | value='940298' | fill=00000000 | rows=[140] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K141 | value='3276924' | fill=00000000 | rows=[140] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L141 | value='3160327' | fill=00000000 | rows=[140] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M141 | value='116597' | fill=00000000 | rows=[140] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A142 | value='Vermont' | fill=FF00B050 | rows=[141] | cols=[0, 1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E142 | value='379997' | fill=00000000 | rows=[141] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F142 | value='355647' | fill=00000000 | rows=[141] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G142 | value='42889' | fill=00000000 | rows=[141] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H142 | value='15951836' | fill=00000000 | rows=[141] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I142 | value='14986635' | fill=00000000 | rows=[141] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J142 | value='965201' | fill=00000000 | rows=[141] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K142 | value='1978028' | fill=00000000 | rows=[141] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L142 | value='1858343' | fill=00000000 | rows=[141] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M142 | value='119685' | fill=00000000 | rows=[141] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B143 | value='Men' | fill=FF00B050 | rows=[142] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E143 | value='197295' | fill=00000000 | rows=[142] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F143 | value='181795' | fill=00000000 | rows=[142] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G143 | value='24716' | fill=00000000 | rows=[142] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H143 | value='8879297' | fill=00000000 | rows=[142] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I143 | value='8217246' | fill=00000000 | rows=[142] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J143 | value='662051' | fill=00000000 | rows=[142] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K143 | value='1101033' | fill=00000000 | rows=[142] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L143 | value='1018939' | fill=00000000 | rows=[142] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M143 | value='82094' | fill=00000000 | rows=[142] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B144 | value='Women' | fill=FF00B050 | rows=[143] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E144 | value='182701' | fill=00000000 | rows=[143] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F144 | value='173851' | fill=00000000 | rows=[143] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G144 | value='18173' | fill=00000000 | rows=[143] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H144 | value='7072539' | fill=00000000 | rows=[143] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I144 | value='6769389' | fill=00000000 | rows=[143] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J144 | value='303150' | fill=00000000 | rows=[143] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K144 | value='876995' | fill=00000000 | rows=[143] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L144 | value='839404' | fill=00000000 | rows=[143] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M144 | value='37591' | fill=00000000 | rows=[143] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A145 | value='Virginia' | fill=FF00B050 | rows=[144] | cols=[0, 1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E145 | value='4761882' | fill=00000000 | rows=[144] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F145 | value='4523905' | fill=00000000 | rows=[144] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G145 | value='447377' | fill=00000000 | rows=[144] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H145 | value='237796679' | fill=00000000 | rows=[144] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I145 | value='227960783' | fill=00000000 | rows=[144] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J145 | value='9835897' | fill=00000000 | rows=[144] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K145 | value='29486788' | fill=00000000 | rows=[144] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L145 | value='28267137' | fill=00000000 | rows=[144] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M145 | value='1219651' | fill=00000000 | rows=[144] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B146 | value='Men' | fill=FF00B050 | rows=[145] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E146 | value='2406994' | fill=00000000 | rows=[145] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F146 | value='2277892' | fill=00000000 | rows=[145] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G146 | value='235839' | fill=00000000 | rows=[145] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H146 | value='137152107' | fill=00000000 | rows=[145] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I146 | value='131019907' | fill=00000000 | rows=[145] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J146 | value='6132200' | fill=00000000 | rows=[145] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K146 | value='17006861' | fill=00000000 | rows=[145] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L146 | value='16246468' | fill=00000000 | rows=[145] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M146 | value='760393' | fill=00000000 | rows=[145] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B147 | value='Women' | fill=FF00B050 | rows=[146] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E147 | value='2354888' | fill=00000000 | rows=[146] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F147 | value='2246014' | fill=00000000 | rows=[146] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G147 | value='211538' | fill=00000000 | rows=[146] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H147 | value='100644572' | fill=00000000 | rows=[146] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I147 | value='96940876' | fill=00000000 | rows=[146] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J147 | value='3703696' | fill=00000000 | rows=[146] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K147 | value='12479927' | fill=00000000 | rows=[146] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L147 | value='12020669' | fill=00000000 | rows=[146] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M147 | value='459258' | fill=00000000 | rows=[146] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A148 | value='Washington' | fill=FF00B050 | rows=[147] | cols=[0, 1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E148 | value='4129627' | fill=00000000 | rows=[147] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F148 | value='3921689' | fill=00000000 | rows=[147] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G148 | value='364506' | fill=00000000 | rows=[147] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H148 | value='221566783' | fill=00000000 | rows=[147] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I148 | value='212027070' | fill=00000000 | rows=[147] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J148 | value='9539714' | fill=00000000 | rows=[147] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K148 | value='27474281' | fill=00000000 | rows=[147] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L148 | value='26291357' | fill=00000000 | rows=[147] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M148 | value='1182924' | fill=00000000 | rows=[147] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B149 | value='Men' | fill=FF00B050 | rows=[148] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E149 | value='2182237' | fill=00000000 | rows=[148] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F149 | value='2067783' | fill=00000000 | rows=[148] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G149 | value='191184' | fill=00000000 | rows=[148] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H149 | value='133302126' | fill=00000000 | rows=[148] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I149 | value='127284124' | fill=00000000 | rows=[148] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J149 | value='6018002' | fill=00000000 | rows=[148] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K149 | value='16529464' | fill=00000000 | rows=[148] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L149 | value='15783231' | fill=00000000 | rows=[148] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M149 | value='746232' | fill=00000000 | rows=[148] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B150 | value='Women' | fill=FF00B050 | rows=[149] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E150 | value='1947390' | fill=00000000 | rows=[149] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F150 | value='1853906' | fill=00000000 | rows=[149] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G150 | value='173322' | fill=00000000 | rows=[149] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H150 | value='88264657' | fill=00000000 | rows=[149] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I150 | value='84742946' | fill=00000000 | rows=[149] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J150 | value='3521711' | fill=00000000 | rows=[149] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K150 | value='10944817' | fill=00000000 | rows=[149] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L150 | value='10508125' | fill=00000000 | rows=[149] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M150 | value='436692' | fill=00000000 | rows=[149] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A151 | value='West Virginia' | fill=FF00B050 | rows=[150] | cols=[0, 1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E151 | value='840789' | fill=00000000 | rows=[150] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F151 | value='803770' | fill=00000000 | rows=[150] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G151 | value='65632' | fill=00000000 | rows=[150] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H151 | value='31773872' | fill=00000000 | rows=[150] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I151 | value='30385551' | fill=00000000 | rows=[150] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J151 | value='1388321' | fill=00000000 | rows=[150] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K151 | value='3939960' | fill=00000000 | rows=[150] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L151 | value='3767808' | fill=00000000 | rows=[150] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M151 | value='172152' | fill=00000000 | rows=[150] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B152 | value='Men' | fill=FF00B050 | rows=[151] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E152 | value='427402' | fill=00000000 | rows=[151] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F152 | value='406366' | fill=00000000 | rows=[151] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G152 | value='35931' | fill=00000000 | rows=[151] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H152 | value='18645720' | fill=00000000 | rows=[151] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I152 | value='17718256' | fill=00000000 | rows=[151] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J152 | value='927464' | fill=00000000 | rows=[151] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K152 | value='2312069' | fill=00000000 | rows=[151] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L152 | value='2197064' | fill=00000000 | rows=[151] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M152 | value='115006' | fill=00000000 | rows=[151] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B153 | value='Women' | fill=FF00B050 | rows=[152] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E153 | value='413387' | fill=00000000 | rows=[152] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F153 | value='397404' | fill=00000000 | rows=[152] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G153 | value='29700' | fill=00000000 | rows=[152] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H153 | value='13128152' | fill=00000000 | rows=[152] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I153 | value='12667296' | fill=00000000 | rows=[152] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J153 | value='460857' | fill=00000000 | rows=[152] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K153 | value='1627891' | fill=00000000 | rows=[152] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L153 | value='1570745' | fill=00000000 | rows=[152] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M153 | value='57146' | fill=00000000 | rows=[152] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A154 | value='Wisconsin' | fill=FF00B050 | rows=[153] | cols=[0, 1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E154 | value='3324458' | fill=00000000 | rows=[153] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F154 | value='3187480' | fill=00000000 | rows=[153] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G154 | value='277793' | fill=00000000 | rows=[153] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H154 | value='143318379' | fill=00000000 | rows=[153] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I154 | value='137375997' | fill=00000000 | rows=[153] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J154 | value='5942383' | fill=00000000 | rows=[153] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K154 | value='17771479' | fill=00000000 | rows=[153] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L154 | value='17034624' | fill=00000000 | rows=[153] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M154 | value='736855' | fill=00000000 | rows=[153] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B155 | value='Men' | fill=FF00B050 | rows=[154] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E155 | value='1711873' | fill=00000000 | rows=[154] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F155 | value='1626789' | fill=00000000 | rows=[154] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G155 | value='157849' | fill=00000000 | rows=[154] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H155 | value='83854909' | fill=00000000 | rows=[154] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I155 | value='79626631' | fill=00000000 | rows=[154] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J155 | value='4228278' | fill=00000000 | rows=[154] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K155 | value='10398009' | fill=00000000 | rows=[154] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L155 | value='9873702' | fill=00000000 | rows=[154] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M155 | value='524306' | fill=00000000 | rows=[154] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B156 | value='Women' | fill=FF00B050 | rows=[155] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E156 | value='1612585' | fill=00000000 | rows=[155] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F156 | value='1560691' | fill=00000000 | rows=[155] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G156 | value='119944' | fill=00000000 | rows=[155] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H156 | value='59463470' | fill=00000000 | rows=[155] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I156 | value='57749366' | fill=00000000 | rows=[155] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J156 | value='1714104' | fill=00000000 | rows=[155] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K156 | value='7373470' | fill=00000000 | rows=[155] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L156 | value='7160921' | fill=00000000 | rows=[155] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M156 | value='212549' | fill=00000000 | rows=[155] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A157 | value='Wyoming' | fill=FF00B050 | rows=[156] | cols=[0, 1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E157 | value='359193' | fill=00000000 | rows=[156] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F157 | value='342712' | fill=00000000 | rows=[156] | cols=[5] | col_header=False | row_header=False | metadata=False
